configuration_id,pair_id,shape,profile,n_p,n_q,target_mi_p,target_mi_q,section,population,mi,v,tau2,mean_vhat,var_vhat,mean_vhat_over_v,n_var_ihat_over_v,population_first_order_df,empirical_moment_df,median_plugin_df,first_order_var_ratio
config_f5bd1ee837e6f46b,pair_0a0e0f72610302eb,2x2,uniform,2,2,0.02,0.02,main,p,0.01999999999999985,0.039196393802273966,0.144411792372336,0.0,0.0,0.0,5.073037484254794,0.04255489837399873,,,0.0
config_f5bd1ee837e6f46b,pair_0a0e0f72610302eb,2x2,uniform,2,2,0.02,0.02,main,q,0.01999999999999985,0.039196393802273966,0.144411792372336,0.0,0.0,0.0,4.42936043580333,0.04255489837399873,,,0.0
