condition,condition_label,method,method_label,nominal_alpha,actual_rejection_rate
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.057,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.058,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.059000000000000004,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.06,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.061,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.062,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.063,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.064,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.065,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.066,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.067,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.068,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.069,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.07,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.07100000000000001,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.07200000000000001,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.073,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.074,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.075,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.076,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.077,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.078,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.079,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.08,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.081,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.082,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.083,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.084,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.085,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.08600000000000001,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.08700000000000001,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.088,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.089,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.09,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.091,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.092,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.093,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.094,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.095,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.096,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.097,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.098,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.099,
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.1,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.0,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.001,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.002,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.003,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.004,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.005,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.006,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.007,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.008,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.009000000000000001,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.01,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.011,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.012,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.013000000000000001,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.014,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.015,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.016,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.017,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.018000000000000002,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.019,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.02,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.021,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.022,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.023,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.024,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.025,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.026000000000000002,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.027,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.028,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.029,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.03,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.031,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.032,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.033,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.034,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.035,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.036000000000000004,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.037,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.038,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.039,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.04,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.041,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.042,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.043000000000000003,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.044,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.045,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.046,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.047,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.048,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.049,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.05,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.051000000000000004,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.052000000000000005,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.053,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.054,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.055,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.056,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.057,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.058,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.059000000000000004,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.06,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.061,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.062,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.063,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.064,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.065,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.066,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.067,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.068,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.069,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.07,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.07100000000000001,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.07200000000000001,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.073,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.074,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.075,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.076,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.077,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.078,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.079,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.08,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.081,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.082,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.083,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.084,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.085,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.08600000000000001,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.08700000000000001,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.088,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.089,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.09,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.091,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.092,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.093,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.094,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.095,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.096,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.097,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.098,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.099,
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.1,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.0,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.001,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.002,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.003,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.004,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.005,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.006,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.007,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.008,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.009000000000000001,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.01,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.011,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.012,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.013000000000000001,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.014,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.015,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.016,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.017,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.018000000000000002,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.019,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.02,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.021,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.022,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.023,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.024,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.025,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.026000000000000002,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.027,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.028,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.029,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.03,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.031,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.032,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.033,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.034,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.035,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.036000000000000004,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.037,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.038,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.039,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.04,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.041,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.042,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.043000000000000003,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.044,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.045,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.046,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.047,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.048,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.049,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.05,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.051000000000000004,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.052000000000000005,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.053,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.054,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.055,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.056,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.057,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.058,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.059000000000000004,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.06,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.061,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.062,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.063,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.064,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.065,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.066,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.067,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.068,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.069,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.07,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.07100000000000001,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.07200000000000001,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.073,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.074,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.075,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.076,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.077,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.078,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.079,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.08,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.081,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.082,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.083,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.084,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.085,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.08600000000000001,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.08700000000000001,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.088,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.089,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.09,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.091,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.092,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.093,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.094,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.095,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.096,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.097,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.098,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.099,
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.1,
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.0,0.0
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.001,0.0008333333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.002,0.0016666666666666668
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.003,0.0025
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.004,0.0033333333333333335
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.005,0.004166666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.006,0.004583333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.007,0.005833333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.008,0.006666666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.009000000000000001,0.006666666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.01,0.007083333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.011,0.007916666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.012,0.008333333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.013000000000000001,0.00875
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.014,0.009166666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.015,0.01
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.016,0.010416666666666666
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.017,0.010833333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.018000000000000002,0.012083333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.019,0.0125
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.02,0.012916666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.021,0.012916666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.022,0.014166666666666668
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.023,0.015
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.024,0.01625
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.025,0.01625
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.026000000000000002,0.01625
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.027,0.018333333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.028,0.01916666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.029,0.019583333333333338
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.03,0.02041666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.031,0.02125
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.032,0.02291666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.033,0.023333333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.034,0.02375
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.035,0.024583333333333332
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.036000000000000004,0.024999999999999998
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.037,0.025833333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.038,0.025833333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.039,0.027916666666666666
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.04,0.029166666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.041,0.03
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.042,0.03083333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.043000000000000003,0.03250000000000001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.044,0.03291666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.045,0.03291666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.046,0.03375
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.047,0.035
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.048,0.03666666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.049,0.03875
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.05,0.03916666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.051000000000000004,0.04
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.052000000000000005,0.04
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.053,0.04083333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.054,0.041666666666666664
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.055,0.04208333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.056,0.04208333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.057,0.044583333333333336
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.058,0.04541666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.059000000000000004,0.04791666666666666
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.06,0.04875
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.061,0.049999999999999996
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.062,0.050416666666666665
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.063,0.050416666666666665
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.064,0.05125
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.065,0.05249999999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.066,0.05333333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.067,0.05375
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.068,0.055
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.069,0.05583333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.07,0.05625
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.07100000000000001,0.05708333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.07200000000000001,0.0575
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.073,0.05833333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.074,0.059166666666666666
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.075,0.059166666666666666
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.076,0.06
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.077,0.06125
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.078,0.06166666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.079,0.06166666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.08,0.06333333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.081,0.06458333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.082,0.06583333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.083,0.06875
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.084,0.07
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.085,0.07125
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.08600000000000001,0.07291666666666666
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.08700000000000001,0.075
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.088,0.075
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.089,0.07583333333333334
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.09,0.07625
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.091,0.07833333333333335
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.092,0.08
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.093,0.08
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.094,0.08083333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.095,0.08541666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.096,0.08541666666666667
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.097,0.08625000000000001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.098,0.08750000000000001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.099,0.08958333333333333
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.1,0.09041666666666667
moderate_sparse,Moderate sparsity,expanded_welch,Expanded Welch,0.0,0.0
moderate_sparse,Moderate sparsity,expanded_welch,Expanded Welch,0.001,0.0004166666666666667
moderate_sparse,Moderate sparsity,expanded_welch,Expanded Welch,0.002,0.0004166666666666667
moderate_sparse,Moderate sparsity,expanded_welch,Expanded Welch,0.003,0.0008333333333333334
moderate_sparse,Moderate sparsity,expanded_welch,Expanded Welch,0.004,0.0008333333333333334
moderate_sparse,Moderate sparsity,expanded_welch,Expanded Welch,0.005,0.0016666666666666668
moderate_sparse,Moderate sparsity,expanded_welch,Expanded Welch,0.006,0.0020833333333333333
