scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,true_delta,simulation_seed,replicates,mean_delta_error,empirical_delta_sd,mean_standard_error,mean_standardized_third_cumulant,mean_studentization_covariance,mean_absolute_edgeworth_adjustment,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_3x3_d2_p00,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,0,0.1,-1.1102230246251565e-16,2674302760,300,0.013673169995788194,0.11250152237820725,0.1013952089455752,-0.00048405645918321973,0.006698203768298674,0.11967158452712828,normal_wald,Normal Wald,300,1.0,0.14666666666666667,0.07666666666666666,0.02666666666666667
config_3x3_d2_p00,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,0,0.1,-1.1102230246251565e-16,2674302760,300,0.013673169995788194,0.11250152237820725,0.1013952089455752,-0.00048405645918321973,0.006698203768298674,0.11967158452712828,simple_welch,Simple Welch,0,0.0,,,
config_3x3_d2_p00,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,0,0.1,-1.1102230246251565e-16,2674302760,300,0.013673169995788194,0.11250152237820725,0.1013952089455752,-0.00048405645918321973,0.006698203768298674,0.11967158452712828,expanded_welch,Expanded Welch,292,0.9733333333333334,0.09931506849315068,0.05136986301369863,0.02054794520547945
config_3x3_d2_p00,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,0,0.1,-1.1102230246251565e-16,2674302760,300,0.013673169995788194,0.11250152237820725,0.1013952089455752,-0.00048405645918321973,0.006698203768298674,0.11967158452712828,edgeworth_normal,Joint Edgeworth,286,0.9533333333333334,0.1853146853146853,0.11188811188811189,0.03146853146853147
config_3x3_d2_p00,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,0,0.1,-1.1102230246251565e-16,2674302760,300,0.013673169995788194,0.11250152237820725,0.1013952089455752,-0.00048405645918321973,0.006698203768298674,0.11967158452712828,joint_influence_welch,Joint-Influence Welch,291,0.97,0.15463917525773196,0.08247422680412371,0.03436426116838488
config_3x3_d2_p01,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,1,0.1,5.551115123125783e-17,3380239290,300,0.012304930889306655,0.12426664311826656,0.10654065230340405,-0.003174692141221883,0.03260015213784921,0.10418527395156262,normal_wald,Normal Wald,299,0.9966666666666667,0.19063545150501673,0.11705685618729098,0.03678929765886288
config_3x3_d2_p01,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,1,0.1,5.551115123125783e-17,3380239290,300,0.012304930889306655,0.12426664311826656,0.10654065230340405,-0.003174692141221883,0.03260015213784921,0.10418527395156262,simple_welch,Simple Welch,0,0.0,,,
config_3x3_d2_p01,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,1,0.1,5.551115123125783e-17,3380239290,300,0.012304930889306655,0.12426664311826656,0.10654065230340405,-0.003174692141221883,0.03260015213784921,0.10418527395156262,expanded_welch,Expanded Welch,292,0.9733333333333334,0.15753424657534246,0.08561643835616438,0.0136986301369863
config_3x3_d2_p01,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,1,0.1,5.551115123125783e-17,3380239290,300,0.012304930889306655,0.12426664311826656,0.10654065230340405,-0.003174692141221883,0.03260015213784921,0.10418527395156262,edgeworth_normal,Joint Edgeworth,284,0.9466666666666667,0.18309859154929578,0.12323943661971831,0.03873239436619718
config_3x3_d2_p01,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,1,0.1,5.551115123125783e-17,3380239290,300,0.012304930889306655,0.12426664311826656,0.10654065230340405,-0.003174692141221883,0.03260015213784921,0.10418527395156262,joint_influence_welch,Joint-Influence Welch,287,0.9566666666666667,0.17421602787456447,0.0975609756097561,0.020905923344947737
config_3x3_d3_p00,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,-1.1102230246251565e-16,65349617,300,-0.007012002723169909,0.08839156023331186,0.07915947244375698,0.3271686672999336,0.25863179123012475,0.3020636312433895,normal_wald,Normal Wald,300,1.0,0.2,0.15333333333333332,0.10333333333333333
config_3x3_d3_p00,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,-1.1102230246251565e-16,65349617,300,-0.007012002723169909,0.08839156023331186,0.07915947244375698,0.3271686672999336,0.25863179123012475,0.3020636312433895,simple_welch,Simple Welch,0,0.0,,,
config_3x3_d3_p00,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,-1.1102230246251565e-16,65349617,300,-0.007012002723169909,0.08839156023331186,0.07915947244375698,0.3271686672999336,0.25863179123012475,0.3020636312433895,expanded_welch,Expanded Welch,295,0.9833333333333333,0.14915254237288136,0.1016949152542373,0.07457627118644068
config_3x3_d3_p00,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,-1.1102230246251565e-16,65349617,300,-0.007012002723169909,0.08839156023331186,0.07915947244375698,0.3271686672999336,0.25863179123012475,0.3020636312433895,edgeworth_normal,Joint Edgeworth,273,0.91,0.07326007326007326,0.03296703296703297,0.007326007326007326
config_3x3_d3_p00,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,-1.1102230246251565e-16,65349617,300,-0.007012002723169909,0.08839156023331186,0.07915947244375698,0.3271686672999336,0.25863179123012475,0.3020636312433895,joint_influence_welch,Joint-Influence Welch,279,0.93,0.07885304659498207,0.05017921146953405,0.021505376344086023
config_3x3_d3_p01,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,1,0.1,-1.6653345369377348e-16,796464720,300,-0.00709165151314502,0.08871455835268965,0.08234248164438923,0.2966436824969261,0.30250873219597874,0.3073374148528576,normal_wald,Normal Wald,300,1.0,0.19,0.14,0.09666666666666666
config_3x3_d3_p01,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,1,0.1,-1.6653345369377348e-16,796464720,300,-0.00709165151314502,0.08871455835268965,0.08234248164438923,0.2966436824969261,0.30250873219597874,0.3073374148528576,simple_welch,Simple Welch,0,0.0,,,
config_3x3_d3_p01,3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,1,0.1,-1.6653345369377348e-16,796464720,300,-0.00709165151314502,0.08871455835268965,0.08234248164438923,0.2966436824969261,0.30250873219597874,0.3073374148528576,expanded_welch,Expanded Welch,296,0.9866666666666667,0.125,0.08445945945945946,0.06418918918918919
