name,r,c,N,skewness,observed_r,observed_c,dynamic_df,g_statistic,gamma_fixed_margin_p,empirical_fixed_margin_p,gamma_mu,gamma_variance,gamma_shape,gamma_scale,gamma_samples,gamma_time_s,gamma_error,chi2_nominal_p,chi2_dynamic_p,jidt_p,jidt_time_s,jidt_g_abs_diff,jidt_error
20x3_N2000000_strong_5k,20,3,2000000,strong,20,3,38,26.781008937570185,0.9177269277830756,0.9164167166566687,38.06420756776629,74.21405275542028,19.523039693532652,1.949707021308558,5000,0.01962391601409763,,0.9134844472382555,0.9134844472382555,0.911,35.50468050001655,2.3732127374387346e-12,
