name,r,c,N,skewness,observed_r,observed_c,dynamic_df,g_statistic,gamma_fixed_margin_p,empirical_fixed_margin_p,gamma_mu,gamma_variance,gamma_shape,gamma_scale,gamma_samples,gamma_time_s,gamma_error,chi2_nominal_p,chi2_dynamic_p,jidt_p,jidt_time_s,jidt_g_abs_diff,jidt_error
80x80_N1000000_balanced_5k,80,80,1000000,balanced,80,80,6241,6301.02663189866,0.3197630622652405,0.3171365726854629,6249.8961333995285,12156.37650074611,3213.2273688532896,1.945052564278992,5000,2.1998860419844277,,0.294070825450182,0.294070825450182,0.32,11.89621774997795,1.1823431123048067e-11,
