subset,pairs,median_wald_ms,median_profile_ms,median_permutation_ms,profile_over_permutation
easy,16,0.07922947406768799,57.8348544659093,2.4434374645352364,20.855979284059906
hard,16,0.08402048842981458,110.84468802437186,3.4478335292078555,28.32361385172155
all,32,0.07977103814482689,84.64987552724779,3.1437085126526654,25.38174338697815
