configuration,family,description,total_n,total_strata,informative_strata,reference,exact_status,exact_state_count,mean,variance,skewness,fourth_cumulant,lyapunov_ratio,max_variance_share,total_support_width,min_expected_count,fraction_expected_below_1,fraction_expected_below_5,degenerate_fraction,moment_seconds,exact_seconds,reference_sampling_seconds,permutation_seconds,permutations,runtime_speedup_vs_permutation,normal_p_mae,edgeworth_p_mae,chi2_nominal_p_mae,chi2_informative_p_mae,normal_tail_p_mae,edgeworth_tail_p_mae,chi2_nominal_tail_p_mae,chi2_informative_tail_p_mae,normal_tail_max_error,edgeworth_tail_max_error,chi2_nominal_tail_max_error,chi2_informative_tail_max_error,normal_monotonicity_violations,edgeworth_monotonicity_violations,alpha,reference_fpr,normal_fpr,edgeworth_fpr,cornish_fisher_fpr,chi2_nominal_fpr,chi2_informative_fpr,normal_fpr_error_vs_reference,normal_size_distortion,edgeworth_fpr_error_vs_reference,edgeworth_size_distortion,cornish_fisher_fpr_error_vs_reference,cornish_fisher_size_distortion,chi2_nominal_fpr_error_vs_reference,chi2_nominal_size_distortion,chi2_informative_fpr_error_vs_reference,chi2_informative_size_distortion
homogeneous_k50_n10_balanced,homogeneous,"50 equal strata of size 10; p_x=0.50, p_y=0.50",500,50,50,conditional_monte_carlo,not_attempted,,59.72474175533944,158.77980896858998,0.4867727769280475,9220.897700936326,0.5064633173073861,0.02,300,2.5,0.0,1.0,0.0,0.0018121249740943313,0.0,0.1195146250538528,0.06917933304794133,1000,38.175806876959996,0.01900211913933091,0.027982281227828115,0.2531808224369666,0.2531808224369666,0.01390365236211676,0.004250011776028283,0.04803255166408621,0.04803255166408621,0.02199590032663014,0.00992075573098554,0.08743127615078461,0.08743127615078461,0,0,0.001,0.0009500000000000001,0.0049900000000000005,0.0018700000000000001,0.0010400000000000001,0.026220000000000004,0.026220000000000004,0.00404,0.0039900000000000005,0.00092,0.0008700000000000001,9.000000000000002e-05,4.0000000000000105e-05,0.025270000000000004,0.025220000000000003,0.025270000000000004,0.025220000000000003
homogeneous_k50_n10_x_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.50",500,50,0,exact_convolution,available,1.0,74.8817616223543,0.0,0.0,0.0,0.0,0.0,100,0.5,0.5,1.0,1.0,0.0017244999762624502,0.0015794169157743454,0.04160558304283768,0.06841733295004815,1000,39.673722175590086,0.0,0.0,0.9871051646635555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,1.0,0.9,0.0,0.1
homogeneous_k50_n10_x_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.50",500,50,0,exact_convolution,available,1.0,74.8817616223543,0.0,0.0,0.0,0.0,0.0,100,0.5,0.5,1.0,1.0,0.0017244999762624502,0.0015794169157743454,0.04160558304283768,0.06841733295004815,1000,39.673722175590086,0.0,0.0,0.9871051646635555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.95,0.0,0.05
homogeneous_k50_n10_x_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.50",500,50,0,exact_convolution,available,1.0,74.8817616223543,0.0,0.0,0.0,0.0,0.0,100,0.5,0.5,1.0,1.0,0.0017244999762624502,0.0015794169157743454,0.04160558304283768,0.06841733295004815,1000,39.673722175590086,0.0,0.0,0.9871051646635555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
homogeneous_k50_n10_x_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.50",500,50,0,exact_convolution,available,1.0,74.8817616223543,0.0,0.0,0.0,0.0,0.0,100,0.5,0.5,1.0,1.0,0.0017244999762624502,0.0015794169157743454,0.04160558304283768,0.06841733295004815,1000,39.673722175590086,0.0,0.0,0.9871051646635555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001
homogeneous_k50_n10_both_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.10",500,50,50,conditional_monte_carlo,not_attempted,,42.528975758592466,177.41502572957316,0.3771236166328253,3217.556005139454,0.386551707048646,0.02,100,0.1,0.75,0.75,0.0,0.0017726250225678086,0.0,0.04162270808592439,0.06961566605605185,1000,39.27264095324979,0.05891992699836278,0.06725589528677867,0.11453188822430249,0.11453188822430249,0.021515169062239825,0.013008898335076926,0.008521294615793203,0.008521294615793203,0.028776780604040566,0.017946273459554685,0.009622402243324321,0.009622402243324321,0,0,0.1,0.05845000000000001,0.12345000000000016,0.12345000000000016,0.12345000000000016,0.05845000000000001,0.05845000000000001,0.06500000000000014,0.02345000000000015,0.06500000000000014,0.02345000000000015,0.06500000000000014,0.02345000000000015,0.0,0.04155,0.0,0.04155
homogeneous_k50_n10_both_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.10",500,50,50,conditional_monte_carlo,not_attempted,,42.528975758592466,177.41502572957316,0.3771236166328253,3217.556005139454,0.386551707048646,0.02,100,0.1,0.75,0.75,0.0,0.0017726250225678086,0.0,0.04162270808592439,0.06961566605605185,1000,39.27264095324979,0.05891992699836278,0.06725589528677867,0.11453188822430249,0.11453188822430249,0.021515169062239825,0.013008898335076926,0.008521294615793203,0.008521294615793203,0.028776780604040566,0.017946273459554685,0.009622402243324321,0.009622402243324321,0,0,0.05,0.0245,0.05845000000000001,0.05845000000000001,0.05845000000000001,0.05845000000000001,0.05845000000000001,0.03395000000000001,0.008450000000000006,0.03395000000000001,0.008450000000000006,0.03395000000000001,0.008450000000000006,0.03395000000000001,0.008450000000000006,0.03395000000000001,0.008450000000000006
homogeneous_k50_n10_both_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.10",500,50,50,conditional_monte_carlo,not_attempted,,42.528975758592466,177.41502572957316,0.3771236166328253,3217.556005139454,0.386551707048646,0.02,100,0.1,0.75,0.75,0.0,0.0017726250225678086,0.0,0.04162270808592439,0.06961566605605185,1000,39.27264095324979,0.05891992699836278,0.06725589528677867,0.11453188822430249,0.11453188822430249,0.021515169062239825,0.013008898335076926,0.008521294615793203,0.008521294615793203,0.028776780604040566,0.017946273459554685,0.009622402243324321,0.009622402243324321,0,0,0.01,0.00939,0.0245,0.00939,0.00939,0.00939,0.00939,0.01511,0.0145,0.0,0.0006099999999999994,0.0,0.0006099999999999994,0.0,0.0006099999999999994,0.0,0.0006099999999999994
homogeneous_k50_n10_both_skew,homogeneous,"50 equal strata of size 10; p_x=0.10, p_y=0.10",500,50,50,conditional_monte_carlo,not_attempted,,42.528975758592466,177.41502572957316,0.3771236166328253,3217.556005139454,0.386551707048646,0.02,100,0.1,0.75,0.75,0.0,0.0017726250225678086,0.0,0.04162270808592439,0.06961566605605185,1000,39.27264095324979,0.05891992699836278,0.06725589528677867,0.11453188822430249,0.11453188822430249,0.021515169062239825,0.013008898335076926,0.008521294615793203,0.008521294615793203,0.028776780604040566,0.017946273459554685,0.009622402243324321,0.009622402243324321,0,0,0.001,0.00015000000000000001,0.0032800000000000004,0.0010100000000000003,0.0010100000000000003,0.0010100000000000003,0.0010100000000000003,0.0031300000000000004,0.0022800000000000003,0.0008600000000000003,1.0000000000000243e-05,0.0008600000000000003,1.0000000000000243e-05,0.0008600000000000003,1.0000000000000243e-05,0.0008600000000000003,1.0000000000000243e-05
homogeneous_k50_n20_balanced,homogeneous,"50 equal strata of size 20; p_x=0.50, p_y=0.50",1000,50,50,conditional_monte_carlo,not_attempted,,54.13967176004232,118.59074374760341,0.40900425761782044,3625.44312576381,0.4435811464124695,0.02,550,5.0,0.0,0.0,0.0,0.0019242919515818357,0.0,0.24112941592466086,0.07296104193665087,1000,37.91578605142236,0.014753103001503055,0.001704309329575836,0.10967443566465,0.10967443566465,0.00858341643316788,0.0012819705400996546,0.03111547486050338,0.03111547486050338,0.01085857656173897,0.002568693498816013,0.05731229907724109,0.05731229907724109,0,0,0.1,0.0987600000000001,0.1059000000000001,0.0980200000000001,0.09874000000000009,0.19838000000000033,0.19838000000000033,0.0071400000000000075,0.0059000000000001,0.0007400000000000045,0.0019799999999999124,2.0000000000006124e-05,0.001259999999999914,0.09962000000000024,0.09838000000000033,0.09962000000000024,0.09838000000000033
