anchor_configuration_id,configuration_label,configuration_id,sample_scale,n_p,n_q,development_replicates,validation_replicates,normal_wald_rejection_rate,normal_wald_valid_rate,normal_wald_wilson_low,normal_wald_wilson_high,normal_wald_absolute_error,simple_welch_rejection_rate,simple_welch_valid_rate,simple_welch_wilson_low,simple_welch_wilson_high,simple_welch_absolute_error,expanded_welch_rejection_rate,expanded_welch_valid_rate,expanded_welch_wilson_low,expanded_welch_wilson_high,expanded_welch_absolute_error,plugin_joint_cf_rejection_rate,plugin_joint_cf_valid_rate,plugin_joint_cf_wilson_low,plugin_joint_cf_wilson_high,plugin_joint_cf_absolute_error,population_joint_cf_rejection_rate,population_joint_cf_valid_rate,population_joint_cf_wilson_low,population_joint_cf_wilson_high,population_joint_cf_absolute_error,split_location_scale_rejection_rate,split_location_scale_valid_rate,split_location_scale_wilson_low,split_location_scale_wilson_high,split_location_scale_absolute_error,split_cf_skew_rejection_rate,split_cf_skew_valid_rate,split_cf_skew_wilson_low,split_cf_skew_wilson_high,split_cf_skew_absolute_error,split_cf_four_moment_rejection_rate,split_cf_four_moment_valid_rate,split_cf_four_moment_wilson_low,split_cf_four_moment_wilson_high,split_cf_four_moment_absolute_error,split_empirical_rejection_rate,split_empirical_valid_rate,split_empirical_wilson_low,split_empirical_wilson_high,split_empirical_absolute_error,development_mean,development_sd,development_skewness,development_excess_kurtosis,plugin_joint_mean_shift_median,plugin_joint_skewness_median,population_joint_mean_shift,population_joint_skewness,population_joint_lower_critical,population_joint_upper_critical,split_location_scale_lower_critical,split_location_scale_upper_critical,split_cf_skew_lower_critical,split_cf_skew_upper_critical,split_cf_four_moment_lower_critical,split_cf_four_moment_upper_critical,split_empirical_lower_critical,split_empirical_upper_critical
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0_scale2,2.0,2000,2000,20000,20000,0.01575,1.0,0.014115110731765333,0.017570876188571994,0.03425,0.0156,1.0,0.013973231079847942,0.017412813451306214,0.0344,0.0009688934217236104,0.9805,0.000620390072478947,0.0015128717318718412,0.04903110657827639,0.55285,1.0,0.545949804682588,0.5597298971062815,0.5028499999999999,0.0139,1.0,0.012368260459034976,0.015618436994709939,0.03610000000000001,0.0308,1.0,0.028494136695972925,0.03328606993907565,0.019200000000000002,0.0311,1.0,0.028782829393135836,0.03359726202027908,0.018900000000000004,0.03585,1.0,0.033361221911980196,0.038517045158901725,0.014150000000000003,0.05095,1.0,0.047987764265624094,0.054084703316363475,0.0009499999999999995,0.13523821658802695,0.8401976795394259,0.07287433216157274,-0.7723867937999933,-0.01687773339642907,-0.12563469174989927,0.015630816341155353,0.061778705551184476,-1.9150762268956527,2.0048517421844556,-1.511518975203374,1.7819954083794278,-1.4825224350231345,1.8109919485596673,-1.437275694985076,1.7657452085216088,-1.2476727018891351,1.7295458984609209
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0_scale0p5,0.5,10,100,20000,20000,0.1951,1.0,0.18966673966101227,0.20065036392600027,0.1451,0.17625,1.0,0.17103156563253777,0.18159277771378993,0.12624999999999997,0.05128723888523595,0.98855,0.048298747369917974,0.05445006419713397,0.00128723888523595,0.36875,1.0,0.3620892845876155,0.375461124877112,0.31875000000000003,0.48005,1.0,0.4731304939273856,0.48697716831125293,0.43005,0.02405,1.0,0.022016370880129848,0.026266428241676135,0.025950000000000004,0.2553,1.0,0.24930443630381463,0.26138954614204296,0.20530000000000004,0.22185,1.0,0.21614541756587363,0.2276614120921373,0.17185,0.0462,1.0,0.043376858902333025,0.049197433022187535,0.0038000000000000048,-0.16631734042574983,2.2093326069197774,3.041473000613554,20.983977418446393,-0.3189437549665462,-2.202172526190968,-0.5076470407527301,-3.311496085744177,-4.035857652381429,-0.11592968330131947,-4.496529679858503,4.1638949990070016,-1.314273167703372,7.346151511162131,-1.5148154111053502,7.546693754564106,-3.5337662333133775,4.916465617750615
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0_scale1,1.0,20,200,20000,20000,0.17005,1.0,0.1649069586428669,0.1753197659505565,0.12005,0.15905,1.0,0.154046973507461,0.1641839758791967,0.10905,0.05533577044418849,0.99845,0.052249333842488484,0.05859325524956007,0.005335770444188488,0.14365,1.0,0.13885757446424038,0.14857928963294534,0.09365,0.3009,1.0,0.2945822914054042,0.30729417735213665,0.2509,0.0649,1.0,0.061568695641742326,0.06839841413427993,0.014899999999999997,0.072,1.0,0.06849919875044294,0.07566518411358261,0.021999999999999992,0.0193,1.0,0.01748357240261792,0.021301051061721067,0.0307,0.05045,1.0,0.04750204221284436,0.053570617405199306,0.000449999999999999,-0.3417386147859786,1.487777037260743,0.37409009410463856,10.311918487697337,-0.309313394901395,-2.069884642721492,-0.35896066496553924,-2.3415813381024173,-3.4278424740929054,0.4920854949872038,-3.2577280248427414,2.574250795270784,-2.9941530487692725,2.8378257713442534,-4.017999499385728,3.8616722219607067,-3.7989297416238252,2.3166529183084057
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0_scale2,2.0,40,400,20000,20000,0.10545,1.0,0.10126894282759247,0.10978259282427968,0.05545,0.1004,1.0,0.09631133792466544,0.10464213729137338,0.0504,0.02435,1.0,0.02230345541906599,0.02657922848110634,0.025650000000000003,0.0746,1.0,0.07103973497036001,0.0783236493061738,0.024599999999999997,0.16775,1.0,0.16263555980440805,0.17299204815487343,0.11775000000000001,0.053,1.0,0.049980063206602525,0.056191617027555006,0.0029999999999999957,0.05525,1.0,0.052168219287413393,0.05850259678449168,0.005249999999999998,0.0524,1.0,0.04939681423822419,0.05557509643920068,0.0023999999999999994,0.0484,1.0,0.04551145709244874,0.05146198987342495,0.0016000000000000042,-0.2817283067457503,1.242737145492791,-0.820374689894119,1.7635424715720154,-0.24629308465946026,-1.6126318219389217,-0.2538235203763651,-1.6557480428720885,-2.997910818460742,0.9220171506193673,-2.7174483541617342,2.153991740670233,-3.2002643487344598,1.6711757460975079,-3.228700008432339,1.6996114057953868,-3.2892505185136836,1.7443622529794967
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0_scale0p5,0.5,250,25,20000,20000,0.19895,1.0,0.1934753702433735,0.20454025466600703,0.14894999999999997,0.19365,1.0,0.1882325332097487,0.19918512728182652,0.14365,0.03847600623354291,0.93045,0.03580638921761778,0.0413361288657909,0.011523993766457095,0.47755,1.0,0.4706324439786961,0.48447617844022295,0.42755,0.59595,1.0,0.5891314717653457,0.6027316765154878,0.5459499999999999,0.0271,1.0,0.024938838923009136,0.029442788778854614,0.022900000000000004,0.018,1.0,0.016247840008050157,0.019937282750034695,0.032,0.02445,1.0,0.022399169208250073,0.02668347628471103,0.025550000000000003,0.04925,1.0,0.04633664808955941,0.05233647241501892,0.0007500000000000007,0.5739475275038762,1.4122100216180773,0.5357809022691629,-0.20026875890243145,0.37054148292462763,1.6378105895839945,0.6888295166172541,3.9916714339846697,0.6192271996452854,4.539155168725393,-2.193933253474087,3.3418283084818388,-1.8356086454366234,3.7001529165193023,-1.7569594390043815,3.62150371008706,-1.6205668771056556,3.341492185537964
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0_scale1,1.0,500,50,20000,20000,0.17185,1.0,0.16668481642587474,0.1771412168377467,0.12185,0.16785,1.0,0.16273430901455746,0.1730932605375128,0.11785,0.04695425099181439,0.99565,0.04410246553774671,0.049980798753681104,0.0030457490081856123,0.2549,1.0,0.24890762655063195,0.2609865095240706,0.20490000000000003,0.3893,1.0,0.38256432402616874,0.39607819275665274,0.3393,0.0649,1.0,0.061568695641742326,0.06839841413427993,0.014899999999999997,0.0456,1.0,0.04279500487108835,0.04857951749669953,0.004400000000000001,0.0556,1.0,0.05250873332583738,0.05886194832082841,0.005599999999999994,0.04775,1.0,0.04488059897704676,0.05079309763569988,0.002250000000000002,0.454777955372567,1.3756630971775772,0.6276529845262393,-0.038343328397320686,0.3923557697143307,2.271066675834682,0.48707602228151187,2.822537939239189,-0.13620040822603974,3.783727560854068,-2.2414721699563094,3.1510280807014426,-1.8325677531384341,3.559932497519318,-1.749783343159329,3.477148087540213,-1.7616943890211596,3.586570519183514
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0_scale2,2.0,1000,100,20000,20000,0.13095,1.0,0.1263454961979154,0.1356962456150954,0.08095000000000001,0.12905,1.0,0.12447482018650805,0.13376765136351595,0.07905,0.031751587579378966,0.99995,0.02941000538063669,0.034273019925698756,0.018248412420621037,0.1088,1.0,0.10455934516608525,0.11319090384421099,0.05879999999999999,0.2368,1.0,0.23095915891937416,0.24274192886055931,0.18680000000000002,0.06195,1.0,0.05869245809169861,0.06537578469705464,0.011949999999999995,0.0619,1.0,0.05864372643618024,0.06532453555617863,0.011899999999999994,0.0701,1.0,0.06664350614890652,0.07372160645213224,0.020099999999999993,0.04975,1.0,0.04682217018525079,0.052850758283271425,0.0002500000000000002,0.4027373345141891,1.3265948071242173,0.9720495563338761,1.1658689073537634,0.3247221308779979,1.887852402706065,0.34441475830862706,1.9958357169923349,-0.6703683924473846,3.2495595766327234,-2.197340709527137,3.0028153785555145,-1.5866563244306526,3.6134997636519985,-1.5098463991734585,3.536689838394804,-1.6247517466596588,3.9443788163897797
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0_scale0p5,0.5,100,1000,20000,20000,0.69455,1.0,0.6881297010142167,0.700895577756353,0.64455,0.69425,1.0,0.6878280045968543,0.700597389395349,0.64425,0.08409978164494145,0.75565,0.07977996306569217,0.08863097553915726,0.03409978164494144,0.92855,1.0,0.9248973548890299,0.9320380510072827,0.8785499999999999,0.3632,1.0,0.35656174539376967,0.3698907956711806,0.31320000000000003,0.01385,1.0,0.012321144311287308,0.01556557234606322,0.03615,0.99425,1.0,0.9931030088228643,0.9952071635356763,0.9442499999999999,1.0,1.0,0.9998079639438954,0.9999999999999999,0.95,0.04595,1.0,0.04313440321793284,0.04893998472461576,0.004050000000000005,-2.0215618499194883,3.977261673565856,-8.871458341080443,111.1750414623491,0.34037710181215086,1.6521744317679425,-1.2391728251063827,-6.104942287213016,-6.090293828284771,-2.1703658592046606,-9.816851487200069,5.773727787361091,-26.526576343488575,-10.935997068927403,-11.189510833766692,-26.273062578649306,-5.744761941188464,1.099176955343475
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0_scale1,1.0,200,2000,20000,20000,0.49195,1.0,0.48502359005902645,0.4988795017214768,0.44195,0.49175,1.0,0.4848236736396898,0.498679494955236,0.44175000000000003,0.20948432236330655,0.96475,0.20380051585509779,0.21528378389824726,0.15948432236330656,0.9127,1.0,0.9087082709936696,0.9165332224456215,0.8626999999999999,0.50075,1.0,0.4938210100353852,0.5076787019105308,0.45075000000000004,0.00325,1.0,0.0025509199970575078,0.004139867824682438,0.04675,0.01375,1.0,0.012226928238886187,0.015459826825675562,0.036250000000000004,0.0016,1.0,0.0011336372618005737,0.002257784278924517,0.048400000000000006,0.0475,1.0,0.0446380012200997,0.05053579141067499,0.0025000000000000022,-1.1036626038720765,1.5487460137006275,-0.8299588767777586,10.035829236897268,-0.22314416054503727,-0.8383489875665513,-0.876227507694815,-4.316846090040836,-4.880548225589118,-0.9606202565090078,-4.1391490119252845,1.9318238041811304,-4.747882076438982,1.323090739667433,-5.660132315145173,2.235340978373621,-3.034349415166532,1.1554456460212437
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0_scale2,2.0,400,4000,20000,20000,0.2454,1.0,0.23948538631612945,0.25141239844363905,0.19540000000000002,0.2454,1.0,0.23948538631612945,0.25141239844363905,0.19540000000000002,0.21358883274128182,0.99935,0.2079623170949445,0.21932542246399833,0.16358883274128183,0.60915,1.0,0.6023672651558443,0.615890813373108,0.5591499999999999,0.4329,1.0,0.4260466963555898,0.4397790748831395,0.3829,0.01615,1.0,0.014493651518641964,0.017992181772850484,0.033850000000000005,0.00455,1.0,0.003707679139421153,0.005582609388572922,0.045450000000000004,0.0126,1.0,0.011145074134923511,0.014242122612567278,0.0374,0.05265,1.0,0.049639821065578627,0.055831993593818185,0.0026499999999999996,-0.7158907690895443,1.411873622889676,-0.6176014193634878,-0.8963090621261891,-0.4776056855077263,-2.2936242857651474,-0.6195864125531914,-3.052471143606508,-4.025128906412412,-0.10520093733230329,-3.483112220675396,2.0513306824963067,-3.8960591358788736,1.6383837672928294,-3.730436313406133,1.4727609448200893,-3.383290273495601,1.2013448110185634
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale0p5,0.5,500,500,20000,20000,0.0146,1.0,0.013028437764245289,0.01635799083902108,0.0354,0.0142,1.0,0.012651069121723665,0.01593551311038759,0.0358,0.005150772615892384,0.99985,0.0042492115021245044,0.006242420025115597,0.04484922738410762,0.2536,1.0,0.24761804114416078,0.25967659422428757,0.2036,0.0146,1.0,0.013028437764245289,0.01635799083902108,0.0354,0.0393,1.0,0.036694357732728444,0.04208258428936636,0.010700000000000001,0.0392,1.0,0.03659766252932308,0.041979317899982944,0.010800000000000004,0.04295,1.0,0.04022682667841999,0.04584871348046526,0.007050000000000001,0.04965,1.0,0.04672505899619379,0.05274790787953965,0.0003500000000000031,0.0017244400935843736,0.8744831836832119,0.010759202035795166,-0.5070129529876697,-0.0005437017907712752,-0.0033810466879885177,-0.0,0.0,-1.9599639845400545,1.959963984540054,-1.712231105011436,1.7156799851986042,-1.7077753465419567,1.7201357436680835,-1.6772928205701882,1.6896532176963153,-1.6415251041361696,1.6463356605497685
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale1,1.0,1000,1000,20000,20000,0.02845,1.0,0.02623486783509431,0.030846241369417954,0.021550000000000003,0.0284,1.0,0.02618684172359033,0.03079428668452755,0.0216,0.015,1.0,0.0134061261296705,0.016780148844750986,0.035,0.13765,1.0,0.13294464996183444,0.14249451856802456,0.08764999999999999,0.02845,1.0,0.02623486783509431,0.030846241369417954,0.021550000000000003,0.04385,1.0,0.04109872368721895,0.046776470806765294,0.006150000000000003,0.04385,1.0,0.04109872368721895,0.046776470806765294,0.006150000000000003,0.0472,1.0,0.044346913581891106,0.050226994270517245,0.002800000000000004,0.0502,1.0,0.047259212047703,0.05331354358836872,0.0001999999999999988,0.00030942372003238037,0.9307269694817915,0.005849215853314142,-0.4178387722563732,-1.3309501799701223e-05,-8.04237728717845e-05,-0.0,0.0,-1.9599639845400545,1.959963984540054,-1.8238819159043893,1.8245007633444537,-1.8213037547348676,1.8270789245139754,-1.7945751472359293,1.8003503170150372,-1.767735567884299,1.7803550287379557
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale2,2.0,2000,2000,20000,20000,0.0381,1.0,0.03553433142996211,0.04084307147866735,0.0119,0.03805,1.0,0.03548601218437576,0.040791409927859304,0.011950000000000002,0.02735,1.0,0.025178736381070124,0.02970279530276557,0.022650000000000003,0.08445,1.0,0.08067567943217935,0.08838392173404919,0.034449999999999995,0.0381,1.0,0.03553433142996211,0.04084307147866735,0.0119,0.04535,1.0,0.042552606025212034,0.048322012360603905,0.004650000000000001,0.04525,1.0,0.04245565319614067,0.04821900359688648,0.004750000000000004,0.0476,1.0,0.04473503763636102,0.05063871658720246,0.0023999999999999994,0.0493,1.0,0.0463851964782741,0.05238790482269861,0.0007000000000000062,-0.007295414617983606,0.9690109964952233,0.010825844086873274,-0.2816067134201794,0.0002831620676674346,0.0017255047689579803,-0.0,0.0,-1.9599639845400545,1.959963984540054,-1.9065220683718902,1.8919312391359226,-1.9015540797815482,1.8968992277262644,-1.8827857576818834,1.8781309056265993,-1.866849500693041,1.8624176938972037
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale0p5,0.5,50,50,20000,20000,0.005355891480628691,0.9989,0.004434528565437184,0.006467442570187615,0.04464410851937131,0.0037541295424967465,0.9989,0.0029962355541080887,0.004702827574669918,0.04624587045750326,5.483358008444371e-05,0.91185,9.679538898047023e-06,0.000310561105366167,0.04994516641991556,0.6544198618480328,0.9989,0.6477963508633217,0.660983999171752,0.6044198618480328,0.009110021023125438,0.9989,0.007883662642944989,0.010525124133726985,0.04088997897687456,0.061017118830713785,0.9989,0.0577816092400355,0.06442141513351535,0.011017118830713782,0.060366403043347686,0.9989,0.05714761056420718,0.06375423243156217,0.010366403043347683,0.06271899088997898,0.9989,0.05944026105184817,0.06616585307897742,0.012718990889978979,0.05626188807688457,0.9989,0.05315111304221089,0.05954327818601354,0.006261888076884568,0.030986614966722725,0.7566532546983302,0.10325833854899778,-0.20729709686217523,0.00967051955041225,0.0,-0.03845658798070753,-0.18517984901127874,-2.0861173917520794,1.833810577328029,-1.4520265130270174,1.5139997429604626,-1.415025624475351,1.5510006315121285,-1.4030686668823753,1.5390436739191529,-1.4188483888730106,1.5694251210765011
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale1,1.0,100,100,20000,20000,0.06375956393459019,0.99985,0.060456287640042426,0.06723041314595919,0.013759563934590185,0.06135920388058209,0.99985,0.05811645127378019,0.06477045145384211,0.011359203880582085,0.003772635814889336,0.994,0.003011010739296158,0.004725998185226741,0.04622736418511067,0.6711506726008901,0.99985,0.6646069461263744,0.6776286550153587,0.6211506726008901,0.06595989398409761,0.99985,0.06260234090844741,0.06948417476440191,0.01595989398409761,0.0813622043306496,0.99985,0.0776529064011264,0.08523231347965682,0.031362204330649596,0.08026203930589589,0.99985,0.07657639340355546,0.08410891903380394,0.030262039305895883,0.07686152922938441,0.99985,0.07325032811799634,0.08063527040332569,0.02686152922938441,0.051157673651047654,0.99985,0.04818931527328236,0.05429844570622786,0.0011576736510476512,0.023140257713450955,0.9381539772286478,0.16507450600896686,0.39076241990290184,0.03031372991229179,0.13048614237813844,-0.027192914142455372,-0.1309419269749762,-2.049167914249465,1.8707600548306433,-1.8156077496077092,1.8618882650346107,-1.7422671854295972,1.9352288292127224,-1.7637247267719602,1.9566863705550857,-1.909445302235937,2.124522470423651
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale2,2.0,200,200,20000,20000,0.07785778577857785,0.9999,0.07422464946068622,0.08165307136015074,0.02785778577857785,0.0777077707770777,0.9999,0.07407793922907725,0.08149980921109902,0.0277077707770777,0.017503500700140028,0.9998,0.01577636336418902,0.01941598854869442,0.032496499299859975,0.6392139213921392,0.9999,0.6325319311108621,0.6458424381422521,0.5892139213921391,0.07775777577757775,0.9999,0.07412684218903069,0.08155089704469913,0.02775777577757775,0.086008600860086,0.9999,0.08220172346996418,0.08997449670010324,0.036008600860086004,0.08735873587358736,0.9999,0.08352412503889253,0.09135184655712106,0.03735873587358736,0.07615761576157616,0.9999,0.07256217322402805,0.07991586061598785,0.02615761576157616,0.04985498549854985,0.9999,0.04692398414484972,0.052958892285993,0.0001450145014501511,0.007233582929867155,0.9292305878467833,0.30171365414397455,3.086746060614878,0.012483389454664647,0.03489313996322911,-0.019228293990353765,-0.09258992450563937,-2.023040688146067,1.8968872809340416,-1.8140249025828112,1.8284920684425452,-1.6812522664407137,1.9612647045846432,-1.8659999950526247,2.146012433196554,-2.281901720274203,2.5779371619034315
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale0p5,0.5,250,250,20000,20000,0.0485,1.0,0.04560852538273074,0.05156488317593174,0.0015000000000000013,0.048,1.0,0.045123219032845246,0.05105038156187333,0.0020000000000000018,0.00350806855768267,0.9977,0.0027778045181749075,0.00442946081247141,0.046491931442317336,0.69955,1.0,0.6931584463375503,0.7058649120724584,0.64955,0.0493,1.0,0.0463851964782741,0.05238790482269861,0.0007000000000000062,0.07435,1.0,0.07079539558333978,0.07806808471122209,0.024349999999999997,0.07505,1.0,0.07147957588393483,0.0787836355601485,0.025050000000000003,0.0686,1.0,0.0651790146445176,0.07218667406468947,0.01859999999999999,0.0489,1.0,0.045996833337636024,0.05197642159218157,0.0011000000000000038,0.024477169064485087,0.8685879577081663,0.20753480091088525,0.9618245113403834,0.02382427196822358,0.08139012211355476,-0.015348032529256796,-0.07407988372891208,-2.01039450691223,1.9095334621678786,-1.677923945448721,1.7268782835776908,-1.5925559954021749,1.8122462336242366,-1.6445004363418778,1.8641906745639396,-1.82268494083646,2.0933353632447282
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale1,1.0,500,500,20000,20000,0.1195,1.0,0.11507736899552284,0.12406877044317277,0.06949999999999999,0.11925,1.0,0.11483148270817285,0.12381475274855082,0.06924999999999999,0.0155,1.0,0.013878667262035887,0.017307415676329495,0.0345,0.7414,1.0,0.7352856558783775,0.7474216291137351,0.6913999999999999,0.1196,1.0,0.11517572528671174,0.12417037574477266,0.0696,0.0959,1.0,0.09189640578207929,0.10005879775846448,0.045899999999999996,0.09665,1.0,0.09263204164759281,0.10082287383886679,0.04665,0.08625,1.0,0.08243832979822081,0.09022058003820575,0.03624999999999999,0.04955,1.0,0.04662795118239311,0.05264505410055154,0.00045000000000000595,0.020330052362326562,1.1634055165543922,0.26072043502111397,2.1778491525046153,0.028217249604360135,0.1205453430350771,-0.0108526978793092,-0.052382388134224724,-1.9956237488881996,1.924304220191909,-2.2599028594995003,2.3005629642241527,-2.1162559433164114,2.4442098804072416,-2.278816525239656,2.606770462330486,-2.7568474011694746,3.096674552722682
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale2,2.0,1000,1000,20000,20000,0.04415,1.0,0.0413894290232337,0.04708565024911689,0.005850000000000001,0.0441,1.0,0.041340975630812515,0.04703412284514369,0.0059000000000000025,0.00875,1.0,0.007550308217387011,0.010138367207735786,0.04125,0.65855,1.0,0.6519482119522819,0.6650908934143271,0.6085499999999999,0.04435,1.0,0.04158325255133507,0.04729174990659308,0.005650000000000002,0.04785,1.0,0.044977644332797204,0.050896013872738205,0.002150000000000006,0.0483,1.0,0.04541439230198211,0.05135909307110282,0.0017000000000000001,0.0367,1.0,0.034181867021344764,0.03939607358824179,0.0133,0.05155,1.0,0.0485707380049604,0.05470149913375983,0.0015499999999999958,0.006670872875564359,0.9077006964499504,0.4700683726257913,10.463321010244549,0.012227854930496667,0.06445043078107568,-0.007674016264628398,-0.03703994186445604,-1.9851792457261423,1.9347487233539662,-1.7723898009082628,1.7857315466593915,-1.5703235347414108,1.9877978128262435,-2.193679298030111,2.6111535761149423,-1.5781558005647824,1.6530472840338855
