method,method_label,mean_absolute_fpr_error,median_absolute_fpr_error,maximum_absolute_fpr_error,configurations_within_0.01,configurations_within_0.02,mean_valid_rate
normal_wald,Normal Wald,0.07532718651109159,0.0354,0.64455,7,14,0.9980051282051283
simple_welch,Simple Welch,0.07154611717858317,0.0358,0.64425,8,13,0.9980051282051283
expanded_welch,Expanded Welch,0.032904658760951534,0.032496499299859975,0.16358883274128183,9,16,0.9611307692307693
plugin_joint_cf,Plug-in joint CF,0.3593707238426751,0.31875000000000003,0.8785499999999999,3,3,0.9980051282051283
population_joint_cf,Population-moment joint CF,0.12749551267407805,0.048146942455050835,0.5922743881075129,7,13,0.9980051282051283
split_location_scale,Split-sample location-scale,0.01538651643382146,0.010700000000000001,0.047347339381399546,19,27,0.9980051282051283
split_cf_skew,Split-sample CF (skew),0.0446064201443197,0.011392278455691143,0.9442499999999999,17,25,0.9980051282051283
split_cf_four_moment,Split-sample CF (four moments),0.04496558586233398,0.0133,0.95,18,23,0.9980051282051283
split_empirical,Split-sample empirical threshold,0.0018490018842668237,0.0011000000000000038,0.011694160510069836,38,39,0.9980051282051283
