population_id,shape,profile,family,constructor,e,M,I_p,I_q,strength_p,strength_q,row_margin_p_json,row_margin_q_json,direction_json,probability_p_json,probability_q_json
5x5_uniform_spread_loglinear_e0.1,5x5,uniform,spread,loglinear,0.1,0.1343516585717195,0.026870331714344164,0.04030549757151558,0.4775344830450165,0.5938183417509156,"[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.2, 0.2, 0.2]","[[1.0, 0.5, -0.0, -0.5, -1.0], [0.5, 0.25, -0.0, -0.25, -0.5], [-0.0, -0.0, 0.0, 0.0, 0.0], [-0.5, -0.25, 0.0, 0.25, 0.5], [-1.0, -0.5, 0.0, 0.5, 1.0]]","[[0.05934128101610164, 0.048708921198469195, 0.03890145247637156, 0.030214674504025412, 0.02283367080502711], [0.04870892119847109, 0.0450513440697435, 0.04054270357812174, 0.03548235664963962, 0.030214674504026585], [0.038901452476373596, 0.04054270357812228, 0.04111168789101341, 0.04054270357812228, 0.038901452476373596], [0.030214674504026585, 0.03548235664963962, 0.04054270357812174, 0.0450513440697435, 0.04870892119847109], [0.022833670805027108, 0.03021467450402541, 0.038901452476371556, 0.048708921198469195, 0.05934128101610163]]","[[0.06382013768542381, 0.050498550607185715, 0.03833388719181154, 0.027886042456408328, 0.019461382059170498], [0.05049855060718576, 0.046352493011939604, 0.040817843060344985, 0.03444507086412135, 0.027886042456408355], [0.038333887191811584, 0.040817843060344985, 0.041696539495686955, 0.040817843060344985, 0.038333887191811584], [0.027886042456408355, 0.03444507086412135, 0.040817843060344985, 0.046352493011939604, 0.05049855060718576], [0.019461382059170498, 0.027886042456408328, 0.03833388719181154, 0.050498550607185715, 0.06382013768542381]]"
5x5_uniform_spread_loglinear_e0.3,5x5,uniform,spread,loglinear,0.3,0.1343516585717195,0.026870331714344164,0.06717582928585974,0.4775344830450165,0.7910124014846875,"[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.2, 0.2, 0.2]","[[1.0, 0.5, -0.0, -0.5, -1.0], [0.5, 0.25, -0.0, -0.25, -0.5], [-0.0, -0.0, 0.0, 0.0, 0.0], [-0.5, -0.25, 0.0, 0.25, 0.5], [-1.0, -0.5, 0.0, 0.5, 1.0]]","[[0.05934128101610164, 0.048708921198469195, 0.03890145247637156, 0.030214674504025412, 0.02283367080502711], [0.04870892119847109, 0.0450513440697435, 0.04054270357812174, 0.03548235664963962, 0.030214674504026585], [0.038901452476373596, 0.04054270357812228, 0.04111168789101341, 0.04054270357812228, 0.038901452476373596], [0.030214674504026585, 0.03548235664963962, 0.04054270357812174, 0.0450513440697435, 0.04870892119847109], [0.022833670805027108, 0.03021467450402541, 0.038901452476371556, 0.048708921198469195, 0.05934128101610163]]","[[0.07094890757999983, 0.053190555307361165, 0.03716055942953504, 0.024115829419901945, 0.014584148263179473], [0.05319055530737054, 0.04859665937795761, 0.04137492460723996, 0.03272203128753669, 0.0241158294199062], [0.03716055942954398, 0.04137492460724261, 0.042929031926450006, 0.04137492460724261, 0.03716055942954398], [0.024115829419906195, 0.03272203128753669, 0.04137492460723996, 0.04859665937795761, 0.05319055530737054], [0.014584148263179471, 0.024115829419901945, 0.03716055942953504, 0.053190555307361165, 0.07094890757999983]]"
5x5_uniform_spread_loglinear_e0.6,5x5,uniform,spread,loglinear,0.6,0.1343516585717195,0.026870331714344164,0.10748132685737599,0.4775344830450165,1.0512185984569684,"[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.2, 0.2, 0.2]","[[1.0, 0.5, -0.0, -0.5, -1.0], [0.5, 0.25, -0.0, -0.25, -0.5], [-0.0, -0.0, 0.0, 0.0, 0.0], [-0.5, -0.25, 0.0, 0.25, 0.5], [-1.0, -0.5, 0.0, 0.5, 1.0]]","[[0.05934128101610164, 0.048708921198469195, 0.03890145247637156, 0.030214674504025412, 0.02283367080502711], [0.04870892119847109, 0.0450513440697435, 0.04054270357812174, 0.03548235664963962, 0.030214674504026585], [0.038901452476373596, 0.04054270357812228, 0.04111168789101341, 0.04054270357812228, 0.038901452476373596], [0.030214674504026585, 0.03548235664963962, 0.04054270357812174, 0.0450513440697435, 0.04870892119847109], [0.022833670805027108, 0.03021467450402541, 0.038901452476371556, 0.048708921198469195, 0.05934128101610163]]","[[0.07931712862438431, 0.0560892782139061, 0.03530049231654131, 0.019603851982067745, 0.009689248863080384], [0.05608927821391518, 0.0515854624163413, 0.042224337874978535, 0.030497069512703714, 0.019603851982070923], [0.03530049231654923, 0.042224337874981165, 0.044950339616960336, 0.04222433787498115, 0.03530049231654923], [0.019603851982070923, 0.03049706951270372, 0.042224337874978535, 0.05158546241634129, 0.05608927821391518], [0.009689248863080384, 0.01960385198206775, 0.03530049231654131, 0.05608927821390609, 0.07931712862438431]]"
5x5_different_skew_common_additive_e0,5x5,different_skew,common,additive,0.0,0.1399164638722039,0.027983292774441004,0.02798329277444056,0.0199587878436106,0.01576154816149778,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, -1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.5099587878436105, 0.0325412121563894, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.0325412121563894, 0.0255837878436106, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015]]","[[0.6557615481614979, 0.024238451838502213, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.024238451838502213, 0.01826154816149778, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988]]"
5x5_different_skew_common_additive_e0.1,5x5,different_skew,common,additive,0.1,0.1399164638722039,0.027983292774441004,0.04197493916166106,0.0199587878436106,0.01998726356878988,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, -1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.5099587878436105, 0.0325412121563894, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.0325412121563894, 0.0255837878436106, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015]]","[[0.65998726356879, 0.020012736431210112, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.020012736431210112, 0.02248726356878988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988]]"
5x5_different_skew_common_additive_e0.3,5x5,different_skew,common,additive,0.3,0.1399164638722039,0.027983292774441004,0.06995823193610318,0.0199587878436106,0.02674856168959737,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, -1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.5099587878436105, 0.0325412121563894, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.0325412121563894, 0.0255837878436106, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015]]","[[0.6667485616895975, 0.013251438310402625, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.013251438310402625, 0.029248561689597368, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988]]"
5x5_different_skew_common_additive_e0.6,5x5,different_skew,common,additive,0.6,0.1399164638722039,0.027983292774441004,0.1119331710977629,0.0199587878436106,0.034296854528936355,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, -1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.5099587878436105, 0.0325412121563894, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.0325412121563894, 0.0255837878436106, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015]]","[[0.6742968545289365, 0.005703145471063639, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.005703145471063639, 0.03679685452893636, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988]]"
5x5_different_skew_common_loglinear_e0,5x5,different_skew,common,loglinear,0.0,0.1399164638722039,0.027983292774440782,0.027983292774440893,0.5108179965255031,0.6219591257451121,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, 0.5, -0.0, -0.5, -1.0], [0.5, 0.25, -0.0, -0.25, -0.5], [-0.0, -0.0, 0.0, 0.0, 0.0], [-0.5, -0.25, 0.0, 0.25, 0.5], [-1.0, -0.5, 0.0, 0.5, 1.0]]","[[0.5279774362392227, 0.051993163015922605, 0.04649353918944438, 0.04018035627322906, 0.033355505282244645], [0.05199316301591607, 0.005817527886179812, 0.00591079913743187, 0.005804017816713906, 0.005474492143758102], [0.046493539189431, 0.0059107991374309134, 0.0068236271433672925, 0.007613058781118591, 0.008158975748642907], [0.04018035627320953, 0.005804017816711815, 0.00761305878111708, 0.009650824926785042, 0.01175174220215613], [0.03335550528222076, 0.005474492143754871, 0.008158975748639413, 0.011751742202153428, 0.016259284623198235]]","[[0.6707047919512902, 0.03905160556178788, 0.035212837746360755, 0.03034981231898303, 0.02468095242159878], [0.039051605561786024, 0.002656285386592121, 0.002798112802648269, 0.002817400302194702, 0.0026765959467784277], [0.03521283774635663, 0.0027981128026480753, 0.0034433729082547614, 0.004050379819246636, 0.00449529672349092], [0.03034981231897661, 0.002817400302194241, 0.004050379819246252, 0.0055659050962602345, 0.0072165024633162505], [0.024680952421590623, 0.002676595946777671, 0.00449529672348996, 0.007216502463315392, 0.010930652444815621]]"
5x5_different_skew_common_loglinear_e0.1,5x5,different_skew,common,loglinear,0.1,0.1399164638722039,0.027983292774440782,0.041974939161661506,0.5108179965255031,0.7539469062494382,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, 0.5, -0.0, -0.5, -1.0], [0.5, 0.25, -0.0, -0.25, -0.5], [-0.0, -0.0, 0.0, 0.0, 0.0], [-0.5, -0.25, 0.0, 0.25, 0.5], [-1.0, -0.5, 0.0, 0.5, 1.0]]","[[0.5279774362392227, 0.051993163015922605, 0.04649353918944438, 0.04018035627322906, 0.033355505282244645], [0.05199316301591607, 0.005817527886179812, 0.00591079913743187, 0.005804017816713906, 0.005474492143758102], [0.046493539189431, 0.0059107991374309134, 0.0068236271433672925, 0.007613058781118591, 0.008158975748642907], [0.04018035627320953, 0.005804017816711815, 0.00761305878111708, 0.009650824926785042, 0.01175174220215613], [0.03335550528222076, 0.005474492143754871, 0.008158975748639413, 0.011751742202153428, 0.016259284623198235]]","[[0.6776724261972243, 0.03900280649890996, 0.03425434008580641, 0.028068160418849904, 0.021002266799248846], [0.03900280649890633, 0.0027103828898499115, 0.0028741480753046132, 0.002843585095075296, 0.0025690774408632256], [0.03425434008579819, 0.002874148075304192, 0.0036799877791482455, 0.004396045833371223, 0.004795478226372691], [0.02806816041883725, 0.002843585095074279, 0.004396045833370296, 0.006340693964307478, 0.008351514688398289], [0.02100226679923383, 0.0025690774408616284, 0.0047954782263704135, 0.008351514688396084, 0.013281662845116936]]"
5x5_different_skew_common_loglinear_e0.3,5x5,different_skew,common,loglinear,0.3,0.1399164638722039,0.027983292774440782,0.06995823193608575,0.5108179965255031,0.9781083322904384,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, 0.5, -0.0, -0.5, -1.0], [0.5, 0.25, -0.0, -0.25, -0.5], [-0.0, -0.0, 0.0, 0.0, 0.0], [-0.5, -0.25, 0.0, 0.25, 0.5], [-1.0, -0.5, 0.0, 0.5, 1.0]]","[[0.5279774362392227, 0.051993163015922605, 0.04649353918944438, 0.04018035627322906, 0.033355505282244645], [0.05199316301591607, 0.005817527886179812, 0.00591079913743187, 0.005804017816713906, 0.005474492143758102], [0.046493539189431, 0.0059107991374309134, 0.0068236271433672925, 0.007613058781118591, 0.008158975748642907], [0.04018035627320953, 0.005804017816711815, 0.00761305878111708, 0.009650824926785042, 0.01175174220215613], [0.03335550528222076, 0.005474492143754871, 0.008158975748639413, 0.011751742202153428, 0.016259284623198235]]","[[0.6887110735061165, 0.03899255187123411, 0.032705203985265635, 0.024264375275509165, 0.015326795361966196], [0.038992551871225176, 0.00281918135246057, 0.003019638685367559, 0.0028609086804029706, 0.002307719410543127], [0.032705203985244735, 0.0030196386853663213, 0.004130320091886673, 0.004997231715944544, 0.005147605521545847], [0.024264375275478405, 0.0028609086804, 0.004997231715941404, 0.007720972901528991, 0.010156511426622024], [0.015326795361935142, 0.0023077194105389806, 0.005147605521538708, 0.01015651142661432, 0.017061368279322787]]"
5x5_different_skew_common_loglinear_e0.6,5x5,different_skew,common,loglinear,0.6,0.1399164638722039,0.027983292774440782,0.11193317109776313,0.5108179965255031,1.2889509248498026,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[1.0, 0.5, -0.0, -0.5, -1.0], [0.5, 0.25, -0.0, -0.25, -0.5], [-0.0, -0.0, 0.0, 0.0, 0.0], [-0.5, -0.25, 0.0, 0.25, 0.5], [-1.0, -0.5, 0.0, 0.5, 1.0]]","[[0.5279774362392227, 0.051993163015922605, 0.04649353918944438, 0.04018035627322906, 0.033355505282244645], [0.05199316301591607, 0.005817527886179812, 0.00591079913743187, 0.005804017816713906, 0.005474492143758102], [0.046493539189431, 0.0059107991374309134, 0.0068236271433672925, 0.007613058781118591, 0.008158975748642907], [0.04018035627320953, 0.005804017816711815, 0.00761305878111708, 0.009650824926785042, 0.01175174220215613], [0.03335550528222076, 0.005474492143754871, 0.008158975748639413, 0.011751742202153428, 0.016259284623198235]]","[[0.7016346564499947, 0.039042652673052104, 0.030682228168604574, 0.019363796818340016, 0.00927666589005898], [0.03904265267304661, 0.0029985664026629393, 0.0032524251986796792, 0.0028330680571740023, 0.0018732876684369058], [0.030682228168591095, 0.003252425198678708, 0.004869081368568386, 0.005853866191296216, 0.005342399072859376], [0.019363796818322107, 0.00283306805717178, 0.005853866191293372, 0.009713698476105533, 0.01223557045709065], [0.009276665890045522, 0.0018732876684344514, 0.005342399072853973, 0.012235570457084217, 0.021272076911554073]]"
5x5_different_skew_rare_additive_e0,5x5,different_skew,rare,additive,0.0,0.005762403314223841,0.0011524806628453454,0.0011524806628446793,0.0017848304557870765,0.0011765815808152452,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, -1.0], [0.0, 0.0, 0.0, -1.0, 1.0]]","[[0.48999999999999994, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.007409830455787078, 0.0038401695442129248], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0038401695442129248, 0.007409830455787078]]","[[0.6400000000000001, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.003676581580815244, 0.0013234184191847536], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0013234184191847536, 0.003676581580815244]]"
5x5_different_skew_rare_additive_e0.1,5x5,different_skew,rare,additive,0.1,0.005762403314223841,0.0011524806628453454,0.00172872099426713,0.0017848304557870765,0.0014258926669427885,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, -1.0], [0.0, 0.0, 0.0, -1.0, 1.0]]","[[0.48999999999999994, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.007409830455787078, 0.0038401695442129248], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0038401695442129248, 0.007409830455787078]]","[[0.6400000000000001, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.003925892666942788, 0.0010741073330572102], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0010741073330572102, 0.003925892666942788]]"
5x5_different_skew_rare_additive_e0.3,5x5,different_skew,rare,additive,0.3,0.005762403314223841,0.0011524806628453454,0.0028812016571118093,0.0017848304557870765,0.00179982500076364,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, -1.0], [0.0, 0.0, 0.0, -1.0, 1.0]]","[[0.48999999999999994, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.007409830455787078, 0.0038401695442129248], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0038401695442129248, 0.007409830455787078]]","[[0.6400000000000001, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0042998250007636385, 0.0007001749992363588], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0007001749992363588, 0.0042998250007636385]]"
5x5_different_skew_rare_additive_e0.6,5x5,different_skew,rare,additive,0.6,0.005762403314223841,0.0011524806628453454,0.004609922651378939,0.0017848304557870765,0.0021905162449603554,"[0.7, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001, 0.07500000000000001]","[0.8, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, -1.0], [0.0, 0.0, 0.0, -1.0, 1.0]]","[[0.48999999999999994, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005, 0.052500000000000005], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015, 0.0056250000000000015], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.007409830455787078, 0.0038401695442129248], [0.052500000000000005, 0.0056250000000000015, 0.0056250000000000015, 0.0038401695442129248, 0.007409830455787078]]","[[0.6400000000000001, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988, 0.0024999999999999988], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0046905162449603546, 0.0003094837550396434], [0.039999999999999994, 0.0024999999999999988, 0.0024999999999999988, 0.0003094837550396434, 0.0046905162449603546]]"
