configuration_id,population_id,shape,rows,columns,experiment,profile,family,constructor,relationship,n_p,n_q,relative_effect,shared_reachable_mi,achieved_mi_p,achieved_mi_q,absolute_mi_difference,target_mi_p,target_mi_q,replicates,simulation_seed,minimum_true_expected_p,minimum_true_expected_q,true_expected_below_1_p,true_expected_below_1_q,true_expected_below_5_p,true_expected_below_5_q,observed_zero_fraction_p,observed_zero_fraction_q,empty_row_p,empty_row_q,empty_column_p,empty_column_q,method,method_label,nominal_alpha,valid_replicates,valid_rate,common_valid_replicates,common_valid_rate,rejections,common_valid_rejections,unconditional_rejection_rate,conditional_rejection_rate,common_valid_rejection_rate,wilson_95_low,wilson_95_high,monte_carlo_standard_error,absolute_calibration_error,invalid_reason_counts_json,component_degrees_of_freedom_p_median,component_degrees_of_freedom_p_p05,component_degrees_of_freedom_p_p95,component_degrees_of_freedom_p_fraction_below_1,component_degrees_of_freedom_p_fraction_above_1e4,component_degrees_of_freedom_q_median,component_degrees_of_freedom_q_p05,component_degrees_of_freedom_q_p95,component_degrees_of_freedom_q_fraction_below_1,component_degrees_of_freedom_q_fraction_above_1e4,welch_degrees_of_freedom_median,welch_degrees_of_freedom_p05,welch_degrees_of_freedom_p95,welch_degrees_of_freedom_fraction_below_1,welch_degrees_of_freedom_fraction_above_1e4
2x2_different_skew_common_additive_e0_np500_nq50,2x2_different_skew_common_additive_e0,2x2,2,2,construction_check,different_skew,common,additive,different_skew,500,50,0.0,0.4220123665074754,0.08440247330149475,0.08440247330149497,0.0,0.08440247330149508,0.08440247330149508,10000,17937019041846463321,60.98530116788667,4.434512296625208,0.0,0.0,0.0,0.5,0.0,0.005525,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,285,285,0.0285,0.0285,0.0285,0.025415349812625856,0.031946760650922175,0.001663963641429704,0.021500000000000002,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",52.644037124601184,31.943280783381695,85.1260175115896,0.0,0.0,4.99647670549502,0.6245231138912031,30.162716408547368,0.095,0.0,6.187358884315353,1.5740966292688032,35.728710609908916,0.0037,0.0
2x2_different_skew_common_additive_e0.1_np10_nq10,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,10,10,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,1032272602524428972,1.2197060233577335,0.7237640434923902,0.0,0.5,0.75,0.75,0.172225,0.30075,0.0279,0.1109,0.0292,0.1058,normal_wald,Normal Wald,0.05,9875,0.9875,7769,0.7769,1280,860,0.128,0.12962025316455697,0.11069635731754408,0.12159450657202082,0.1346911882157626,0.003340898082851376,,"{""invalid_base"": 125}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np10_nq10,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,10,10,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,1032272602524428972,1.2197060233577335,0.7237640434923902,0.0,0.5,0.75,0.75,0.172225,0.30075,0.0279,0.1109,0.0292,0.1058,simple_welch,Simple Welch,0.05,9875,0.9875,7769,0.7769,882,563,0.0882,0.08931645569620253,0.0724674990346248,0.08279877390504671,0.09391748715304253,0.0028358554264983253,,"{""invalid_base"": 125, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np10_nq10,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,10,10,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,1032272602524428972,1.2197060233577335,0.7237640434923902,0.0,0.5,0.75,0.75,0.172225,0.30075,0.0279,0.1109,0.0292,0.1058,expanded_welch,Expanded Welch,0.05,7769,0.7769,7769,0.7769,235,235,0.0235,0.030248423220491698,0.030248423220491698,0.020708857111790654,0.02665709333546414,0.001514851477868375,,"{""invalid_base"": 125, ""invalid_combined_df"": 2106, ""invalid_component_p"": 463, ""invalid_component_q"": 1643}",2.0672389901268327,0.05093244892813937,53.27925269108828,0.3619513450894581,0.0,3.9232251379202765,0.21912002695778732,148.115391030149,0.24469043634959453,0.0,5.5278529038340345,0.6584671934024321,50.85773128783867,0.08778478568670356,0.0
2x2_different_skew_common_additive_e0.1_np50_nq50,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,50,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,14954166884285198427,6.098530116788667,3.618820217461951,0.0,0.0,0.0,0.5,0.000625,0.01095,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,705,705,0.0705,0.0705,0.0705,0.06564591163523723,0.07568394296517394,0.002559877926776978,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np50_nq50,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,50,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,14954166884285198427,6.098530116788667,3.618820217461951,0.0,0.0,0.0,0.5,0.000625,0.01095,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,642,642,0.0642,0.0642,0.0642,0.05956130891199606,0.06917338406788566,0.0024510887376837254,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np50_nq50,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,50,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,14954166884285198427,6.098530116788667,3.618820217461951,0.0,0.0,0.0,0.5,0.000625,0.01095,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,568,568,0.0568,0.0568,0.0568,0.05243133353814889,0.06150904261761884,0.0023146006134968514,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",5.369463134886667,0.737907359714558,27.561799218481948,0.0666,0.0,9.273407136388759,1.3204525385676973,67.52355692579108,0.0368,0.0,16.752647830659377,4.7122693518370795,54.06019782181791,0.0014,0.0
2x2_different_skew_common_additive_e0.1_np250_nq250,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,250,250,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,6831299679970544470,30.492650583943334,18.094101087309756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,1761,1761,0.1761,0.1761,0.1761,0.16875916919708928,0.18368958494743504,0.003809052244325352,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np250_nq250,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,250,250,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,6831299679970544470,30.492650583943334,18.094101087309756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,1743,1743,0.1743,0.1743,0.1743,0.16698998256568298,0.18186015397297578,0.0037936724950896855,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np250_nq250,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,250,250,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,6831299679970544470,30.492650583943334,18.094101087309756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,1678,1678,0.1678,0.1678,0.1678,0.1606036978921098,0.17525143062536772,0.0037368858692767167,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",26.653543634236414,12.816440133468248,52.39569950500992,0.0,0.0,45.3342923513484,21.423075015342963,97.91393034561932,0.0,0.0,73.55483457818039,43.273908270366746,125.3257038130455,0.0,0.0
2x2_different_skew_common_additive_e0.1_np1000_nq1000,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,1000,1000,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,8042033236917305088,121.97060233577334,72.37640434923902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,5355,5355,0.5355,0.5355,0.5355,0.5257131472707949,0.5452595888448871,0.004987381577541466,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np1000_nq1000,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,1000,1000,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,8042033236917305088,121.97060233577334,72.37640434923902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,5352,5352,0.5352,0.5352,0.5352,0.5254128459594841,0.5449601205552203,0.004987594209636546,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np1000_nq1000,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,1000,1000,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,8042033236917305088,121.97060233577334,72.37640434923902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,5322,5322,0.5322,0.5322,0.5322,0.5224100281481939,0.5419652423567346,0.004989620827277359,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",105.16191918750138,73.89366333904398,146.51450008340603,0.0,0.0,177.03115461015324,122.00790048520197,256.5323510171361,0.0,0.0,284.3751824232906,218.33406242179248,367.41361402138205,0.0,0.0
2x2_different_skew_common_additive_e0.1_np50_nq500,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,500,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,16055888944026128253,6.098530116788667,36.18820217461951,0.0,0.0,0.0,0.0,0.00095,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,2177,2177,0.2177,0.2177,0.2177,0.20972080418983316,0.2258960012902508,0.004126823354591277,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np50_nq500,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,500,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,16055888944026128253,6.098530116788667,36.18820217461951,0.0,0.0,0.0,0.0,0.00095,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,2130,2130,0.213,0.213,0.213,0.205086357049288,0.22113405801548033,0.0040942764928617115,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np50_nq500,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,500,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,16055888944026128253,6.098530116788667,36.18820217461951,0.0,0.0,0.0,0.0,0.00095,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,751,751,0.0751,0.0751,0.0751,0.07009603941996534,0.08043028239543562,0.0026355263231468587,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",5.3527267191749734,0.737907359714558,27.62397869528791,0.0697,0.0,89.36704306039843,52.588775562962596,153.02504095518805,0.0,0.0,7.309205970176346,2.631088569487425,32.69626538933859,0.0,0.0
2x2_different_skew_common_additive_e0.1_np500_nq50,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,500,50,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,12802758162967772354,60.98530116788667,3.618820217461951,0.0,0.0,0.0,0.5,0.0,0.012125,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,886,886,0.0886,0.0886,0.0886,0.08318726418334277,0.09432868967604993,0.00284165515149182,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np500_nq50,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,500,50,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,12802758162967772354,60.98530116788667,3.618820217461951,0.0,0.0,0.0,0.5,0.0,0.012125,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,826,826,0.0826,0.0826,0.0826,0.07736361281194307,0.08815694902789778,0.0027527666083415063,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.1_np500_nq50,2x2_different_skew_common_additive_e0.1,2x2,2,2,construction_check,different_skew,common,additive,different_skew,500,50,0.1,0.4220123665074754,0.08440247330149475,0.1266037099522338,0.04220123665074757,0.08440247330149508,0.12660370995224265,10000,12802758162967772354,60.98530116788667,3.618820217461951,0.0,0.0,0.0,0.5,0.0,0.012125,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,566,566,0.0566,0.0566,0.0566,0.05223891451718412,0.061301615237931865,0.0023107669722410348,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",52.614932879368745,31.9874117185028,85.05030387222038,0.0,0.0,9.792614552478174,1.4557561700863246,73.42771920503307,0.0311,0.0002,11.053609477511973,2.1928803462446553,79.59446689601303,0.0034,0.0002
2x2_different_skew_common_additive_e0.3_np10_nq10,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,10,10,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,1958038684260499263,1.2197060233577335,0.4738925343914241,0.0,0.5,0.75,0.75,0.17335,0.356475,0.0313,0.1114,0.0272,0.1079,normal_wald,Normal Wald,0.05,9870,0.987,7855,0.7855,1792,1336,0.1792,0.18156028368794327,0.1700827498408657,0.17180677253594287,0.1868396008186832,0.0038351969962441305,,"{""invalid_base"": 130}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np10_nq10,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,10,10,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,1958038684260499263,1.2197060233577335,0.4738925343914241,0.0,0.5,0.75,0.75,0.17335,0.356475,0.0313,0.1114,0.0272,0.1079,simple_welch,Simple Welch,0.05,9870,0.987,7855,0.7855,1314,963,0.1314,0.1331306990881459,0.12259707192870783,0.12491981094717501,0.1381632726516877,0.003378372981184878,,"{""invalid_base"": 130, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np10_nq10,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,10,10,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,1958038684260499263,1.2197060233577335,0.4738925343914241,0.0,0.5,0.75,0.75,0.17335,0.356475,0.0313,0.1114,0.0272,0.1079,expanded_welch,Expanded Welch,0.05,7855,0.7855,7855,0.7855,290,290,0.029,0.036919159770846595,0.036919159770846595,0.02588757891009469,0.03247414755508266,0.0016780643611018023,,"{""invalid_base"": 130, ""invalid_combined_df"": 2015, ""invalid_component_p"": 482, ""invalid_component_q"": 1533}",2.0672389901268327,0.05093244892813937,53.27925269108828,0.36002546148949716,0.0,4.50618587549717,0.21912002695778732,148.115391030149,0.14309357097390196,0.0,7.002538726866554,0.9812650762456534,59.401511689090384,0.05206874602164226,0.0
2x2_different_skew_common_additive_e0.3_np50_nq50,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,50,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,10835455619082091890,6.098530116788667,2.3694626719571206,0.0,0.0,0.0,0.5,0.00075,0.044725,0.0,0.0,0.0,0.0001,normal_wald,Normal Wald,0.05,10000,1.0,9999,0.9999,2460,2460,0.246,0.246,0.24602460246024602,0.23765744868037036,0.2545376224919333,0.004306785344082057,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np50_nq50,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,50,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,10835455619082091890,6.098530116788667,2.3694626719571206,0.0,0.0,0.0,0.5,0.00075,0.044725,0.0,0.0,0.0,0.0001,simple_welch,Simple Welch,0.05,10000,1.0,9999,0.9999,2362,2362,0.2362,0.2362,0.23622362236223624,0.2279774031356079,0.24462519440476102,0.004247464655532757,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np50_nq50,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,50,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,10835455619082091890,6.098530116788667,2.3694626719571206,0.0,0.0,0.0,0.5,0.00075,0.044725,0.0,0.0,0.0,0.0001,expanded_welch,Expanded Welch,0.05,9999,0.9999,9999,0.9999,2266,2266,0.2266,0.22662266226622663,0.22662266226622663,0.21850085977155592,0.23490911053753,0.0041863162804546905,,"{""invalid_base"": 0, ""invalid_combined_df"": 1, ""invalid_component_p"": 0, ""invalid_component_q"": 1}",5.502550634788598,0.8058965045622262,28.59128860598175,0.06480648064806481,0.0,30.9472090303655,4.9707463883661145,315.81381069675876,0.0032003200320032004,0.00020002000200020003,33.94486195981153,9.548074054805664,93.17913532413144,0.00010001000100010001,0.0
2x2_different_skew_common_additive_e0.3_np250_nq250,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,250,250,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,7071104287083944996,30.492650583943334,11.847313359785602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,7748,7748,0.7748,0.7748,0.7748,0.7665083258077258,0.7828806286877504,0.004177139691224127,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np250_nq250,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,250,250,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,7071104287083944996,30.492650583943334,11.847313359785602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,7726,7726,0.7726,0.7726,0.7726,0.7642809846162261,0.7807096594720809,0.004191530030907569,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np250_nq250,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,250,250,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,7071104287083944996,30.492650583943334,11.847313359785602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,7680,7680,0.768,0.768,0.768,0.7596248526757811,0.7761693241975364,0.004221089906647334,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",26.4398555957051,12.747271199987917,51.87721468680495,0.0,0.0,142.95276644483278,59.71273877459159,474.6845953774165,0.0,0.0001,150.7812051337104,83.59136843332159,277.05242649012945,0.0,0.0
2x2_different_skew_common_additive_e0.3_np1000_nq1000,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,1000,1000,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,542938547769029142,121.97060233577334,47.38925343914241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,9996,9996,0.9996,0.9996,0.9996,0.9989718716646431,0.9998444371633769,0.0001999599959991888,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np1000_nq1000,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,1000,1000,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,542938547769029142,121.97060233577334,47.38925343914241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,9996,9996,0.9996,0.9996,0.9996,0.9989718716646431,0.9998444371633769,0.0001999599959991888,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np1000_nq1000,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,1000,1000,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,542938547769029142,121.97060233577334,47.38925343914241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,9996,9996,0.9996,0.9996,0.9996,0.9989718716646431,0.9998444371633769,0.0001999599959991888,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",105.49689038389653,74.65396129539998,145.9741403201325,0.0,0.0,556.7528489329143,358.10750796933445,933.0555712957005,0.0,0.0,584.319607908235,439.24571887977874,783.5306346963217,0.0,0.0
2x2_different_skew_common_additive_e0.3_np50_nq500,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,500,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,18230842189938893567,6.098530116788667,23.694626719571204,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,5469,5469,0.5469,0.5469,0.5469,0.5371272341823828,0.5566367467704477,0.004977955303134008,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np50_nq500,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,500,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,18230842189938893567,6.098530116788667,23.694626719571204,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,5384,5384,0.5384,0.5384,0.5384,0.5286162431787892,0.5481542657463429,0.0049852325923671805,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np50_nq500,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,50,500,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,18230842189938893567,6.098530116788667,23.694626719571204,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,0.05,10000,1.0,10000,1.0,4475,4475,0.4475,0.4475,0.4475,0.4377763617031815,0.45726395812573944,0.004972361109171377,,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",5.369463134886667,0.737907359714558,27.71345150905512,0.0686,0.0,283.53002704680506,152.06640073209542,606.3021085166705,0.0,0.0001,8.432459129189123,3.789671591061132,35.30645942358134,0.0,0.0
2x2_different_skew_common_additive_e0.3_np500_nq50,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,500,50,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,5313414910921030725,60.98530116788667,2.3694626719571206,0.0,0.0,0.0,0.5,0.0,0.0447,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,0.05,10000,1.0,10000,1.0,2799,2799,0.2799,0.2799,0.2799,0.2711865458284593,0.2887824902543124,0.004489498747076337,,"{""invalid_base"": 0}",,,,,,,,,,,,,,,
2x2_different_skew_common_additive_e0.3_np500_nq50,2x2_different_skew_common_additive_e0.3,2x2,2,2,construction_check,different_skew,common,additive,different_skew,500,50,0.3,0.4220123665074754,0.08440247330149475,0.21100618325373766,0.12660370995224263,0.08440247330149508,0.2110061832537377,10000,5313414910921030725,60.98530116788667,2.3694626719571206,0.0,0.0,0.0,0.5,0.0,0.0447,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,0.05,10000,1.0,10000,1.0,2630,2630,0.263,0.263,0.263,0.2544631996319587,0.271718815595742,0.00440262421744123,,"{""invalid_base"": 0, ""invalid_df"": 0}",,,,,,,,,,,,,,,
