configuration_id,population_id,shape,rows,columns,experiment,profile,family,constructor,relationship,n_p,n_q,relative_effect,shared_reachable_mi,achieved_mi_p,achieved_mi_q,absolute_mi_difference,target_mi_p,target_mi_q,replicates,simulation_seed,nominal_alpha,method_a,method_b,both_reject,neither_rejects,only_method_a_rejects,only_method_b_rejects,rejection_rate_difference_a_minus_b,paired_standard_error,paired_95_low,paired_95_high
3x3_uniform_common_additive_e0_np50_nq500,3x3_uniform_common_additive_e0,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.0,0.25610681396551715,0.05122136279310352,0.05122136279310352,0.0,0.05122136279310344,0.05122136279310344,10000,18230352262400533323,0.05,simple_welch,normal_wald,763,9190,0,47,-0.0047,0.0006839866839189033,-0.006040613900481051,-0.0033593860995189497
3x3_uniform_common_additive_e0_np50_nq500,3x3_uniform_common_additive_e0,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.0,0.25610681396551715,0.05122136279310352,0.05122136279310352,0.0,0.05122136279310344,0.05122136279310344,10000,18230352262400533323,0.05,expanded_welch,simple_welch,210,9237,0,553,-0.0553,0.002285763214190642,-0.05978009589981366,-0.050819904100186344
3x3_uniform_common_additive_e0_np500_nq50,3x3_uniform_common_additive_e0,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.0,0.25610681396551715,0.05122136279310352,0.05122136279310352,0.0,0.05122136279310344,0.05122136279310344,10000,3497094880314430971,0.05,expanded_welch,normal_wald,248,9077,0,675,-0.0675,0.002508984754925794,-0.07241761011965456,-0.06258238988034545
3x3_uniform_common_additive_e0_np500_nq50,3x3_uniform_common_additive_e0,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.0,0.25610681396551715,0.05122136279310352,0.05122136279310352,0.0,0.05122136279310344,0.05122136279310344,10000,3497094880314430971,0.05,simple_welch,normal_wald,877,9077,0,46,-0.0046,0.0006767051004531427,-0.00592634199688816,-0.0032736580031118402
3x3_uniform_common_additive_e0_np500_nq50,3x3_uniform_common_additive_e0,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.0,0.25610681396551715,0.05122136279310352,0.05122136279310352,0.0,0.05122136279310344,0.05122136279310344,10000,3497094880314430971,0.05,expanded_welch,simple_welch,248,9123,0,629,-0.0629,0.002427951501749877,-0.06765878494342975,-0.05814121505657024
3x3_uniform_common_additive_e0.1_np10_nq10,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,8390427039383405933,0.05,expanded_welch,normal_wald,371,8743,0,886,-0.0886,0.0028417972449064897,-0.09416992260001672,-0.08303007739998328
3x3_uniform_common_additive_e0.1_np10_nq10,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,8390427039383405933,0.05,simple_welch,normal_wald,999,8743,0,258,-0.0258,0.001585461247945491,-0.028907504045973163,-0.022692495954026837
3x3_uniform_common_additive_e0.1_np10_nq10,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,8390427039383405933,0.05,expanded_welch,simple_welch,362,8992,9,637,-0.0628,0.0024629702844862393,-0.06762742175759302,-0.057972578242406966
3x3_uniform_common_additive_e0.1_np50_nq50,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,17344648328601650154,0.05,expanded_welch,normal_wald,600,9235,0,165,-0.0165,0.0012739455615250492,-0.018996933300589096,-0.014003066699410904
3x3_uniform_common_additive_e0.1_np50_nq50,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,17344648328601650154,0.05,simple_welch,normal_wald,727,9235,0,38,-0.0038,0.0006152998126002791,-0.005005987632696547,-0.002594012367303453
3x3_uniform_common_additive_e0.1_np50_nq50,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,17344648328601650154,0.05,expanded_welch,simple_welch,600,9273,0,127,-0.0127,0.0011198198067724843,-0.01489484682127407,-0.01050515317872593
3x3_uniform_common_additive_e0.1_np250_nq250,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,1769972694544108664,0.05,expanded_welch,normal_wald,1110,8792,0,98,-0.0098,0.0009851360562404211,-0.011730866670231224,-0.007869133329768775
3x3_uniform_common_additive_e0.1_np250_nq250,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,1769972694544108664,0.05,simple_welch,normal_wald,1197,8792,0,11,-0.0011,0.00033149658972438903,-0.0017497333158598026,-0.00045026668414019757
3x3_uniform_common_additive_e0.1_np250_nq250,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,1769972694544108664,0.05,expanded_welch,simple_welch,1110,8803,0,87,-0.0087,0.0009287180690205033,-0.010520287415280185,-0.006879712584719813
3x3_uniform_common_additive_e0.1_np1000_nq1000,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,6373130141879626224,0.05,expanded_welch,normal_wald,3855,6096,0,49,-0.0049,0.0006983178107255161,-0.0062687029090220114,-0.0035312970909779882
3x3_uniform_common_additive_e0.1_np1000_nq1000,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,6373130141879626224,0.05,simple_welch,normal_wald,3902,6096,0,2,-0.0002,0.00014141428428549925,-0.00047717199719957853,7.717199719957848e-05
3x3_uniform_common_additive_e0.1_np1000_nq1000,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,6373130141879626224,0.05,expanded_welch,simple_welch,3855,6098,0,47,-0.0047,0.0006839866839189033,-0.006040613900481051,-0.0033593860995189497
3x3_uniform_common_additive_e0.1_np50_nq500,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,8674457870216209702,0.05,expanded_welch,normal_wald,194,8583,0,1223,-0.1223,0.0032764835623658247,-0.12872190778223702,-0.11587809221776299
3x3_uniform_common_additive_e0.1_np50_nq500,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,8674457870216209702,0.05,simple_welch,normal_wald,1363,8583,0,54,-0.0054,0.0007328967961257419,-0.006836477720406454,-0.003963522279593547
3x3_uniform_common_additive_e0.1_np50_nq500,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,8674457870216209702,0.05,expanded_welch,simple_welch,194,8637,0,1169,-0.1169,0.0032131715558221777,-0.12319781624941148,-0.11060218375058853
3x3_uniform_common_additive_e0.1_np500_nq50,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,1214209805609357222,0.05,expanded_welch,normal_wald,553,9104,0,343,-0.0343,0.001820077544564193,-0.03786735198734582,-0.030732648012654178
3x3_uniform_common_additive_e0.1_np500_nq50,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,1214209805609357222,0.05,simple_welch,normal_wald,833,9104,0,63,-0.0063,0.0007912607720346915,-0.007850871113187996,-0.004749128886812005
3x3_uniform_common_additive_e0.1_np500_nq50,3x3_uniform_common_additive_e0.1,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.1,0.25610681396551715,0.05122136279310352,0.07683204418965461,0.02561068139655172,0.05122136279310344,0.07683204418965515,10000,1214209805609357222,0.05,expanded_welch,simple_welch,552,9166,1,281,-0.028,0.0016558605579633635,-0.031245486693608195,-0.024754513306391807
3x3_uniform_common_additive_e0.3_np10_nq10,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,2925305593461795831,0.05,expanded_welch,normal_wald,412,8597,0,991,-0.0991,0.002988111758483628,-0.10495669904662791,-0.09324330095337208
3x3_uniform_common_additive_e0.3_np10_nq10,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,2925305593461795831,0.05,simple_welch,normal_wald,1117,8597,0,286,-0.0286,0.0016668778744061662,-0.03186708063383609,-0.025332919366163914
3x3_uniform_common_additive_e0.3_np10_nq10,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,2925305593461795831,0.05,expanded_welch,simple_welch,405,8876,7,712,-0.0705,0.002587207831705146,-0.07557092735014208,-0.06542907264985791
3x3_uniform_common_additive_e0.3_np50_nq50,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,13881941896340745319,0.05,expanded_welch,normal_wald,1593,8134,0,273,-0.0273,0.0016296430816768945,-0.030494100440086713,-0.02410589955991329
3x3_uniform_common_additive_e0.3_np50_nq50,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,13881941896340745319,0.05,simple_welch,normal_wald,1802,8134,0,64,-0.0064,0.000797475765625311,-0.00796305250062561,-0.00483694749937439
3x3_uniform_common_additive_e0.3_np50_nq50,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,13881941896340745319,0.05,expanded_welch,simple_welch,1593,8198,0,209,-0.0209,0.0014305675979712515,-0.02370391249202365,-0.018096087507976345
3x3_uniform_common_additive_e0.3_np250_nq250,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,16958668291988426976,0.05,expanded_welch,normal_wald,5816,4072,0,112,-0.0112,0.001052409975568299,-0.013262723552113866,-0.009137276447886134
3x3_uniform_common_additive_e0.3_np250_nq250,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,16958668291988426976,0.05,simple_welch,normal_wald,5909,4072,0,19,-0.0019,0.0004354973774853066,-0.002753574859871201,-0.001046425140128799
3x3_uniform_common_additive_e0.3_np250_nq250,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,16958668291988426976,0.05,expanded_welch,simple_welch,5816,4091,0,93,-0.0093,0.0009599183008540005,-0.01118143986967384,-0.007418560130326158
3x3_uniform_common_additive_e0.3_np1000_nq1000,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,16305641662080524980,0.05,expanded_welch,normal_wald,9949,51,0,0,0.0,0.0,0.0,0.0
3x3_uniform_common_additive_e0.3_np1000_nq1000,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,16305641662080524980,0.05,simple_welch,normal_wald,9949,51,0,0,0.0,0.0,0.0,0.0
3x3_uniform_common_additive_e0.3_np1000_nq1000,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,16305641662080524980,0.05,expanded_welch,simple_welch,9949,51,0,0,0.0,0.0,0.0,0.0
3x3_uniform_common_additive_e0.3_np50_nq500,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,1192197904476172082,0.05,expanded_welch,normal_wald,1873,6516,0,1611,-0.1611,0.0036764154557204633,-0.1683057742932121,-0.15389422570678787
3x3_uniform_common_additive_e0.3_np50_nq500,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,1192197904476172082,0.05,simple_welch,normal_wald,3377,6516,0,107,-0.0107,0.0010289105236543014,-0.01271666462636243,-0.00868333537363757
3x3_uniform_common_additive_e0.3_np50_nq500,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,1192197904476172082,0.05,expanded_welch,simple_welch,1873,6623,0,1504,-0.1504,0.0035748093552233832,-0.15740662633623784,-0.14339337366376217
3x3_uniform_common_additive_e0.3_np500_nq50,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,12091388418007325084,0.05,expanded_welch,normal_wald,1963,7733,0,304,-0.0304,0.001716938783963711,-0.03376520001656887,-0.027034799983431126
3x3_uniform_common_additive_e0.3_np500_nq50,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,12091388418007325084,0.05,simple_welch,normal_wald,2161,7733,0,106,-0.0106,0.001024143001191088,-0.012607320282334532,-0.008592679717665468
3x3_uniform_common_additive_e0.3_np500_nq50,3x3_uniform_common_additive_e0.3,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.3,0.25610681396551715,0.05122136279310352,0.12805340698275858,0.07683204418965514,0.05122136279310344,0.12805340698275858,10000,12091388418007325084,0.05,expanded_welch,simple_welch,1960,7836,3,201,-0.0198,0.0014145656929283846,-0.022572548758139636,-0.017027451241860368
3x3_uniform_common_additive_e0.6_np10_nq10,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,5607873390918147188,0.05,expanded_welch,normal_wald,513,8367,0,1120,-0.112,0.0031538222301623065,-0.11818149157111812,-0.10581850842888188
3x3_uniform_common_additive_e0.6_np10_nq10,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,5607873390918147188,0.05,simple_welch,normal_wald,1336,8367,0,297,-0.0297,0.0016976687568312,-0.033027430763389154,-0.026372569236610847
3x3_uniform_common_additive_e0.6_np10_nq10,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,10,10,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,5607873390918147188,0.05,expanded_welch,simple_welch,506,8657,7,830,-0.0823,0.0027737051653040565,-0.08773646212399595,-0.07686353787600404
3x3_uniform_common_additive_e0.6_np50_nq50,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,13476678630109760402,0.05,expanded_welch,normal_wald,4345,5261,0,394,-0.0394,0.0019455442719844298,-0.04321326677308948,-0.035586733226910514
3x3_uniform_common_additive_e0.6_np50_nq50,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,13476678630109760402,0.05,simple_welch,normal_wald,4647,5261,0,92,-0.0092,0.0009547916855085571,-0.011071391703596771,-0.007328608296403228
3x3_uniform_common_additive_e0.6_np50_nq50,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,50,50,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,13476678630109760402,0.05,expanded_welch,simple_welch,4345,5353,0,302,-0.0302,0.0017114581236159093,-0.03355445792228719,-0.02684554207771282
3x3_uniform_common_additive_e0.6_np250_nq250,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,5295900681420856368,0.05,expanded_welch,normal_wald,9810,180,0,10,-0.001,0.00031608541725157126,-0.0016195274178130797,-0.0003804725821869204
3x3_uniform_common_additive_e0.6_np250_nq250,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,5295900681420856368,0.05,simple_welch,normal_wald,9817,180,0,3,-0.0003,0.0001731877576503027,-0.0006394480049945932,3.9448004994593314e-05
3x3_uniform_common_additive_e0.6_np250_nq250,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,250,250,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,5295900681420856368,0.05,expanded_welch,simple_welch,9810,183,0,7,-0.0007,0.00026449573871724277,-0.0012184116478857958,-0.00018158835211420422
3x3_uniform_common_additive_e0.6_np1000_nq1000,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,16940812536659212252,0.05,expanded_welch,normal_wald,10000,0,0,0,0.0,0.0,0.0,0.0
3x3_uniform_common_additive_e0.6_np1000_nq1000,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,16940812536659212252,0.05,simple_welch,normal_wald,10000,0,0,0,0.0,0.0,0.0,0.0
3x3_uniform_common_additive_e0.6_np1000_nq1000,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,1000,1000,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,16940812536659212252,0.05,expanded_welch,simple_welch,10000,0,0,0,0.0,0.0,0.0,0.0
3x3_uniform_common_additive_e0.6_np50_nq500,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,3673196581691350267,0.05,expanded_welch,normal_wald,6406,2895,0,699,-0.0699,0.002549911607275925,-0.07489782675026081,-0.0649021732497392
3x3_uniform_common_additive_e0.6_np50_nq500,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,3673196581691350267,0.05,simple_welch,normal_wald,7003,2895,0,102,-0.0102,0.0010048367875913828,-0.01216948010367911,-0.008230519896320891
3x3_uniform_common_additive_e0.6_np50_nq500,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,50,500,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,3673196581691350267,0.05,expanded_welch,simple_welch,6406,2997,0,597,-0.0597,0.002369420269863817,-0.06434406372893309,-0.05505593627106692
3x3_uniform_common_additive_e0.6_np500_nq50,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,15109523670439200772,0.05,expanded_welch,normal_wald,5993,3680,0,327,-0.0327,0.0017785913917293856,-0.036186039127789595,-0.029213960872210405
3x3_uniform_common_additive_e0.6_np500_nq50,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,15109523670439200772,0.05,simple_welch,normal_wald,6171,3680,0,149,-0.0149,0.0012115881291014112,-0.017274712733038766,-0.012525287266961234
3x3_uniform_common_additive_e0.6_np500_nq50,3x3_uniform_common_additive_e0.6,3x3,3,3,construction_check,uniform,common,additive,uniform,500,50,0.6,0.25610681396551715,0.05122136279310352,0.20488545117240853,0.1536640883793103,0.05122136279310344,0.20488545117241375,10000,15109523670439200772,0.05,expanded_welch,simple_welch,5987,3823,6,184,-0.0178,0.0013669319113566076,-0.02047918654625895,-0.015120813453741049
3x3_uniform_common_loglinear_e0_np10_nq10,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,10,10,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,5941089900887533243,0.05,expanded_welch,normal_wald,335,8902,0,763,-0.0763,0.0026549078804330214,-0.08150361944564873,-0.07109638055435129
3x3_uniform_common_loglinear_e0_np10_nq10,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,10,10,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,5941089900887533243,0.05,simple_welch,normal_wald,865,8902,0,233,-0.0233,0.0015086214216493766,-0.02625689798643278,-0.020343102013567222
3x3_uniform_common_loglinear_e0_np10_nq10,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,10,10,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,5941089900887533243,0.05,expanded_welch,simple_welch,327,9127,8,538,-0.053,0.0022758774048257037,-0.057460719713458376,-0.04853928028654162
3x3_uniform_common_loglinear_e0_np50_nq50,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,50,50,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,5017077125145728105,0.05,expanded_welch,normal_wald,379,9463,0,158,-0.0158,0.0012470731811533417,-0.01824426343506055,-0.013355736564939453
3x3_uniform_common_loglinear_e0_np50_nq50,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,50,50,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,5017077125145728105,0.05,simple_welch,normal_wald,511,9463,0,26,-0.0026,0.0005092641112364971,-0.0035981576580235344,-0.0016018423419764656
3x3_uniform_common_loglinear_e0_np50_nq50,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,50,50,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,5017077125145728105,0.05,expanded_welch,simple_welch,379,9489,0,132,-0.0132,0.0011413615862762609,-0.01543706870910147,-0.01096293129089853
3x3_uniform_common_loglinear_e0_np250_nq250,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,250,250,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,9185974112879614573,0.05,expanded_welch,normal_wald,370,9566,0,64,-0.0064,0.000797475765625311,-0.00796305250062561,-0.00483694749937439
3x3_uniform_common_loglinear_e0_np250_nq250,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,250,250,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,9185974112879614573,0.05,simple_welch,normal_wald,429,9566,0,5,-0.0005,0.0002235620674439203,-0.0009381816521900838,-6.181834780991623e-05
3x3_uniform_common_loglinear_e0_np250_nq250,3x3_uniform_common_loglinear_e0,3x3,3,3,construction_check,uniform,common,loglinear,uniform,250,250,0.0,0.25610681396551715,0.0512213627931033,0.0512213627931033,0.0,0.05122136279310344,0.05122136279310344,10000,9185974112879614573,0.05,expanded_welch,simple_welch,370,9571,0,59,-0.0059,0.0007658835797729161,-0.007401131816354915,-0.004398868183645085
