shape,profile,family,constructor,n_p,n_q,relative_effect,achieved_mi_p,achieved_mi_q,absolute_mi_difference,wald_rejection,wald_valid,welch_rejection,welch_valid,welch_minus_wald
3x3,uniform,rare,loglinear,50,50,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.1644,1.0,0.1375,1.0,-0.02689999999999998
3x3,uniform,rare,loglinear,250,250,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.5737,1.0,0.5615,1.0,-0.012199999999999989
3x3,uniform,rare,loglinear,1000,1000,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.9919,1.0,0.9913,1.0,-0.0006000000000000449
3x3,uniform,rare,loglinear,50,500,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.3474,1.0,0.1856,1.0,-0.1618
3x3,uniform,rare,loglinear,500,50,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.2001,1.0,0.1716,1.0,-0.028499999999999998
3x3,uniform,rare,loglinear,10,10,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.1728,1.0,0.0657,0.9942,-0.10710000000000001
3x3,uniform,rare,loglinear,50,50,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.4216,1.0,0.383,1.0,-0.03859999999999997
3x3,uniform,rare,loglinear,250,250,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.9721,1.0,0.9707,1.0,-0.0013999999999999568
3x3,uniform,rare,loglinear,1000,1000,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,1.0,1.0,1.0,1.0,0.0
3x3,uniform,rare,loglinear,50,500,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.6985,1.0,0.6282,1.0,-0.07030000000000003
3x3,uniform,rare,loglinear,500,50,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.5433,1.0,0.503,1.0,-0.0403
3x3,uniform,spread,additive,10,10,0.0,0.051221362793103,0.051221362793103,0.0,0.1184,1.0,0.0356,0.9974,-0.08280000000000001
3x3,uniform,spread,additive,50,50,0.0,0.051221362793103,0.051221362793103,0.0,0.0513,1.0,0.0372,1.0,-0.014100000000000001
3x3,uniform,spread,additive,250,250,0.0,0.051221362793103,0.051221362793103,0.0,0.0429,1.0,0.0365,1.0,-0.006400000000000003
3x3,uniform,spread,additive,1000,1000,0.0,0.051221362793103,0.051221362793103,0.0,0.0469,1.0,0.0448,1.0,-0.0020999999999999977
3x3,uniform,spread,additive,50,500,0.0,0.051221362793103,0.051221362793103,0.0,0.0916,1.0,0.0243,1.0,-0.0673
3x3,uniform,spread,additive,500,50,0.0,0.051221362793103,0.051221362793103,0.0,0.085,1.0,0.0198,1.0,-0.06520000000000001
3x3,uniform,spread,additive,10,10,0.1,0.051221362793103,0.0768320441896541,0.0256106813965517,0.1222,1.0,0.0365,0.9957,-0.0857
3x3,uniform,spread,additive,50,50,0.1,0.051221362793103,0.0768320441896541,0.0256106813965517,0.0734,1.0,0.0561,1.0,-0.01730000000000001
3x3,uniform,spread,additive,250,250,0.1,0.051221362793103,0.0768320441896541,0.0256106813965517,0.1226,1.0,0.1121,1.0,-0.010499999999999995
3x3,uniform,spread,additive,1000,1000,0.1,0.051221362793103,0.0768320441896541,0.0256106813965517,0.3891,1.0,0.3843,1.0,-0.0048000000000000265
3x3,uniform,spread,additive,50,500,0.1,0.051221362793103,0.0768320441896541,0.0256106813965517,0.1401,1.0,0.0152,1.0,-0.1249
3x3,uniform,spread,additive,500,50,0.1,0.051221362793103,0.0768320441896541,0.0256106813965517,0.0921,1.0,0.0559,1.0,-0.0362
3x3,uniform,spread,additive,10,10,0.3,0.051221362793103,0.1280534069827581,0.0768320441896551,0.1396,1.0,0.0384,0.9962,-0.10120000000000001
3x3,uniform,spread,additive,50,50,0.3,0.051221362793103,0.1280534069827581,0.0768320441896551,0.1821,1.0,0.1567,1.0,-0.025400000000000006
3x3,uniform,spread,additive,250,250,0.3,0.051221362793103,0.1280534069827581,0.0768320441896551,0.5989,1.0,0.5861,1.0,-0.012800000000000034
3x3,uniform,spread,additive,1000,1000,0.3,0.051221362793103,0.1280534069827581,0.0768320441896551,0.9932,1.0,0.993,1.0,-0.00019999999999997797
3x3,uniform,spread,additive,50,500,0.3,0.051221362793103,0.1280534069827581,0.0768320441896551,0.3548,1.0,0.1876,1.0,-0.16720000000000002
3x3,uniform,spread,additive,500,50,0.3,0.051221362793103,0.1280534069827581,0.0768320441896551,0.2288,1.0,0.1989,1.0,-0.02990000000000001
3x3,uniform,spread,additive,10,10,0.6,0.051221362793103,0.2048854511724085,0.1536640883793103,0.1707,1.0,0.0508,0.995,-0.11989999999999999
3x3,uniform,spread,additive,50,50,0.6,0.051221362793103,0.2048854511724085,0.1536640883793103,0.4723,1.0,0.4352,1.0,-0.03710000000000002
3x3,uniform,spread,additive,250,250,0.6,0.051221362793103,0.2048854511724085,0.1536640883793103,0.9815,1.0,0.9802,1.0,-0.0013000000000000789
3x3,uniform,spread,additive,1000,1000,0.6,0.051221362793103,0.2048854511724085,0.1536640883793103,1.0,1.0,1.0,1.0,0.0
3x3,uniform,spread,additive,50,500,0.6,0.051221362793103,0.2048854511724085,0.1536640883793103,0.7114,1.0,0.6484,1.0,-0.06300000000000006
3x3,uniform,spread,additive,500,50,0.6,0.051221362793103,0.2048854511724085,0.1536640883793103,0.6193,1.0,0.5831,1.0,-0.03620000000000001
3x3,uniform,spread,loglinear,10,10,0.0,0.0512213627931033,0.0512213627931033,0.0,0.1139,1.0,0.0337,0.9972,-0.0802
3x3,uniform,spread,loglinear,50,50,0.0,0.0512213627931033,0.0512213627931033,0.0,0.0533,1.0,0.0384,1.0,-0.014900000000000004
3x3,uniform,spread,loglinear,250,250,0.0,0.0512213627931033,0.0512213627931033,0.0,0.0442,1.0,0.0383,1.0,-0.0059000000000000025
3x3,uniform,spread,loglinear,1000,1000,0.0,0.0512213627931033,0.0512213627931033,0.0,0.0457,1.0,0.0436,1.0,-0.0020999999999999977
3x3,uniform,spread,loglinear,50,500,0.0,0.0512213627931033,0.0512213627931033,0.0,0.088,1.0,0.0232,1.0,-0.0648
3x3,uniform,spread,loglinear,500,50,0.0,0.0512213627931033,0.0512213627931033,0.0,0.0793,1.0,0.0188,1.0,-0.0605
3x3,uniform,spread,loglinear,10,10,0.1,0.0512213627931033,0.076832044189681,0.0256106813965517,0.1206,1.0,0.0343,0.9963,-0.0863
3x3,uniform,spread,loglinear,50,50,0.1,0.0512213627931033,0.076832044189681,0.0256106813965517,0.0725,1.0,0.0542,1.0,-0.018299999999999997
3x3,uniform,spread,loglinear,250,250,0.1,0.0512213627931033,0.076832044189681,0.0256106813965517,0.1176,1.0,0.1075,1.0,-0.010099999999999998
3x3,uniform,spread,loglinear,1000,1000,0.1,0.0512213627931033,0.076832044189681,0.0256106813965517,0.3837,1.0,0.3785,1.0,-0.005199999999999982
3x3,uniform,spread,loglinear,50,500,0.1,0.0512213627931033,0.076832044189681,0.0256106813965517,0.1393,1.0,0.0178,1.0,-0.12150000000000001
3x3,uniform,spread,loglinear,500,50,0.1,0.0512213627931033,0.076832044189681,0.0256106813965517,0.0862,1.0,0.0507,1.0,-0.0355
3x3,uniform,spread,loglinear,10,10,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.1423,1.0,0.0464,0.9961,-0.09590000000000001
3x3,uniform,spread,loglinear,50,50,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.1625,1.0,0.1386,1.0,-0.023900000000000005
3x3,uniform,spread,loglinear,250,250,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.5811,1.0,0.5671,1.0,-0.013999999999999901
3x3,uniform,spread,loglinear,1000,1000,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.9919,1.0,0.9917,1.0,-0.00019999999999997797
3x3,uniform,spread,loglinear,50,500,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.3367,1.0,0.1828,1.0,-0.1539
3x3,uniform,spread,loglinear,500,50,0.3,0.0512213627931033,0.1280534069827583,0.0768320441896551,0.2081,1.0,0.1778,1.0,-0.030299999999999994
3x3,uniform,spread,loglinear,10,10,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.1751,0.9999,0.0679,0.9948,-0.1072
3x3,uniform,spread,loglinear,50,50,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.4242,1.0,0.3839,1.0,-0.0403
3x3,uniform,spread,loglinear,250,250,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.9696,1.0,0.9684,1.0,-0.0011999999999999789
3x3,uniform,spread,loglinear,1000,1000,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,1.0,1.0,1.0,1.0,0.0
3x3,uniform,spread,loglinear,50,500,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.6974,1.0,0.6294,1.0,-0.06800000000000006
3x3,uniform,spread,loglinear,500,50,0.6,0.0512213627931033,0.2048854511724185,0.1536640883793103,0.5482,1.0,0.5051,1.0,-0.04310000000000003
3x3,different_skew,common,additive,10,10,0.0,0.0482858953132885,0.0482858953132883,0.0,0.1177,0.9903,0.032,0.7798,-0.0857
3x3,different_skew,common,additive,50,50,0.0,0.0482858953132885,0.0482858953132883,0.0,0.038,1.0,0.0267,1.0,-0.011299999999999998
3x3,different_skew,common,additive,250,250,0.0,0.0482858953132885,0.0482858953132883,0.0,0.0463,1.0,0.0376,1.0,-0.0087
3x3,different_skew,common,additive,1000,1000,0.0,0.0482858953132885,0.0482858953132883,0.0,0.0486,1.0,0.046,1.0,-0.002599999999999998
3x3,different_skew,common,additive,50,500,0.0,0.0482858953132885,0.0482858953132883,0.0,0.0866,1.0,0.023,1.0,-0.06359999999999999
3x3,different_skew,common,additive,500,50,0.0,0.0482858953132885,0.0482858953132883,0.0,0.1042,1.0,0.0373,1.0,-0.0669
3x3,different_skew,common,additive,10,10,0.1,0.0482858953132885,0.0724288429699324,0.0241429476566442,0.1184,0.9884,0.0321,0.7754,-0.08630000000000002
3x3,different_skew,common,additive,50,50,0.1,0.0482858953132885,0.0724288429699324,0.0241429476566442,0.0486,1.0,0.035,1.0,-0.013599999999999994
3x3,different_skew,common,additive,250,250,0.1,0.0482858953132885,0.0724288429699324,0.0241429476566442,0.0974,1.0,0.0865,1.0,-0.010900000000000007
3x3,different_skew,common,additive,1000,1000,0.1,0.0482858953132885,0.0724288429699324,0.0241429476566442,0.2874,1.0,0.2807,1.0,-0.006699999999999984
3x3,different_skew,common,additive,50,500,0.1,0.0482858953132885,0.0724288429699324,0.0241429476566442,0.145,1.0,0.03,1.0,-0.11499999999999999
3x3,different_skew,common,additive,500,50,0.1,0.0482858953132885,0.0724288429699324,0.0241429476566442,0.0751,1.0,0.0419,1.0,-0.0332
3x3,different_skew,common,additive,10,10,0.3,0.0482858953132885,0.1207147382832212,0.0724288429699326,0.1323,0.9906,0.03,0.7733,-0.1023
3x3,different_skew,common,additive,50,50,0.3,0.0482858953132885,0.1207147382832212,0.0724288429699326,0.1119,1.0,0.0944,1.0,-0.0175
3x3,different_skew,common,additive,250,250,0.3,0.0482858953132885,0.1207147382832212,0.0724288429699326,0.4364,1.0,0.4181,1.0,-0.018299999999999983
3x3,different_skew,common,additive,1000,1000,0.3,0.0482858953132885,0.1207147382832212,0.0724288429699326,0.9567,1.0,0.9557,1.0,-0.0010000000000000009
3x3,different_skew,common,additive,50,500,0.3,0.0482858953132885,0.1207147382832212,0.0724288429699326,0.3152,1.0,0.1321,1.0,-0.18309999999999998
3x3,different_skew,common,additive,500,50,0.3,0.0482858953132885,0.1207147382832212,0.0724288429699326,0.1373,1.0,0.1164,0.9999,-0.020900000000000002
3x3,different_skew,common,additive,10,10,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.1589,0.9897,0.0378,0.7773,-0.12110000000000001
3x3,different_skew,common,additive,50,50,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.297,1.0,0.2737,0.9999,-0.023299999999999987
3x3,different_skew,common,additive,250,250,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.9038,1.0,0.8986,1.0,-0.0052000000000000934
3x3,different_skew,common,additive,1000,1000,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,1.0,1.0,1.0,1.0,0.0
3x3,different_skew,common,additive,50,500,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.6302,1.0,0.497,1.0,-0.13319999999999999
3x3,different_skew,common,additive,500,50,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.3937,1.0,0.3778,0.9999,-0.01589999999999997
3x3,different_skew,common,loglinear,10,10,0.0,0.0482858953132899,0.0482858953132881,0.0,0.1278,0.9887,0.0357,0.7831,-0.09209999999999999
3x3,different_skew,common,loglinear,50,50,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0292,1.0,0.0193,1.0,-0.009899999999999999
3x3,different_skew,common,loglinear,250,250,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0397,1.0,0.0316,1.0,-0.008099999999999996
3x3,different_skew,common,loglinear,1000,1000,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0472,1.0,0.0446,1.0,-0.002599999999999998
3x3,different_skew,common,loglinear,50,500,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0751,1.0,0.0164,1.0,-0.0587
3x3,different_skew,common,loglinear,500,50,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0821,1.0,0.028,1.0,-0.05410000000000001
3x3,different_skew,common,loglinear,10,10,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.1281,0.989,0.0341,0.7898,-0.094
3x3,different_skew,common,loglinear,50,50,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.0466,1.0,0.0353,1.0,-0.011300000000000004
3x3,different_skew,common,loglinear,250,250,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.0907,1.0,0.0784,1.0,-0.012300000000000005
3x3,different_skew,common,loglinear,1000,1000,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.3035,1.0,0.2982,1.0,-0.005299999999999971
3x3,different_skew,common,loglinear,50,500,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.1286,1.0,0.02,1.0,-0.10859999999999999
3x3,different_skew,common,loglinear,500,50,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.072,1.0,0.0406,1.0,-0.0314
3x3,different_skew,common,loglinear,10,10,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.141,0.9912,0.0324,0.7877,-0.10859999999999999
3x3,different_skew,common,loglinear,50,50,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.1146,1.0,0.0951,1.0,-0.01949999999999999
3x3,different_skew,common,loglinear,250,250,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.4542,1.0,0.4357,1.0,-0.018500000000000016
3x3,different_skew,common,loglinear,1000,1000,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.9711,1.0,0.9698,1.0,-0.0012999999999999678
3x3,different_skew,common,loglinear,50,500,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.2965,1.0,0.1089,1.0,-0.1876
3x3,different_skew,common,loglinear,500,50,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.1489,1.0,0.1284,1.0,-0.020500000000000018
3x3,different_skew,common,loglinear,10,10,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.161,0.9907,0.0373,0.7964,-0.1237
3x3,different_skew,common,loglinear,50,50,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.3047,1.0,0.2778,1.0,-0.026900000000000035
3x3,different_skew,common,loglinear,250,250,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.9135,1.0,0.9084,1.0,-0.005099999999999993
3x3,different_skew,common,loglinear,1000,1000,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,1.0,1.0,1.0,1.0,0.0
3x3,different_skew,common,loglinear,50,500,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.6189,1.0,0.4979,1.0,-0.121
3x3,different_skew,common,loglinear,500,50,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.4032,1.0,0.3795,1.0,-0.0237
3x3,different_skew,rare,additive,10,10,0.0,0.0046099226513793,0.0046099226513793,0.0,0.0545,0.9891,0.0145,0.7831,-0.04
3x3,different_skew,rare,additive,50,50,0.0,0.0046099226513793,0.0046099226513793,0.0,0.01,1.0,0.0019,0.9999,-0.0081
3x3,different_skew,rare,additive,250,250,0.0,0.0046099226513793,0.0046099226513793,0.0,0.0378,1.0,0.008,1.0,-0.0298
3x3,different_skew,rare,additive,1000,1000,0.0,0.0046099226513793,0.0046099226513793,0.0,0.0322,1.0,0.0208,1.0,-0.0114
3x3,different_skew,rare,additive,50,500,0.0,0.0046099226513793,0.0046099226513793,0.0,0.0493,1.0,0.0026,1.0,-0.0467
3x3,different_skew,rare,additive,500,50,0.0,0.0046099226513793,0.0046099226513793,0.0,0.0697,1.0,0.0208,1.0,-0.0489
3x3,different_skew,rare,additive,10,10,0.1,0.0046099226513793,0.0069148839770687,0.0023049613256896,0.0526,0.9861,0.0153,0.7715,-0.0373
3x3,different_skew,rare,additive,50,50,0.1,0.0046099226513793,0.0069148839770687,0.0023049613256896,0.0106,1.0,0.0016,1.0,-0.009
3x3,different_skew,rare,additive,250,250,0.1,0.0046099226513793,0.0069148839770687,0.0023049613256896,0.0489,1.0,0.0079,1.0,-0.040999999999999995
3x3,different_skew,rare,additive,1000,1000,0.1,0.0046099226513793,0.0069148839770687,0.0023049613256896,0.0586,1.0,0.0413,1.0,-0.017299999999999996
3x3,different_skew,rare,additive,50,500,0.1,0.0046099226513793,0.0069148839770687,0.0023049613256896,0.0615,1.0,0.0025,1.0,-0.059
3x3,different_skew,rare,additive,500,50,0.1,0.0046099226513793,0.0069148839770687,0.0023049613256896,0.0617,1.0,0.0178,1.0,-0.043899999999999995
3x3,different_skew,rare,additive,10,10,0.3,0.0046099226513793,0.0115248066284483,0.006914883977069,0.0575,0.9882,0.0166,0.7847,-0.040900000000000006
3x3,different_skew,rare,additive,50,50,0.3,0.0046099226513793,0.0115248066284483,0.006914883977069,0.0104,1.0,0.0023,1.0,-0.0081
3x3,different_skew,rare,additive,250,250,0.3,0.0046099226513793,0.0115248066284483,0.006914883977069,0.0766,1.0,0.0106,1.0,-0.066
3x3,different_skew,rare,additive,1000,1000,0.3,0.0046099226513793,0.0115248066284483,0.006914883977069,0.2228,1.0,0.1845,1.0,-0.0383
3x3,different_skew,rare,additive,50,500,0.3,0.0046099226513793,0.0115248066284483,0.006914883977069,0.0697,1.0,0.0021,1.0,-0.0676
3x3,different_skew,rare,additive,500,50,0.3,0.0046099226513793,0.0115248066284483,0.006914883977069,0.0579,1.0,0.0164,0.9999,-0.041499999999999995
3x3,different_skew,rare,additive,10,10,0.6,0.0046099226513793,0.0184396906055168,0.013829767954138,0.0561,0.9869,0.0153,0.7807,-0.040799999999999996
3x3,different_skew,rare,additive,50,50,0.6,0.0046099226513793,0.0184396906055168,0.013829767954138,0.0124,1.0,0.0027,1.0,-0.0097
3x3,different_skew,rare,additive,250,250,0.6,0.0046099226513793,0.0184396906055168,0.013829767954138,0.1564,1.0,0.029,1.0,-0.1274
3x3,different_skew,rare,additive,1000,1000,0.6,0.0046099226513793,0.0184396906055168,0.013829767954138,0.6483,1.0,0.6049,1.0,-0.043399999999999994
3x3,different_skew,rare,additive,50,500,0.6,0.0046099226513793,0.0184396906055168,0.013829767954138,0.1042,1.0,0.0028,1.0,-0.1014
3x3,different_skew,rare,additive,500,50,0.6,0.0046099226513793,0.0184396906055168,0.013829767954138,0.0542,1.0,0.0199,1.0,-0.0343
3x3,different_skew,rare,loglinear,10,10,0.0,0.0046099226513792,0.0046099226513777,0.0,0.0677,0.9878,0.0179,0.7853,-0.0498
3x3,different_skew,rare,loglinear,50,50,0.0,0.0046099226513792,0.0046099226513777,0.0,0.0066,1.0,0.0025,1.0,-0.0040999999999999995
3x3,different_skew,rare,loglinear,250,250,0.0,0.0046099226513792,0.0046099226513777,0.0,0.0068,1.0,0.0017,1.0,-0.0050999999999999995
3x3,different_skew,rare,loglinear,1000,1000,0.0,0.0046099226513792,0.0046099226513777,0.0,0.0187,1.0,0.0093,1.0,-0.009400000000000002
3x3,different_skew,rare,loglinear,50,500,0.0,0.0046099226513792,0.0046099226513777,0.0,0.0485,1.0,0.0024,1.0,-0.0461
3x3,different_skew,rare,loglinear,500,50,0.0,0.0046099226513792,0.0046099226513777,0.0,0.0538,1.0,0.0148,1.0,-0.039
3x3,different_skew,rare,loglinear,10,10,0.1,0.0046099226513792,0.006914883977069,0.0023049613256896,0.0691,0.9879,0.0197,0.7822,-0.0494
3x3,different_skew,rare,loglinear,50,50,0.1,0.0046099226513792,0.006914883977069,0.0023049613256896,0.0112,1.0,0.0039,1.0,-0.0073
3x3,different_skew,rare,loglinear,250,250,0.1,0.0046099226513792,0.006914883977069,0.0023049613256896,0.0086,1.0,0.0025,1.0,-0.0060999999999999995
3x3,different_skew,rare,loglinear,1000,1000,0.1,0.0046099226513792,0.006914883977069,0.0023049613256896,0.035,1.0,0.0199,1.0,-0.015100000000000002
3x3,different_skew,rare,loglinear,50,500,0.1,0.0046099226513792,0.006914883977069,0.0023049613256896,0.0514,1.0,0.0029,1.0,-0.0485
3x3,different_skew,rare,loglinear,500,50,0.1,0.0046099226513792,0.006914883977069,0.0023049613256896,0.0526,1.0,0.0151,1.0,-0.0375
3x3,different_skew,rare,loglinear,10,10,0.3,0.0046099226513792,0.0115248066284484,0.006914883977069,0.0735,0.9879,0.0201,0.7761,-0.053399999999999996
3x3,different_skew,rare,loglinear,50,50,0.3,0.0046099226513792,0.0115248066284484,0.006914883977069,0.0101,1.0,0.0039,0.9999,-0.0062
3x3,different_skew,rare,loglinear,250,250,0.3,0.0046099226513792,0.0115248066284484,0.006914883977069,0.0177,1.0,0.0072,1.0,-0.0105
3x3,different_skew,rare,loglinear,1000,1000,0.3,0.0046099226513792,0.0115248066284484,0.006914883977069,0.1327,1.0,0.0938,1.0,-0.03890000000000002
3x3,different_skew,rare,loglinear,50,500,0.3,0.0046099226513792,0.0115248066284484,0.006914883977069,0.0648,1.0,0.0027,1.0,-0.062099999999999995
3x3,different_skew,rare,loglinear,500,50,0.3,0.0046099226513792,0.0115248066284484,0.006914883977069,0.0452,1.0,0.0168,1.0,-0.028399999999999998
3x3,different_skew,rare,loglinear,10,10,0.6,0.0046099226513792,0.0184396906055173,0.013829767954138,0.0747,0.9879,0.0209,0.7796,-0.0538
3x3,different_skew,rare,loglinear,50,50,0.6,0.0046099226513792,0.0184396906055173,0.013829767954138,0.0123,1.0,0.006,1.0,-0.0063
3x3,different_skew,rare,loglinear,250,250,0.6,0.0046099226513792,0.0184396906055173,0.013829767954138,0.0487,1.0,0.0252,1.0,-0.0235
3x3,different_skew,rare,loglinear,1000,1000,0.6,0.0046099226513792,0.0184396906055173,0.013829767954138,0.4084,1.0,0.3515,1.0,-0.056900000000000006
3x3,different_skew,rare,loglinear,50,500,0.6,0.0046099226513792,0.0184396906055173,0.013829767954138,0.0895,1.0,0.0022,1.0,-0.0873
3x3,different_skew,rare,loglinear,500,50,0.6,0.0046099226513792,0.0184396906055173,0.013829767954138,0.0455,1.0,0.0192,1.0,-0.0263
3x3,different_skew,spread,additive,10,10,0.0,0.0482858953132885,0.0482858953132887,0.0,0.117,0.9913,0.0319,0.7811,-0.08510000000000001
3x3,different_skew,spread,additive,50,50,0.0,0.0482858953132885,0.0482858953132887,0.0,0.0373,1.0,0.0255,1.0,-0.011800000000000001
3x3,different_skew,spread,additive,250,250,0.0,0.0482858953132885,0.0482858953132887,0.0,0.0447,1.0,0.0357,1.0,-0.008999999999999994
3x3,different_skew,spread,additive,1000,1000,0.0,0.0482858953132885,0.0482858953132887,0.0,0.0482,1.0,0.0456,1.0,-0.002599999999999998
3x3,different_skew,spread,additive,50,500,0.0,0.0482858953132885,0.0482858953132887,0.0,0.0834,1.0,0.0191,1.0,-0.0643
3x3,different_skew,spread,additive,500,50,0.0,0.0482858953132885,0.0482858953132887,0.0,0.098,1.0,0.0349,1.0,-0.0631
3x3,different_skew,spread,additive,10,10,0.1,0.0482858953132885,0.0724288429699326,0.0241429476566442,0.1249,0.9916,0.0321,0.7865,-0.0928
3x3,different_skew,spread,additive,50,50,0.1,0.0482858953132885,0.0724288429699326,0.0241429476566442,0.0482,1.0,0.038,0.9998,-0.0102
3x3,different_skew,spread,additive,250,250,0.1,0.0482858953132885,0.0724288429699326,0.0241429476566442,0.0973,1.0,0.0835,1.0,-0.013799999999999993
3x3,different_skew,spread,additive,1000,1000,0.1,0.0482858953132885,0.0724288429699326,0.0241429476566442,0.2923,1.0,0.2861,1.0,-0.006199999999999983
3x3,different_skew,spread,additive,50,500,0.1,0.0482858953132885,0.0724288429699326,0.0241429476566442,0.1399,1.0,0.0283,1.0,-0.1116
3x3,different_skew,spread,additive,500,50,0.1,0.0482858953132885,0.0724288429699326,0.0241429476566442,0.08,1.0,0.0448,1.0,-0.0352
3x3,different_skew,spread,additive,10,10,0.3,0.0482858953132885,0.1207147382832209,0.0724288429699326,0.1266,0.9897,0.032,0.7854,-0.09459999999999999
3x3,different_skew,spread,additive,50,50,0.3,0.0482858953132885,0.1207147382832209,0.0724288429699326,0.1201,1.0,0.104,1.0,-0.016100000000000003
3x3,different_skew,spread,additive,250,250,0.3,0.0482858953132885,0.1207147382832209,0.0724288429699326,0.428,1.0,0.4078,1.0,-0.020199999999999996
3x3,different_skew,spread,additive,1000,1000,0.3,0.0482858953132885,0.1207147382832209,0.0724288429699326,0.9556,1.0,0.954,1.0,-0.0016000000000000458
3x3,different_skew,spread,additive,50,500,0.3,0.0482858953132885,0.1207147382832209,0.0724288429699326,0.3167,1.0,0.1286,1.0,-0.1881
3x3,different_skew,spread,additive,500,50,0.3,0.0482858953132885,0.1207147382832209,0.0724288429699326,0.145,1.0,0.1213,1.0,-0.023699999999999985
3x3,different_skew,spread,additive,10,10,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.151,0.9894,0.0372,0.7866,-0.1138
3x3,different_skew,spread,additive,50,50,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.3046,1.0,0.2792,0.9998,-0.025399999999999978
3x3,different_skew,spread,additive,250,250,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.8974,1.0,0.8925,1.0,-0.0049000000000000155
3x3,different_skew,spread,additive,1000,1000,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,1.0,1.0,1.0,1.0,0.0
3x3,different_skew,spread,additive,50,500,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.6243,1.0,0.4967,1.0,-0.1276
3x3,different_skew,spread,additive,500,50,0.6,0.0482858953132885,0.1931435812531536,0.1448576859398653,0.375,1.0,0.3572,1.0,-0.017799999999999983
3x3,different_skew,spread,loglinear,10,10,0.0,0.0482858953132899,0.0482858953132881,0.0,0.1334,0.9895,0.0371,0.7802,-0.0963
3x3,different_skew,spread,loglinear,50,50,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0344,1.0,0.0228,1.0,-0.0116
3x3,different_skew,spread,loglinear,250,250,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0384,1.0,0.0315,1.0,-0.006899999999999996
3x3,different_skew,spread,loglinear,1000,1000,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0477,1.0,0.0448,1.0,-0.0029
3x3,different_skew,spread,loglinear,50,500,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0798,1.0,0.0202,1.0,-0.0596
