population_id,shape,rows,columns,skewness,relationship,interaction_pair,interaction_p,interaction_q,relative_effect,entropy_upper_bound_p,entropy_upper_bound_q,reachable_mi_p,reachable_mi_q,shared_reachable_mi,maximum_probe_association_p,maximum_probe_association_q,target_mi_p,target_mi_q,achieved_mi_p,achieved_mi_q,absolute_mi_difference,l1_distance,association_p,association_q,row_margin_p_json,column_margin_p_json,row_margin_q_json,column_margin_q_json,interaction_matrix_p_json,interaction_matrix_q_json,probe_trace_p_json,probe_trace_q_json,probability_p_json,probability_q_json
3x3__ultra__equal_mi_different_shape__fixed_random_A_and_fixed_random_B__e0p1,3x3,3,3,ultra,equal_mi_different_shape,fixed_random_A_and_fixed_random_B,fixed_random_2026090511,fixed_random_2026090512,0.1,0.23317260237387,0.23317260237386997,0.12102290169042204,0.11354448014873669,0.11354448014873669,8.0,4.0,0.02270889602974734,0.03406334404462101,0.022708896029747017,0.03406334404462105,0.011354448014874036,1.8981025159060627,1.2530175928525582,1.0755736147367585,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[0.21159955751313475, 0.0803738057767052, -0.2919733632898404], [-1.19445469409957, 1.6486674522936668, -0.45421275819409723], [0.982855136586435, -1.7290412580703722, 0.7461861214839371]]","[[0.1780476886393458, 1.5439658935880978, -1.7220135822274436], [0.2061208277638495, -0.5110901033012561, 0.30496927553740627], [-0.38416851640319544, -1.0328757902868417, 1.4170443066900371]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0003756421898611917}, {""association"": 0.5, ""mi"": 0.0019221618225446768}, {""association"": 1.0, ""mi"": 0.012457305431927884}, {""association"": 2.0, ""mi"": 0.06094132991815829}, {""association"": 4.0, ""mi"": 0.10915192434452403}, {""association"": 8.0, ""mi"": 0.12102290169042204}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.0007323207607874971}, {""association"": 0.5, ""mi"": 0.004429703324955125}, {""association"": 1.0, ""mi"": 0.028755256305589283}, {""association"": 2.0, ""mi"": 0.0884732440418931}, {""association"": 4.0, ""mi"": 0.11354448014873669}]","[[0.9120922052255604, 0.015358231137358543, 0.022549563637104912], [0.013757995800919149, 0.009625741200847434, 0.0016162629982078413], [0.02414979897352033, 1.6027661794047234e-05, 0.0008341733646872727]]","[[0.0022637845507160782, 0.012083319042460246, 0.010652896406760955], [0.02263767442870838, 0.012856438172027963, 0.9145058873993229], [9.854102057556263e-05, 6.024278551181475e-05, 0.024841216193916143]]"
3x3__ultra__equal_mi_different_shape__fixed_random_A_and_fixed_random_B__e0p4,3x3,3,3,ultra,equal_mi_different_shape,fixed_random_A_and_fixed_random_B,fixed_random_2026090511,fixed_random_2026090512,0.4,0.23317260237387,0.23317260237386997,0.12102290169042204,0.11354448014873669,0.11354448014873669,8.0,4.0,0.02270889602974734,0.06812668808924202,0.022708896029747017,0.06812668808928199,0.04541779205953497,1.91037401344,1.2530175928525582,1.571222830612978,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[0.21159955751313475, 0.0803738057767052, -0.2919733632898404], [-1.19445469409957, 1.6486674522936668, -0.45421275819409723], [0.982855136586435, -1.7290412580703722, 0.7461861214839371]]","[[0.1780476886393458, 1.5439658935880978, -1.7220135822274436], [0.2061208277638495, -0.5110901033012561, 0.30496927553740627], [-0.38416851640319544, -1.0328757902868417, 1.4170443066900371]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0003756421898611917}, {""association"": 0.5, ""mi"": 0.0019221618225446768}, {""association"": 1.0, ""mi"": 0.012457305431927884}, {""association"": 2.0, ""mi"": 0.06094132991815829}, {""association"": 4.0, ""mi"": 0.10915192434452403}, {""association"": 8.0, ""mi"": 0.12102290169042204}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.0007323207607874971}, {""association"": 0.5, ""mi"": 0.004429703324955125}, {""association"": 1.0, ""mi"": 0.028755256305589283}, {""association"": 2.0, ""mi"": 0.0884732440418931}, {""association"": 4.0, ""mi"": 0.11354448014873669}]","[[0.9120922052255604, 0.015358231137358543, 0.022549563637104912], [0.013757995800919149, 0.009625741200847434, 0.0016162629982078413], [0.02414979897352033, 1.6027661794047234e-05, 0.0008341733646872727]]","[[0.0023880555118878854, 0.018397903511176383, 0.004214040976836878], [0.02256980748683348, 0.0065883983773524606, 0.9208417941359089], [4.213700127865313e-05, 1.3698111471174356e-05, 0.024944164887253942]]"
3x3__ultra__equal_mi_different_shape__fixed_random_A_and_fixed_random_B__e0p6,3x3,3,3,ultra,equal_mi_different_shape,fixed_random_A_and_fixed_random_B,fixed_random_2026090511,fixed_random_2026090512,0.6,0.23317260237387,0.23317260237386997,0.12102290169042204,0.11354448014873669,0.11354448014873669,8.0,4.0,0.02270889602974734,0.09083558411898936,0.022708896029747017,0.09083558411905357,0.06812668808930655,1.9235590530418587,1.2530175928525582,2.068797329837292,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[0.21159955751313475, 0.0803738057767052, -0.2919733632898404], [-1.19445469409957, 1.6486674522936668, -0.45421275819409723], [0.982855136586435, -1.7290412580703722, 0.7461861214839371]]","[[0.1780476886393458, 1.5439658935880978, -1.7220135822274436], [0.2061208277638495, -0.5110901033012561, 0.30496927553740627], [-0.38416851640319544, -1.0328757902868417, 1.4170443066900371]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0003756421898611917}, {""association"": 0.5, ""mi"": 0.0019221618225446768}, {""association"": 1.0, ""mi"": 0.012457305431927884}, {""association"": 2.0, ""mi"": 0.06094132991815829}, {""association"": 4.0, ""mi"": 0.10915192434452403}, {""association"": 8.0, ""mi"": 0.12102290169042204}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.0007323207607874971}, {""association"": 0.5, ""mi"": 0.004429703324955125}, {""association"": 1.0, ""mi"": 0.028755256305589283}, {""association"": 2.0, ""mi"": 0.0884732440418931}, {""association"": 4.0, ""mi"": 0.11354448014873669}]","[[0.9120922052255604, 0.015358231137358543, 0.022549563637104912], [0.013757995800919149, 0.009625741200847434, 0.0016162629982078413], [0.02414979897352033, 1.6027661794047234e-05, 0.0008341733646872727]]","[[0.0020186813328653182, 0.02168226780018615, 0.0012990508668700145], [0.022962972888785984, 0.003314680807582525, 0.9237223463037075], [1.8345778348717514e-05, 3.0513922313414225e-06, 0.024978602829422467]]"
3x3__ultra__equal_mi_different_shape__primary__e0,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.0,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.02259691863012609,0.022596918630271134,0.02259691863012614,1.4499512701604544e-13,1.8929787189326053,0.9282668041046533,1.838956251217817,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[1.0847569636821172e-05, 9.883276312750702e-05, 0.024890319667243182], [0.015716796012758962, 0.022765854439692684, 0.9115173495476339], [0.009272356417604233, 0.002135312797179832, 0.013592330785122906]]"
3x3__ultra__equal_mi_different_shape__primary__e0p01,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.01,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.023726764561632398,0.022596918630271134,0.023726764561599445,0.0011298459313283105,1.892986001678622,0.9282668041046533,1.8753901164496078,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[9.899012874586501e-06, 9.519139011927649e-05, 0.024894909597008505], [0.01542896707275172, 0.022744220294866183, 0.9118268126324098], [0.009561133914373719, 0.002160588315014562, 0.013278277770581656]]"
3x3__ultra__equal_mi_different_shape__primary__e0p025,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.025,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.02542153345889185,0.022596918630271134,0.02542153345889156,0.0028246148286204253,1.8929961939157842,0.9282668041046533,1.9288249887795292,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[8.649916321553379e-06, 9.009527153818305e-05, 0.02490125481214151], [0.01500634502002235, 0.022713652154649933, 0.9122800028253429], [0.00998500506365612, 0.002196252573811908, 0.012818742362515543]]"
3x3__ultra__equal_mi_different_shape__primary__e0p05,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.05,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.02824614828765761,0.022596918630271134,0.028246148287661282,0.005649229657390148,1.893011515657087,0.9282668041046533,2.0152254704478034,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[6.943581337550078e-06, 8.243440088674488e-05, 0.02491062201777732], [0.014324394820763382, 0.022667307697594473, 0.9130082974816635], [0.010668661597899094, 0.002250257901518807, 0.012081080500559158]]"
3x3__ultra__equal_mi_different_shape__primary__e0p1,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.1,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.03389537794518914,0.022596918630271134,0.033895377945188876,0.011298459314917741,1.893037318719387,0.9282668041046533,2.1811199407745345,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[4.530222867971433e-06, 6.953286973679346e-05, 0.024925936907398378], [0.013034355018272985, 0.022589768323864407, 0.91437587665791], [0.011961114758859068, 0.0023406988063988266, 0.010698186434691616]]"
3x3__ultra__equal_mi_different_shape__primary__e0p2,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.2,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.04519383726025218,0.022596918630271134,0.04519383726024284,0.022596918629971707,1.894806758558672,0.9282668041046533,2.5017616189023446,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[1.953989390136098e-06, 5.013673244447793e-05, 0.02494790927816753], [0.010694842324373649, 0.02248572759381013, 0.9168194300818555], [0.014303203686236238, 0.002464135673745412, 0.008232660639976937]]"
3x3__ultra__equal_mi_different_shape__primary__e0p4,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.4,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.06779075589037828,0.022596918630271134,0.06779075589043745,0.04519383726016632,1.910815710196325,0.9282668041046533,3.192037442992494,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[3.0808066410885693e-07, 2.5038712449679367e-05, 0.02497465320688876], [0.0067282260499996775, 0.022467972181196005, 0.9208038017688659], [0.018271465869336236, 0.0025069891063543366, 0.00422154502424533]]"
3x3__ultra__equal_mi_different_shape__primary__e0p6,3x3,3,3,ultra,equal_mi_different_shape,primary,ordinal,negative_ordinal,0.6,0.23317260237387,0.23317260237386997,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.09038767452050436,0.022596918630271134,0.09038767452054086,0.06779075589026973,1.923280982055268,0.9282668041046533,4.202869511872683,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.025000000000000022, 0.95, 0.025000000000000022]","[0.025000000000000022, 0.025000000000000022, 0.95]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[-1.0, 0.0, 1.0], [0.0, -0.0, -0.0], [1.0, -0.0, -1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[2.0795712773909454e-08, 9.242896395231909e-06, 0.024990736307894685], [0.0034379404674189716, 0.022848073618915304, 0.9237139859137451], [0.021562038736868284, 0.0021426834846894863, 0.0012952777783602875]]"
3x3__ultra__identical_distribution__primary__e0,3x3,3,3,ultra,identical_distribution,primary,ordinal,ordinal,0.0,0.23317260237387,0.23317260237387,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.02259691863012609,0.022596918630271134,0.022596918630271134,0.0,0.0,0.9282668041046533,0.9282668041046533,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]"
3x3__ultra__identical_distribution__primary__e0p01,3x3,3,3,ultra,identical_distribution,primary,ordinal,ordinal,0.01,0.23317260237387,0.23317260237387,0.20230503083698664,0.11298459315063045,0.11298459315063045,8.0,8.0,0.02259691863012609,0.023726764561632398,0.022596918630271134,0.023726764561625036,0.001129845931353901,0.0013677381481595353,0.9282668041046533,0.9465587703062621,"[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[0.95, 0.025000000000000022, 0.025000000000000022]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[[1.0, -0.0, -1.0], [-0.0, 0.0, 0.0], [-1.0, 0.0, 1.0]]","[{""association"": 0.0, ""mi"": 1.1102230246251565e-16}, {""association"": 0.25, ""mi"": 0.0007018455536706436}, {""association"": 0.5, ""mi"": 0.004232435784407074}, {""association"": 1.0, ""mi"": 0.02714047120595331}, {""association"": 2.0, ""mi"": 0.08789648397369632}, {""association"": 4.0, ""mi"": 0.133564673978746}, {""association"": 8.0, ""mi"": 0.20230503083698664}]","[{""association"": 0.0, ""mi"": 5.551115123125783e-17}, {""association"": 0.25, ""mi"": 0.00019301419337303116}, {""association"": 0.5, ""mi"": 0.0008487323715433426}, {""association"": 1.0, ""mi"": 0.004519611707918314}, {""association"": 2.0, ""mi"": 0.027741522925137985}, {""association"": 4.0, ""mi"": 0.08689875238654038}, {""association"": 8.0, ""mi"": 0.11298459315063045}]","[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[0.9147122416611779, 0.02154311867453985, 0.013744639664375407], [0.021543118674516405, 0.0013074283778207103, 0.0021494529476480334], [0.013744639664305587, 0.002149452947639454, 0.009105907387976576]]"
