configuration_id,experiment,shape,rows,columns,skewness,relationship,interaction_pair,n_p,n_q,sample_size_ratio_q_to_p,relative_effect,replicates,structural_breakdown,simulation_seed
power__2x2__mild__identical_distribution__primary__np50__nq50__e0p01,power,2x2,2,2,mild,identical_distribution,primary,50,50,1.0,0.01,10000,False,8673436497572463890
power__2x2__mild__identical_distribution__primary__np50__nq50__e0p025,power,2x2,2,2,mild,identical_distribution,primary,50,50,1.0,0.025,10000,False,17009629675861673742
power__2x2__mild__identical_distribution__primary__np50__nq50__e0p05,power,2x2,2,2,mild,identical_distribution,primary,50,50,1.0,0.05,10000,False,17220266307797016659
power__2x2__mild__identical_distribution__primary__np50__nq50__e0p1,power,2x2,2,2,mild,identical_distribution,primary,50,50,1.0,0.1,10000,False,18052042783646056639
power__2x2__mild__identical_distribution__primary__np50__nq50__e0p2,power,2x2,2,2,mild,identical_distribution,primary,50,50,1.0,0.2,10000,False,10995351605710408226
power__2x2__mild__identical_distribution__primary__np50__nq50__e0p4,power,2x2,2,2,mild,identical_distribution,primary,50,50,1.0,0.4,10000,False,10104203868319926781
power__2x2__mild__identical_distribution__primary__np50__nq50__e0p6,power,2x2,2,2,mild,identical_distribution,primary,50,50,1.0,0.6,10000,False,7263913491220028569
power__2x2__mild__identical_distribution__primary__np5__nq5__e0p01,power,2x2,2,2,mild,identical_distribution,primary,5,5,1.0,0.01,10000,False,1955972156582503752
power__2x2__mild__identical_distribution__primary__np5__nq5__e0p025,power,2x2,2,2,mild,identical_distribution,primary,5,5,1.0,0.025,10000,False,1298486538598751020
power__2x2__mild__identical_distribution__primary__np5__nq5__e0p05,power,2x2,2,2,mild,identical_distribution,primary,5,5,1.0,0.05,10000,False,13623842416939836597
power__2x2__mild__identical_distribution__primary__np5__nq5__e0p1,power,2x2,2,2,mild,identical_distribution,primary,5,5,1.0,0.1,10000,False,17507419336731196521
power__2x2__mild__identical_distribution__primary__np5__nq5__e0p2,power,2x2,2,2,mild,identical_distribution,primary,5,5,1.0,0.2,10000,False,11638016113824860846
power__2x2__mild__identical_distribution__primary__np5__nq5__e0p4,power,2x2,2,2,mild,identical_distribution,primary,5,5,1.0,0.4,10000,False,5272687123507507210
power__2x2__mild__identical_distribution__primary__np5__nq5__e0p6,power,2x2,2,2,mild,identical_distribution,primary,5,5,1.0,0.6,10000,False,7695762281781060012
power__2x2__strong__equal_mi_different_shape__primary__np1000__nq1000__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,1000,1000,1.0,0.01,10000,False,4176551169028853159
power__2x2__strong__equal_mi_different_shape__primary__np1000__nq1000__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,1000,1000,1.0,0.025,10000,False,13760801055721833880
power__2x2__strong__equal_mi_different_shape__primary__np1000__nq1000__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,1000,1000,1.0,0.05,10000,False,6902925215842940117
power__2x2__strong__equal_mi_different_shape__primary__np1000__nq1000__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,1000,1000,1.0,0.1,10000,False,1864807529701599498
power__2x2__strong__equal_mi_different_shape__primary__np1000__nq1000__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,1000,1000,1.0,0.2,10000,False,11884689086931933263
power__2x2__strong__equal_mi_different_shape__primary__np1000__nq1000__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,1000,1000,1.0,0.4,10000,False,15748291572494501103
power__2x2__strong__equal_mi_different_shape__primary__np1000__nq1000__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,1000,1000,1.0,0.6,10000,False,5763245360814009310
power__2x2__strong__equal_mi_different_shape__primary__np100__nq100__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,100,100,1.0,0.01,10000,False,16234808929948178040
power__2x2__strong__equal_mi_different_shape__primary__np100__nq100__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,100,100,1.0,0.025,10000,False,2099055677564053964
power__2x2__strong__equal_mi_different_shape__primary__np100__nq100__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,100,100,1.0,0.05,10000,False,3044004962453462189
power__2x2__strong__equal_mi_different_shape__primary__np100__nq100__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,100,100,1.0,0.1,10000,False,3413451480042358806
power__2x2__strong__equal_mi_different_shape__primary__np100__nq100__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,100,100,1.0,0.2,10000,False,8199880530899586630
power__2x2__strong__equal_mi_different_shape__primary__np100__nq100__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,100,100,1.0,0.4,10000,False,6155977804053892428
power__2x2__strong__equal_mi_different_shape__primary__np100__nq100__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,100,100,1.0,0.6,10000,False,14641378771671476638
power__2x2__strong__equal_mi_different_shape__primary__np10__nq10__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,10,10,1.0,0.01,10000,False,8804528464978122800
power__2x2__strong__equal_mi_different_shape__primary__np10__nq10__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,10,10,1.0,0.025,10000,False,13105024484590635295
power__2x2__strong__equal_mi_different_shape__primary__np10__nq10__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,10,10,1.0,0.05,10000,False,11276912450556444398
power__2x2__strong__equal_mi_different_shape__primary__np10__nq10__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,10,10,1.0,0.1,10000,False,11537416406284172171
power__2x2__strong__equal_mi_different_shape__primary__np10__nq10__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,10,10,1.0,0.2,10000,False,9058829580414883561
power__2x2__strong__equal_mi_different_shape__primary__np10__nq10__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,10,10,1.0,0.4,10000,False,14384100731768955019
power__2x2__strong__equal_mi_different_shape__primary__np10__nq10__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,10,10,1.0,0.6,10000,False,6414395972256638529
power__2x2__strong__equal_mi_different_shape__primary__np20__nq20__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,20,20,1.0,0.01,10000,False,1963046592915878723
power__2x2__strong__equal_mi_different_shape__primary__np20__nq20__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,20,20,1.0,0.025,10000,False,3945858779133159872
power__2x2__strong__equal_mi_different_shape__primary__np20__nq20__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,20,20,1.0,0.05,10000,False,13513494310060841543
power__2x2__strong__equal_mi_different_shape__primary__np20__nq20__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,20,20,1.0,0.1,10000,False,1224325794424807400
power__2x2__strong__equal_mi_different_shape__primary__np20__nq20__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,20,20,1.0,0.2,10000,False,1636833642268105053
power__2x2__strong__equal_mi_different_shape__primary__np20__nq20__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,20,20,1.0,0.4,10000,False,17549477788543803308
power__2x2__strong__equal_mi_different_shape__primary__np20__nq20__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,20,20,1.0,0.6,10000,False,3747341444141686172
power__2x2__strong__equal_mi_different_shape__primary__np250__nq250__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,250,250,1.0,0.01,10000,False,6307880709045751964
power__2x2__strong__equal_mi_different_shape__primary__np250__nq250__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,250,250,1.0,0.025,10000,False,1599941144288750165
power__2x2__strong__equal_mi_different_shape__primary__np250__nq250__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,250,250,1.0,0.05,10000,False,10897889287758649954
power__2x2__strong__equal_mi_different_shape__primary__np250__nq250__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,250,250,1.0,0.1,10000,False,16820381428850058395
power__2x2__strong__equal_mi_different_shape__primary__np250__nq250__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,250,250,1.0,0.2,10000,False,18243968995895533437
power__2x2__strong__equal_mi_different_shape__primary__np250__nq250__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,250,250,1.0,0.4,10000,False,1471158119041356027
power__2x2__strong__equal_mi_different_shape__primary__np250__nq250__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,250,250,1.0,0.6,10000,False,5365716962452578019
power__2x2__strong__equal_mi_different_shape__primary__np500__nq500__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,500,500,1.0,0.01,10000,False,457023462895573273
power__2x2__strong__equal_mi_different_shape__primary__np500__nq500__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,500,500,1.0,0.025,10000,False,18329402892238529658
power__2x2__strong__equal_mi_different_shape__primary__np500__nq500__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,500,500,1.0,0.05,10000,False,1846951527620782634
power__2x2__strong__equal_mi_different_shape__primary__np500__nq500__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,500,500,1.0,0.1,10000,False,15707952381715820541
power__2x2__strong__equal_mi_different_shape__primary__np500__nq500__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,500,500,1.0,0.2,10000,False,12514832451059976657
power__2x2__strong__equal_mi_different_shape__primary__np500__nq500__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,500,500,1.0,0.4,10000,False,8830167624434770646
power__2x2__strong__equal_mi_different_shape__primary__np500__nq500__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,500,500,1.0,0.6,10000,False,4192707028847727252
power__2x2__strong__equal_mi_different_shape__primary__np50__nq50__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,50,50,1.0,0.01,10000,False,10020869528423742718
power__2x2__strong__equal_mi_different_shape__primary__np50__nq50__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,50,50,1.0,0.025,10000,False,5099352209215956370
power__2x2__strong__equal_mi_different_shape__primary__np50__nq50__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,50,50,1.0,0.05,10000,False,11530153711600141091
power__2x2__strong__equal_mi_different_shape__primary__np50__nq50__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,50,50,1.0,0.1,10000,False,15851582004415457245
power__2x2__strong__equal_mi_different_shape__primary__np50__nq50__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,50,50,1.0,0.2,10000,False,9091244756117387807
power__2x2__strong__equal_mi_different_shape__primary__np50__nq50__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,50,50,1.0,0.4,10000,False,11926392562543852282
power__2x2__strong__equal_mi_different_shape__primary__np50__nq50__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,50,50,1.0,0.6,10000,False,18431797295875690869
power__2x2__strong__equal_mi_different_shape__primary__np5__nq5__e0p01,power,2x2,2,2,strong,equal_mi_different_shape,primary,5,5,1.0,0.01,10000,False,4558770525578728840
power__2x2__strong__equal_mi_different_shape__primary__np5__nq5__e0p025,power,2x2,2,2,strong,equal_mi_different_shape,primary,5,5,1.0,0.025,10000,False,5013039294455434366
power__2x2__strong__equal_mi_different_shape__primary__np5__nq5__e0p05,power,2x2,2,2,strong,equal_mi_different_shape,primary,5,5,1.0,0.05,10000,False,10954296047276659175
power__2x2__strong__equal_mi_different_shape__primary__np5__nq5__e0p1,power,2x2,2,2,strong,equal_mi_different_shape,primary,5,5,1.0,0.1,10000,False,11076506907059100074
power__2x2__strong__equal_mi_different_shape__primary__np5__nq5__e0p2,power,2x2,2,2,strong,equal_mi_different_shape,primary,5,5,1.0,0.2,10000,False,15960208680542112659
power__2x2__strong__equal_mi_different_shape__primary__np5__nq5__e0p4,power,2x2,2,2,strong,equal_mi_different_shape,primary,5,5,1.0,0.4,10000,False,16519318917882971753
power__2x2__strong__equal_mi_different_shape__primary__np5__nq5__e0p6,power,2x2,2,2,strong,equal_mi_different_shape,primary,5,5,1.0,0.6,10000,False,12586915996935725600
power__2x2__strong__identical_distribution__primary__np1000__nq1000__e0p01,power,2x2,2,2,strong,identical_distribution,primary,1000,1000,1.0,0.01,10000,False,7134930705766556640
power__2x2__strong__identical_distribution__primary__np1000__nq1000__e0p025,power,2x2,2,2,strong,identical_distribution,primary,1000,1000,1.0,0.025,10000,False,3298398708832448476
power__2x2__strong__identical_distribution__primary__np1000__nq1000__e0p05,power,2x2,2,2,strong,identical_distribution,primary,1000,1000,1.0,0.05,10000,False,2330025705066997294
power__2x2__strong__identical_distribution__primary__np1000__nq1000__e0p1,power,2x2,2,2,strong,identical_distribution,primary,1000,1000,1.0,0.1,10000,False,17640667582187854951
power__2x2__strong__identical_distribution__primary__np1000__nq1000__e0p2,power,2x2,2,2,strong,identical_distribution,primary,1000,1000,1.0,0.2,10000,False,6453440291136107535
power__2x2__strong__identical_distribution__primary__np1000__nq1000__e0p4,power,2x2,2,2,strong,identical_distribution,primary,1000,1000,1.0,0.4,10000,False,11058209239064373892
power__2x2__strong__identical_distribution__primary__np1000__nq1000__e0p6,power,2x2,2,2,strong,identical_distribution,primary,1000,1000,1.0,0.6,10000,False,10983223275206962056
power__2x2__strong__identical_distribution__primary__np100__nq100__e0p01,power,2x2,2,2,strong,identical_distribution,primary,100,100,1.0,0.01,10000,False,1451446338027428163
power__2x2__strong__identical_distribution__primary__np100__nq100__e0p025,power,2x2,2,2,strong,identical_distribution,primary,100,100,1.0,0.025,10000,False,1793565785270104880
power__2x2__strong__identical_distribution__primary__np100__nq100__e0p05,power,2x2,2,2,strong,identical_distribution,primary,100,100,1.0,0.05,10000,False,1714806965322172062
power__2x2__strong__identical_distribution__primary__np100__nq100__e0p1,power,2x2,2,2,strong,identical_distribution,primary,100,100,1.0,0.1,10000,False,3966833386292023649
power__2x2__strong__identical_distribution__primary__np100__nq100__e0p2,power,2x2,2,2,strong,identical_distribution,primary,100,100,1.0,0.2,10000,False,7658156762261069962
power__2x2__strong__identical_distribution__primary__np100__nq100__e0p4,power,2x2,2,2,strong,identical_distribution,primary,100,100,1.0,0.4,10000,False,1528317638630005235
power__2x2__strong__identical_distribution__primary__np100__nq100__e0p6,power,2x2,2,2,strong,identical_distribution,primary,100,100,1.0,0.6,10000,False,6863305810870399487
power__2x2__strong__identical_distribution__primary__np10__nq10__e0p01,power,2x2,2,2,strong,identical_distribution,primary,10,10,1.0,0.01,10000,False,2820070020401827440
power__2x2__strong__identical_distribution__primary__np10__nq10__e0p025,power,2x2,2,2,strong,identical_distribution,primary,10,10,1.0,0.025,10000,False,6484642003347461593
power__2x2__strong__identical_distribution__primary__np10__nq10__e0p05,power,2x2,2,2,strong,identical_distribution,primary,10,10,1.0,0.05,10000,False,5836211713175179658
power__2x2__strong__identical_distribution__primary__np10__nq10__e0p1,power,2x2,2,2,strong,identical_distribution,primary,10,10,1.0,0.1,10000,False,10567398487119980648
power__2x2__strong__identical_distribution__primary__np10__nq10__e0p2,power,2x2,2,2,strong,identical_distribution,primary,10,10,1.0,0.2,10000,False,2400878194249887370
power__2x2__strong__identical_distribution__primary__np10__nq10__e0p4,power,2x2,2,2,strong,identical_distribution,primary,10,10,1.0,0.4,10000,False,13459625105985868885
power__2x2__strong__identical_distribution__primary__np10__nq10__e0p6,power,2x2,2,2,strong,identical_distribution,primary,10,10,1.0,0.6,10000,False,11005277395216910644
power__2x2__strong__identical_distribution__primary__np20__nq20__e0p01,power,2x2,2,2,strong,identical_distribution,primary,20,20,1.0,0.01,10000,False,5036961120397708849
power__2x2__strong__identical_distribution__primary__np20__nq20__e0p025,power,2x2,2,2,strong,identical_distribution,primary,20,20,1.0,0.025,10000,False,8230707356700878525
power__2x2__strong__identical_distribution__primary__np20__nq20__e0p05,power,2x2,2,2,strong,identical_distribution,primary,20,20,1.0,0.05,10000,False,4524394611982477274
power__2x2__strong__identical_distribution__primary__np20__nq20__e0p1,power,2x2,2,2,strong,identical_distribution,primary,20,20,1.0,0.1,10000,False,11269741472857424088
power__2x2__strong__identical_distribution__primary__np20__nq20__e0p2,power,2x2,2,2,strong,identical_distribution,primary,20,20,1.0,0.2,10000,False,5389137467645207339
power__2x2__strong__identical_distribution__primary__np20__nq20__e0p4,power,2x2,2,2,strong,identical_distribution,primary,20,20,1.0,0.4,10000,False,535617449925149613
power__2x2__strong__identical_distribution__primary__np20__nq20__e0p6,power,2x2,2,2,strong,identical_distribution,primary,20,20,1.0,0.6,10000,False,16354942283863900155
power__2x2__strong__identical_distribution__primary__np250__nq250__e0p01,power,2x2,2,2,strong,identical_distribution,primary,250,250,1.0,0.01,10000,False,7083282114790213158
power__2x2__strong__identical_distribution__primary__np250__nq250__e0p025,power,2x2,2,2,strong,identical_distribution,primary,250,250,1.0,0.025,10000,False,5691859439159573232
power__2x2__strong__identical_distribution__primary__np250__nq250__e0p05,power,2x2,2,2,strong,identical_distribution,primary,250,250,1.0,0.05,10000,False,15436345721345579616
power__2x2__strong__identical_distribution__primary__np250__nq250__e0p1,power,2x2,2,2,strong,identical_distribution,primary,250,250,1.0,0.1,10000,False,4752705582177390468
power__2x2__strong__identical_distribution__primary__np250__nq250__e0p2,power,2x2,2,2,strong,identical_distribution,primary,250,250,1.0,0.2,10000,False,1532375795208082541
power__2x2__strong__identical_distribution__primary__np250__nq250__e0p4,power,2x2,2,2,strong,identical_distribution,primary,250,250,1.0,0.4,10000,False,1457207800455002989
power__2x2__strong__identical_distribution__primary__np250__nq250__e0p6,power,2x2,2,2,strong,identical_distribution,primary,250,250,1.0,0.6,10000,False,5101296918343835384
power__2x2__strong__identical_distribution__primary__np500__nq500__e0p01,power,2x2,2,2,strong,identical_distribution,primary,500,500,1.0,0.01,10000,False,13300298003912476504
power__2x2__strong__identical_distribution__primary__np500__nq500__e0p025,power,2x2,2,2,strong,identical_distribution,primary,500,500,1.0,0.025,10000,False,17616759964009055392
power__2x2__strong__identical_distribution__primary__np500__nq500__e0p05,power,2x2,2,2,strong,identical_distribution,primary,500,500,1.0,0.05,10000,False,13030752170636281460
power__2x2__strong__identical_distribution__primary__np500__nq500__e0p1,power,2x2,2,2,strong,identical_distribution,primary,500,500,1.0,0.1,10000,False,2093673429104334367
power__2x2__strong__identical_distribution__primary__np500__nq500__e0p2,power,2x2,2,2,strong,identical_distribution,primary,500,500,1.0,0.2,10000,False,6285850059690930169
power__2x2__strong__identical_distribution__primary__np500__nq500__e0p4,power,2x2,2,2,strong,identical_distribution,primary,500,500,1.0,0.4,10000,False,13545822155967932340
power__2x2__strong__identical_distribution__primary__np500__nq500__e0p6,power,2x2,2,2,strong,identical_distribution,primary,500,500,1.0,0.6,10000,False,2032004696083286158
power__2x2__strong__identical_distribution__primary__np50__nq50__e0p01,power,2x2,2,2,strong,identical_distribution,primary,50,50,1.0,0.01,10000,False,8594801876398245262
power__2x2__strong__identical_distribution__primary__np50__nq50__e0p025,power,2x2,2,2,strong,identical_distribution,primary,50,50,1.0,0.025,10000,False,13422631038436696819
power__2x2__strong__identical_distribution__primary__np50__nq50__e0p05,power,2x2,2,2,strong,identical_distribution,primary,50,50,1.0,0.05,10000,False,11553066649134719419
power__2x2__strong__identical_distribution__primary__np50__nq50__e0p1,power,2x2,2,2,strong,identical_distribution,primary,50,50,1.0,0.1,10000,False,17074288807384581243
power__2x2__strong__identical_distribution__primary__np50__nq50__e0p2,power,2x2,2,2,strong,identical_distribution,primary,50,50,1.0,0.2,10000,False,10002833821547233706
power__2x2__strong__identical_distribution__primary__np50__nq50__e0p4,power,2x2,2,2,strong,identical_distribution,primary,50,50,1.0,0.4,10000,False,11396699018426481569
power__2x2__strong__identical_distribution__primary__np50__nq50__e0p6,power,2x2,2,2,strong,identical_distribution,primary,50,50,1.0,0.6,10000,False,11730672962856847535
power__2x2__strong__identical_distribution__primary__np5__nq5__e0p01,power,2x2,2,2,strong,identical_distribution,primary,5,5,1.0,0.01,10000,False,590752365003132753
power__2x2__strong__identical_distribution__primary__np5__nq5__e0p025,power,2x2,2,2,strong,identical_distribution,primary,5,5,1.0,0.025,10000,False,4243968525482477414
power__2x2__strong__identical_distribution__primary__np5__nq5__e0p05,power,2x2,2,2,strong,identical_distribution,primary,5,5,1.0,0.05,10000,False,4189540064473345438
power__2x2__strong__identical_distribution__primary__np5__nq5__e0p1,power,2x2,2,2,strong,identical_distribution,primary,5,5,1.0,0.1,10000,False,5534343260131590907
power__2x2__strong__identical_distribution__primary__np5__nq5__e0p2,power,2x2,2,2,strong,identical_distribution,primary,5,5,1.0,0.2,10000,False,7640036182424099136
power__2x2__strong__identical_distribution__primary__np5__nq5__e0p4,power,2x2,2,2,strong,identical_distribution,primary,5,5,1.0,0.4,10000,False,5349234866898118196
power__2x2__strong__identical_distribution__primary__np5__nq5__e0p6,power,2x2,2,2,strong,identical_distribution,primary,5,5,1.0,0.6,10000,False,14031379642374955742
power__2x2__ultra__equal_mi_different_shape__primary__np1000__nq1000__e0p01,power,2x2,2,2,ultra,equal_mi_different_shape,primary,1000,1000,1.0,0.01,10000,False,13389036515322751694
power__2x2__ultra__equal_mi_different_shape__primary__np1000__nq1000__e0p025,power,2x2,2,2,ultra,equal_mi_different_shape,primary,1000,1000,1.0,0.025,10000,False,12927452187076635430
power__2x2__ultra__equal_mi_different_shape__primary__np1000__nq1000__e0p05,power,2x2,2,2,ultra,equal_mi_different_shape,primary,1000,1000,1.0,0.05,10000,False,11380649065003328859
power__2x2__ultra__equal_mi_different_shape__primary__np1000__nq1000__e0p1,power,2x2,2,2,ultra,equal_mi_different_shape,primary,1000,1000,1.0,0.1,10000,False,862756798638391585
power__2x2__ultra__equal_mi_different_shape__primary__np1000__nq1000__e0p2,power,2x2,2,2,ultra,equal_mi_different_shape,primary,1000,1000,1.0,0.2,10000,False,4857727654634879681
power__2x2__ultra__equal_mi_different_shape__primary__np1000__nq1000__e0p4,power,2x2,2,2,ultra,equal_mi_different_shape,primary,1000,1000,1.0,0.4,10000,False,18076265610399880466
power__2x2__ultra__equal_mi_different_shape__primary__np1000__nq1000__e0p6,power,2x2,2,2,ultra,equal_mi_different_shape,primary,1000,1000,1.0,0.6,10000,False,7967569012584533679
power__2x2__ultra__equal_mi_different_shape__primary__np100__nq100__e0p01,power,2x2,2,2,ultra,equal_mi_different_shape,primary,100,100,1.0,0.01,10000,False,10797812307685683354
power__2x2__ultra__equal_mi_different_shape__primary__np100__nq100__e0p025,power,2x2,2,2,ultra,equal_mi_different_shape,primary,100,100,1.0,0.025,10000,False,16070733675688725515
power__2x2__ultra__equal_mi_different_shape__primary__np100__nq100__e0p05,power,2x2,2,2,ultra,equal_mi_different_shape,primary,100,100,1.0,0.05,10000,False,14476565223768987509
power__2x2__ultra__equal_mi_different_shape__primary__np100__nq100__e0p1,power,2x2,2,2,ultra,equal_mi_different_shape,primary,100,100,1.0,0.1,10000,False,3477720911532338395
power__2x2__ultra__equal_mi_different_shape__primary__np100__nq100__e0p2,power,2x2,2,2,ultra,equal_mi_different_shape,primary,100,100,1.0,0.2,10000,False,5587675944507999759
power__2x2__ultra__equal_mi_different_shape__primary__np100__nq100__e0p4,power,2x2,2,2,ultra,equal_mi_different_shape,primary,100,100,1.0,0.4,10000,False,4346269289976645946
power__2x2__ultra__equal_mi_different_shape__primary__np100__nq100__e0p6,power,2x2,2,2,ultra,equal_mi_different_shape,primary,100,100,1.0,0.6,10000,False,2378255387905336113
power__2x2__ultra__equal_mi_different_shape__primary__np10__nq10__e0p01,power,2x2,2,2,ultra,equal_mi_different_shape,primary,10,10,1.0,0.01,10000,False,13689392559825574062
power__2x2__ultra__equal_mi_different_shape__primary__np10__nq10__e0p025,power,2x2,2,2,ultra,equal_mi_different_shape,primary,10,10,1.0,0.025,10000,False,9817286661459634946
power__2x2__ultra__equal_mi_different_shape__primary__np10__nq10__e0p05,power,2x2,2,2,ultra,equal_mi_different_shape,primary,10,10,1.0,0.05,10000,False,15297992458008511648
power__2x2__ultra__equal_mi_different_shape__primary__np10__nq10__e0p1,power,2x2,2,2,ultra,equal_mi_different_shape,primary,10,10,1.0,0.1,10000,False,6467928385744532559
power__2x2__ultra__equal_mi_different_shape__primary__np10__nq10__e0p2,power,2x2,2,2,ultra,equal_mi_different_shape,primary,10,10,1.0,0.2,10000,False,4444332132204479858
power__2x2__ultra__equal_mi_different_shape__primary__np10__nq10__e0p4,power,2x2,2,2,ultra,equal_mi_different_shape,primary,10,10,1.0,0.4,10000,False,14204007920295103199
power__2x2__ultra__equal_mi_different_shape__primary__np10__nq10__e0p6,power,2x2,2,2,ultra,equal_mi_different_shape,primary,10,10,1.0,0.6,10000,False,5699412395754231615
power__2x2__ultra__equal_mi_different_shape__primary__np20__nq20__e0p01,power,2x2,2,2,ultra,equal_mi_different_shape,primary,20,20,1.0,0.01,10000,False,2975769570795309443
power__2x2__ultra__equal_mi_different_shape__primary__np20__nq20__e0p025,power,2x2,2,2,ultra,equal_mi_different_shape,primary,20,20,1.0,0.025,10000,False,1160161134168317285
power__2x2__ultra__equal_mi_different_shape__primary__np20__nq20__e0p05,power,2x2,2,2,ultra,equal_mi_different_shape,primary,20,20,1.0,0.05,10000,False,9083686233720960980
power__2x2__ultra__equal_mi_different_shape__primary__np20__nq20__e0p1,power,2x2,2,2,ultra,equal_mi_different_shape,primary,20,20,1.0,0.1,10000,False,5885263659368151196
power__2x2__ultra__equal_mi_different_shape__primary__np20__nq20__e0p2,power,2x2,2,2,ultra,equal_mi_different_shape,primary,20,20,1.0,0.2,10000,False,644419246455758878
power__2x2__ultra__equal_mi_different_shape__primary__np20__nq20__e0p4,power,2x2,2,2,ultra,equal_mi_different_shape,primary,20,20,1.0,0.4,10000,False,2046491412747102194
power__2x2__ultra__equal_mi_different_shape__primary__np20__nq20__e0p6,power,2x2,2,2,ultra,equal_mi_different_shape,primary,20,20,1.0,0.6,10000,False,2466623301380160939
power__2x2__ultra__equal_mi_different_shape__primary__np250__nq250__e0p01,power,2x2,2,2,ultra,equal_mi_different_shape,primary,250,250,1.0,0.01,10000,False,15401074070637409440
power__2x2__ultra__equal_mi_different_shape__primary__np250__nq250__e0p025,power,2x2,2,2,ultra,equal_mi_different_shape,primary,250,250,1.0,0.025,10000,False,7671959599451238989
power__2x2__ultra__equal_mi_different_shape__primary__np250__nq250__e0p05,power,2x2,2,2,ultra,equal_mi_different_shape,primary,250,250,1.0,0.05,10000,False,214321972593649384
power__2x2__ultra__equal_mi_different_shape__primary__np250__nq250__e0p1,power,2x2,2,2,ultra,equal_mi_different_shape,primary,250,250,1.0,0.1,10000,False,26979592695554449
power__2x2__ultra__equal_mi_different_shape__primary__np250__nq250__e0p2,power,2x2,2,2,ultra,equal_mi_different_shape,primary,250,250,1.0,0.2,10000,False,17837167180910665691
power__2x2__ultra__equal_mi_different_shape__primary__np250__nq250__e0p4,power,2x2,2,2,ultra,equal_mi_different_shape,primary,250,250,1.0,0.4,10000,False,12529783144097291833
power__2x2__ultra__equal_mi_different_shape__primary__np250__nq250__e0p6,power,2x2,2,2,ultra,equal_mi_different_shape,primary,250,250,1.0,0.6,10000,False,14240166733916091897
power__2x2__ultra__equal_mi_different_shape__primary__np500__nq500__e0p01,power,2x2,2,2,ultra,equal_mi_different_shape,primary,500,500,1.0,0.01,10000,False,17634460417367806436
power__2x2__ultra__equal_mi_different_shape__primary__np500__nq500__e0p025,power,2x2,2,2,ultra,equal_mi_different_shape,primary,500,500,1.0,0.025,10000,False,17651420540673110304
power__2x2__ultra__equal_mi_different_shape__primary__np500__nq500__e0p05,power,2x2,2,2,ultra,equal_mi_different_shape,primary,500,500,1.0,0.05,10000,False,17852204719648897651
