configuration_id,experiment,shape,rows,columns,skewness,relationship,interaction_pair,n_p,n_q,sample_size_ratio_q_to_p,relative_effect,replicates,structural_breakdown,simulation_seed
calibration__2x2__ultra__identical_distribution__primary__np12__nq12__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,12,12,1.0,0.0,10000,False,7630537576279621133
calibration__2x2__ultra__identical_distribution__primary__np150__nq150__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,150,150,1.0,0.0,10000,False,18028493716926525748
calibration__2x2__ultra__identical_distribution__primary__np15__nq15__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,15,15,1.0,0.0,10000,False,1547495034178937667
calibration__2x2__ultra__identical_distribution__primary__np20__nq20__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,20,20,1.0,0.0,10000,False,15213099982358132185
calibration__2x2__ultra__identical_distribution__primary__np250__nq250__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,250,250,1.0,0.0,10000,False,1745711665906742355
calibration__2x2__ultra__identical_distribution__primary__np2__nq2__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,2,2,1.0,0.0,10000,False,6120738142210555276
calibration__2x2__ultra__identical_distribution__primary__np30__nq30__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,30,30,1.0,0.0,10000,False,9093251348078413670
calibration__2x2__ultra__identical_distribution__primary__np3__nq3__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,3,3,1.0,0.0,10000,False,10468624695066332604
calibration__2x2__ultra__identical_distribution__primary__np4__nq4__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,4,4,1.0,0.0,10000,False,11894779038432784440
calibration__2x2__ultra__identical_distribution__primary__np500__nq500__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,500,500,1.0,0.0,10000,False,7569782976475983286
calibration__2x2__ultra__identical_distribution__primary__np50__nq50__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,50,50,1.0,0.0,10000,False,16954448342931298140
calibration__2x2__ultra__identical_distribution__primary__np5__nq5__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,5,5,1.0,0.0,10000,False,15872489342275981662
calibration__2x2__ultra__identical_distribution__primary__np6__nq6__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,6,6,1.0,0.0,10000,False,466115915583622453
calibration__2x2__ultra__identical_distribution__primary__np75__nq75__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,75,75,1.0,0.0,10000,False,8966347960640859973
calibration__2x2__ultra__identical_distribution__primary__np8__nq8__e0,calibration,2x2,2,2,ultra,identical_distribution,primary,8,8,1.0,0.0,10000,False,14511839829334710185
calibration__2x3__balanced__equal_mi_different_shape__primary__np1000__nq1000__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,0.0,10000,False,14342680570925304334
calibration__2x3__balanced__equal_mi_different_shape__primary__np100__nq100__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,100,100,1.0,0.0,10000,False,4322541115217019645
calibration__2x3__balanced__equal_mi_different_shape__primary__np10__nq10__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,10,10,1.0,0.0,10000,False,15512416620787814923
calibration__2x3__balanced__equal_mi_different_shape__primary__np12__nq12__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,12,12,1.0,0.0,10000,False,9283148139533609818
calibration__2x3__balanced__equal_mi_different_shape__primary__np150__nq150__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,150,150,1.0,0.0,10000,False,13813300653379245791
calibration__2x3__balanced__equal_mi_different_shape__primary__np15__nq15__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,15,15,1.0,0.0,10000,False,16171176473243190594
calibration__2x3__balanced__equal_mi_different_shape__primary__np20__nq20__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,20,20,1.0,0.0,10000,False,6726938878653201563
calibration__2x3__balanced__equal_mi_different_shape__primary__np250__nq250__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,250,250,1.0,0.0,10000,False,7310696176803797422
calibration__2x3__balanced__equal_mi_different_shape__primary__np2__nq2__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,2,2,1.0,0.0,10000,True,12010168654466857213
calibration__2x3__balanced__equal_mi_different_shape__primary__np30__nq30__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,30,30,1.0,0.0,10000,False,5725630734302829463
calibration__2x3__balanced__equal_mi_different_shape__primary__np3__nq3__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,3,3,1.0,0.0,10000,False,14561654512288209553
calibration__2x3__balanced__equal_mi_different_shape__primary__np4__nq4__e0,calibration,2x3,2,3,balanced,equal_mi_different_shape,primary,4,4,1.0,0.0,10000,False,14557415863824397857
