method,method_label,configurations,mean_valid_rate,mean_fpr_10,configuration_mae_10,wins_vs_normal_10,mean_fpr_05,configuration_mae_05,wins_vs_normal_05,mean_fpr_01,configuration_mae_01,wins_vs_normal_01
normal_wald,Normal Wald,1,1.0,0.0965,0.003500000000000003,0,0.0495,0.0005000000000000004,0,0.0115,0.0014999999999999996,0
simple_welch,Simple Welch,1,1.0,0.0945,0.005500000000000005,0,0.046,0.0040000000000000036,0,0.010499999999999999,0.0004999999999999987,1
expanded_welch,Expanded Welch,1,1.0,0.08449999999999999,0.015500000000000014,0,0.03849999999999999,0.01150000000000001,0,0.0095,0.0005000000000000004,1
constrained_lrt,Constrained LRT,1,1.0,0.10700000000000001,0.007000000000000006,0,0.05700000000000001,0.007000000000000006,0,0.015,0.004999999999999999,0
