configuration_id,alphabet_size,regime,sample_size,true_mi_difference,replicates,minimum_expected_count,fraction_expected_below_1,fraction_expected_below_5,lr_valid_rate,lr_median_elapsed_ms,lr_p90_elapsed_ms,lr_median_iterations,lr_max_constraint_residual
8x8_ultra_n50_delta0.01,8,ultra,50,0.01,250,5.34647900779051e-05,0.984375,0.984375,1.0,285.65312537830323,831.6226631170139,96.0,9.979785367889016e-09
8x8_ultra_n50_delta0.02,8,ultra,50,0.02,250,2.371442200601674e-05,0.984375,0.984375,1.0,272.4168539280072,862.5009376090019,94.5,9.980381681685968e-09
8x8_ultra_n50_delta0.035,8,ultra,50,0.035,250,4.972594088816984e-06,0.984375,0.984375,1.0,322.8773330338299,833.3364379126577,99.5,9.919446306017043e-09
8x8_ultra_n75_delta0.005,8,ultra,75,0.005,250,0.00011457659028775408,0.984375,0.984375,0.996,245.25737506337464,843.2771916501224,88.0,9.047224483471616e-09
8x8_ultra_n75_delta0.01,8,ultra,75,0.01,250,8.019718511685765e-05,0.984375,0.984375,0.996,245.6772499717772,833.0428921151906,70.0,9.989152977007976e-09
8x8_ultra_n75_delta0.02,8,ultra,75,0.02,250,3.557163300902511e-05,0.984375,0.984375,1.0,254.45560400839895,811.0274124890566,88.5,9.956123377119486e-09
8x8_ultra_n75_delta0.035,8,ultra,75,0.035,250,7.4588911332254766e-06,0.984375,0.984375,0.996,214.31541698984802,793.7183076981456,79.0,9.947377518915168e-09
8x8_ultra_n100_delta0.005,8,ultra,100,0.005,250,0.00015276878705033876,0.984375,0.984375,1.0,164.53918803017586,707.021616376005,56.5,9.977847164927174e-09
8x8_ultra_n100_delta0.01,8,ultra,100,0.01,250,0.0001069295801558102,0.984375,0.984375,1.0,154.93758348748088,718.7909752596169,64.5,8.02371066810359e-09
8x8_ultra_n100_delta0.02,8,ultra,100,0.02,250,4.742884401203348e-05,0.984375,0.984375,0.996,153.31600001081824,683.2025753334173,58.0,9.993445133915646e-09
8x8_ultra_n100_delta0.035,8,ultra,100,0.035,250,9.945188177633968e-06,0.984375,0.984375,0.996,152.57345815189183,768.4311165008696,60.0,5.886900050766641e-09
8x8_ultra_n150_delta0.005,8,ultra,150,0.005,250,0.00022915318057550817,0.9453125,0.984375,1.0,145.69168747402728,568.4933451469988,51.0,4.411108395219188e-09
8x8_ultra_n150_delta0.01,8,ultra,150,0.01,250,0.0001603943702337153,0.9453125,0.984375,1.0,134.0453545562923,557.480508321896,52.0,9.7997145814821e-09
8x8_ultra_n150_delta0.02,8,ultra,150,0.02,250,7.114326601805022e-05,0.9453125,0.984375,0.996,137.64075003564358,544.1761753987523,52.0,9.964268410378452e-09
8x8_ultra_n150_delta0.035,8,ultra,150,0.035,250,1.4917782266450953e-05,0.9453125,0.984375,1.0,143.47270841244608,481.50809605140233,54.0,8.757225805622326e-09
8x8_ultra_n250_delta0.005,8,ultra,250,0.005,250,0.0003819219676258469,0.859375,0.984375,1.0,146.48287498857826,332.52722902689123,54.0,7.086319690763343e-09
8x8_ultra_n250_delta0.01,8,ultra,250,0.01,250,0.00026732395038952546,0.859375,0.984375,1.0,139.16218734811991,254.1659503942355,54.0,1.810038674499026e-09
8x8_ultra_n250_delta0.02,8,ultra,250,0.02,250,0.00011857211003008369,0.859375,0.984375,1.0,135.4125204961747,212.44383794255555,53.0,2.082882200049596e-09
8x8_ultra_n250_delta0.035,8,ultra,250,0.035,250,2.486297044408492e-05,0.875,0.984375,1.0,149.844354018569,376.8952918471768,54.0,1.1390703935632018e-09
8x8_ultra_n500_delta0.005,8,ultra,500,0.005,250,0.0007638439352516939,0.796875,0.984375,1.0,171.5613539563492,223.72958755586296,60.5,2.3091142886677574e-09
8x8_ultra_n500_delta0.01,8,ultra,500,0.01,250,0.0005346479007790509,0.78125,0.984375,1.0,164.02716701850295,203.6027000285685,63.0,8.220343086784432e-10
8x8_ultra_n500_delta0.02,8,ultra,500,0.02,250,0.00023714422006016739,0.78125,0.984375,1.0,165.9857080085203,201.0809832019731,65.0,7.046291883305855e-10
8x8_ultra_n500_delta0.035,8,ultra,500,0.035,250,4.972594088816984e-05,0.7890625,0.984375,1.0,169.5952919544652,223.55660444591194,64.5,1.5440810990918763e-09
8x8_ultra_n1000_delta0.005,8,ultra,1000,0.005,250,0.0015276878705033877,0.6875,0.875,1.0,188.2465414237231,222.01815398875624,56.0,7.664311268973378e-10
8x8_ultra_n1000_delta0.01,8,ultra,1000,0.01,250,0.0010692958015581018,0.671875,0.8828125,1.0,183.15877101849765,215.97173719201234,57.0,3.5769541495422885e-10
8x8_ultra_n1000_delta0.02,8,ultra,1000,0.02,250,0.00047428844012033477,0.671875,0.890625,1.0,185.25418755598366,213.0540087353438,55.0,1.4225249034272025e-09
8x8_ultra_n1000_delta0.035,8,ultra,1000,0.035,250,9.945188177633968e-05,0.6796875,0.890625,1.0,191.2180205108598,236.3376209279522,55.0,3.5694523725648963e-10
