configuration_id,shape,alphabet_size,regime,regime_label,sample_size_p,sample_size_q,true_mi_p,true_mi_q,true_mi_difference,method,method_label,replicates,valid_count,valid_rate,reject_count,rejection_rate,wilson_low,wilson_high,source
3x3_ultra_n25,3x3,3,ultra,Ultra-skewed margins,25,25,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,7,0.007,0.0033948684009907,0.0143783154657665,fixed_effect_screen
3x3_ultra_n25,3x3,3,ultra,Ultra-skewed margins,25,25,0.05,0.1,0.05,expanded_welch,Expanded Welch,1000,339,0.339,28,0.0825958702064896,0.0577617500272803,0.1167838228055291,fixed_effect_screen
3x3_ultra_n25,3x3,3,ultra,Ultra-skewed margins,25,25,0.05,0.1,0.05,normal_wald,Normal Wald,1000,826,0.826,104,0.1259079903147699,0.1050021265293513,0.1502773085590649,fixed_effect_screen
3x3_ultra_n50,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.05,0.0,constrained_lr,Constrained LR,1000,1000,1.0,44,0.044,0.0329382145884185,0.0585517891504077,fixed_effect_screen
3x3_ultra_n50,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.05,0.0,expanded_welch,Expanded Welch,1000,747,0.747,28,0.037483266398929,0.026058898846747,0.0536402947948559,fixed_effect_screen
3x3_ultra_n50,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.05,0.0,normal_wald,Normal Wald,1000,978,0.978,53,0.0541922290388548,0.0416683281475293,0.0702045794730416,fixed_effect_screen
3x3_ultra_n50_delta0.005,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.055,0.005,constrained_lr,Constrained LR,1000,1000,1.0,47,0.047,0.0355271051063845,0.06193993808152845,curve_run
3x3_ultra_n50_delta0.005,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.055,0.005,expanded_welch,Expanded Welch,1000,752,0.752,30,0.0398936170212766,0.02808519216921958,0.05637889494278289,curve_run
3x3_ultra_n50_delta0.005,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.055,0.005,normal_wald,Normal Wald,1000,983,0.983,56,0.056968463886063074,0.04412936013446946,0.07325672836563088,curve_run
3x3_ultra_n50_delta0.01,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,1000,1000,1.0,42,0.042,0.031220885546165447,0.056284425226603055,curve_run
3x3_ultra_n50_delta0.01,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,1000,752,0.752,22,0.02925531914893617,0.019397905185857288,0.04389772151254986,curve_run
3x3_ultra_n50_delta0.01,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,1000,980,0.98,52,0.053061224489795916,0.040691350259659774,0.06892128890474476,curve_run
3x3_ultra_n50_delta0.02,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.07,0.02,constrained_lr,Constrained LR,1000,1000,1.0,38,0.038,0.02780900450930263,0.05172692033135032,curve_run
3x3_ultra_n50_delta0.02,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.07,0.02,expanded_welch,Expanded Welch,1000,763,0.763,27,0.035386631716906945,0.024432076102384022,0.05099610811400802,curve_run
3x3_ultra_n50_delta0.02,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.07,0.02,normal_wald,Normal Wald,1000,977,0.977,50,0.0511770726714432,0.03903283808374612,0.06683693106890265,curve_run
3x3_ultra_n50_delta0.035,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.085,0.035,constrained_lr,Constrained LR,1000,1000,1.0,49,0.049,0.037261034647360615,0.06419070150661013,curve_run
3x3_ultra_n50_delta0.035,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.085,0.035,expanded_welch,Expanded Welch,1000,747,0.747,31,0.041499330655957165,0.029387912310091042,0.05830231582955875,curve_run
3x3_ultra_n50_delta0.035,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.085,0.035,normal_wald,Normal Wald,1000,985,0.985,58,0.05888324873096447,0.045824727483269385,0.07536907739989024,curve_run
3x3_ultra_n50,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,60,0.06,0.0468964726759319,0.0764710747913565,fixed_effect_screen
3x3_ultra_n50,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.1,0.05,expanded_welch,Expanded Welch,1000,762,0.762,43,0.0564304461942257,0.0421619842545525,0.0751487956541761,fixed_effect_screen
3x3_ultra_n50,3x3,3,ultra,Ultra-skewed margins,50,50,0.05,0.1,0.05,normal_wald,Normal Wald,1000,986,0.986,75,0.0760649087221095,0.0611134182758793,0.0943068840864627,fixed_effect_screen
3x3_ultra_n75,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.05,0.0,constrained_lr,Constrained LR,1000,1000,1.0,59,0.059,0.0460142982128004,0.0753609027714591,fixed_effect_screen
3x3_ultra_n75,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.05,0.0,expanded_welch,Expanded Welch,1000,912,0.912,25,0.0274122807017543,0.0186354815906467,0.0401535787888914,fixed_effect_screen
3x3_ultra_n75,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.05,0.0,normal_wald,Normal Wald,1000,1000,1.0,60,0.06,0.0468964726759319,0.0764710747913565,fixed_effect_screen
3x3_ultra_n75_delta0.005,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.055,0.005,constrained_lr,Constrained LR,1000,1000,1.0,66,0.066,0.05221235045948584,0.08310927590597601,curve_run
3x3_ultra_n75_delta0.005,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.055,0.005,expanded_welch,Expanded Welch,1000,918,0.918,46,0.05010893246187364,0.03777584106270265,0.06619155799884908,curve_run
3x3_ultra_n75_delta0.005,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.055,0.005,normal_wald,Normal Wald,1000,1000,1.0,69,0.069,0.054883945585911253,0.08641472022863728,curve_run
3x3_ultra_n75_delta0.01,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,1000,1000,1.0,49,0.049,0.037261034647360615,0.06419070150661013,curve_run
3x3_ultra_n75_delta0.01,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,1000,935,0.935,34,0.03636363636363636,0.026137271522673013,0.05038412423134093,curve_run
3x3_ultra_n75_delta0.01,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,1000,1000,1.0,57,0.057,0.04425344035871594,0.07313706765948591,curve_run
3x3_ultra_n75_delta0.02,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.07,0.02,constrained_lr,Constrained LR,1000,1000,1.0,63,0.063,0.049549663211729086,0.0797949237046461,curve_run
3x3_ultra_n75_delta0.02,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.07,0.02,expanded_welch,Expanded Welch,1000,925,0.925,41,0.04432432432432432,0.03283949068395001,0.05957828202150496,curve_run
3x3_ultra_n75_delta0.02,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.07,0.02,normal_wald,Normal Wald,1000,997,0.997,78,0.07823470411233702,0.06313795024130786,0.09656912165501189,curve_run
3x3_ultra_n75_delta0.035,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.085,0.035,constrained_lr,Constrained LR,1000,1000,1.0,77,0.077,0.062047907060605895,0.09518953061817373,curve_run
3x3_ultra_n75_delta0.035,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.085,0.035,expanded_welch,Expanded Welch,1000,943,0.943,66,0.06998939554612937,0.05539002029276992,0.08807798858580919,curve_run
3x3_ultra_n75_delta0.035,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.085,0.035,normal_wald,Normal Wald,1000,998,0.998,85,0.08517034068136273,0.06940318676973002,0.10411873857096164,curve_run
3x3_ultra_n75,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,75,0.075,0.0602518049734673,0.0930009397392545,fixed_effect_screen
3x3_ultra_n75,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.1,0.05,expanded_welch,Expanded Welch,1000,919,0.919,69,0.0750816104461371,0.0597565167493091,0.0939442706014827,fixed_effect_screen
3x3_ultra_n75,3x3,3,ultra,Ultra-skewed margins,75,75,0.05,0.1,0.05,normal_wald,Normal Wald,1000,998,0.998,92,0.0921843687374749,0.0757666544814288,0.1117295378221013,fixed_effect_screen
3x3_ultra_n100,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.05,0.0,constrained_lr,Constrained LR,1000,1000,1.0,72,0.072,0.0575639216809144,0.0897117835827207,fixed_effect_screen
3x3_ultra_n100,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.05,0.0,expanded_welch,Expanded Welch,1000,978,0.978,49,0.0501022494887525,0.0381037571601975,0.0656211954844153,fixed_effect_screen
3x3_ultra_n100,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.05,0.0,normal_wald,Normal Wald,1000,1000,1.0,72,0.072,0.0575639216809144,0.0897117835827207,fixed_effect_screen
3x3_ultra_n100_delta0.005,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.055,0.005,constrained_lr,Constrained LR,1000,1000,1.0,73,0.073,0.05845902621241335,0.0908090255342507,curve_run
3x3_ultra_n100_delta0.005,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.055,0.005,expanded_welch,Expanded Welch,1000,971,0.971,49,0.05046343975283213,0.03837994866577228,0.06608981705787258,curve_run
3x3_ultra_n100_delta0.005,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.055,0.005,normal_wald,Normal Wald,1000,1000,1.0,74,0.074,0.05935499258410698,0.09190540564558597,curve_run
3x3_ultra_n100_delta0.01,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,1000,1000,1.0,64,0.064,0.050436200898229526,0.08090073250117454,curve_run
3x3_ultra_n100_delta0.01,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,1000,976,0.976,41,0.042008196721311473,0.031115239056269922,0.05649225912410932,curve_run
3x3_ultra_n100_delta0.01,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,1000,1000,1.0,57,0.057,0.04425344035871594,0.07313706765948591,curve_run
3x3_ultra_n100_delta0.02,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.07,0.02,constrained_lr,Constrained LR,1000,1000,1.0,52,0.052,0.03987303628377742,0.06755573931927998,curve_run
3x3_ultra_n100_delta0.02,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.07,0.02,expanded_welch,Expanded Welch,1000,980,0.98,35,0.03571428571428571,0.02579023563236328,0.04926398998362774,curve_run
3x3_ultra_n100_delta0.02,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.07,0.02,normal_wald,Normal Wald,1000,1000,1.0,61,0.061,0.0477797751260337,0.07758011882428367,curve_run
3x3_ultra_n100_delta0.035,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.085,0.035,constrained_lr,Constrained LR,1000,1000,1.0,90,0.09,0.07379614931508309,0.1093417926430721,curve_run
3x3_ultra_n100_delta0.035,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.085,0.035,expanded_welch,Expanded Welch,1000,988,0.988,78,0.07894736842105263,0.06371730170507138,0.09743895708929949,curve_run
3x3_ultra_n100_delta0.035,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.085,0.035,normal_wald,Normal Wald,1000,1000,1.0,97,0.097,0.08016916179032305,0.1169152055490344,curve_run
3x3_ultra_n100,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,110,0.11,0.092079372671857,0.1309054989468759,fixed_effect_screen
3x3_ultra_n100,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.1,0.05,expanded_welch,Expanded Welch,1000,982,0.982,96,0.0977596741344195,0.0807219488360016,0.1179321623990524,fixed_effect_screen
3x3_ultra_n100,3x3,3,ultra,Ultra-skewed margins,100,100,0.05,0.1,0.05,normal_wald,Normal Wald,1000,1000,1.0,112,0.112,0.093919540908881,0.1330500236759097,fixed_effect_screen
3x3_ultra_n150,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.05,0.0,constrained_lr,Constrained LR,1000,1000,1.0,63,0.063,0.049549663211729,0.0797949237046461,fixed_effect_screen
3x3_ultra_n150,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.05,0.0,expanded_welch,Expanded Welch,1000,1000,1.0,42,0.042,0.0312208855461654,0.056284425226603,fixed_effect_screen
3x3_ultra_n150,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.05,0.0,normal_wald,Normal Wald,1000,1000,1.0,54,0.054,0.0416213137230627,0.0697921548460524,fixed_effect_screen
3x3_ultra_n150_delta0.005,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.055,0.005,constrained_lr,Constrained LR,1000,1000,1.0,64,0.064,0.050436200898229526,0.08090073250117454,curve_run
3x3_ultra_n150_delta0.005,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.055,0.005,expanded_welch,Expanded Welch,1000,999,0.999,45,0.04504504504504504,0.033833514873224405,0.05974205282523147,curve_run
3x3_ultra_n150_delta0.005,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.055,0.005,normal_wald,Normal Wald,1000,1000,1.0,56,0.056,0.043374813385442,0.07202334814973096,curve_run
3x3_ultra_n150_delta0.01,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,1000,1000,1.0,78,0.078,0.06294716759073615,0.09628261657107237,curve_run
3x3_ultra_n150_delta0.01,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,1000,998,0.998,59,0.05911823647294589,0.04610706566479097,0.07551043952821467,curve_run
3x3_ultra_n150_delta0.01,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,1000,1000,1.0,74,0.074,0.05935499258410698,0.09190540564558597,curve_run
3x3_ultra_n150_delta0.02,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.07,0.02,constrained_lr,Constrained LR,1000,1000,1.0,68,0.068,0.05399245780853015,0.08531386152298948,curve_run
3x3_ultra_n150_delta0.02,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.07,0.02,expanded_welch,Expanded Welch,1000,998,0.998,48,0.04809619238476954,0.03646661507142546,0.06319132775140533,curve_run
3x3_ultra_n150_delta0.02,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.07,0.02,normal_wald,Normal Wald,1000,1000,1.0,67,0.067,0.05310191960662385,0.08421205324186688,curve_run
3x3_ultra_n150_delta0.035,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.085,0.035,constrained_lr,Constrained LR,1000,1000,1.0,92,0.092,0.07561389956796885,0.11150873535624412,curve_run
3x3_ultra_n150_delta0.035,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.085,0.035,expanded_welch,Expanded Welch,1000,997,0.997,75,0.07522567703109329,0.060434384662595,0.09327773174190303,curve_run
3x3_ultra_n150_delta0.035,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.085,0.035,normal_wald,Normal Wald,1000,1000,1.0,92,0.092,0.07561389956796885,0.11150873535624412,curve_run
3x3_ultra_n150,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,137,0.137,0.1170731306329947,0.1597050960275183,fixed_effect_screen
3x3_ultra_n150,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.1,0.05,expanded_welch,Expanded Welch,1000,998,0.998,129,0.1292585170340681,0.1098573777776247,0.1515027970437663,fixed_effect_screen
3x3_ultra_n150,3x3,3,ultra,Ultra-skewed margins,150,150,0.05,0.1,0.05,normal_wald,Normal Wald,1000,1000,1.0,142,0.142,0.1217340420545542,0.1650059170211032,fixed_effect_screen
3x3_ultra_n250,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.05,0.0,constrained_lr,Constrained LR,1000,1000,1.0,58,0.058,0.0451332782349982,0.0742495762662325,fixed_effect_screen
3x3_ultra_n250,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.05,0.0,expanded_welch,Expanded Welch,1000,1000,1.0,39,0.039,0.0286589609041804,0.0528693104195013,fixed_effect_screen
3x3_ultra_n250,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.05,0.0,normal_wald,Normal Wald,1000,1000,1.0,52,0.052,0.0398730362837774,0.0675557393192799,fixed_effect_screen
3x3_ultra_n250_delta0.005,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.055,0.005,constrained_lr,Constrained LR,1000,1000,1.0,51,0.051,0.03900094277526684,0.06643548634476165,curve_run
3x3_ultra_n250_delta0.005,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.055,0.005,expanded_welch,Expanded Welch,1000,1000,1.0,40,0.04,0.02951097368545276,0.05400964412125796,curve_run
3x3_ultra_n250_delta0.005,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.055,0.005,normal_wald,Normal Wald,1000,1000,1.0,49,0.049,0.037261034647360615,0.06419070150661013,curve_run
3x3_ultra_n250_delta0.01,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,1000,1000,1.0,57,0.057,0.04425344035871594,0.07313706765948591,curve_run
3x3_ultra_n250_delta0.01,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,1000,1000,1.0,43,0.043,0.03207865341171336,0.057419003844084014,curve_run
3x3_ultra_n250_delta0.01,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,1000,1000,1.0,51,0.051,0.03900094277526684,0.06643548634476165,curve_run
3x3_ultra_n250_delta0.02,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.07,0.02,constrained_lr,Constrained LR,1000,1000,1.0,72,0.072,0.05756392168091441,0.08971178358272076,curve_run
3x3_ultra_n250_delta0.02,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.07,0.02,expanded_welch,Expanded Welch,1000,1000,1.0,60,0.06,0.04689647267593196,0.07647107479135655,curve_run
3x3_ultra_n250_delta0.02,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.07,0.02,normal_wald,Normal Wald,1000,1000,1.0,71,0.071,0.056669695350451466,0.08861366343015481,curve_run
3x3_ultra_n250_delta0.035,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.085,0.035,constrained_lr,Constrained LR,1000,1000,1.0,124,0.124,0.10499997337198466,0.14587774900915282,curve_run
3x3_ultra_n250_delta0.035,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.085,0.035,expanded_welch,Expanded Welch,1000,1000,1.0,109,0.109,0.09116003338451377,0.12983249175119035,curve_run
3x3_ultra_n250_delta0.035,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.085,0.035,normal_wald,Normal Wald,1000,1000,1.0,124,0.124,0.10499997337198466,0.14587774900915282,curve_run
3x3_ultra_n250,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,173,0.173,0.1508192344529515,0.1976834655966015,fixed_effect_screen
3x3_ultra_n250,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.1,0.05,expanded_welch,Expanded Welch,1000,1000,1.0,165,0.165,0.1432846798555553,0.1892792483297666,fixed_effect_screen
3x3_ultra_n250,3x3,3,ultra,Ultra-skewed margins,250,250,0.05,0.1,0.05,normal_wald,Normal Wald,1000,1000,1.0,181,0.181,0.1583719404439808,0.2060695314698033,fixed_effect_screen
3x3_ultra_n500,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.05,0.0,constrained_lr,Constrained LR,1000,1000,1.0,56,0.056,0.043374813385442,0.0720233481497309,fixed_effect_screen
3x3_ultra_n500,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.05,0.0,expanded_welch,Expanded Welch,1000,1000,1.0,43,0.043,0.0320786534117133,0.057419003844084,fixed_effect_screen
3x3_ultra_n500,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.05,0.0,normal_wald,Normal Wald,1000,1000,1.0,53,0.053,0.0407465052485945,0.0686746168374917,fixed_effect_screen
3x3_ultra_n500_delta0.005,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.055,0.005,constrained_lr,Constrained LR,1000,1000,1.0,51,0.051,0.03900094277526684,0.06643548634476165,curve_run
3x3_ultra_n500_delta0.005,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.055,0.005,expanded_welch,Expanded Welch,1000,1000,1.0,45,0.045,0.03379951228563171,0.059682837936223455,curve_run
3x3_ultra_n500_delta0.005,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.055,0.005,normal_wald,Normal Wald,1000,1000,1.0,51,0.051,0.03900094277526684,0.06643548634476165,curve_run
3x3_ultra_n500_delta0.01,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,1000,1000,1.0,58,0.058,0.04513327823499824,0.0742495762662325,curve_run
3x3_ultra_n500_delta0.01,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,1000,1000,1.0,52,0.052,0.03987303628377742,0.06755573931927998,curve_run
3x3_ultra_n500_delta0.01,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,1000,1000,1.0,59,0.059,0.04601429821280047,0.07536090277145915,curve_run
3x3_ultra_n500_delta0.02,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.07,0.02,constrained_lr,Constrained LR,1000,1000,1.0,99,0.099,0.08199544136866538,0.11907361893674984,curve_run
3x3_ultra_n500_delta0.02,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.07,0.02,expanded_welch,Expanded Welch,1000,1000,1.0,87,0.087,0.071074421452375,0.10608648105669352,curve_run
3x3_ultra_n500_delta0.02,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.07,0.02,normal_wald,Normal Wald,1000,1000,1.0,99,0.099,0.08199544136866538,0.11907361893674984,curve_run
3x3_ultra_n500_delta0.035,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.085,0.035,constrained_lr,Constrained LR,1000,1000,1.0,197,0.197,0.17352816173578522,0.22279085390646125,curve_run
3x3_ultra_n500_delta0.035,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.085,0.035,expanded_welch,Expanded Welch,1000,1000,1.0,193,0.193,0.16973301355427384,0.21861661615585704,curve_run
3x3_ultra_n500_delta0.035,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.085,0.035,normal_wald,Normal Wald,1000,1000,1.0,198,0.198,0.1744775624311303,0.22383379969414505,curve_run
3x3_ultra_n500,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,342,0.342,0.3132528988050859,0.3719563568763495,fixed_effect_screen
3x3_ultra_n500,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.1,0.05,expanded_welch,Expanded Welch,1000,1000,1.0,336,0.336,0.3074015898227095,0.3658535869605525,fixed_effect_screen
3x3_ultra_n500,3x3,3,ultra,Ultra-skewed margins,500,500,0.05,0.1,0.05,normal_wald,Normal Wald,1000,1000,1.0,348,0.348,0.3191094001531461,0.3780539344264625,fixed_effect_screen
3x3_ultra_n1000,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.05,0.0,constrained_lr,Constrained LR,1000,1000,1.0,45,0.045,0.0337995122856317,0.0596828379362234,fixed_effect_screen
3x3_ultra_n1000,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.05,0.0,expanded_welch,Expanded Welch,1000,1000,1.0,41,0.041,0.0303649710820983,0.0551479932076413,fixed_effect_screen
3x3_ultra_n1000,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.05,0.0,normal_wald,Normal Wald,1000,1000,1.0,45,0.045,0.0337995122856317,0.0596828379362234,fixed_effect_screen
3x3_ultra_n1000_delta0.005,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.055,0.005,constrained_lr,Constrained LR,1000,1000,1.0,50,0.05,0.03813026239274882,0.06531382024425081,curve_run
3x3_ultra_n1000_delta0.005,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.055,0.005,expanded_welch,Expanded Welch,1000,1000,1.0,47,0.047,0.0355271051063845,0.06193993808152845,curve_run
3x3_ultra_n1000_delta0.005,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.055,0.005,normal_wald,Normal Wald,1000,1000,1.0,52,0.052,0.03987303628377742,0.06755573931927998,curve_run
3x3_ultra_n1000_delta0.01,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,1000,1000,1.0,76,0.076,0.06114944807170235,0.0940956431240484,curve_run
3x3_ultra_n1000_delta0.01,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,1000,1000,1.0,71,0.071,0.056669695350451466,0.08861366343015481,curve_run
3x3_ultra_n1000_delta0.01,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,1000,1000,1.0,76,0.076,0.06114944807170235,0.0940956431240484,curve_run
3x3_ultra_n1000_delta0.02,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.07,0.02,constrained_lr,Constrained LR,1000,1000,1.0,168,0.168,0.14610794675394784,0.19243302088046083,curve_run
3x3_ultra_n1000_delta0.02,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.07,0.02,expanded_welch,Expanded Welch,1000,1000,1.0,165,0.165,0.14328467985555532,0.18927924832976667,curve_run
3x3_ultra_n1000_delta0.02,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.07,0.02,normal_wald,Normal Wald,1000,1000,1.0,168,0.168,0.14610794675394784,0.19243302088046083,curve_run
3x3_ultra_n1000_delta0.035,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.085,0.035,constrained_lr,Constrained LR,1000,1000,1.0,366,0.366,0.3367094419466035,0.3963161293275252,curve_run
3x3_ultra_n1000_delta0.035,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.085,0.035,expanded_welch,Expanded Welch,1000,1000,1.0,356,0.356,0.3269260364778622,0.38617606996597764,curve_run
3x3_ultra_n1000_delta0.035,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.085,0.035,normal_wald,Normal Wald,1000,1000,1.0,364,0.364,0.33475165091277503,0.3942892273952959,curve_run
3x3_ultra_n1000,3x3,3,ultra,Ultra-skewed margins,1000,1000,0.05,0.1,0.05,constrained_lr,Constrained LR,1000,1000,1.0,639,0.639,0.608752162967835,0.6681839981731807,fixed_effect_screen
