scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,probability_p_json,probability_q_json,replicates,permutations,mean_deterministic_ms,mean_permutation_ms,naive_perm_plugin_fpr_10,naive_perm_plugin_fpr_05,student_perm_plugin_fpr_10,student_perm_plugin_fpr_05,student_perm_analytic_fpr_10,student_perm_analytic_fpr_05,student_perm_jackknife_fpr_10,student_perm_jackknife_fpr_05,wald_plugin_fpr_10,wald_plugin_fpr_05,wald_analytic_fpr_10,wald_analytic_fpr_05,wald_jackknife_fpr_10,wald_jackknife_fpr_05
random_2x2_d0,0,0,2,2,400,400,0.03,50.0,50.0,0.2543636122529566,0.25069613195970397,1,0.02999999999998848,0.030000000000000027,-1.1546319456101628e-14,0.4814375360823758,0.05798384385395715,0.0581971886470407,0.13949776846866332,0.16451923070688146,55.79910738746533,65.80769228275258,0.0,0.0,0.0,0.0,True,"[[0.26423071329066267, 0.13949776846866332], [0.24235169861890538, 0.35391981962176877]]","[[0.21291253416436204, 0.2736574976528604], [0.3489107374758962, 0.16451923070688146]]",1000,999,0.15684055269230157,1.0500748689519241,0.98,0.972,0.714,0.66,0.714,0.66,0.714,0.66,0.092,0.046,0.092,0.046,0.092,0.046
random_2x2_d2,0,2,2,2,120,480,0.15,5.0,1.2,1.0079227676014457,0.7270806535703553,7,0.1499999999999999,0.15000000000004032,-4.04121180963557e-14,0.9273813141189995,0.157939812300102,0.2583343483620854,0.005870526215493641,0.0403565125460056,0.704463145859237,19.371126022082688,0.0,0.0,0.0,0.0,True,"[[0.33901049136864014, 0.33155481619907584], [0.005870526215493641, 0.3235641662167904]]","[[0.15852748797992516, 0.6084131881441739], [0.19270281132989533, 0.0403565125460056]]",1000,999,0.15678299509454519,1.061202488723211,0.217,0.143,0.113,0.041,0.1,0.034,0.113,0.041,0.125,0.063,0.125,0.054,0.137,0.068
random_2x5_d1,1,1,2,5,500,1000,0.07,20.0,5.0,0.38450268814235794,0.4400107325881239,1,0.06999999999999984,0.07000000000000028,-4.440892098500626e-16,0.47511167343725663,0.1285378612160486,0.12052301122750983,0.05456188537383887,0.03414960645073062,27.280942686919435,34.149606450730616,0.0,0.0,0.0,0.0,True,"[[0.22872562925429973, 0.11715277963841184, 0.11375869329797028, 0.06443775688358074, 0.05456188537383887], [0.061497142142470894, 0.06771318741523252, 0.06443155709738307, 0.11530893071198889, 0.11241243818482315]]","[[0.12253669624612121, 0.06139630190479968, 0.10909262497701235, 0.03733884860490535, 0.15308012045254246], [0.03414960645073062, 0.05121527372976849, 0.12734561724001475, 0.16329380642954952, 0.14055110396455556]]",1000,999,0.15886055619921535,1.6688862757291645,0.122,0.068,0.101,0.056,0.101,0.062,0.101,0.063,0.099,0.057,0.099,0.06,0.099,0.061
random_3x3_d4,2,4,3,3,180,360,0.07,10.0,0.8,0.37826045249314794,0.30890007911172573,1,0.07000000000000006,0.07000000000000028,-2.220446049250313e-16,0.9400801756163493,0.13098581585354557,0.12883728928453825,0.04663825206096828,0.010154947792400736,8.39488537097429,3.655781205264265,0.0,0.0,0.0,0.1111111111111111,True,"[[0.09299445012244198, 0.05119118050026619, 0.054810885944784414], [0.10520104385165047, 0.19888283788425554, 0.04663825206096828], [0.12053349620816309, 0.1245912596492446, 0.20515659377822545]]","[[0.12397289317999073, 0.02091447959526428, 0.2405591822672288], [0.296972816254369, 0.022457176494490683, 0.10817982808643127], [0.06609906961685336, 0.010154947792400736, 0.11068960671297115]]",1000,999,0.1566081364871934,1.6009326124330983,0.146,0.089,0.116,0.057,0.118,0.06,0.119,0.059,0.11,0.054,0.113,0.057,0.113,0.057
random_3x7_d3,3,3,3,7,4200,4200,0.03,1.0,0.5,0.264339589603038,0.44700537079112074,1,0.029999999999985816,0.02999999999999936,-1.354472090042691e-14,0.8587717434091544,0.059113085347951906,0.05690435753601077,0.023198889544638685,0.002397846558908728,97.43533608748248,10.070955547416657,0.0,0.0,0.0,0.0,True,"[[0.04054093845549449, 0.023337134582261852, 0.025233858514633493, 0.04552091564841663, 0.023198889544638685, 0.03042447585462733, 0.03426511611895267], [0.037008616643266, 0.07933558930608885, 0.02571445946644179, 0.04959950218016832, 0.08012756150577388, 0.05368054868735436, 0.11462919664747523], [0.03386118998379126, 0.028210061131033276, 0.02811808710897065, 0.04476785077117056, 0.06282613734744438, 0.057486539125759586, 0.08211333137623672]]","[[0.002894674337039331, 0.010896935846257678, 0.004103040611603861, 0.005802009466776343, 0.04157543700101124, 0.002397846558908728, 0.008481966910306598], [0.003016222192350553, 0.08832065895374264, 0.020673013143837286, 0.0036004376026862414, 0.11495338154738084, 0.0033472618714026786, 0.06710624812484751], [0.015275313038789175, 0.16680405088367228, 0.10131185199521263, 0.013405662295611626, 0.19275073370566098, 0.025683838974818823, 0.107599414938083]]",1000,999,0.16008321626577526,2.7655871777096763,0.11,0.052,0.11,0.053,0.11,0.053,0.109,0.054,0.109,0.05,0.109,0.05,0.109,0.05
random_4x6_d5,4,5,4,6,240,960,0.15,2.0,20.0,0.8994122208543863,0.6308556848711122,1,0.15000000000004787,0.1499999999999999,4.796163466380676e-14,0.9157671155649909,0.24940645249201976,0.23890678467032878,0.00036928467007001087,0.005090054536589132,0.08862832081680261,4.8864523551255665,0.041666666666666664,0.0,0.4583333333333333,0.0,True,"[[0.002237592379318054, 0.03444758188207116, 0.00041025977683468507, 0.00036928467007001087, 0.018158604912889013, 0.0004101730871861341], [0.037073442070973454, 0.1743267324856433, 0.008564864735141328, 0.04613934942257239, 0.052840174392664696, 0.013725489342367201], [0.1899735750098728, 0.10269303495531976, 0.06686138889690288, 0.042936115718663966, 0.09708209888388213, 0.03388278106455591], [0.00223197563083486, 0.007789056031308552, 0.0207440125289548, 0.003076487029704805, 0.025723266922482783, 0.01830265816978524]]","[[0.01882032241361683, 0.005090054536589132, 0.026196789299344977, 0.02837724931318729, 0.05671825518665552, 0.038603602963778995], [0.07145503036645955, 0.028772569180627677, 0.052256451312793516, 0.014885631327400374, 0.010106027184407172, 0.10428127567021482], [0.04697554905385024, 0.09952095072861028, 0.05290652753454074, 0.09341072680599764, 0.07462526863887604, 0.031199131203121077], [0.011511336984926186, 0.013789434447445547, 0.011083908097906025, 0.04718206349369339, 0.0116648211764985, 0.05056702307945859]]",1000,999,0.16215610085055232,3.1904216068796813,0.133,0.077,0.087,0.037,0.092,0.049,0.11,0.053,0.164,0.097,0.096,0.059,0.121,0.06
random_5x5_d2,5,2,5,5,625,2500,0.15,5.0,1.2,0.643550019035126,0.5022934746339255,1,0.1499999999999997,0.1499999999999999,-2.220446049250313e-16,0.9762773387562786,0.2752354049963117,0.26265960414271716,0.001872751069105064,0.0002314025182170877,1.170469418190665,0.5785062955427193,0.0,0.04,0.04,0.12,True,"[[0.045233590812334336, 0.05060048204945397, 0.06125121484157925, 0.017198855466324166, 0.13668291147483208], [0.0642607155477236, 0.016556398747676705, 0.03137697152964469, 0.013149187313703624, 0.06509574940893098], [0.04471194839850682, 0.008251574691625197, 0.09195732904998578, 0.016827883585440295, 0.03775436443645279], [0.01646123687093698, 0.03138022410044435, 0.013321650940744511, 0.016312449532855662, 0.01754707836329465], [0.12904528069242263, 0.01912708744740426, 0.008198977806646678, 0.001872751069105064, 0.04582408582193102]]","[[0.06672960203026952, 0.0010231101407704413, 0.015076020733513147, 0.03015298073811306, 0.014462111639385511], [0.11222864526784383, 0.004811468807435075, 0.030401842250880745, 0.05671078975546318, 0.07273958897697713], [0.0672866027990601, 0.0015120380063458896, 0.08954993540631495, 0.28700639386830373, 0.0251803893247938], [0.07118452638248587, 0.0020811103971147614, 0.013709832344835188, 0.011684662291186119, 0.008426459168821558], [0.004683251011044779, 0.0002314025182170877, 0.002836059055843263, 0.00852327662853802, 0.0017679004564432393]]",1000,999,0.16028519021347165,3.2746510085416958,0.121,0.061,0.103,0.054,0.104,0.049,0.102,0.049,0.128,0.071,0.102,0.053,0.108,0.053
random_5x10_d1,6,1,5,10,2500,5000,0.07,20.0,5.0,0.37721190331151533,0.3696185233317794,1,0.06999999999999984,0.06999999999999984,0.0,0.641172273416913,0.13448668813844525,0.13821945698453109,0.005890814223598349,0.0018450256325954672,14.727035558995873,9.225128162977336,0.0,0.0,0.0,0.0,True,"[[0.0287409750515983, 0.031244265600836613, 0.026480819547010724, 0.011375347219673397, 0.03145330774343544, 0.027413528095992436, 0.032812472487278165, 0.020406254540698207, 0.010990351411060018, 0.017002218675598525], [0.026919443037541367, 0.02435841783328892, 0.005890814223598349, 0.0232667951107521, 0.01743357704931961, 0.021501629438551516, 0.011972648336072738, 0.03376071376519946, 0.02067458112069732, 0.06050042343955698], [0.01799763727974925, 0.016159136743862892, 0.013636015598337523, 0.012267955854262056, 0.013528631083450406, 0.007293483794173879, 0.02502327040408351, 0.01595046595280525, 0.012128823264603463, 0.011867539481461893], [0.010607846303685761, 0.01077006542770644, 0.009014313071309094, 0.0064566600557352735, 0.024345817302502164, 0.020285951447598007, 0.010659379667380533, 0.02063166536066549, 0.015270578273963685, 0.013577428583317293], [0.022834950984873564, 0.024533127418135327, 0.019641437407548725, 0.022255605974090917, 0.026087950242378734, 0.011692535653330376, 0.02228274518317989, 0.022143569055065006, 0.04325193912789021, 0.013604890275093236]]","[[0.029697658036945282, 0.015891191258499176, 0.03337140253797255, 0.013511243980381898, 0.02434008292159581, 0.021428015430974154, 0.009706760097183548, 0.013367490372942614, 0.023773630781915116, 0.058813562940304376], [0.04031822121161045, 0.009562251211795346, 0.042349640092751537, 0.028572473793389282, 0.021084081974616486, 0.025109534579078517, 0.029700236714932837, 0.049879306436048224, 0.013583335184905617, 0.025388593362431815], [0.005761422412857073, 0.0018450256325954672, 0.01258558180005539, 0.003097053115227051, 0.011159877088242329, 0.003261914643927596, 0.0049670684640394785, 0.004256094051274065, 0.0067840265249136875, 0.008893214263517565], [0.03643370665748963, 0.019938870610872954, 0.023029221812655737, 0.01994586747515997, 0.03159280265130761, 0.03855206988008416, 0.01836869713889838, 0.009255871619964728, 0.022933832408509165, 0.03954752423873249], [0.013190078034753585, 0.012865017933850658, 0.048179962898098325, 0.006722669679505139, 0.01450712966798067, 0.013539933916754962, 0.011332497547489146, 0.008794211884845443, 0.009644386056249912, 0.009565656969872974]]",1000,999,0.16602797526866198,5.672349601751193,0.2,0.125,0.095,0.041,0.101,0.051,0.101,0.051,0.126,0.056,0.093,0.049,0.092,0.048
random_8x8_d4,7,4,8,8,1280,2560,0.07,10.0,0.8,0.37806659020854294,0.4113729579756922,1,0.07000000000000073,0.0699999999999994,1.3322676295501878e-15,1.1302375763670818,0.13615904451593608,0.12902659153792395,0.003197850497406934,1.8841930676575568e-06,4.093248636680876,0.004823534253203345,0.0,0.1875,0.0,0.40625,True,"[[0.023442862317307342, 0.011195714485387696, 0.018258179423084726, 0.017579451567670802, 0.009582010872536264, 0.01282529067495256, 0.019396037796496134, 0.010162673362904502], [0.013170921598673222, 0.0080487889617877, 0.011349379704177511, 0.027356374327497976, 0.01572285946600554, 0.007572188716244117, 0.04108082484861961, 0.010458552525604129], [0.01673571329418393, 0.016475171136781586, 0.011122011940661317, 0.006449298074599189, 0.02359238679787377, 0.012005612682477153, 0.023156171359992123, 0.012122202922728875], [0.004906452633285375, 0.013205207887808814, 0.013281350361642236, 0.00894087598649078, 0.008482390346070564, 0.007956565017223362, 0.016551597977672777, 0.019446986420627078], [0.003197850497406934, 0.010992672527007308, 0.011739926702919687, 0.007245352771224178, 0.007897361933119088, 0.012844102345024937, 0.020649424466748455, 0.012879893653907229], [0.013502152250035298, 0.024409444296345416, 0.014522094522235483, 0.012100379279070234, 0.012032520886292586, 0.014070155405793417, 0.013924581063250847, 0.025656341483820892], [0.010495345564045248, 0.023744897350917997, 0.03396497225276045, 0.019656270431248374, 0.007664781467510597, 0.014063634025066262, 0.012945851482969223, 0.00970460634210219], [0.009126076631085866, 0.04221679625463348, 0.015046961875368204, 0.020892962049986228, 0.015775863179944203, 0.017126096322399382, 0.032932082210972, 0.02534644298571966]]","[[0.0005819381013335196, 0.05967554362001856, 0.0019714666208827756, 0.05828044482019641, 0.002128693643302785, 0.019048922307747695, 0.00865920359732438, 0.018744301826333565], [1.8841930676575568e-06, 0.0001425614100351332, 1.142010444466567e-05, 5.314838711177397e-05, 6.8037784251031855e-06, 4.6032799432796534e-05, 4.553071918446765e-05, 2.944330248107919e-05], [0.0012636725058595946, 0.0384006419198597, 0.007179989966556633, 0.06443391115321934, 0.001213398094800574, 0.022349604749140738, 0.02538772081475435, 0.013556865404121314], [0.0004150273523456752, 0.032338059795746985, 0.0034882811602408945, 0.05582698036818583, 0.0035005816886420505, 0.028052218594124313, 0.031415431627490505, 0.0715775287690127], [0.00021190253007406326, 0.004643235835669482, 0.0019508433508158714, 0.018112785990653992, 0.0005551582286436542, 0.0017649015003529359, 0.014126938920904553, 0.007270930879785356], [3.753086999664471e-05, 0.0013961364918979654, 0.00020182864783633333, 0.002142189452528371, 0.00018710763270569567, 0.0009001554754385753, 0.0009879257618970324, 0.001310208358427529], [0.0027123309286527634, 0.05812376587563538, 0.008289593627645878, 0.055843703458187545, 0.00582074519188814, 0.0353594814599968, 0.07669100999580701, 0.057333297594153586], [0.00029226699094364356, 0.024690328328131787, 0.0023768989051094224, 0.014258392175767604, 0.0008710115113685467, 0.013721749661959834, 0.00989165882596947, 0.008096732345731014]]",1000,999,0.16897427977528423,7.128031060216017,0.121,0.062,0.094,0.051,0.107,0.057,0.106,0.057,0.187,0.099,0.094,0.051,0.103,0.053
random_8x12_d0,8,0,8,12,9600,9600,0.03,50.0,50.0,0.25360596501269395,0.2540307032494337,1,0.030000000000000693,0.030000000000018012,-1.7319479184152442e-14,0.32428059421470956,0.05828070803561097,0.05880876589529723,0.004076261933180212,0.0036589429675040835,39.132114558530034,35.1258524880392,0.0,0.0,0.0,0.0,True,"[[0.0040764442252339455, 0.007630437654175704, 0.006691481353084328, 0.006308988073376454, 0.006739083040882504, 0.009470506314989966, 0.00689667409271324, 0.007606399407412705, 0.009679169991022318, 0.010951662302376994, 0.005734809298298449, 0.010863103307272196], [0.01010032684986993, 0.010281664774076087, 0.014058664941524641, 0.007269772498273278, 0.005810729987190336, 0.010933378457731402, 0.013352472405054773, 0.009434710713760104, 0.013534971037780676, 0.01217939230715963, 0.012956014215056183, 0.013736654746432089], [0.00971117588906864, 0.009782945111039922, 0.007983344133513799, 0.011224856440232796, 0.009107816245981632, 0.00896528392016885, 0.01419162493241428, 0.005156672386331883, 0.007892920686653595, 0.011247087845011562, 0.006471918742019031, 0.006743932839410224], [0.009712444222606599, 0.014225272266575188, 0.012226616007251247, 0.010666126231997784, 0.008487570738981515, 0.018096173114055716, 0.013115541707435311, 0.01635362096073282, 0.00958973885082242, 0.010936263249003653, 0.009990664699042556, 0.014827602733060087], [0.007827679100730303, 0.0069020812714968805, 0.018793309441297628, 0.012471584805750608, 0.012390757532061028, 0.009511751111260295, 0.015329166730788291, 0.01074122415234232, 0.011908052725797346, 0.006910078480983315, 0.009046009344705909, 0.011766880067176045], [0.011420156212213282, 0.008761998090169127, 0.007509013559057818, 0.009180240079372246, 0.008070832312754059, 0.009697620861891713, 0.015331180937616658, 0.004076261933180212, 0.007126660381531144, 0.013768542764230058, 0.007244414430492571, 0.009704228211465228], [0.012890886424552864, 0.009479744931949911, 0.014062134785572646, 0.010743703200665342, 0.006079545505412703, 0.010287354207737565, 0.011445893281677567, 0.009146205140914345, 0.008159076201754944, 0.014662643272810524, 0.006989657328072599, 0.015335600113351796], [0.004607146281403375, 0.008251611588816264, 0.012938804264138447, 0.008344052991036561, 0.009629087043208362, 0.01814900256293389, 0.017461299187656085, 0.009061582526215787, 0.021038047594163077, 0.010179820989068876, 0.0061297159462985066, 0.016432934144064718]]","[[0.010441799616677414, 0.007223983045346008, 0.014079321163944537, 0.01072190482642221, 0.006733427891461159, 0.014337122848184329, 0.008030616468671559, 0.010477130936111556, 0.014406001490991414, 0.009671076545413083, 0.013210080700806306, 0.007030612977407591], [0.007321127065088863, 0.007987292371140193, 0.007333408955954094, 0.007062432279638144, 0.005276565055389301, 0.008416582985072205, 0.011413873012369069, 0.00784234582199404, 0.013059498717411374, 0.008832619860469437, 0.015417121879813114, 0.016976223303738602], [0.01392847024144753, 0.006647756685460608, 0.0064416499633314465, 0.007859903490128509, 0.010680613388759468, 0.009584658104085167, 0.012426700846325736, 0.00547428952095434, 0.007017670556191211, 0.012029901224120782, 0.01107683335411076, 0.011227930772621159], [0.012726518505462074, 0.008066774984774719, 0.007621594867755994, 0.014018031893031373, 0.009066243659668304, 0.009510245433829657, 0.014509276449491683, 0.013392684932338868, 0.01171558964247912, 0.012476578465428802, 0.013335746691497534, 0.012811169425845443], [0.009553817191829949, 0.008945422313659676, 0.0036589429675040835, 0.01022203332230984, 0.008101614637552431, 0.017414041799278936, 0.014245282361410476, 0.014105236448357443, 0.013938634453926665, 0.010988841099080491, 0.010233025582098857, 0.010444792670230334], [0.00791177771422505, 0.010414963831172241, 0.006858809364651007, 0.012727849470717542, 0.014978383095088036, 0.01271686283436098, 0.0066851192125608055, 0.007251698069613197, 0.010516290666807766, 0.012235627348383172, 0.008708260698069818, 0.012414438068052565], [0.009159591843916525, 0.008455523400035782, 0.013199466621939385, 0.011284627686497283, 0.014505165978221251, 0.013265138955955018, 0.009648353661723525, 0.00893104610206508, 0.009132800511784661, 0.01644420309080568, 0.010948604818387542, 0.010111880175430105], [0.013258864163688825, 0.007942391192708778, 0.006571349721567202, 0.007778444276423505, 0.0069322973386528475, 0.011936225301572541, 0.004895668068219356, 0.010585389207169803, 0.007297516568333687, 0.012917619719811998, 0.011610869437513733, 0.01096619401797872]]",1000,999,0.17172564344946295,9.531235612579621,0.238,0.15,0.101,0.05,0.101,0.05,0.101,0.05,0.083,0.038,0.083,0.038,0.083,0.038
