scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,regime,regime_label,variant,method,method_label,valid_replicates,valid_rate,nominal_alpha,rejections,rejection_rate,rejection_rate_low,rejection_rate_high,absolute_calibration_error
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.068,717,0.0717,0.06680624161352472,0.07692269139079685,0.003699999999999995
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.069,726,0.0726,0.0676767587059946,0.07785148310125975,0.003599999999999992
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.07,733,0.0733,0.0683539844864231,0.0785737197231123,0.0032999999999999974
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.071,745,0.0745,0.06951525685066298,0.0798115257627828,0.003500000000000003
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.072,752,0.0752,0.0701928458923098,0.08053339912341705,0.0032000000000000084
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.073,762,0.0762,0.0711610564576371,0.08156442056134838,0.0032000000000000084
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.074,771,0.0771,0.07203266996590156,0.08249211585601669,0.0031000000000000055
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.075,780,0.078,0.07290449216225901,0.08341960246259204,0.0030000000000000027
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.076,786,0.0786,0.07348582126570413,0.0840378125611021,0.002600000000000005
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.077,791,0.0791,0.07397033122667959,0.08455291860175598,0.0021000000000000046
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.078,804,0.0804,0.07523034682474132,0.08589190460793046,0.0023999999999999994
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.079,810,0.081,0.07581203169800813,0.08650975893661886,0.0020000000000000018
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.08,817,0.0817,0.07649077355228603,0.08723047948462198,0.0016999999999999932
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.081,829,0.0829,0.07765460157367463,0.0884657298671438,0.001899999999999999
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.082,840,0.084,0.07872173922489445,0.08959774741950849,0.0020000000000000018
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.083,844,0.0844,0.07910985828625908,0.09000932115944732,0.0013999999999999985
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.084,850,0.085,0.07969210510681618,0.09062661354084539,0.0010000000000000009
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.085,860,0.086,0.08066269648584795,0.09165525416507225,0.000999999999999987
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.086,865,0.0865,0.08114807562224677,0.09216949103030275,0.0005000000000000004
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.087,875,0.0875,0.08211899861521053,0.09319780004059765,0.0005000000000000004
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.088,886,0.0886,0.08318726418334277,0.09432868967604993,0.0006000000000000033
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.089,896,0.0896,0.0841586386374333,0.09535654722521804,0.0006000000000000033
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.09,908,0.0908,0.08532456484669394,0.0965896994198678,0.000800000000000009
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.091,919,0.0919,0.086393591536865,0.09771982793328123,0.000899999999999998
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.092,926,0.0926,0.08707400932446209,0.0984388725479652,0.0006000000000000033
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.093,938,0.0938,0.08824066821768085,0.09967129205865681,0.0007999999999999952
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.094,948,0.0948,0.0892131013003006,0.10069809097929569,0.0007999999999999952
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.095,959,0.0959,0.09028300234925091,0.10182734513392991,0.000899999999999998
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.096,968,0.0968,0.09115854854813316,0.10275110773798043,0.0007999999999999952
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.097,979,0.0979,0.09222886853362255,0.10387994295607555,0.000899999999999998
