method,scenarios,mean_absolute_fpr_error_05,median_absolute_fpr_error_05,within_035_065,minimum_fpr_05,maximum_fpr_05,mean_coverage_95,within_coverage_935_965,mean_absolute_bias
wald_plugin,72,0.07111111111111111,0.008333333333333331,0.5972222222222222,0.04033333333333333,0.966,0.8815185185185186,0.5972222222222222,0.007696592677740005
wald_analytic,72,0.004958333333333333,0.004,0.9722222222222222,0.03833333333333333,0.06733333333333333,0.950300925925926,0.9722222222222222,0.0004358821111312555
wald_jackknife,72,0.005884259259259259,0.004,0.9305555555555556,0.037333333333333336,0.07766666666666666,0.9491805555555557,0.9305555555555556,0.00035998552544077575
