scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,probability_p_json,probability_q_json
strong_2x5_d4,1,4,2,5,200,400,0.07,10.0,10.0,0.39964883417263675,0.39964883417263675,1,0.07000000000000028,0.07000000000000028,0.0,0.0,0.12760425019454497,0.12760425019454497,0.07000000000000028,0.127604250194545,0.048597889145842,0.048597889145842,9.7195778291684,19.4391556583368,0.0,0.0,0.0,0.0,False,"[[0.07461172861305546, 0.06059020251098751, 0.08729153040157459, 0.12698827496512496, 0.048597889145842], [0.10288264906868072, 0.1538579253562392, 0.09168177995386756, 0.05080684324745749, 0.20269117673717063]]","[[0.07461172861305546, 0.06059020251098751, 0.08729153040157459, 0.12698827496512496, 0.048597889145842], [0.10288264906868072, 0.1538579253562392, 0.09168177995386756, 0.05080684324745749, 0.20269117673717063]]"
strong_2x5_d5,1,5,2,5,120,480,0.15,2.0,2.0,0.7648329278824229,0.7648329278824229,2,0.1499999999999997,0.1499999999999997,0.0,0.0,0.20149889049695047,0.20149889049695047,0.14999999999999947,0.20149889049695038,0.0020648624373573515,0.0020648624373573515,0.24778349248288217,0.9911339699315287,0.0,0.0,0.3,0.0,False,"[[0.056468947954438624, 0.18323007528920604, 0.005866444793200955, 0.0020648624373573515, 0.021701436107842902], [0.15151915595107804, 0.1379155711817927, 0.3082383647325242, 0.048417337645543394, 0.08457780390701591]]","[[0.056468947954438624, 0.18323007528920604, 0.005866444793200955, 0.0020648624373573515, 0.021701436107842902], [0.15151915595107804, 0.1379155711817927, 0.3082383647325242, 0.048417337645543394, 0.08457780390701591]]"
strong_3x3_d0,2,0,3,3,900,900,0.03,50.0,50.0,0.26736574383467426,0.26736574383467426,1,0.03000000000000047,0.03000000000000047,0.0,0.0,0.05679781873085036,0.05679781873085036,0.03000000000000047,0.05679781873085036,0.052258822653110326,0.052258822653110326,47.03294038779929,47.03294038779929,0.0,0.0,0.0,0.0,False,"[[0.14490237897242866, 0.12160348854068954, 0.163063236278104], [0.13945787925571118, 0.08218410323604122, 0.07763751731335765], [0.052258822653110326, 0.0754882907000164, 0.14340428305054115]]","[[0.14490237897242866, 0.12160348854068954, 0.163063236278104], [0.13945787925571118, 0.08218410323604122, 0.07763751731335765], [0.052258822653110326, 0.0754882907000164, 0.14340428305054115]]"
strong_3x3_d1,2,1,3,3,450,900,0.07,20.0,20.0,0.37098986868212047,0.37098986868212047,1,0.07000000000000028,0.07000000000000028,0.0,0.0,0.13861735424679478,0.13861735424679478,0.07000000000000028,0.13861735424679475,0.05932242373696554,0.05932242373696554,26.695090681634493,53.39018136326899,0.0,0.0,0.0,0.0,False,"[[0.07141347930969846, 0.07080621245013648, 0.16308290213864707], [0.1906844912541876, 0.09644860761683656, 0.05932242373696554], [0.10779613744525171, 0.15083132145745207, 0.08961442459082464]]","[[0.07141347930969846, 0.07080621245013648, 0.16308290213864707], [0.1906844912541876, 0.09644860761683656, 0.05932242373696554], [0.10779613744525171, 0.15083132145745207, 0.08961442459082464]]"
strong_3x3_d2,2,2,3,3,225,900,0.15,5.0,5.0,0.7567405095295803,0.7567405095295803,1,0.1500000000000008,0.1500000000000008,0.0,0.0,0.20112349976397287,0.20112349976397287,0.15000000000000058,0.20112349976397292,0.017160820802315353,0.017160820802315353,3.8611846805209544,15.444738722083818,0.0,0.0,0.0,0.0,False,"[[0.017160820802315353, 0.16351663959916987, 0.17374835456176077], [0.07889835322929963, 0.09779867612078039, 0.028716359300316897], [0.1687865281153739, 0.049502748587608725, 0.22187151968337457]]","[[0.017160820802315353, 0.16351663959916987, 0.17374835456176077], [0.07889835322929963, 0.09779867612078039, 0.028716359300316897], [0.1687865281153739, 0.049502748587608725, 0.22187151968337457]]"
strong_3x3_d3,2,3,3,3,1800,1800,0.03,1.0,1.0,3.6853024635548133,3.6853024635548133,1,0.029999999999999916,0.029999999999999916,0.0,0.0,0.03711833673293662,0.03711833673293662,0.029999999999999916,0.03711833673293662,1.2884189355050952e-10,1.2884189355050952e-10,2.3191540839091713e-07,2.3191540839091713e-07,0.0,0.0,0.0,0.0,False,"[[0.03433355339471025, 0.0002593002080436044, 0.013525729099494795], [0.07424006719499639, 1.401302371652919e-08, 1.2884189355050952e-10], [0.7144665531922727, 0.11265034166339144, 0.050524441105225255]]","[[0.03433355339471025, 0.0002593002080436044, 0.013525729099494795], [0.07424006719499639, 1.401302371652919e-08, 1.2884189355050952e-10], [0.7144665531922727, 0.11265034166339144, 0.050524441105225255]]"
strong_3x3_d4,2,4,3,3,180,360,0.07,10.0,10.0,0.42441702638706613,0.42441702638706613,1,0.06999999999997542,0.06999999999997542,0.0,0.0,0.1273793907094799,0.1273793907094799,0.06999999999997542,0.12737939070947984,0.016182876611374963,0.016182876611374963,2.9129177900474934,5.825835580094987,0.0,0.0,0.0,0.0,True,"[[0.14074388190282594, 0.03103202613161152, 0.016182876611374963], [0.11350907383569679, 0.15820870604065868, 0.14734377807789226], [0.19702577331388396, 0.12648069583209484, 0.06947318825396108]]","[[0.14074388190282594, 0.03103202613161152, 0.016182876611374963], [0.11350907383569679, 0.15820870604065868, 0.14734377807789226], [0.19702577331388396, 0.12648069583209484, 0.06947318825396108]]"
strong_3x3_d5,2,5,3,3,120,480,0.15,2.0,2.0,0.5833434136218778,0.5833434136218778,1,0.14999999999999958,0.14999999999999958,0.0,0.0,0.24992594111584387,0.24992594111584387,0.14999999999999958,0.24992594111584387,0.0036891846245511273,0.0036891846245511273,0.4427021549461353,1.7708086197845412,0.0,0.0,0.3333333333333333,0.0,False,"[[0.0069306729170616945, 0.0036891846245511273, 0.05976840824195938], [0.21931495519676572, 0.09665006334903475, 0.11451332237037062], [0.04986894656095561, 0.06448075436942687, 0.3847836923698741]]","[[0.0069306729170616945, 0.0036891846245511273, 0.05976840824195938], [0.21931495519676572, 0.09665006334903475, 0.11451332237037062], [0.04986894656095561, 0.06448075436942687, 0.3847836923698741]]"
strong_3x7_d0,3,0,3,7,2100,2100,0.03,50.0,50.0,0.270768174078012,0.270768174078012,1,0.02999999999999914,0.02999999999999914,0.0,0.0,0.054736487354956086,0.054736487354956086,0.02999999999999914,0.054736487354956086,0.01983205191305108,0.01983205191305108,41.64730901740727,41.64730901740727,0.0,0.0,0.0,0.0,False,"[[0.028726050808809852, 0.0451651318587267, 0.04396491745270509, 0.07244578691057629, 0.034471285575892345, 0.05582882222056592, 0.06067122964965777], [0.05983795628902531, 0.06210556631877606, 0.050795261849126264, 0.04312756097699679, 0.04614792371881282, 0.0487802670343895, 0.04417355124638148], [0.046424009509535576, 0.022561727432868016, 0.05760807127450795, 0.06058709852588173, 0.04418297646556849, 0.01983205191305108, 0.05256275296814494]]","[[0.028726050808809852, 0.0451651318587267, 0.04396491745270509, 0.07244578691057629, 0.034471285575892345, 0.05582882222056592, 0.06067122964965777], [0.05983795628902531, 0.06210556631877606, 0.050795261849126264, 0.04312756097699679, 0.04614792371881282, 0.0487802670343895, 0.04417355124638148], [0.046424009509535576, 0.022561727432868016, 0.05760807127450795, 0.06058709852588173, 0.04418297646556849, 0.01983205191305108, 0.05256275296814494]]"
strong_3x7_d1,3,1,3,7,1050,2100,0.07,20.0,20.0,0.38747588288210993,0.38747588288210993,1,0.06999999999999962,0.06999999999999962,0.0,0.0,0.1286878128445815,0.1286878128445815,0.06999999999999962,0.12868781284458153,0.01638281486815929,0.01638281486815929,17.201955611567254,34.40391122313451,0.0,0.0,0.0,0.0,False,"[[0.031644001680993586, 0.028901116765074317, 0.0597286388874873, 0.02157392915767624, 0.11711013297761352, 0.06727181119778554, 0.056426625670536995], [0.05383346250205773, 0.02760542733434883, 0.042294190866375356, 0.038548613350525666, 0.03870271957721254, 0.04829696082749142, 0.06174926961545294], [0.033562337048661246, 0.04123217773427628, 0.04387936173167659, 0.05797867732346794, 0.02510718174319345, 0.01638281486815929, 0.08817054913993316]]","[[0.031644001680993586, 0.028901116765074317, 0.0597286388874873, 0.02157392915767624, 0.11711013297761352, 0.06727181119778554, 0.056426625670536995], [0.05383346250205773, 0.02760542733434883, 0.042294190866375356, 0.038548613350525666, 0.03870271957721254, 0.04829696082749142, 0.06174926961545294], [0.033562337048661246, 0.04123217773427628, 0.04387936173167659, 0.05797867732346794, 0.02510718174319345, 0.01638281486815929, 0.08817054913993316]]"
strong_3x7_d2,3,2,3,7,525,2100,0.15,5.0,5.0,0.571256287293871,0.571256287293871,1,0.15000000000000058,0.15000000000000058,0.0,0.0,0.2506516738009177,0.2506516738009177,0.1500000000000008,0.25065167380091763,0.00874087716849661,0.00874087716849661,4.58896051346072,18.35584205384288,0.0,0.0,0.0,0.0,False,"[[0.046254743259490944, 0.017893995120433142, 0.02372715974928637, 0.20586223941294562, 0.037798183684481006, 0.023429837902154915, 0.052599413295673275], [0.032770670840869924, 0.054623532155470673, 0.05833714355524587, 0.023128567417020518, 0.0958360587185812, 0.01595184220075401, 0.03448414198663097], [0.040020458263161904, 0.014345222862044331, 0.00874087716849661, 0.1033771009532679, 0.03198648223928631, 0.055526125312497523, 0.023306203902207025]]","[[0.046254743259490944, 0.017893995120433142, 0.02372715974928637, 0.20586223941294562, 0.037798183684481006, 0.023429837902154915, 0.052599413295673275], [0.032770670840869924, 0.054623532155470673, 0.05833714355524587, 0.023128567417020518, 0.0958360587185812, 0.01595184220075401, 0.03448414198663097], [0.040020458263161904, 0.014345222862044331, 0.00874087716849661, 0.1033771009532679, 0.03198648223928631, 0.055526125312497523, 0.023306203902207025]]"
strong_3x7_d3,3,3,3,7,4200,4200,0.03,1.0,1.0,0.38157074738664154,0.38157074738664154,1,0.030000000000000027,0.030000000000000027,0.0,0.0,0.05678687551067069,0.05678687551067069,0.030000000000000027,0.05678687551067069,4.086641330104155e-05,4.086641330104155e-05,0.1716389358643745,0.1716389358643745,0.23809523809523808,0.23809523809523808,0.3333333333333333,0.3333333333333333,True,"[[4.086641330104155e-05, 0.00015577545711145064, 0.0005593801772850209, 0.00021378607934517544, 0.00044629881985447774, 0.00015329573769946165, 5.3166554215112366e-05], [0.00826086476220602, 0.04817490688722055, 0.1410126686658878, 0.04628176515504081, 0.2986441208900775, 0.06493088182341322, 0.023005135068836797], [0.020056575167475527, 0.036784243740068376, 0.042758073976567834, 0.042491002451867745, 0.17778646564702832, 0.014703005725097229, 0.033487720800400585]]","[[4.086641330104155e-05, 0.00015577545711145064, 0.0005593801772850209, 0.00021378607934517544, 0.00044629881985447774, 0.00015329573769946165, 5.3166554215112366e-05], [0.00826086476220602, 0.04817490688722055, 0.1410126686658878, 0.04628176515504081, 0.2986441208900775, 0.06493088182341322, 0.023005135068836797], [0.020056575167475527, 0.036784243740068376, 0.042758073976567834, 0.042491002451867745, 0.17778646564702832, 0.014703005725097229, 0.033487720800400585]]"
strong_3x7_d4,3,4,3,7,420,840,0.07,10.0,10.0,0.4219050760208089,0.4219050760208089,1,0.07000000000006112,0.07000000000006112,0.0,0.0,0.12572058609283526,0.12572058609283526,0.07000000000006112,0.12572058609283526,0.009453064378251327,0.009453064378251327,3.9702870388655573,7.940574077731115,0.0,0.0,0.0,0.0,False,"[[0.009453064378251327, 0.0354302298049586, 0.053157134859466035, 0.0544414646872679, 0.06759070993411728, 0.033821144141376235, 0.02134577881798303], [0.07102837446012969, 0.04098280732026719, 0.058078751308835386, 0.09286964464693923, 0.06931555887989897, 0.041070791626046606, 0.03927249054925304], [0.042668999995772845, 0.08803474499245773, 0.03710948944251531, 0.026673388047020317, 0.030637386048382294, 0.02524775565438756, 0.061770290404673495]]","[[0.009453064378251327, 0.0354302298049586, 0.053157134859466035, 0.0544414646872679, 0.06759070993411728, 0.033821144141376235, 0.02134577881798303], [0.07102837446012969, 0.04098280732026719, 0.058078751308835386, 0.09286964464693923, 0.06931555887989897, 0.041070791626046606, 0.03927249054925304], [0.042668999995772845, 0.08803474499245773, 0.03710948944251531, 0.026673388047020317, 0.030637386048382294, 0.02524775565438756, 0.061770290404673495]]"
strong_3x7_d5,3,5,3,7,210,840,0.15,2.0,2.0,0.6879467384559033,0.6879467384559033,1,0.1499999999999999,0.1499999999999999,0.0,0.0,0.26514519573472456,0.26514519573472456,0.15000000000000013,0.2651451957347246,0.0018884772637523964,0.0018884772637523964,0.39658022538800325,1.586320901552013,0.0,0.0,0.2857142857142857,0.0,False,"[[0.12136639046909523, 0.078376465517911, 0.00872496024311936, 0.0628807881050162, 0.08093044814457247, 0.016459601405998833, 0.030415493243109396], [0.0057440375489025254, 0.0030097012073873435, 0.019349039132063924, 0.0356438824332129, 0.020258120194321643, 0.0018884772637523964, 0.009634561327841077], [0.048325587592157666, 0.015179889580892269, 0.05674782382738097, 0.03491730437444207, 0.2293636752547137, 0.06379196674975418, 0.05699178638435484]]","[[0.12136639046909523, 0.078376465517911, 0.00872496024311936, 0.0628807881050162, 0.08093044814457247, 0.016459601405998833, 0.030415493243109396], [0.0057440375489025254, 0.0030097012073873435, 0.019349039132063924, 0.0356438824332129, 0.020258120194321643, 0.0018884772637523964, 0.009634561327841077], [0.048325587592157666, 0.015179889580892269, 0.05674782382738097, 0.03491730437444207, 0.2293636752547137, 0.06379196674975418, 0.05699178638435484]]"
strong_4x6_d0,4,0,4,6,2400,2400,0.03,50.0,50.0,0.2587136535700337,0.2587136535700337,1,0.030000000000000027,0.030000000000000027,0.0,0.0,0.059253020356674714,0.059253020356674714,0.030000000000000027,0.059253020356674714,0.013957246966966297,0.013957246966966297,33.49739272071911,33.49739272071911,0.0,0.0,0.0,0.0,False,"[[0.051780567340611754, 0.013957246966966297, 0.036343437939188344, 0.047240872452456124, 0.02695964700967222, 0.034673887239964896], [0.047190855274418256, 0.030481139134993895, 0.06248012353387806, 0.03444708841471549, 0.06983631877037055, 0.04947372609211936], [0.054625280524205594, 0.02810701128954034, 0.04822131532841216, 0.024276194001916374, 0.04124902316957008, 0.027915410967898423], [0.037581142732208354, 0.05583054871833031, 0.05379369111247774, 0.04908580198271686, 0.03724819446432653, 0.03720147553904207]]","[[0.051780567340611754, 0.013957246966966297, 0.036343437939188344, 0.047240872452456124, 0.02695964700967222, 0.034673887239964896], [0.047190855274418256, 0.030481139134993895, 0.06248012353387806, 0.03444708841471549, 0.06983631877037055, 0.04947372609211936], [0.054625280524205594, 0.02810701128954034, 0.04822131532841216, 0.024276194001916374, 0.04124902316957008, 0.027915410967898423], [0.037581142732208354, 0.05583054871833031, 0.05379369111247774, 0.04908580198271686, 0.03724819446432653, 0.03720147553904207]]"
strong_4x6_d1,4,1,4,6,1200,2400,0.07,20.0,20.0,0.36832314955418277,0.36832314955418277,1,0.0700000000000005,0.0700000000000005,0.0,0.0,0.1386942794402863,0.1386942794402863,0.0700000000000005,0.13869427944028626,0.017911406448810802,0.017911406448810802,21.493687738572962,42.987375477145925,0.0,0.0,0.0,0.0,False,"[[0.05764646738832061, 0.02631850899813072, 0.02304206690168856, 0.03059121350254842, 0.026956662884137925, 0.022078614879725043], [0.028605226765732985, 0.017911406448810802, 0.036028299156192545, 0.018127803326921016, 0.08314722659556627, 0.052623543282149444], [0.04099167100070694, 0.07264972468592484, 0.03323859096913269, 0.056091749149087926, 0.02534770011198493, 0.04348398730631655], [0.07354263716942515, 0.04164516161970677, 0.06737346467279678, 0.04232624968237671, 0.04297550640860315, 0.03725651709401318]]","[[0.05764646738832061, 0.02631850899813072, 0.02304206690168856, 0.03059121350254842, 0.026956662884137925, 0.022078614879725043], [0.028605226765732985, 0.017911406448810802, 0.036028299156192545, 0.018127803326921016, 0.08314722659556627, 0.052623543282149444], [0.04099167100070694, 0.07264972468592484, 0.03323859096913269, 0.056091749149087926, 0.02534770011198493, 0.04348398730631655], [0.07354263716942515, 0.04164516161970677, 0.06737346467279678, 0.04232624968237671, 0.04297550640860315, 0.03725651709401318]]"
strong_4x6_d2,4,2,4,6,600,2400,0.15,5.0,5.0,0.6370742507845003,0.6370742507845003,1,0.15000000000000036,0.15000000000000036,0.0,0.0,0.24198046854876606,0.24198046854876606,0.1499999999999999,0.2419804685487661,0.00403418680671677,0.00403418680671677,2.420512084030062,9.682048336120248,0.0,0.0,0.0,0.0,False,"[[0.0650919609827937, 0.05905131566853608, 0.05684758874382939, 0.01768914380224899, 0.07494849557522876, 0.06240744659579873], [0.037434076620847904, 0.008140295452347766, 0.03209901213507753, 0.026451989158368296, 0.05038005917259614, 0.04543623315550227], [0.025866849592552213, 0.0805522743073039, 0.019130866254904694, 0.14900959076504838, 0.024985436282538888, 0.055765084977885765], [0.02176866553250606, 0.04058000686053913, 0.022606551427504524, 0.008841096074032169, 0.00403418680671677, 0.010881774055292075]]","[[0.0650919609827937, 0.05905131566853608, 0.05684758874382939, 0.01768914380224899, 0.07494849557522876, 0.06240744659579873], [0.037434076620847904, 0.008140295452347766, 0.03209901213507753, 0.026451989158368296, 0.05038005917259614, 0.04543623315550227], [0.025866849592552213, 0.0805522743073039, 0.019130866254904694, 0.14900959076504838, 0.024985436282538888, 0.055765084977885765], [0.02176866553250606, 0.04058000686053913, 0.022606551427504524, 0.008841096074032169, 0.00403418680671677, 0.010881774055292075]]"
strong_4x6_d3,4,3,4,6,4800,4800,0.03,1.0,1.0,0.35163390308914305,0.35163390308914305,1,0.03000000000000047,0.03000000000000047,0.0,0.0,0.05546431305676525,0.05546431305676525,0.03000000000000047,0.05546431305676525,0.001639437153791185,0.001639437153791185,7.869298338197688,7.869298338197688,0.0,0.0,0.0,0.0,False,"[[0.03731847625370601, 0.037767046267476734, 0.010127342286192874, 0.001639437153791185, 0.02840927347997314, 0.007064387292885943], [0.0767706982679137, 0.1163333150835138, 0.05177754675225373, 0.004596200139716903, 0.08270054883765153, 0.05417024613609624], [0.07835274023720437, 0.07071250368705567, 0.03603661338192143, 0.014379221220246539, 0.07427255839260705, 0.012978681520427682], [0.03854636550615576, 0.03747366166224101, 0.029021300696630687, 0.0049763476431285165, 0.05886413336853131, 0.03571135473267824]]","[[0.03731847625370601, 0.037767046267476734, 0.010127342286192874, 0.001639437153791185, 0.02840927347997314, 0.007064387292885943], [0.0767706982679137, 0.1163333150835138, 0.05177754675225373, 0.004596200139716903, 0.08270054883765153, 0.05417024613609624], [0.07835274023720437, 0.07071250368705567, 0.03603661338192143, 0.014379221220246539, 0.07427255839260705, 0.012978681520427682], [0.03854636550615576, 0.03747366166224101, 0.029021300696630687, 0.0049763476431285165, 0.05886413336853131, 0.03571135473267824]]"
strong_4x6_d4,4,4,4,6,480,960,0.07,10.0,10.0,0.4112654160311644,0.4112654160311644,1,0.0700000000000005,0.0700000000000005,0.0,0.0,0.13257946373032442,0.13257946373032442,0.07000000000000006,0.13257946373032448,0.0044020063748524555,0.0044020063748524555,2.1129630599291787,4.225926119858357,0.0,0.0,0.041666666666666664,0.0,False,"[[0.013741915286054503, 0.008331133850800887, 0.008678730100638339, 0.04238950844575799, 0.027325672116253995, 0.0044020063748524555], [0.018646331464935505, 0.013793813981259851, 0.04019809995559612, 0.055281320628457566, 0.039137964939689296, 0.019763654457280535], [0.04665751997975619, 0.08825981230316154, 0.07684709567920626, 0.03371617962250937, 0.08937750312917024, 0.05114292278803508], [0.06994179592409816, 0.020990261601198948, 0.07921168268067051, 0.05709716689740284, 0.07382261010779848, 0.021245297685415252]]","[[0.013741915286054503, 0.008331133850800887, 0.008678730100638339, 0.04238950844575799, 0.027325672116253995, 0.0044020063748524555], [0.018646331464935505, 0.013793813981259851, 0.04019809995559612, 0.055281320628457566, 0.039137964939689296, 0.019763654457280535], [0.04665751997975619, 0.08825981230316154, 0.07684709567920626, 0.03371617962250937, 0.08937750312917024, 0.05114292278803508], [0.06994179592409816, 0.020990261601198948, 0.07921168268067051, 0.05709716689740284, 0.07382261010779848, 0.021245297685415252]]"
