configuration_id,anchor_configuration_id,configuration_label,n_p,n_q,mi_p,mi_q,mi_difference,minimum_expected_count,method,method_label,replicates,valid_count,valid_rate,reject_count,rejection_rate,wilson_low,wilson_high,p_value_threshold
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p05_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,1000.0,1000.0,0.0050000000000047,0.0550000000000023,0.05,167.85377407422826,normal_wald,Normal Wald,5000,5000,1.0,4994,0.9988,0.9973842237073702,0.9994499168322408,
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p1_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,1000.0,1000.0,0.0050000000000047,0.1050000000000024,0.1,137.48886138991196,normal_wald,Normal Wald,5000,5000,1.0,5000,1.0,0.9992322980549432,1.0000000000000002,
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p2_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,1000.0,1000.0,0.0050000000000047,0.2050000000000023,0.2,95.66549918988174,normal_wald,Normal Wald,5000,5000,1.0,5000,1.0,0.9992322980549432,1.0000000000000002,
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p5_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,1000.0,1000.0,0.0050000000000047,0.5049999999997903,0.5,23.261484446357645,normal_wald,Normal Wald,5000,5000,1.0,5000,1.0,0.9992322980549432,1.0000000000000002,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.0001,0.0,1.5933916347609285,normal_wald,Normal Wald,5000,5000,1.0,618,0.1236,0.1147651859365398,0.1330127400876992,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di1em05_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.0001099999999998,1e-05,1.598933939525126,normal_wald,Normal Wald,5000,5000,1.0,610,0.122,0.1132172991525931,0.13136308351787,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p0001_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.0002,0.0001,1.598933939525126,normal_wald,Normal Wald,5000,5000,1.0,584,0.1168,0.1081901979370228,0.125998168833669,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p001_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.0011000000000327,0.001,1.598933939525126,normal_wald,Normal Wald,5000,5000,1.0,346,0.0692,0.0624909741527671,0.076570477843094,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p005_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.0050999999999959,0.005,1.598933939525126,normal_wald,Normal Wald,5000,5000,1.0,124,0.0248,0.020840470557508,0.0294891533710742,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p01_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.0101000000003524,0.01,1.598933939525126,normal_wald,Normal Wald,5000,5000,1.0,359,0.0718,0.0649683266829092,0.0792891332628377,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p02_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.020099999999991,0.02,1.598933939525126,normal_wald,Normal Wald,5000,5000,1.0,1751,0.3502,0.3370971558863301,0.363532847616409,
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p05_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,500.0,500.0,9.999999999987796e-05,0.0500999999999998,0.05,0.8656715428536095,normal_wald,Normal Wald,5000,5000,1.0,4783,0.9566,0.9505930439591348,0.9619058906246392,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.0001000000000002,0.0,1.125034615441709,normal_wald,Normal Wald,5000,5000,1.0,288,0.0576,0.051475272851246,0.0644039898297405,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di1em05_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.00011,1e-05,1.129363707961393,normal_wald,Normal Wald,5000,5000,1.0,300,0.06,0.0537489732557084,0.0669266044559418,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p0001_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.0001999999999986,0.0001,1.129363707961393,normal_wald,Normal Wald,5000,4999,0.9998,303,0.0606121224244848,0.054328768243431,0.0675702493129738,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p001_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.001099999999965,0.001,1.129363707961393,normal_wald,Normal Wald,5000,5000,1.0,241,0.0482,0.04260210373766,0.0544915917398935,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p005_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.0050999999999997,0.005,1.129363707961393,normal_wald,Normal Wald,5000,4998,0.9996,148,0.0296118447378951,0.0252615007472326,0.0346847133199738,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p01_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.010099999999998,0.01,1.129363707961393,normal_wald,Normal Wald,5000,5000,1.0,156,0.0312,0.0267293173446752,0.0363904799990103,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p02_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.0200999999998797,0.02,1.129363707961393,normal_wald,Normal Wald,5000,5000,1.0,200,0.04,0.0349121444023271,0.0457941413871253,
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p05_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,100.0,100.0,0.0001000000000001,0.0501000000000001,0.05,0.825308913506078,normal_wald,Normal Wald,5000,5000,1.0,1248,0.2496,0.2377994261883534,0.2617850389457312,
CURVE_CURVE_C1_N0_n10_di0_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.0,,normal_wald_matched,Normal Wald (size-matched),5000,4982,0.9964,226,0.04536330790847049,0.039926675073203015,0.051500511809011794,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.0,,expanded_welch_matched,Expanded Welch (size-matched),5000,4878,0.9756,259,0.053095530955309556,0.04714754979193641,0.05974683897970456,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di1em05_scale1,C1_N0_n10,"Balanced, very small sample",,,,,1e-05,,normal_wald_matched,Normal Wald (size-matched),5000,4990,0.998,217,0.043486973947895795,0.03817064802631617,0.04950563533813235,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di1em05_scale1,C1_N0_n10,"Balanced, very small sample",,,,,1e-05,,expanded_welch_matched,Expanded Welch (size-matched),5000,4878,0.9756,225,0.046125461254612546,0.04058778586081353,0.05237743282744935,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p0001_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.0001,,normal_wald_matched,Normal Wald (size-matched),5000,4986,0.9972,240,0.048134777376654635,0.04253335161271283,0.05443194534384537,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p0001_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.0001,,expanded_welch_matched,Expanded Welch (size-matched),5000,4866,0.9732,255,0.05240443896424168,0.046488832813011215,0.059026195379534636,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p001_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.001,,normal_wald_matched,Normal Wald (size-matched),5000,4985,0.997,226,0.045336008024072214,0.039902583157906506,0.051469624715071265,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p001_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.001,,expanded_welch_matched,Expanded Welch (size-matched),5000,4856,0.9712,233,0.04798187808896211,0.04231961674195833,0.054358734352792704,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.005,,normal_wald_matched,Normal Wald (size-matched),5000,4993,0.9986,229,0.04586420989385139,0.04040264937458989,0.05202402908354422,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.005,,expanded_welch_matched,Expanded Welch (size-matched),5000,4867,0.9734,257,0.052804602424491476,0.04686678549726554,0.05944779345149613,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p01_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.01,,normal_wald_matched,Normal Wald (size-matched),5000,4984,0.9968,259,0.05196629213483146,0.046141924160361156,0.058480779493911825,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p01_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.01,,expanded_welch_matched,Expanded Welch (size-matched),5000,4856,0.9712,216,0.044481054365733116,0.03903373453253933,0.05064850356385671,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p02_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.02,,normal_wald_matched,Normal Wald (size-matched),5000,4985,0.997,276,0.055366098294884654,0.04935321432619394,0.0620637275447327,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p02_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.02,,expanded_welch_matched,Expanded Welch (size-matched),5000,4851,0.9702,244,0.05029890744176459,0.04449645850075112,0.05681302049924263,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p05_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.05,,normal_wald_matched,Normal Wald (size-matched),5000,4986,0.9972,329,0.0659847573204974,0.059422622831397626,0.07321515018857219,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p05_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.05,,expanded_welch_matched,Expanded Welch (size-matched),5000,4832,0.9664,253,0.052359271523178805,0.04642666659292855,0.0590030633025234,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p1_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.1,,normal_wald_matched,Normal Wald (size-matched),5000,4987,0.9974,458,0.09183878083015841,0.08413451343963796,0.10017137293449005,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p1_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.1,,expanded_welch_matched,Expanded Welch (size-matched),5000,4776,0.9552,281,0.058835845896147404,0.05250992212273076,0.06587087851585387,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p2_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.2,,normal_wald_matched,Normal Wald (size-matched),5000,4983,0.9966,786,0.15773630343166767,0.14788013952681342,0.16811977180651275,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p2_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.2,,expanded_welch_matched,Expanded Welch (size-matched),5000,4657,0.9314,382,0.08202705604466394,0.07448613893305957,0.09025695855367123,0.05035396965128127
CURVE_CURVE_C1_N0_n10_di0p5_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.5,,normal_wald_matched,Normal Wald (size-matched),5000,4941,0.9882,2688,0.5440194292653309,0.5301031824824683,0.5578672820152436,0.009242487944506111
CURVE_CURVE_C1_N0_n10_di0p5_scale1,C1_N0_n10,"Balanced, very small sample",,,,,0.5,,expanded_welch_matched,Expanded Welch (size-matched),5000,3955,0.791,324,0.08192161820480405,0.07377481537556675,0.09087978511830404,0.05035396965128127
CURVE_CURVE_C1_N0_n50_di0_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.0,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,252,0.0504,0.0446738140627647,0.056816503526230674,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.0,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,254,0.0508,0.04505083668536068,0.05723886674207865,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di1em05_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,1e-05,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,267,0.0534,0.047503970713696914,0.05998174066362813,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di1em05_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,1e-05,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,259,0.0518,0.04599384613067904,0.05829432189287018,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p0001_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.0001,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,281,0.0562,0.05015038614349224,0.06293102610294048,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p0001_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.0001,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,274,0.0548,0.04882660544300012,0.061456956368878754,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p001_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.001,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,239,0.0478,0.042225787297577644,0.05406852234153203,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p001_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.001,,expanded_welch_matched,Expanded Welch (size-matched),5000,4999,0.9998,235,0.04700940188037608,0.04148181501450761,0.053232651298480746,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p005_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.005,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,282,0.0564,0.05033958885978194,0.06314151630587275,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p005_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.005,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,278,0.0556,0.049582913854809285,0.06229941963395749,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p01_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.01,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,257,0.0514,0.04561656542843631,0.057872216756668954,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p01_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.01,,expanded_welch_matched,Expanded Welch (size-matched),5000,4999,0.9998,261,0.052210442088417686,0.04638053094979088,0.05872802848568027,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p02_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.02,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,326,0.0652,0.05868528927131244,0.07238230434010924,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p02_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.02,,expanded_welch_matched,Expanded Welch (size-matched),5000,4999,0.9998,335,0.06701340268053611,0.060409098014468206,0.07428264953883862,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p05_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.05,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,479,0.0958,0.08794964072133023,0.10427096953105396,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p05_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.05,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,487,0.0974,0.08948796411595085,0.10593018949020915,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p1_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.1,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,940,0.188,0.17741124154600477,0.1990678044677109,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p1_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.1,,expanded_welch_matched,Expanded Welch (size-matched),5000,4999,0.9998,958,0.1916383276655331,0.1809660761288737,0.2027841335516171,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p2_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.2,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,2397,0.4794,0.4655738511299057,0.49325777819023076,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p2_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.2,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,2474,0.4948,0.4809510232874213,0.5086569608128075,0.06508741691281503
CURVE_CURVE_C1_N0_n50_di0p5_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.5,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,4962,0.9924,0.9895861903146046,0.9944577768099032,0.05365201023711407
CURVE_CURVE_C1_N0_n50_di0p5_scale1,C1_N0_n50,"Balanced, moderate sample",,,,,0.5,,expanded_welch_matched,Expanded Welch (size-matched),5000,4787,0.9574,4740,0.9901817422185084,0.9869691589607323,0.9926082368554967,0.06508741691281503
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.0,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,251,0.0502,0.04448534215006972,0.05660528251970369,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.0,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,252,0.0504,0.0446738140627647,0.056816503526230674,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di1em05_scale1,C1_N0_n1000,"Balanced, large sample",,,,,1e-05,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,251,0.0502,0.04448534215006972,0.05660528251970369,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di1em05_scale1,C1_N0_n1000,"Balanced, large sample",,,,,1e-05,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,251,0.0502,0.04448534215006972,0.05660528251970369,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p0001_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.0001,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,266,0.0532,0.04731511889160377,0.05977089956649927,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p0001_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.0001,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,266,0.0532,0.04731511889160377,0.05977089956649927,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p001_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.001,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,262,0.0524,0.046559956706276516,0.05892729007493864,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p001_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.001,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,262,0.0524,0.046559956706276516,0.05892729007493864,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p005_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.005,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,304,0.0608,0.05450754066849115,0.06776680872004703,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p005_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.005,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,303,0.0606,0.054317868264735385,0.06755678820458083,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p01_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.01,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,407,0.0814,0.07413799348501177,0.08930472658339006,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p01_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.01,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,407,0.0814,0.07413799348501177,0.08930472658339006,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p02_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.02,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,801,0.1602,0.15029466775989886,0.17062706248196202,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p02_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.02,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,802,0.1604,0.15048938895068395,0.17083203421039886,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p05_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.05,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,3363,0.6726,0.6594647018851546,0.6854702874034116,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p05_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.05,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,3366,0.6732,0.6600703629486064,0.6860637050976259,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p1_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.1,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,4973,0.9946,0.9921545307176877,0.9962860585182619,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p1_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.1,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,4973,0.9946,0.9921545307176877,0.9962860585182619,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p2_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.2,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p2_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.2,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002,0.052083079585666804
CURVE_CURVE_C1_N0_n1000_di0p5_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.5,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002,0.0511474376520148
CURVE_CURVE_C1_N0_n1000_di0p5_scale1,C1_N0_n1000,"Balanced, large sample",,,,,0.5,,expanded_welch_matched,Expanded Welch (size-matched),5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002,0.052083079585666804
CURVE_CURVE_C1_N3_n50_di0_scale1,C1_N3_n50,One skewed population,,,,,0.0,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,250,0.05,0.044296896700570555,0.05639403504998087,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0_scale1,C1_N3_n50,One skewed population,,,,,0.0,,expanded_welch_matched,Expanded Welch (size-matched),5000,4967,0.9934,250,0.05033219247030401,0.04459203152154975,0.05676735863293483,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di1em05_scale1,C1_N3_n50,One skewed population,,,,,1e-05,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,257,0.0514,0.04561656542843631,0.057872216756668954,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di1em05_scale1,C1_N3_n50,One skewed population,,,,,1e-05,,expanded_welch_matched,Expanded Welch (size-matched),5000,4983,0.9966,270,0.054184226369656835,0.048235153223859205,0.06082014025429033,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di0p0001_scale1,C1_N3_n50,One skewed population,,,,,0.0001,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,256,0.0512,0.045427963397957266,0.05766112586792603,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0p0001_scale1,C1_N3_n50,One skewed population,,,,,0.0001,,expanded_welch_matched,Expanded Welch (size-matched),5000,4967,0.9934,250,0.05033219247030401,0.04459203152154975,0.05676735863293483,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di0p001_scale1,C1_N3_n50,One skewed population,,,,,0.001,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,241,0.0482,0.042602103737660074,0.054491591739893555,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0p001_scale1,C1_N3_n50,One skewed population,,,,,0.001,,expanded_welch_matched,Expanded Welch (size-matched),5000,4966,0.9932,247,0.049738219895287955,0.0440319738487825,0.05614052922716636,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di0p005_scale1,C1_N3_n50,One skewed population,,,,,0.005,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,261,0.0522,0.046371228094227626,0.058716325767765545,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0p005_scale1,C1_N3_n50,One skewed population,,,,,0.005,,expanded_welch_matched,Expanded Welch (size-matched),5000,4968,0.9936,271,0.05454911433172303,0.048571392814025394,0.06121518492414853,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di0p01_scale1,C1_N3_n50,One skewed population,,,,,0.01,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,314,0.0628,0.05640536126909044,0.0698659173116675,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0p01_scale1,C1_N3_n50,One skewed population,,,,,0.01,,expanded_welch_matched,Expanded Welch (size-matched),5000,4973,0.9946,315,0.06334204705409209,0.05690352049832845,0.07045465718629651,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di0p02_scale1,C1_N3_n50,One skewed population,,,,,0.02,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,408,0.0816,0.0743293778033679,0.0895130351842559,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0p02_scale1,C1_N3_n50,One skewed population,,,,,0.02,,expanded_welch_matched,Expanded Welch (size-matched),5000,4966,0.9932,404,0.08135320177204994,0.0740694762625778,0.08928411671367338,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di0p05_scale1,C1_N3_n50,One skewed population,,,,,0.05,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,884,0.1768,0.16647484096388418,0.18762140157340082,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0p05_scale1,C1_N3_n50,One skewed population,,,,,0.05,,expanded_welch_matched,Expanded Welch (size-matched),5000,4968,0.9936,894,0.17995169082125603,0.1695181792491973,0.19087976860606545,0.1090668731299738
CURVE_CURVE_C1_N3_n50_di0p1_scale1,C1_N3_n50,One skewed population,,,,,0.1,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,1923,0.3846,0.37120861782990405,0.39816856777901527,0.07653962384635235
CURVE_CURVE_C1_N3_n50_di0p1_scale1,C1_N3_n50,One skewed population,,,,,0.1,,expanded_welch_matched,Expanded Welch (size-matched),5000,4971,0.9942,1963,0.39489036411184875,0.3813877197077117,0.4085553350308164,0.1090668731299738
CURVE_CURVE_C1_N6_n100_di0_scale1,C1_N6_n100,"Sparse, smaller sample",,,,,0.0,,normal_wald_matched,Normal Wald (size-matched),5000,5000,1.0,296,0.0592,0.05299073527956573,0.06608607075519665,0.0395114033241094
CURVE_CURVE_C1_N6_n100_di0_scale1,C1_N6_n100,"Sparse, smaller sample",,,,,0.0,,expanded_welch_matched,Expanded Welch (size-matched),5000,4969,0.9938,276,0.05554437512577984,0.04951260657851051,0.06226281667266861,0.14292660463855314
