configuration_id,anchor_configuration_id,configuration_label,mi_difference,method,method_label,p_value_threshold,replicates,valid_count,valid_rate,reject_count,rejection_rate,wilson_low,wilson_high
CURVE_CURVE_C2_N5_np200_nq2000_di0_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.0,expanded_welch_matched,Expanded Welch (size-matched),0.017666975520285046,5000,4811,0.9622,238,0.04946996466431095,0.043693809494528196,0.05596501892683843
CURVE_CURVE_C2_N5_np200_nq2000_di1em05_scale1,C2_N5_np200_nq2000,Rare and highly unequal,1e-05,normal_wald_matched,Normal Wald (size-matched),0.004026500487495147,5000,5000,1.0,228,0.0456,0.04015811220817567,0.05173957531949226
CURVE_CURVE_C2_N5_np200_nq2000_di1em05_scale1,C2_N5_np200_nq2000,Rare and highly unequal,1e-05,expanded_welch_matched,Expanded Welch (size-matched),0.017666975520285046,5000,4813,0.9626,222,0.046125077913982966,0.040552458644449466,0.05242163291519655
CURVE_CURVE_C2_N5_np200_nq2000_di0p0001_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.0001,normal_wald_matched,Normal Wald (size-matched),0.004026500487495147,5000,5000,1.0,271,0.0542,0.04825961924472352,0.06082486380948941
CURVE_CURVE_C2_N5_np200_nq2000_di0p0001_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.0001,expanded_welch_matched,Expanded Welch (size-matched),0.017666975520285046,5000,4826,0.9652,268,0.055532532117695814,0.04941761993149975,0.06235446687991861
CURVE_CURVE_C2_N5_np200_nq2000_di0p001_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.001,normal_wald_matched,Normal Wald (size-matched),0.004026500487495147,5000,5000,1.0,366,0.0732,0.06630341758111985,0.08075189279918091
CURVE_CURVE_C2_N5_np200_nq2000_di0p001_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.001,expanded_welch_matched,Expanded Welch (size-matched),0.017666975520285046,5000,4812,0.9624,399,0.08291770573566085,0.07545504925539033,0.09104575142027178
CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.005,normal_wald_matched,Normal Wald (size-matched),0.004026500487495147,5000,5000,1.0,1247,0.2494,0.23760278477309477,0.26158198744176797
CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.005,expanded_welch_matched,Expanded Welch (size-matched),0.017666975520285046,5000,4827,0.9654,1297,0.26869691319660244,0.25637929738672804,0.2813823909165101
CURVE_CURVE_C2_N5_np200_nq2000_di0p01_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.01,normal_wald_matched,Normal Wald (size-matched),0.004026500487495147,5000,5000,1.0,2093,0.4186,0.4049934518718175,0.432331530004838
CURVE_CURVE_C2_N5_np200_nq2000_di0p01_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.01,expanded_welch_matched,Expanded Welch (size-matched),0.017666975520285046,5000,4832,0.9664,2035,0.42115066225165565,0.4072971840001537,0.43512941197310895
CURVE_CURVE_C2_N5_np200_nq2000_di0p02_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.02,normal_wald_matched,Normal Wald (size-matched),0.004026500487495147,5000,5000,1.0,2488,0.4976,0.483748284541099,0.5114554004282373
CURVE_CURVE_C2_N5_np200_nq2000_di0p02_scale1,C2_N5_np200_nq2000,Rare and highly unequal,0.02,expanded_welch_matched,Expanded Welch (size-matched),0.017666975520285046,5000,4832,0.9664,2306,0.4772350993377483,0.46317547941243137,0.4913308868790616
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.0,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,278,0.0556,0.049582913854809285,0.06229941963395749
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.0,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,277,0.0554,0.04939380209328447,0.06208883847626034
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di1em05_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,1e-05,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,233,0.0466,0.04109752422905179,0.05279862789472603
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di1em05_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,1e-05,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,231,0.0462,0.0407216699236964,0.05237509636163745
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p0001_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.0001,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,267,0.0534,0.047503970713696914,0.05998174066362813
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p0001_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.0001,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,267,0.0534,0.047503970713696914,0.05998174066362813
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p001_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.001,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,284,0.0568,0.050718061546595514,0.06356242945750314
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p001_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.001,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,291,0.0582,0.052043410621939824,0.06503493081671266
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p005_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.005,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,830,0.166,0.15594382424756215,0.17656900065173609
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p005_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.005,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,891,0.1782,0.16784105954166811,0.1890530334301707
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p01_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.01,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,2064,0.4128,0.39922537167110994,0.4265085155481081
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p01_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.01,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,2188,0.4376,0.4239024131954768,0.4513933960072664
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p02_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.02,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,4117,0.8234,0.8125831371393742,0.8337203132425629
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p02_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.02,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,4217,0.8434,0.8330633954222405,0.8532093468818943
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p05_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.05,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,4998,0.9996,0.9985426134985768,0.9998902987179225
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p05_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.05,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,4998,0.9996,0.9985426134985768,0.9998902987179225
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p1_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.1,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p1_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.1,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p2_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.2,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p2_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.2,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p5_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.5,normal_wald_matched,Normal Wald (size-matched),0.0752561169088724,5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p5_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,0.5,expanded_welch_matched,Expanded Welch (size-matched),0.10039694599749158,5000,5000,1.0,5000,1.0,0.9992322980549431,1.0000000000000002
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.0,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,5000,1.0,233,0.0466,0.04109752422905179,0.05279862789472603
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.0,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4972,0.9944,245,0.04927594529364441,0.0435999094543399,0.055647918859253055
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di1em05_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,1e-05,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,5000,1.0,248,0.0496,0.04392008579235035,0.05597146011975712
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di1em05_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,1e-05,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4975,0.995,245,0.04924623115577889,0.04357354464293953,0.05561448191006245
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p0001_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.0001,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,4999,0.9998,252,0.05041008201640328,0.04468277585867589,0.05682782826516661
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p0001_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.0001,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4955,0.991,257,0.05186680121089808,0.04603203772175955,0.058395874144542906
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p001_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.001,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,5000,1.0,196,0.0392,0.03416493726116427,0.044942576851400386
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p001_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.001,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4978,0.9956,197,0.039574126155082365,0.034503870904440084,0.04535444295584713
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p005_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.005,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,4998,0.9996,120,0.024009603841536616,0.0201171762035344,0.02863316121283498
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p005_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.005,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4975,0.995,204,0.04100502512562814,0.035839581094266174,0.046878750515000275
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p01_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.01,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,5000,1.0,125,0.025,0.021023493755648905,0.02970582309215537
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p01_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.01,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4971,0.9942,261,0.05250452625226312,0.04664253497129218,0.05905760907819215
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p02_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.02,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,5000,1.0,167,0.0334,0.028766903125880962,0.03874951632924636
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p02_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.02,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4967,0.9934,600,0.12079726192872961,0.11202602987074509,0.1301545886006996
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p05_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.05,normal_wald_matched,Normal Wald (size-matched),0.04175180509067203,5000,5000,1.0,1112,0.2224,0.21108877282822,0.23413745529167576
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p05_scale1,C4_C4_s0p1_i0p0001_n100,Rare-cell case A,0.05,expanded_welch_matched,Expanded Welch (size-matched),0.18070898477431185,5000,4967,0.9934,2358,0.4747332393799074,0.4608708836163553,0.4886346473728489
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.0,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,266,0.0532,0.04731511889160377,0.05977089956649927
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.0,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,5000,1.0,275,0.055,0.049015647769374275,0.06166760696172658
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di1em05_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,1e-05,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,253,0.0506,0.044862312290198145,0.0570276982180192
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di1em05_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,1e-05,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,5000,1.0,248,0.0496,0.04392008579235035,0.05597146011975712
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p0001_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.0001,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,240,0.048,0.042413931418707994,0.05428007113962365
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p0001_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.0001,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,5000,1.0,230,0.046,0.04053378733537787,0.05216328603073401
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p001_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.001,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,153,0.0306,0.02617468348435616,0.03574603510166348
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p001_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.001,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,4999,0.9998,199,0.03980796159231846,0.034732250621789494,0.045590394444684205
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p005_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.005,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,35,0.007,0.005037635094103144,0.009719319023723182
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p005_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.005,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,5000,1.0,698,0.1396,0.13027008595729586,0.14948327360470134
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p01_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.01,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,6,0.0012,0.0005500831677591556,0.002615776292629832
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p01_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.01,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,5000,1.0,1900,0.38,0.3666429954463873,0.3935412530204265
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p02_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.02,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,104,0.0208,0.017196560621745918,0.02513920492239683
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p02_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.02,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,5000,1.0,3804,0.7608,0.7487782324127406,0.7724213342527178
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p05_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.05,normal_wald_matched,Normal Wald (size-matched),0.003621649391865049,5000,5000,1.0,3066,0.6132,0.5996188187759601,0.6266073735036788
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p05_scale1,C4_C4_s0p05_i0p0001_n500,Rare-cell case B,0.05,expanded_welch_matched,Expanded Welch (size-matched),0.2507070089541976,5000,5000,1.0,4983,0.9966,0.9945614552239989,0.9978760632041707
