scenario_id,regime,regime_label,rows,columns,n_p,n_q,null_mi,relative_effect,alternative_mi_q,true_delta,construction_seed,calibration_seed,simulation_seed,replicates,calibration_replicates,method,method_label,valid_rate,power_05,size_adjusted_threshold,size_adjusted_power,coverage_95,median_effective_df
stress_2x5_d7,ultra_sparse,Ultra-skewed and sparse,2,5,69,690,0.15,1.0,0.3,-0.15,4047243368,785638149,2413255524,10000,10000,expanded_welch,Expanded Welch,1.0,0.6506,0.03484546423173934,0.5979,0.9302,35.24013133101784
adversarial_2x5_d8,widespread_sparse,Widespread sparsity,2,5,50,50,0.1,0.5,0.15000000000000002,-0.05000000000000002,2738491084,3145294169,3743299429,10000,10000,normal_wald,Normal Wald,1.0,0.1956,0.023992883364970356,0.1359,0.9082,
adversarial_2x5_d8,widespread_sparse,Widespread sparsity,2,5,50,50,0.1,0.5,0.15000000000000002,-0.05000000000000002,2738491084,3145294169,3743299429,10000,10000,simple_welch,Simple Welch,1.0,0.1902,0.026966636714001214,0.137,0.9126,93.38866586492446
adversarial_2x5_d8,widespread_sparse,Widespread sparsity,2,5,50,50,0.1,0.5,0.15000000000000002,-0.05000000000000002,2738491084,3145294169,3743299429,10000,10000,expanded_welch,Expanded Welch,1.0,0.1652,0.03907062162444361,0.1406,0.9264,18.99196727586278
adversarial_2x5_d8,widespread_sparse,Widespread sparsity,2,5,50,50,0.1,1.0,0.2,-0.1,3778231789,2382418348,2106166784,10000,10000,normal_wald,Normal Wald,1.0,0.3143,0.026903679905904386,0.2405,0.93,
adversarial_2x5_d8,widespread_sparse,Widespread sparsity,2,5,50,50,0.1,1.0,0.2,-0.1,3778231789,2382418348,2106166784,10000,10000,simple_welch,Simple Welch,1.0,0.3057,0.030085520366654146,0.2423,0.9338,93.56965347386755
adversarial_2x5_d8,widespread_sparse,Widespread sparsity,2,5,50,50,0.1,1.0,0.2,-0.1,3778231789,2382418348,2106166784,10000,10000,expanded_welch,Expanded Welch,1.0,0.2696,0.04110686460932993,0.2421,0.9438,19.720830021255928
adversarial_2x5_d9,widespread_sparse,Widespread sparsity,2,5,50,100,0.15,0.5,0.22499999999999998,-0.07499999999999998,2578970164,1590727177,259969970,10000,10000,normal_wald,Normal Wald,1.0,0.2707,0.024442345200799645,0.1981,0.9109,
adversarial_2x5_d9,widespread_sparse,Widespread sparsity,2,5,50,100,0.15,0.5,0.22499999999999998,-0.07499999999999998,2578970164,1590727177,259969970,10000,10000,simple_welch,Simple Welch,1.0,0.2655,0.026107931800186487,0.198,0.9132,121.89679243538524
adversarial_2x5_d9,widespread_sparse,Widespread sparsity,2,5,50,100,0.15,0.5,0.22499999999999998,-0.07499999999999998,2578970164,1590727177,259969970,10000,10000,expanded_welch,Expanded Welch,0.997,0.2518555667001003,0.03402949815142794,0.2054162487462387,0.9230692076228686,44.23728550316169
adversarial_2x5_d9,widespread_sparse,Widespread sparsity,2,5,50,100,0.15,1.0,0.3,-0.15,1121580593,1264209985,4128005899,10000,10000,normal_wald,Normal Wald,1.0,0.5737,0.025902198210417303,0.4774,0.9208,
adversarial_2x5_d9,widespread_sparse,Widespread sparsity,2,5,50,100,0.15,1.0,0.3,-0.15,1121580593,1264209985,4128005899,10000,10000,simple_welch,Simple Welch,1.0,0.5674,0.02774682321371902,0.4778,0.924,120.79941703210952
adversarial_2x5_d9,widespread_sparse,Widespread sparsity,2,5,50,100,0.15,1.0,0.3,-0.15,1121580593,1264209985,4128005899,10000,10000,expanded_welch,Expanded Welch,0.9966,0.5481637567730283,0.037408976364828116,0.5022075055187638,0.9319686935580975,45.23008347853704
strong_null_3x3_d-2,strong_null,Strong null (P = Q),3,3,200,200,0.1,0.5,0.15000000000000002,-0.05000000000000002,1717715135,1586197672,1748411102,10000,10000,normal_wald,Normal Wald,1.0,0.1849,0.04652015439406241,0.1762,0.9439,
strong_null_3x3_d-2,strong_null,Strong null (P = Q),3,3,200,200,0.1,0.5,0.15000000000000002,-0.05000000000000002,1717715135,1586197672,1748411102,10000,10000,simple_welch,Simple Welch,1.0,0.1823,0.04727189473621465,0.1765,0.9447,380.5947304658779
strong_null_3x3_d-2,strong_null,Strong null (P = Q),3,3,200,200,0.1,0.5,0.15000000000000002,-0.05000000000000002,1717715135,1586197672,1748411102,10000,10000,expanded_welch,Expanded Welch,1.0,0.1773,0.0503535913399446,0.178,0.9468,90.78773264695089
strong_null_3x3_d-2,strong_null,Strong null (P = Q),3,3,200,200,0.1,1.0,0.2,-0.1,1114352391,2427833899,2878169774,10000,10000,normal_wald,Normal Wald,1.0,0.5876,0.04590288223954557,0.5722,0.9392,
strong_null_3x3_d-2,strong_null,Strong null (P = Q),3,3,200,200,0.1,1.0,0.2,-0.1,1114352391,2427833899,2878169774,10000,10000,simple_welch,Simple Welch,1.0,0.5853,0.04661851830207038,0.5722,0.94,388.91463297364356
strong_null_3x3_d-2,strong_null,Strong null (P = Q),3,3,200,200,0.1,1.0,0.2,-0.1,1114352391,2427833899,2878169774,10000,10000,expanded_welch,Expanded Welch,1.0,0.5803,0.04998349790923195,0.5803,0.9424,128.1990398730834
strong_null_3x3_d-1,strong_null,Strong null (P = Q),3,3,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,1361327561,3981439540,3837740735,10000,10000,normal_wald,Normal Wald,1.0,0.2123,0.0360959064632878,0.1761,0.9418,
strong_null_3x3_d-1,strong_null,Strong null (P = Q),3,3,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,1361327561,3981439540,3837740735,10000,10000,simple_welch,Simple Welch,1.0,0.2091,0.03734980222355718,0.1765,0.9427,235.24867627477408
strong_null_3x3_d-1,strong_null,Strong null (P = Q),3,3,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,1361327561,3981439540,3837740735,10000,10000,expanded_welch,Expanded Welch,1.0,0.2024,0.04055076171813943,0.1781,0.9459,83.50767285594492
strong_null_3x3_d-1,strong_null,Strong null (P = Q),3,3,100,200,0.15,1.0,0.3,-0.15,1717292306,4213381925,2161322007,10000,10000,normal_wald,Normal Wald,1.0,0.5623,0.040592514098890906,0.5318,0.9356,
strong_null_3x3_d-1,strong_null,Strong null (P = Q),3,3,100,200,0.15,1.0,0.3,-0.15,1717292306,4213381925,2161322007,10000,10000,simple_welch,Simple Welch,1.0,0.5594,0.042057726696610676,0.5335,0.9369,257.50667351196404
strong_null_3x3_d-1,strong_null,Strong null (P = Q),3,3,100,200,0.15,1.0,0.3,-0.15,1717292306,4213381925,2161322007,10000,10000,expanded_welch,Expanded Welch,1.0,0.5526,0.04506326534961883,0.5383,0.939,100.34285133126166
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,0.5,0.15000000000000002,-0.05000000000000002,3007949357,2715587617,983059729,10000,10000,normal_wald,Normal Wald,1.0,0.195,0.050242605170097696,0.1958,0.9504,
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,0.5,0.15000000000000002,-0.05000000000000002,3007949357,2715587617,983059729,10000,10000,simple_welch,Simple Welch,1.0,0.1935,0.05100233122073772,0.1959,0.9511,391.28804716319144
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,0.5,0.15000000000000002,-0.05000000000000002,3007949357,2715587617,983059729,10000,10000,expanded_welch,Expanded Welch,1.0,0.1862,0.05409658085049455,0.1959,0.9532,77.11556222708487
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,1.0,0.2,-0.1,3354405901,1694182996,338227576,10000,10000,normal_wald,Normal Wald,1.0,0.5496,0.04889999614594789,0.546,0.9448,
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,1.0,0.2,-0.1,3354405901,1694182996,338227576,10000,10000,simple_welch,Simple Welch,1.0,0.5472,0.04965327834852373,0.5461,0.9461,388.48582902817094
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,1.0,0.2,-0.1,3354405901,1694182996,338227576,10000,10000,expanded_welch,Expanded Welch,1.0,0.5415,0.053349910134462775,0.5521,0.9477,114.01861369291208
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,3684106579,2203938247,1487577243,10000,10000,normal_wald,Normal Wald,1.0,0.291,0.042884821153549496,0.2721,0.9463,
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,3684106579,2203938247,1487577243,10000,10000,simple_welch,Simple Welch,1.0,0.2891,0.04356549946131489,0.2721,0.9472,394.97525469795823
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,3684106579,2203938247,1487577243,10000,10000,expanded_welch,Expanded Welch,1.0,0.2851,0.045536229989644565,0.2738,0.9485,126.75084329289223
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,1.0,0.3,-0.15,1516289991,2761519340,1476808566,10000,10000,normal_wald,Normal Wald,1.0,0.7728,0.047101311726957536,0.7651,0.9332,
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,1.0,0.3,-0.15,1516289991,2761519340,1476808566,10000,10000,simple_welch,Simple Welch,1.0,0.771,0.04780912572680551,0.7652,0.9342,394.12870325622066
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,1.0,0.3,-0.15,1516289991,2761519340,1476808566,10000,10000,expanded_welch,Expanded Welch,1.0,0.7669,0.0499098686740764,0.7665,0.9362,122.71063427460133
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,0.5,0.15000000000000002,-0.05000000000000002,2373801265,1922434984,2209444786,10000,10000,normal_wald,Normal Wald,1.0,0.1651,0.03693626532938415,0.1366,0.9258,
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,0.5,0.15000000000000002,-0.05000000000000002,2373801265,1922434984,2209444786,10000,10000,simple_welch,Simple Welch,1.0,0.1614,0.03855250798799316,0.1369,0.9279,194.1692707231387
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,0.5,0.15000000000000002,-0.05000000000000002,2373801265,1922434984,2209444786,10000,10000,expanded_welch,Expanded Welch,1.0,0.1536,0.0426939572765174,0.1394,0.9317,58.969442493506094
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,1.0,0.2,-0.1,705123269,2509261532,3534064738,10000,10000,normal_wald,Normal Wald,1.0,0.3244,0.03874241262659434,0.2853,0.9344,
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,1.0,0.2,-0.1,705123269,2509261532,3534064738,10000,10000,simple_welch,Simple Welch,1.0,0.3199,0.04018493599726284,0.2854,0.9359,190.27104490226094
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,1.0,0.2,-0.1,705123269,2509261532,3534064738,10000,10000,expanded_welch,Expanded Welch,1.0,0.2996,0.04440487636046215,0.2812,0.9417,40.356871081045014
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,2713786203,1194548246,4126154753,10000,10000,normal_wald,Normal Wald,1.0,0.2433,0.03745545244583453,0.2144,0.9341,
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,2713786203,1194548246,4126154753,10000,10000,simple_welch,Simple Welch,1.0,0.2413,0.038764500070041424,0.2147,0.936,229.24480804846831
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,2713786203,1194548246,4126154753,10000,10000,expanded_welch,Expanded Welch,1.0,0.2348,0.04122423638916433,0.214,0.9401,74.10510309450456
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,1.0,0.3,-0.15,2817960384,3581360582,3608649394,10000,10000,normal_wald,Normal Wald,1.0,0.6335,0.041728582996846904,0.6084,0.9341,
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,1.0,0.3,-0.15,2817960384,3581360582,3608649394,10000,10000,simple_welch,Simple Welch,1.0,0.6306,0.0428884271075991,0.6081,0.9355,218.01905527778752
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,1.0,0.3,-0.15,2817960384,3581360582,3608649394,10000,10000,expanded_welch,Expanded Welch,1.0,0.6229,0.04602015300267558,0.6102,0.9383,68.69596812793276
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,0.5,0.15000000000000002,-0.05000000000000002,882211824,3849370331,530111464,10000,10000,normal_wald,Normal Wald,1.0,0.2456,0.048406187057546575,0.2418,0.9463,
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,0.5,0.15000000000000002,-0.05000000000000002,882211824,3849370331,530111464,10000,10000,simple_welch,Simple Welch,1.0,0.2445,0.048951659180718206,0.2418,0.947,544.3135939474732
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,0.5,0.15000000000000002,-0.05000000000000002,882211824,3849370331,530111464,10000,10000,expanded_welch,Expanded Welch,1.0,0.24,0.05182073659788258,0.2439,0.9486,115.51442840720537
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,1.0,0.2,-0.1,1675306556,2762422994,1825527047,10000,10000,normal_wald,Normal Wald,1.0,0.6487,0.04963719343027078,0.6475,0.9458,
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,1.0,0.2,-0.1,1675306556,2762422994,1825527047,10000,10000,simple_welch,Simple Welch,1.0,0.6467,0.050203305871434054,0.6476,0.9464,528.9055950742026
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,1.0,0.2,-0.1,1675306556,2762422994,1825527047,10000,10000,expanded_welch,Expanded Welch,1.0,0.641,0.052840467392242976,0.6516,0.9473,133.84572163866903
stress_3x3_d5,highly_sparse,Highly skewed and sparse,3,3,433,866,0.15,0.5,0.22499999999999998,-0.07499999999999998,2174051691,752704593,1550616893,10000,10000,normal_wald,Normal Wald,1.0,0.6955,0.047951519791214994,0.6897,0.9469,
stress_3x3_d5,highly_sparse,Highly skewed and sparse,3,3,433,866,0.15,0.5,0.22499999999999998,-0.07499999999999998,2174051691,752704593,1550616893,10000,10000,simple_welch,Simple Welch,1.0,0.6947,0.048248540680633695,0.6897,0.9472,946.0555391377573
stress_3x3_d5,highly_sparse,Highly skewed and sparse,3,3,433,866,0.15,0.5,0.22499999999999998,-0.07499999999999998,2174051691,752704593,1550616893,10000,10000,expanded_welch,Expanded Welch,1.0,0.6936,0.048937346391630686,0.6903,0.9478,370.0365748736473
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,0.5,0.15000000000000002,-0.05000000000000002,2859855559,4165280669,1063286757,10000,10000,normal_wald,Normal Wald,1.0,0.0952,0.03741822589152133,0.0762,0.9286,
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,0.5,0.15000000000000002,-0.05000000000000002,2859855559,4165280669,1063286757,10000,10000,simple_welch,Simple Welch,1.0,0.0917,0.03985632529244257,0.0763,0.9312,120.33797984081136
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,0.5,0.15000000000000002,-0.05000000000000002,2859855559,4165280669,1063286757,10000,10000,expanded_welch,Expanded Welch,1.0,0.0835,0.04885791549613746,0.0819,0.9398,29.089751187803014
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,1.0,0.2,-0.1,3219338219,875879238,2948462416,10000,10000,normal_wald,Normal Wald,1.0,0.1978,0.03539957365742602,0.1624,0.9197,
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,1.0,0.2,-0.1,3219338219,875879238,2948462416,10000,10000,simple_welch,Simple Welch,1.0,0.1919,0.03823752669124839,0.163,0.9224,117.9258079862407
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,1.0,0.2,-0.1,3219338219,875879238,2948462416,10000,10000,expanded_welch,Expanded Welch,1.0,0.1837,0.04607814331062973,0.1732,0.9295,38.779125567069016
stress_3x3_d7,ultra_sparse,Ultra-skewed and sparse,3,3,70,700,0.15,0.5,0.22499999999999998,-0.07499999999999998,636186599,2768611963,3040433530,10000,10000,normal_wald,Normal Wald,1.0,0.3034,0.025657845213275514,0.2302,0.9195,
stress_3x3_d7,ultra_sparse,Ultra-skewed and sparse,3,3,70,700,0.15,0.5,0.22499999999999998,-0.07499999999999998,636186599,2768611963,3040433530,10000,10000,simple_welch,Simple Welch,1.0,0.2977,0.028294609504330544,0.2313,0.9222,92.56596556483109
stress_3x3_d7,ultra_sparse,Ultra-skewed and sparse,3,3,70,700,0.15,0.5,0.22499999999999998,-0.07499999999999998,636186599,2768611963,3040433530,10000,10000,expanded_welch,Expanded Welch,1.0,0.2753,0.03827842522790582,0.2371,0.9344,29.333685027508402
stress_3x3_d7,ultra_sparse,Ultra-skewed and sparse,3,3,70,700,0.15,1.0,0.3,-0.15,3402884126,1299127917,3323814628,10000,10000,normal_wald,Normal Wald,1.0,0.7098,0.02586336286899876,0.6311,0.9209,
stress_3x3_d7,ultra_sparse,Ultra-skewed and sparse,3,3,70,700,0.15,1.0,0.3,-0.15,3402884126,1299127917,3323814628,10000,10000,simple_welch,Simple Welch,1.0,0.7023,0.028479817604704347,0.632,0.9234,96.9471153494387
stress_3x3_d7,ultra_sparse,Ultra-skewed and sparse,3,3,70,700,0.15,1.0,0.3,-0.15,3402884126,1299127917,3323814628,10000,10000,expanded_welch,Expanded Welch,1.0,0.691,0.03703964779468324,0.6476,0.934,30.451945528220797
adversarial_3x3_d8,widespread_sparse,Widespread sparsity,3,3,50,50,0.1,0.5,0.15000000000000002,-0.05000000000000002,3190472815,1194652739,1641416308,10000,10000,normal_wald,Normal Wald,1.0,0.0836,0.03688406274528461,0.0654,0.9238,
adversarial_3x3_d8,widespread_sparse,Widespread sparsity,3,3,50,50,0.1,0.5,0.15000000000000002,-0.05000000000000002,3190472815,1194652739,1641416308,10000,10000,simple_welch,Simple Welch,1.0,0.0791,0.04004445793375974,0.0653,0.9277,91.75686498672442
adversarial_3x3_d8,widespread_sparse,Widespread sparsity,3,3,50,50,0.1,0.5,0.15000000000000002,-0.05000000000000002,3190472815,1194652739,1641416308,10000,10000,expanded_welch,Expanded Welch,0.9998,0.0692138427685537,0.05450376277239939,0.07411482296459292,0.9436887377475495,24.593631597517867
adversarial_3x3_d9,widespread_sparse,Widespread sparsity,3,3,59,118,0.15,1.0,0.3,-0.15,1329881916,1920864988,2196834900,10000,10000,normal_wald,Normal Wald,1.0,0.5803,0.030248631356581172,0.5082,0.9212,
adversarial_3x3_d9,widespread_sparse,Widespread sparsity,3,3,59,118,0.15,1.0,0.3,-0.15,1329881916,1920864988,2196834900,10000,10000,simple_welch,Simple Welch,1.0,0.5745,0.03185137594480693,0.5078,0.9236,144.8408070933996
adversarial_3x3_d9,widespread_sparse,Widespread sparsity,3,3,59,118,0.15,1.0,0.3,-0.15,1329881916,1920864988,2196834900,10000,10000,expanded_welch,Expanded Welch,1.0,0.5616,0.037799290528010884,0.5184,0.93,50.185170508334295
strong_null_3x5_d-2,strong_null,Strong null (P = Q),3,5,225,225,0.1,0.5,0.15000000000000002,-0.05000000000000002,2464626809,4192745240,4178302198,10000,10000,normal_wald,Normal Wald,1.0,0.2256,0.05329352013606047,0.2346,0.9452,
strong_null_3x5_d-2,strong_null,Strong null (P = Q),3,5,225,225,0.1,0.5,0.15000000000000002,-0.05000000000000002,2464626809,4192745240,4178302198,10000,10000,simple_welch,Simple Welch,1.0,0.2247,0.05400105916989182,0.2347,0.9464,443.5479773824685
strong_null_3x5_d-2,strong_null,Strong null (P = Q),3,5,225,225,0.1,0.5,0.15000000000000002,-0.05000000000000002,2464626809,4192745240,4178302198,10000,10000,expanded_welch,Expanded Welch,1.0,0.2187,0.05687088474100547,0.2358,0.9489,99.97912788861132
strong_null_3x5_d-2,strong_null,Strong null (P = Q),3,5,225,225,0.1,1.0,0.2,-0.1,3758066379,3778564341,2310089224,10000,10000,normal_wald,Normal Wald,1.0,0.5971,0.05339649100120783,0.6079,0.9381,
strong_null_3x5_d-2,strong_null,Strong null (P = Q),3,5,225,225,0.1,1.0,0.2,-0.1,3758066379,3778564341,2310089224,10000,10000,simple_welch,Simple Welch,1.0,0.5952,0.054082803096173956,0.6082,0.9391,441.41185255380174
strong_null_3x5_d-2,strong_null,Strong null (P = Q),3,5,225,225,0.1,1.0,0.2,-0.1,3758066379,3778564341,2310089224,10000,10000,expanded_welch,Expanded Welch,1.0,0.5905,0.056946625782180335,0.6123,0.9409,128.40954962935388
strong_null_3x5_d-1,strong_null,Strong null (P = Q),3,5,120,240,0.15,0.5,0.22499999999999998,-0.07499999999999998,114159268,239353475,1903977296,10000,10000,normal_wald,Normal Wald,1.0,0.281,0.03752136080145016,0.2432,0.9355,
strong_null_3x5_d-1,strong_null,Strong null (P = Q),3,5,120,240,0.15,0.5,0.22499999999999998,-0.07499999999999998,114159268,239353475,1903977296,10000,10000,simple_welch,Simple Welch,1.0,0.2786,0.03852726396476388,0.2433,0.9363,246.0603549079427
strong_null_3x5_d-1,strong_null,Strong null (P = Q),3,5,120,240,0.15,0.5,0.22499999999999998,-0.07499999999999998,114159268,239353475,1903977296,10000,10000,expanded_welch,Expanded Welch,1.0,0.2684,0.04146528170314951,0.2429,0.9401,68.82255826102764
strong_null_3x5_d-1,strong_null,Strong null (P = Q),3,5,120,240,0.15,1.0,0.3,-0.15,1462343993,1865892813,1319870700,10000,10000,normal_wald,Normal Wald,1.0,0.6572,0.036264295326277673,0.6124,0.9317,
strong_null_3x5_d-1,strong_null,Strong null (P = Q),3,5,120,240,0.15,1.0,0.3,-0.15,1462343993,1865892813,1319870700,10000,10000,simple_welch,Simple Welch,1.0,0.6535,0.03756830647465257,0.6135,0.9327,287.0528197650854
strong_null_3x5_d-1,strong_null,Strong null (P = Q),3,5,120,240,0.15,1.0,0.3,-0.15,1462343993,1865892813,1319870700,10000,10000,expanded_welch,Expanded Welch,1.0,0.6466,0.04105191705893551,0.6189,0.935,90.5236271988877
fixed_3x5_d0,well_sampled,Well sampled,3,5,225,225,0.1,0.5,0.15000000000000002,-0.05000000000000002,1541555655,104463662,1570284562,10000,10000,normal_wald,Normal Wald,1.0,0.2064,0.049786745020620124,0.2062,0.943,
fixed_3x5_d0,well_sampled,Well sampled,3,5,225,225,0.1,0.5,0.15000000000000002,-0.05000000000000002,1541555655,104463662,1570284562,10000,10000,simple_welch,Simple Welch,1.0,0.205,0.050442588057106164,0.2062,0.9439,434.08609920511316
fixed_3x5_d0,well_sampled,Well sampled,3,5,225,225,0.1,0.5,0.15000000000000002,-0.05000000000000002,1541555655,104463662,1570284562,10000,10000,expanded_welch,Expanded Welch,1.0,0.2009,0.05342483046540894,0.2082,0.9458,108.46535798520154
fixed_3x5_d0,well_sampled,Well sampled,3,5,225,225,0.1,1.0,0.2,-0.1,2674351939,2239231128,3855920278,10000,10000,normal_wald,Normal Wald,1.0,0.5463,0.04817133028993897,0.5399,0.9429,
fixed_3x5_d0,well_sampled,Well sampled,3,5,225,225,0.1,1.0,0.2,-0.1,2674351939,2239231128,3855920278,10000,10000,simple_welch,Simple Welch,1.0,0.5439,0.04886434015536354,0.5401,0.9432,412.5292767456299
fixed_3x5_d0,well_sampled,Well sampled,3,5,225,225,0.1,1.0,0.2,-0.1,2674351939,2239231128,3855920278,10000,10000,expanded_welch,Expanded Welch,1.0,0.5384,0.05192143811392876,0.5448,0.9447,125.32339719298919
fixed_3x5_d1,well_sampled,Well sampled,3,5,225,225,0.15,0.5,0.22499999999999998,-0.07499999999999998,3318534642,3678111735,4282645376,10000,10000,normal_wald,Normal Wald,1.0,0.3103,0.0463402188358601,0.2991,0.9468,
fixed_3x5_d1,well_sampled,Well sampled,3,5,225,225,0.15,0.5,0.22499999999999998,-0.07499999999999998,3318534642,3678111735,4282645376,10000,10000,simple_welch,Simple Welch,1.0,0.3087,0.046998377271606766,0.2991,0.9475,438.74409565794645
fixed_3x5_d1,well_sampled,Well sampled,3,5,225,225,0.15,0.5,0.22499999999999998,-0.07499999999999998,3318534642,3678111735,4282645376,10000,10000,expanded_welch,Expanded Welch,1.0,0.3054,0.048564485381036714,0.3011,0.9483,170.60836255374147
fixed_3x5_d1,well_sampled,Well sampled,3,5,225,225,0.15,1.0,0.3,-0.15,4197797025,3846857036,3919052476,10000,10000,normal_wald,Normal Wald,1.0,0.8047,0.04640031968623608,0.7982,0.9405,
fixed_3x5_d1,well_sampled,Well sampled,3,5,225,225,0.15,1.0,0.3,-0.15,4197797025,3846857036,3919052476,10000,10000,simple_welch,Simple Welch,1.0,0.8035,0.04704819739878741,0.7982,0.9409,439.8378386141145
fixed_3x5_d1,well_sampled,Well sampled,3,5,225,225,0.15,1.0,0.3,-0.15,4197797025,3846857036,3919052476,10000,10000,expanded_welch,Expanded Welch,1.0,0.802,0.04878061550027334,0.7999,0.9417,191.65789027794978
fixed_3x5_d2,moderate,Moderate,3,5,120,120,0.1,0.5,0.15000000000000002,-0.05000000000000002,2953248321,637750601,4202602422,10000,10000,normal_wald,Normal Wald,1.0,0.1495,0.0436871891665535,0.1386,0.9311,
fixed_3x5_d2,moderate,Moderate,3,5,120,120,0.1,0.5,0.15000000000000002,-0.05000000000000002,2953248321,637750601,4202602422,10000,10000,simple_welch,Simple Welch,1.0,0.1474,0.04484559551562894,0.1385,0.9323,233.71950418039523
fixed_3x5_d2,moderate,Moderate,3,5,120,120,0.1,0.5,0.15000000000000002,-0.05000000000000002,2953248321,637750601,4202602422,10000,10000,expanded_welch,Expanded Welch,1.0,0.1413,0.0491351658440634,0.1401,0.9368,61.61074560450461
fixed_3x5_d2,moderate,Moderate,3,5,120,120,0.1,1.0,0.2,-0.1,3932888366,1176413765,1063712048,10000,10000,normal_wald,Normal Wald,1.0,0.3362,0.044401267977229826,0.3199,0.9325,
fixed_3x5_d2,moderate,Moderate,3,5,120,120,0.1,1.0,0.2,-0.1,3932888366,1176413765,1063712048,10000,10000,simple_welch,Simple Welch,1.0,0.3333,0.04568040128165842,0.3199,0.934,225.25413882056154
fixed_3x5_d2,moderate,Moderate,3,5,120,120,0.1,1.0,0.2,-0.1,3932888366,1176413765,1063712048,10000,10000,expanded_welch,Expanded Welch,1.0,0.3253,0.04963836845407821,0.3237,0.9362,70.23125733772142
fixed_3x5_d3,moderate,Moderate,3,5,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,2619637453,3074916260,1160544808,10000,10000,normal_wald,Normal Wald,1.0,0.2471,0.03538849961466529,0.2107,0.9363,
fixed_3x5_d3,moderate,Moderate,3,5,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,2619637453,3074916260,1160544808,10000,10000,simple_welch,Simple Welch,1.0,0.2439,0.03671194331291225,0.2112,0.9378,212.51894642981347
fixed_3x5_d3,moderate,Moderate,3,5,100,200,0.15,0.5,0.22499999999999998,-0.07499999999999998,2619637453,3074916260,1160544808,10000,10000,expanded_welch,Expanded Welch,1.0,0.2334,0.04017234892073497,0.2106,0.9407,58.76571802871181
fixed_3x5_d3,moderate,Moderate,3,5,100,200,0.15,1.0,0.3,-0.15,1463299031,3137470195,3198403247,10000,10000,normal_wald,Normal Wald,1.0,0.5929,0.0364194930504016,0.5445,0.9345,
fixed_3x5_d3,moderate,Moderate,3,5,100,200,0.15,1.0,0.3,-0.15,1463299031,3137470195,3198403247,10000,10000,simple_welch,Simple Welch,1.0,0.5898,0.03785270585159697,0.5463,0.9356,246.99903530553604
