scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,regime,regime_label,variant,cells,observations_per_cell_p,observations_per_cell_q,sample_size_ratio_q_to_p,minimum_joint_expected_pair,joint_expected_below_1_p,joint_expected_below_1_q,joint_expected_below_5_p,joint_expected_below_5_q,minimum_row_expected_p,minimum_row_expected_q,minimum_column_expected_p,minimum_column_expected_q,maximum_row_margin_p,maximum_column_margin_p,maximum_row_margin_q,maximum_column_margin_q,probability_p_json,probability_q_json
adversarial_3x3_d8,2,8,3,3,50,50,0.1,0.35,0.35,0.7022884604898948,1.616867288453904,8,0.09999999999999998,0.09999999999999987,1.1102230246251565e-16,1.52032093733632,0.15444536594267633,0.1595193249198997,0.24151729276364464,0.26497010772748586,0.005350089385793636,1.0224133235295818e-05,0.2675044692896818,0.0005112066617647909,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.7777777777777778,False,widespread_sparse,Widespread sparsity,variant_1,9,5.555555555555555,5.555555555555555,1.0,0.0005112066617647909,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.6666666666666666,2.397114507162795,4.257123847944815,9.038996720684699,0.17025997815717467,0.8375888333363728,0.5174121548748578,0.7733966174469988,0.6989355214537148,"[[0.025915905903142734, 0.005758998334798165, 0.08279397228243064], [0.12929462318430246, 0.506303067154266, 0.20199114299780427], [0.02556940532624877, 0.005350089385793636, 0.017022795431213492]]","[[0.031401357145732695, 0.003379323482930133, 0.10668022496544212], [0.08151942224322926, 1.0224133235295818e-05, 0.003612830582431725], [0.1847384995941797, 1.5651946978064937e-05, 0.588642465905841]]"
adversarial_3x3_d9,2,9,3,3,59,118,0.15,1.0,0.35,2.5232634850180995,0.8639431390042048,33,0.15000000000000013,0.14999999999999958,5.551115123125783e-16,1.600335418325207,0.1980547905298685,0.2530907700790458,0.24324025934853033,0.41417656576156037,7.119426944137832e-06,1.5034756980925131e-05,0.0004200461897041321,0.0017741013237491654,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5555555555555556,False,widespread_sparse,Widespread sparsity,variant_2,9,6.555555555555555,13.11111111111111,2.0,0.0004200461897041321,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.607448977246892,1.9358862670547732,14.165698901790499,2.9543052475693568,0.8165735249851016,0.39557332789845706,0.7030825146765723,0.5743333570898181,"[[0.0017996695153864707, 0.008488956434735358, 7.119426944137832e-06], [0.20638133126518365, 0.2315805890466879, 0.37861160467323], [0.1561490797652016, 2.704607434792154e-05, 0.016954603798282907]]","[[0.05413580652351428, 0.22475967267605743, 0.0016161903013579783], [0.001566235173930113, 0.014824545891587037, 1.5034756980925131e-05], [0.5186313153923737, 0.1610459391936446, 0.02340526009055395]]"
strong_null_3x5_d-2,3,-2,3,5,225,225,0.1,50.0,50.0,0.47059840921374996,0.47059840921374996,1,0.10000000000000031,0.10000000000000031,0.0,0.0,0.1839958532863011,0.1839958532863011,0.10000000000000031,0.1839958532863011,0.02249500660693277,0.02249500660693277,5.061376486559873,5.061376486559873,0.0,0.0,0.0,0.0,False,strong_null,Strong null (P = Q),variant_1,15,15.0,15.0,1.0,5.061376486559873,0.0,0.0,0.0,0.0,71.35799386969555,71.35799386969555,36.27733611979201,36.27733611979201,0.35596086505106606,0.23238779103518825,0.35596086505106606,0.23238779103518825,"[[0.09455735282838505, 0.04936182937332444, 0.05477702657163082, 0.057650366991409345, 0.060800063656119466], [0.027419927015746026, 0.07995533991182494, 0.08396057179828981, 0.03774550122696213, 0.12687952509824318], [0.045602480413289584, 0.10307062175003888, 0.02249500660693277, 0.11821795539012478, 0.03750643136767865]]","[[0.09455735282838505, 0.04936182937332444, 0.05477702657163082, 0.057650366991409345, 0.060800063656119466], [0.027419927015746026, 0.07995533991182494, 0.08396057179828981, 0.03774550122696213, 0.12687952509824318], [0.045602480413289584, 0.10307062175003888, 0.02249500660693277, 0.11821795539012478, 0.03750643136767865]]"
strong_null_3x5_d-1,3,-1,3,5,120,240,0.15,8.0,8.0,0.6460614705908976,0.6460614705908976,1,0.14999999999997282,0.14999999999997282,0.0,0.0,0.2500359639652721,0.2500359639652721,0.14999999999997238,0.2500359639652721,0.010235389837951074,0.010235389837951074,1.2282467805541288,2.4564935611082577,0.0,0.0,0.0,0.0,False,strong_null,Strong null (P = Q),variant_2,15,8.0,16.0,2.0,1.2282467805541288,0.0,0.0,0.26666666666666666,0.2,34.83234789955212,69.66469579910424,18.360191179061232,36.720382358122464,0.3576179637167132,0.3056174387696646,0.3576179637167132,0.3056174387696646,"[[0.03953282338183559, 0.06949819980894138, 0.057328031934105524, 0.1254754337026063, 0.06578347488922441], [0.08908553088598722, 0.015804675819854765, 0.11512291598324749, 0.04360914079752135, 0.08849020696707505], [0.042630036808168695, 0.06769871753004743, 0.018361664740068697, 0.010235389837951074, 0.1513437569133651]]","[[0.03953282338183559, 0.06949819980894138, 0.057328031934105524, 0.1254754337026063, 0.06578347488922441], [0.08908553088598722, 0.015804675819854765, 0.11512291598324749, 0.04360914079752135, 0.08849020696707505], [0.042630036808168695, 0.06769871753004743, 0.018361664740068697, 0.010235389837951074, 0.1513437569133651]]"
fixed_3x5_d0,3,0,3,5,225,225,0.1,50.0,50.0,0.5525535172397241,0.5136887788884126,1,0.09999999999999765,0.09999999999996834,2.930988785010413e-14,0.5486380039175576,0.1655186076841643,0.17926939212942036,0.044908309928971546,0.08450655842492083,0.010851469265706586,0.011143335271827906,2.4415805847839818,2.507250436161279,0.0,0.0,0.0,0.0,False,well_sampled,Well sampled,variant_1,15,15.0,15.0,1.0,2.4415805847839818,0.0,0.0,0.06666666666666667,0.06666666666666667,66.83340767914954,64.01120014328426,38.28987813090251,38.00492111191738,0.3685235111248287,0.23616469277957286,0.379326415811785,0.27020489177084006,"[[0.02451797391946188, 0.07459288842116252, 0.0747723108826305, 0.029488549421899334, 0.09366564481773261], [0.09795321021312743, 0.08473287845047536, 0.07567216579464044, 0.05337390835907804, 0.05679134830750735], [0.06024590013431979, 0.010851469265706586, 0.08572021610230192, 0.126749201223065, 0.05087233468689128]]","[[0.038482219415234754, 0.08107449304204972, 0.08735108346008837, 0.0856796067582205, 0.08673901313619163], [0.011143335271827906, 0.04419276471365408, 0.0588835187355083, 0.046103017738396555, 0.1241715863996543], [0.1265041971083772, 0.05389429857973902, 0.022676158301813926, 0.07381041510424954, 0.059294292234994155]]"
fixed_3x5_d1,3,1,3,5,225,225,0.15,50.0,50.0,0.6057233202198667,0.5784020487122693,1,0.15000000000000013,0.14999999999999947,6.661338147750939e-16,0.7776609651423112,0.25309888672856506,0.2676378532982568,0.057086187295926294,0.09770269303949464,0.015988008590715978,0.024115599778079328,3.597301932911095,5.426009950067849,0.0,0.0,0.0,0.0,False,well_sampled,Well sampled,variant_2,15,15.0,15.0,1.0,3.597301932911095,0.0,0.0,0.13333333333333333,0.0,64.33278345555479,70.34775160731067,44.22636035680345,39.656351815078494,0.3670170445614853,0.2062963501970844,0.3723374347484909,0.2267120968925775,"[[0.021803017756440835, 0.04074858120197643, 0.11056997029528473, 0.12425431478666088, 0.06964116052112247], [0.10325400210240279, 0.015988008590715978, 0.057099855821634564, 0.04682709355239685, 0.06275452195753778], [0.08123933033824077, 0.14026730998105247, 0.03325933484589076, 0.028127579141509623, 0.06416591910713289]]","[[0.11929012593336767, 0.08562219223283442, 0.05273355211703126, 0.028496830991377387, 0.026513972535658827], [0.03291014791646362, 0.024115599778079328, 0.14023437218664786, 0.06331759076440958, 0.1117597241028905], [0.035367500136947415, 0.06651266050054626, 0.033744172588898384, 0.11735469785213062, 0.06202686036271681]]"
fixed_3x5_d2,3,2,3,5,120,120,0.1,8.0,4.0,0.4926357607467248,0.4552679114441142,1,0.10000000000000009,0.10000000000000031,-2.220446049250313e-16,0.68902559035119,0.1681972700658365,0.17958622730968554,0.0531555397906458,0.0888307265340697,0.014597109275759685,0.022293163244069773,1.7516531130911621,2.6751795892883727,0.0,0.0,0.3333333333333333,0.0,False,moderate,Moderate,variant_1,15,8.0,8.0,1.0,1.7516531130911621,0.0,0.0,0.3333333333333333,0.3333333333333333,18.754362456207314,32.0439968704235,21.277212426911344,21.066584523020627,0.564455852013922,0.25625746768713314,0.44940138271543206,0.23428001889918681,"[[0.0949231890162419, 0.18996029310990498, 0.15246822193767973, 0.06549509103392827, 0.06160905691616719], [0.014597109275759685, 0.04186420978314773, 0.022000675997574076, 0.029980918845601907, 0.04784343989964421], [0.06778980526559293, 0.024432964794080428, 0.018210916388071416, 0.08228115892890185, 0.08654294880770373]]","[[0.04315001210376671, 0.08342804866880466, 0.03378863814736386, 0.02886507893722035, 0.09433353217388322], [0.03735341765670734, 0.10616009343360566, 0.022293163244069773, 0.06512466384899297, 0.03610196907015338], [0.09505144126469783, 0.044691876796776504, 0.1517925485890774, 0.09047887436268152, 0.06738664170219878]]"
fixed_3x5_d3,3,3,3,5,100,200,0.15,8.0,2.0,0.7137808691129186,0.5365954689927253,1,0.1499999999999999,0.15000000000000058,-6.661338147750939e-16,0.8316701822298388,0.24674352223672485,0.2404200220846753,0.10345701416879916,0.17517166881130442,0.004368866217462105,0.010034945793032823,0.43688662174621046,2.0069891586065647,0.0,0.0,0.3333333333333333,0.2,True,moderate,Moderate,variant_2,15,6.666666666666667,13.333333333333334,2.0,0.43688662174621046,0.13333333333333333,0.0,0.4666666666666667,0.3333333333333333,24.90931495901794,44.24300489109534,11.330966951399466,17.02395293736358,0.44313305374503476,0.30593400851278846,0.4863102297671895,0.3148297932601649,"[[0.11687306691815001, 0.04477699851671144, 0.04539812110239222, 0.07532720960858436, 0.025398400518947848], [0.004368866217462105, 0.056168338758132604, 0.14922489737603448, 0.03440408354081083, 0.0049269636977394195], [0.05685479394088832, 0.046136771106559636, 0.11131099003436176, 0.14584619336591764, 0.08298430529730738]]","[[0.2014579236074559, 0.03323213725540606, 0.05404606708243922, 0.1508453356579051, 0.04672876616398324], [0.0439524894444217, 0.04526664213165093, 0.02103875181134585, 0.021000641250153607, 0.16121622113976175], [0.06283520936400419, 0.01940178682832671, 0.010034945793032823, 0.022058276513693065, 0.1068848059564199]]"
stress_3x5_d4,3,4,3,5,414,414,0.1,2.0,2.0,0.6434845474377124,0.4938901977447677,4,0.10000000000000009,0.09999999999999964,4.440892098500626e-16,0.9140740790801808,0.1400999894845611,0.1634001385557331,0.057374681210083045,0.10199072310072584,0.005038169288435213,0.00794781927826557,2.085802085412178,3.2903971812019464,0.06666666666666667,0.0,0.2,0.0,False,highly_sparse,Highly skewed and sparse,variant_1,15,27.6,27.6,1.0,2.085802085412178,0.0,0.0,0.26666666666666666,0.06666666666666667,44.49880177095546,82.93861301451938,7.1824777450998765,38.55989409575979,0.5759121050424025,0.37431876095679373,0.4898888256349102,0.3385699275914384,"[[0.10896214597216217, 0.005038169288435213, 0.13027081742130028, 0.06567410016589355, 0.006657633677546867], [0.030066200359365674, 0.015111836343882312, 0.028065628209833784, 0.02912964304570154, 0.005111720473476263], [0.23529041462526593, 0.1764973107533579, 0.09977954716574401, 0.05876520658843004, 0.005579625909604591]]","[[0.044529421219738054, 0.10081474480966404, 0.20141916956608888, 0.0643901943426513, 0.07873529569676792], [0.11873309001087991, 0.08582472275835033, 0.043422753547352005, 0.020801827190097107, 0.04099396681367775], [0.06637555077600402, 0.019288511491711235, 0.09372800447799749, 0.00794781927826557, 0.012994928020754484]]"
stress_3x5_d5,3,5,3,5,337,674,0.15,10.0,2.0,0.7210605303869138,0.6377846457551712,1,0.15000000000000013,0.1500000000000019,-1.7763568394002505e-15,1.0364131719410015,0.2450948553540393,0.23730196390189578,0.07818560097557437,0.14054069996416418,0.0043330322995660114,0.005633742901172242,1.460231884953746,3.7971427153900907,0.0,0.0,0.0,0.0,False,highly_sparse,Highly skewed and sparse,variant_2,15,22.466666666666665,44.93333333333333,2.0,1.460231884953746,0.0,0.0,0.26666666666666666,0.06666666666666667,93.1958919159039,93.55199554203612,21.5533749361082,54.336499974921644,0.4147771374397234,0.3828978074472262,0.44031562888021536,0.36700502447327443,"[[0.11338119520236385, 0.11277320573771403, 0.008824501440655773, 0.0043330322995660114, 0.03723373866066149], [0.099401664752777, 0.08092378597613234, 0.12955761794472287, 0.01322497101351745, 0.09166909775257374], [0.17011494749208533, 0.013662886436109042, 0.03147809257137403, 0.046398598871213864, 0.047022663848533104]]","[[0.11667304261924794, 0.08233988736488913, 0.10451852950341432, 0.0681152624637797, 0.04923646883902317], [0.021583349669126325, 0.03519762426113377, 0.025241349694046688, 0.031031115960272127, 0.025747740744851543], [0.034652219102967764, 0.24946751284725152, 0.014338576367224291, 0.13622357766159957, 0.005633742901172242]]"
stress_3x5_d6,3,6,3,5,535,535,0.1,0.8,0.8,0.770221476678884,0.7821107609860835,1,0.09999999999999976,0.09999999999998921,1.0547118733938987e-14,1.4958713773703753,0.1752502323119461,0.17479126104525286,0.09117918467085762,0.17720805586597674,0.001329772011460398,0.0001568485472933698,0.711428026131313,0.08391397280195284,0.13333333333333333,0.0,0.4,0.2,False,ultra_sparse,Ultra-skewed and sparse,variant_1,15,35.666666666666664,35.666666666666664,1.0,0.08391397280195284,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.26666666666666666,26.436552780186624,32.271479284526805,6.330591381410574,22.020800317235537,0.7053686767445054,0.45022168886313174,0.6798842188760528,0.4045252671414712,"[[0.023813779309190413, 0.0034600628716115215, 0.0021190714897871598, 0.017090788454688983, 0.00293041522086514], [0.2959505177404198, 0.018515858276950944, 0.008384037585501177, 0.3780487757043119, 0.004469487437321554], [0.12007899943470132, 0.0041237843880130905, 0.001329772011460398, 0.05508212470413089, 0.0646025253710457]]","[[0.02002286437418558, 0.02371476669308124, 0.04057588025144908, 0.005256054083696564, 0.1702256936943822], [0.1028185056929576, 0.012392458519700849, 0.3313286208449891, 0.06211119086954915, 0.17123344294885595], [0.004579638911317116, 0.00505314921195723, 0.03262076604503298, 0.0001568485472933698, 0.017910119311552213]]"
stress_3x5_d7,3,7,3,5,69,690,0.15,10.0,0.8,0.6560835282739748,1.502171717950776,1,0.15000000000000235,0.1499999999999999,2.4424906541753444e-15,0.9565889867740877,0.23721834512747383,0.20942824377166613,0.11172241374433756,0.1813026093990302,0.01277016454742693,8.261345662070577e-05,0.8811413537724582,0.05700328506828698,0.0,0.0,0.6666666666666666,0.0,False,ultra_sparse,Ultra-skewed and sparse,variant_2,15,4.6,46.0,10.0,0.05700328506828698,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.13333333333333333,20.879515399011556,72.41122367434585,10.364849074870342,62.33434235638447,0.3676267027764736,0.25791446743171265,0.5384082274526178,0.32361392882582896,"[[0.062259688432917445, 0.0915725308367022, 0.11524527533217552, 0.021998799411252164, 0.03869533076103612], [0.08645392846421109, 0.0928196187647446, 0.06979907433834169, 0.01277016454742693, 0.04075888633471858], [0.10920085053458412, 0.026383307125073387, 0.016048127134008085, 0.11544624002494906, 0.10054817795785893]]","[[0.03414799814390285, 0.016177070097390302, 0.026319306193813993, 8.261345662070577e-05, 0.028216814534860336], [0.05468776489829427, 0.1079011906106438, 0.10855412027059068, 0.21729632133988236, 0.04996883033320677], [0.0015038635612586349, 0.19953566811779483, 0.053617540959238624, 0.07601001634715664, 0.025980881135345107]]"
adversarial_3x5_d8,3,8,3,5,55,55,0.1,0.35,0.35,1.5178583418891471,0.6546760018080796,5,0.1000000000000002,0.10000000000001363,-1.3433698597964394e-14,1.354706994644314,0.22689246085789658,0.16657050550564154,0.0951213238466484,0.18877823635244653,6.316589514964518e-06,0.003932058062894663,0.0003474124233230485,0.21626319345920647,0.4666666666666667,0.26666666666666666,0.8,0.7333333333333333,False,widespread_sparse,Widespread sparsity,variant_1,15,3.6666666666666665,3.6666666666666665,1.0,0.0003474124233230485,0.4,0.3333333333333333,0.8,0.7333333333333333,4.019974800699504,3.2139710916189173,1.1476371961014333,3.3939407214650053,0.6810588599211542,0.6603796048320797,0.6026260240346073,0.44102106019546367,"[[0.023004193237497566, 0.05473583283316699, 0.491733180565885, 0.018493887730034197, 0.09309176555457038], [0.0005463989146325285, 0.01694427793659911, 0.15259383594954629, 0.002365926518658719, 0.07340024983760009], [0.03137813700237827, 0.022069994750589926, 0.016052588316648343, 6.316589514964518e-06, 0.0035834142626776705]]","[[0.016659330296596525, 0.003932058062894663, 0.004323048050147176, 0.02218783872373016, 0.011333562896066336], [0.023043780633549844, 0.059357188466106305, 0.31138110783680284, 0.18082405777434002, 0.028019889323808275], [0.10945214190715932, 0.016413830827640044, 0.12531690430851367, 0.06540069999497387, 0.022354560897670944]]"
adversarial_3x5_d9,3,9,3,5,87,174,0.15,1.0,0.35,0.6078737944830701,4.883648120424251,2,0.15000000000000013,0.15000000000000013,0.0,1.5457149960266028,0.2827542906580282,0.26695798858738207,0.16625476453541665,0.2926392191505211,0.001692678160451278,3.0691303627389006e-12,0.14726299995926118,5.340286831165687e-10,0.26666666666666666,0.4666666666666667,0.5333333333333333,0.6,False,widespread_sparse,Widespread sparsity,variant_2,15,5.8,11.6,2.0,5.340286831165687e-10,0.26666666666666666,0.4666666666666667,0.6,0.6,18.14625986685788,1.2366812680404236,1.6358690222619197,8.536774186744784,0.4025451249304263,0.4208013535988304,0.9099127445200462,0.4963973943562785,"[[0.031583464732928855, 0.003914012974941602, 0.026083697625693538, 0.14109342004617656, 0.0059031042393155354], [0.14857158457038513, 0.013196401074514244, 0.1572786359867854, 0.04248851049763972, 0.02734204332119332], [0.24064630429551642, 0.001692678160451278, 0.0719393225728964, 0.0785938626584629, 0.009672957243099288]]","[[3.6066152378595745e-10, 0.005864976808959111, 0.0012422213852027568, 3.0691303627389006e-12, 1.650515352002892e-07], [0.04329616304255996, 2.457381652034665e-08, 0.03765147771401497, 3.317354990367918e-05, 0.001999052990231139], [0.005765757210254289, 0.4905323929735029, 0.23472917026134324, 0.049935495154061114, 0.12894992892088464]]"
