regime,regime_label,method,method_label,nominal_alpha,population_pairs,mean_rejection_rate,median_rejection_rate,p10_rejection_rate,p90_rejection_rate,minimum_rejection_rate,maximum_rejection_rate,mean_absolute_calibration_error
well_sampled,Well sampled,simple_welch,Simple Welch,0.045,24,0.041775,0.0425,0.03852,0.0449,0.038,0.0483,0.0035333333333333323
well_sampled,Well sampled,simple_welch,Simple Welch,0.046,24,0.04265833333333333,0.043399999999999994,0.039420000000000004,0.04588,0.039,0.0491,0.0036333333333333326
well_sampled,Well sampled,simple_welch,Simple Welch,0.047,24,0.0436875,0.04415,0.040279999999999996,0.0473,0.0396,0.0505,0.0037125000000000005
well_sampled,Well sampled,simple_welch,Simple Welch,0.048,24,0.04470833333333333,0.044950000000000004,0.04122,0.048620000000000003,0.0408,0.0514,0.0037416666666666674
well_sampled,Well sampled,simple_welch,Simple Welch,0.049,24,0.04554166666666667,0.04555,0.04185,0.04975,0.0416,0.0524,0.003933333333333335
well_sampled,Well sampled,simple_welch,Simple Welch,0.05,24,0.046525000000000004,0.046450000000000005,0.04313,0.05024,0.0426,0.0535,0.0038416666666666686
well_sampled,Well sampled,simple_welch,Simple Welch,0.051,24,0.047545833333333336,0.04725,0.04433,0.051289999999999995,0.0439,0.0545,0.003837499999999997
well_sampled,Well sampled,simple_welch,Simple Welch,0.052,24,0.04855,0.0487,0.0452,0.0522,0.0446,0.0555,0.003808333333333332
well_sampled,Well sampled,simple_welch,Simple Welch,0.053,24,0.049475,0.049600000000000005,0.04588,0.053169999999999995,0.0454,0.0562,0.0038583333333333317
well_sampled,Well sampled,simple_welch,Simple Welch,0.054,24,0.05049583333333333,0.0505,0.04684,0.05447,0.0463,0.0572,0.003929166666666667
well_sampled,Well sampled,simple_welch,Simple Welch,0.055,24,0.0514625,0.05155,0.04802,0.055189999999999996,0.0476,0.0583,0.0038958333333333327
well_sampled,Well sampled,simple_welch,Simple Welch,0.056,24,0.0524125,0.05245,0.04888,0.05606,0.0482,0.0591,0.003945833333333333
well_sampled,Well sampled,simple_welch,Simple Welch,0.057,24,0.05346666666666667,0.0533,0.05006,0.05742,0.0492,0.0601,0.0039250000000000005
well_sampled,Well sampled,simple_welch,Simple Welch,0.058,24,0.05433333333333334,0.05405,0.05093,0.05819,0.0503,0.0608,0.003975000000000003
well_sampled,Well sampled,simple_welch,Simple Welch,0.059,24,0.0552625,0.0554,0.0518,0.05902,0.0512,0.0619,0.004029166666666664
well_sampled,Well sampled,simple_welch,Simple Welch,0.06,24,0.05619166666666667,0.05635,0.05279,0.059840000000000004,0.0517,0.0628,0.004041666666666663
well_sampled,Well sampled,simple_welch,Simple Welch,0.061,24,0.05726666666666667,0.0576,0.0538,0.06077,0.0523,0.0634,0.003966666666666666
well_sampled,Well sampled,simple_welch,Simple Welch,0.062,24,0.05817083333333333,0.0587,0.05461,0.06191,0.053,0.0645,0.0040625
well_sampled,Well sampled,simple_welch,Simple Welch,0.063,24,0.05915,0.0596,0.05543,0.06301,0.0539,0.0665,0.004191666666666667
well_sampled,Well sampled,simple_welch,Simple Welch,0.064,24,0.06005833333333333,0.060399999999999995,0.056620000000000004,0.06388,0.0551,0.0678,0.004283333333333334
well_sampled,Well sampled,simple_welch,Simple Welch,0.065,24,0.061045833333333334,0.0611,0.05728,0.06457,0.0564,0.0687,0.004287500000000001
well_sampled,Well sampled,simple_welch,Simple Welch,0.066,24,0.06204166666666667,0.0624,0.0585,0.06554,0.057,0.0695,0.004266666666666669
well_sampled,Well sampled,simple_welch,Simple Welch,0.067,24,0.06311666666666667,0.06355,0.05966,0.0669,0.0574,0.0701,0.00419166666666667
well_sampled,Well sampled,simple_welch,Simple Welch,0.068,24,0.0641,0.06445000000000001,0.06046,0.06761,0.0582,0.0706,0.004183333333333337
well_sampled,Well sampled,simple_welch,Simple Welch,0.069,24,0.06522916666666667,0.0653,0.06148,0.06892,0.0597,0.0715,0.004070833333333337
well_sampled,Well sampled,simple_welch,Simple Welch,0.07,24,0.06617916666666666,0.06625,0.06233,0.06979,0.0609,0.0723,0.004095833333333339
well_sampled,Well sampled,simple_welch,Simple Welch,0.071,24,0.06717916666666666,0.06709999999999999,0.06326000000000001,0.07078999999999999,0.0614,0.0731,0.004070833333333328
well_sampled,Well sampled,simple_welch,Simple Welch,0.072,24,0.06815,0.0681,0.06446,0.07177,0.0622,0.0739,0.00408333333333333
well_sampled,Well sampled,simple_welch,Simple Welch,0.073,24,0.06910833333333334,0.0695,0.06516000000000001,0.07260000000000001,0.0631,0.075,0.004149999999999995
well_sampled,Well sampled,simple_welch,Simple Welch,0.074,24,0.07019166666666667,0.07050000000000001,0.06623,0.07431,0.064,0.0761,0.004116666666666663
well_sampled,Well sampled,simple_welch,Simple Welch,0.075,24,0.0711875,0.0718,0.06692,0.07527,0.0653,0.077,0.004095833333333332
well_sampled,Well sampled,simple_welch,Simple Welch,0.076,24,0.07217083333333334,0.07235,0.06795,0.07642,0.0666,0.0778,0.004112499999999997
well_sampled,Well sampled,simple_welch,Simple Welch,0.077,24,0.07303333333333334,0.07350000000000001,0.0688,0.07755000000000001,0.0676,0.0785,0.004266666666666666
well_sampled,Well sampled,simple_welch,Simple Welch,0.078,24,0.07402083333333333,0.07455,0.06998,0.07796,0.0685,0.0792,0.004187499999999999
