name,r,c,n,skewness,p,q,replicate,observed_N,table_json,nonempty_table_json,row_totals_json,col_totals_json,nonempty_row_totals_json,nonempty_col_totals_json,observed_r,observed_c,dynamic_df,g_statistic,saddle_p,saddle_route,support_count,support_count_status,saddle_time_s,conditional_mean,conditional_variance,saddlepoint_s_hat,saddlepoint_w,saddlepoint_u,saddlepoint_k,saddlepoint_k2,saddlepoint_iterations,saddlepoint_converged,saddlepoint_fallback,saddle_error,chi2_nominal_p,chi2_nominal_df,chi2_dynamic_p,chi2_dynamic_df,chi2_p,chi2_df,chi2_time_s,shuffles,jidt_p_floor,jidt_p,jidt_g_statistic,jidt_g_abs_diff,jidt_time_s,jidt_error,config_index
8x3_N50_mild,8,3,50,mild,"(0.7, 0.042857142857142864, 0.042857142857142864, 0.042857142857142864, 0.042857142857142864, 0.042857142857142864, 0.042857142857142864, 0.042857142857142864)","(0.7, 0.15000000000000002, 0.15000000000000002)",0,50,"[[24,5,5],[1,0,0],[2,2,0],[0,1,0],[1,0,0],[3,1,1],[0,0,1],[2,1,0]]","[[24,5,5],[1,0,0],[2,2,0],[0,1,0],[1,0,0],[3,1,1],[0,0,1],[2,1,0]]","[34,1,4,1,1,5,1,3]","[33,10,7]","[34,1,4,1,1,5,1,3]","[33,10,7]",8,3,14,13.214216124275252,0.575814269116766,saddlepoint,,>1000,0.0022039590403437614,14.243807479545065,14.43743093955726,-0.07697403464439838,-0.2779850961773609,-0.2713668788623172,-1.0557893865968992,12.428684889251599,6,True,,,0.5097297404700764,14,0.5097297404700764,14,0.5097297404700764,14,3.283401019871235e-05,5,0.16666666666666666,0.4,13.214216124275234,1.7763568394002505e-14,8.608400821685791e-05,,11
