name,r,c,n,skewness,p,q,replicate,observed_N,table_json,nonempty_table_json,row_totals_json,col_totals_json,nonempty_row_totals_json,nonempty_col_totals_json,observed_r,observed_c,dynamic_df,g_statistic,saddle_p,saddle_route,support_count,support_count_status,saddle_time_s,conditional_mean,conditional_variance,saddlepoint_s_hat,saddlepoint_w,saddlepoint_u,saddlepoint_k,saddlepoint_k2,saddlepoint_iterations,saddlepoint_converged,saddlepoint_fallback,saddle_error,chi2_nominal_p,chi2_nominal_df,chi2_dynamic_p,chi2_dynamic_df,chi2_p,chi2_df,chi2_time_s,shuffles,jidt_p_floor,jidt_p,jidt_g_statistic,jidt_g_abs_diff,jidt_time_s,jidt_error,config_index
8x3_N50_strong,8,3,50,strong,"(0.9, 0.014285714285714282, 0.014285714285714282, 0.014285714285714282, 0.014285714285714282, 0.014285714285714282, 0.014285714285714282, 0.014285714285714282)","(0.9, 0.04999999999999999, 0.04999999999999999)",0,50,"[[40,3,2],[0,0,0],[1,0,0],[2,0,0],[0,2,0],[0,0,0],[0,0,0],[0,0,0]]","[[40,3,2],[1,0,0],[2,0,0],[0,2,0]]","[45,0,1,2,2,0,0,0]","[43,5,2]","[45,1,2,2]","[43,5,2]",4,3,6,10.747117450622012,0.03311087617285558,exact,83,exact,0.00045537500409409404,3.716136604307152,8.051651387778257,,,,,,,,,,0.7057778247930223,14,0.09651363300058778,6,0.7057778247930223,14,4.437495954334736e-05,5,0.16666666666666666,0.2,10.747117450622028,1.5987211554602254e-14,6.725004641339183e-05,,12
