name,r,c,n,skewness,p,q,replicate,observed_N,table_json,nonempty_table_json,row_totals_json,col_totals_json,nonempty_row_totals_json,nonempty_col_totals_json,observed_r,observed_c,dynamic_df,g_statistic,saddle_p,saddle_route,support_count,support_count_status,saddle_time_s,conditional_mean,conditional_variance,saddlepoint_s_hat,saddlepoint_w,saddlepoint_u,saddlepoint_k,saddlepoint_k2,saddlepoint_iterations,saddlepoint_converged,saddlepoint_fallback,saddle_error,chi2_nominal_p,chi2_nominal_df,chi2_dynamic_p,chi2_dynamic_df,chi2_p,chi2_df,chi2_time_s,shuffles,jidt_p_floor,jidt_p,jidt_g_statistic,jidt_g_abs_diff,jidt_time_s,jidt_error,config_index
2x2_N50_balanced,2,2,50,balanced,"(0.5, 0.5)","(0.5, 0.5)",0,50,"[[11,11],[18,10]]","[[11,11],[18,10]]","[22,28]","[29,21]","[22,28]","[29,21]",2,2,1,1.0323566489091762,0.39116268516490293,exact,22,exact,0.0004364590276964009,1.0330598698879991,2.1385429884918086,,,,,,,,,,0.30960580065360294,1,0.30960580065360294,1,0.30960580065360294,1,9.766704170033336e-05,5,0.16666666666666666,0.4,1.0323566489091716,4.6629367034256575e-15,0.001848541956860572,,1
