anchor_configuration_id,mi_difference,method,rejection_rate_current_5000,rejection_rate_existing_50000,absolute_difference
C1_N7_n1000,0.005,simple_welch,0.030655179322781004,0.0314115148844104,0.0007563355616293961
C2_N0_np20_nq200,0.0,expanded_welch,0.05527738834368116,0.0566207849972951,0.0013433966536139444
C2_N0_np20_nq200,0.0,normal_wald,0.1718,0.16988,0.001920000000000005
C2_N0_np20_nq200,0.0,simple_welch,0.1614,0.15852,0.0028799999999999937
C2_N0_np20_nq200,1e-05,expanded_welch,0.05845845845845846,0.0555065902808381,0.0029518681776203592
C2_N0_np20_nq200,1e-05,normal_wald,0.1718,0.16822,0.00358
C2_N0_np20_nq200,1e-05,simple_welch,0.162,0.15658,0.005420000000000008
C2_N0_np20_nq200,0.0001,expanded_welch,0.05588942307692308,0.0537699008711324,0.002119522205790682
C2_N0_np20_nq200,0.0001,normal_wald,0.1694,0.16802,0.0013799999999999923
C2_N0_np20_nq200,0.0001,simple_welch,0.157,0.15758,0.0005799999999999972
C2_N0_np20_nq200,0.001,expanded_welch,0.05731462925851703,0.0547687253350427,0.002545903923474334
C2_N0_np20_nq200,0.001,normal_wald,0.174,0.16994,0.00405999999999998
C2_N0_np20_nq200,0.001,simple_welch,0.166,0.159,0.007000000000000006
C2_N0_np20_nq200,0.005,expanded_welch,0.04907852564102564,0.0532598898347521,0.004181364193726458
C2_N0_np20_nq200,0.005,normal_wald,0.1674,0.17104,0.0036400000000000043
C2_N0_np20_nq200,0.005,simple_welch,0.1562,0.16016,0.003959999999999991
C2_N0_np20_nq200,0.01,expanded_welch,0.051503006012024045,0.0528635243685022,0.0013605183564781576
C2_N0_np20_nq200,0.01,normal_wald,0.1722,0.17758,0.005379999999999996
C2_N0_np20_nq200,0.01,simple_welch,0.1622,0.16674,0.0045399999999999885
C2_N0_np20_nq200,0.02,expanded_welch,0.048115477145148355,0.0518059979566079,0.003690520811459548
C2_N0_np20_nq200,0.02,normal_wald,0.1856,0.19124,0.005640000000000006
C2_N0_np20_nq200,0.02,simple_welch,0.175,0.17984,0.004840000000000011
C2_N0_np20_nq200,0.05,expanded_welch,0.048028817290374226,0.0507208650380456,0.0026920477476713722
C2_N0_np20_nq200,0.05,normal_wald,0.2296,0.23192,0.0023199999999999887
C2_N0_np20_nq200,0.05,simple_welch,0.2128,0.21976,0.006960000000000022
C2_N0_np20_nq200,0.1,expanded_welch,0.06451612903225806,0.0610716074111166,0.0034445216211414637
C2_N0_np20_nq200,0.1,normal_wald,0.3156,0.31618,0.0005800000000000249
C2_N0_np20_nq200,0.1,simple_welch,0.299,0.3001,0.0010999999999999899
C2_N0_np20_nq200,0.2,expanded_welch,0.2177742193755004,0.2176542443478783,0.00011997502762209344
C2_N0_np20_nq200,0.2,normal_wald,0.5214,0.53006,0.008660000000000001
C2_N0_np20_nq200,0.2,simple_welch,0.501,0.5087,0.00770000000000004
C2_N0_np20_nq200,0.5,expanded_welch,0.9011033099297894,0.9049586776859504,0.003855367756161021
C2_N0_np20_nq200,0.5,normal_wald,0.9546,0.95866,0.0040599999999999525
C2_N0_np20_nq200,0.5,simple_welch,0.9442,0.9509,0.006699999999999928
C2_N3_np500_nq50,0.0,expanded_welch,0.04887369267900241,0.0454052098408104,0.0034684828381920108
C2_N3_np500_nq50,0.0,normal_wald,0.1796,0.17036,0.009239999999999998
C2_N3_np500_nq50,0.0,simple_welch,0.1752,0.167,0.008199999999999985
C2_N3_np500_nq50,1e-05,expanded_welch,0.04485116653258246,0.0462836480514262,0.0014324815188437381
C2_N3_np500_nq50,1e-05,normal_wald,0.1662,0.16928,0.003080000000000027
C2_N3_np500_nq50,1e-05,simple_welch,0.163,0.16568,0.002679999999999988
C2_N3_np500_nq50,0.0001,expanded_welch,0.04447574964781646,0.0462036255476506,0.0017278758998341345
C2_N3_np500_nq50,0.0001,normal_wald,0.1696,0.16876,0.0008400000000000074
C2_N3_np500_nq50,0.0001,simple_welch,0.166,0.16522,0.0007800000000000029
C2_N3_np500_nq50,0.001,expanded_welch,0.04156626506024096,0.0432379191123261,0.0016716540520851364
C2_N3_np500_nq50,0.001,normal_wald,0.1644,0.16398,0.0004200000000000037
C2_N3_np500_nq50,0.001,simple_welch,0.1604,0.16042,2.0000000000020002e-05
C2_N3_np500_nq50,0.005,expanded_welch,0.04381909547738694,0.0442332040434896,0.0004141085661026611
C2_N3_np500_nq50,0.005,normal_wald,0.1486,0.14936,0.0007599999999999829
C2_N3_np500_nq50,0.005,simple_welch,0.144,0.14588,0.0018800000000000205
C2_N3_np500_nq50,0.01,expanded_welch,0.0392512077294686,0.0418141592920354,0.0025629515625667995
C2_N3_np500_nq50,0.01,normal_wald,0.1286,0.1364,0.007800000000000001
C2_N3_np500_nq50,0.01,simple_welch,0.1234,0.13208,0.008680000000000007
C2_N3_np500_nq50,0.02,expanded_welch,0.04738004416783778,0.0455495278280088,0.0018305163398289817
C2_N3_np500_nq50,0.02,normal_wald,0.1176,0.11608,0.0015199999999999936
C2_N3_np500_nq50,0.02,simple_welch,0.1118,0.11096,0.0008399999999999935
C2_N3_np500_nq50,0.05,expanded_welch,0.10068327974276527,0.0925739787713091,0.008109300971456165
C2_N3_np500_nq50,0.05,normal_wald,0.15,0.14432,0.005679999999999991
C2_N3_np500_nq50,0.05,simple_welch,0.1374,0.13298,0.004420000000000007
C2_N3_np500_nq50,0.1,expanded_welch,0.246938365790002,0.2464880725094957,0.00045029328050630313
C2_N3_np500_nq50,0.1,normal_wald,0.3174,0.31954,0.0021399999999999753
C2_N3_np500_nq50,0.1,simple_welch,0.2942,0.2963,0.0020999999999999908
C2_N5_np200_nq2000,0.0,expanded_welch,0.21159842028684264,0.2061400783046423,0.005458341982200354
C2_N5_np200_nq2000,0.0,normal_wald,0.4798,0.48904,0.00923999999999997
C2_N5_np200_nq2000,0.0,simple_welch,0.4796,0.48894,0.00933999999999996
C2_N5_np200_nq2000,1e-05,expanded_welch,0.19904425514232288,0.2081029018828062,0.009058646740483317
C2_N5_np200_nq2000,1e-05,normal_wald,0.4896,0.49068,0.0010800000000000254
C2_N5_np200_nq2000,1e-05,simple_welch,0.4896,0.49058,0.0009800000000000364
C2_N5_np200_nq2000,0.0001,expanded_welch,0.22793203481143803,0.2180639549333112,0.009868079878126823
C2_N5_np200_nq2000,0.0001,normal_wald,0.4914,0.49186,0.00046000000000001595
C2_N5_np200_nq2000,0.0001,simple_welch,0.4912,0.49182,0.0006199999999999539
C2_N5_np200_nq2000,0.001,expanded_welch,0.26807980049875313,0.2674601531773959,0.0006196473213572196
C2_N5_np200_nq2000,0.001,normal_wald,0.4882,0.48834,0.00013999999999997348
C2_N5_np200_nq2000,0.001,simple_welch,0.4882,0.48828,7.999999999996898e-05
C2_N5_np200_nq2000,0.005,expanded_welch,0.42200124300807956,0.4163251790223105,0.0056760639857690864
C2_N5_np200_nq2000,0.005,normal_wald,0.5018,0.49098,0.010819999999999996
C2_N5_np200_nq2000,0.005,simple_welch,0.5018,0.49094,0.010860000000000036
C2_N5_np200_nq2000,0.01,expanded_welch,0.4689569536423841,0.4682337333913728,0.0007232202510112917
C2_N5_np200_nq2000,0.01,normal_wald,0.4974,0.50078,0.003379999999999994
C2_N5_np200_nq2000,0.01,simple_welch,0.4974,0.50072,0.003320000000000045
C2_N5_np200_nq2000,0.02,expanded_welch,0.4790976821192053,0.4816155931221419,0.0025179110029366347
C2_N5_np200_nq2000,0.02,normal_wald,0.5494,0.55108,0.0016800000000000148
C2_N5_np200_nq2000,0.02,simple_welch,0.5488,0.55046,0.0016599999999999948
C3_C3_same_balanced_i0p005_n1000,0.0,expanded_welch,0.0154,0.01404,0.00136
