alpha,saddle_mean_abs_calibration_error,chi2_mean_abs_calibration_error,jidt_mean_abs_calibration_error,saddle_within_20pct_fraction,chi2_within_20pct_fraction,jidt_within_20pct_fraction
0.1,0.03333333333333333,0.05833333333333333,0.04583333333333334,0.3333333333333333,0.16666666666666666,0.4166666666666667
0.05,0.03125,0.043750000000000004,0.029166666666666664,0.08333333333333333,0.08333333333333333,0.4166666666666667
0.01,0.015833333333333335,0.011249999999999998,0.015000000000000001,0.0,0.0,0.0
