configuration_id,pair_id,shape,rows,columns,profile,dominant_p,dominant_q,constructor,pattern,target_mi_p,target_mi_q,achieved_mi_p,achieved_mi_q,signed_mi_difference_q_minus_p,absolute_mi_difference,n_p,n_q,replicates,simulation_seed
config_3f935ee513f6f08a,pair_dd545e3377fa7848,8x8,8,8,same_skew,,,additive,first,0.02,0.025,0.019999999999999997,0.025000000000000012,0.005000000000000015,0.005000000000000015,500,500,20000,6985838485804343615
config_3fd05c109b8befa8,pair_b02a3d46d9460b5c,8x8,8,8,different_skew,,,additive,first,0.02,0.04,0.020000000000000108,0.03999999999999959,0.019999999999999483,0.019999999999999483,100,100,20000,15419213722638488424
config_3fd2bfcd8aeebbf2,pair_8530c1b9f8c78768,5x5,5,5,different_skew,,,additive,first,0.02,0.02,0.019999999999999993,0.019999999999999872,-1.214306433183765e-16,1.214306433183765e-16,10000,10000,20000,5047672249199814275
config_3ffac8436ae8e603,pair_2de5a5fbe7e803db,8x8,8,8,custom_extreme,0.9,0.95,additive,rare,1e-05,6e-05,9.999999999999965e-06,6.000000000000116e-05,5.0000000000001195e-05,5.0000000000001195e-05,100,100,20000,181647177178753447
config_401575137d61ae26,pair_9135fa4edca7b321,3x3,3,3,same_skew,,,additive,first,0.04,0.02,0.040000000000000036,0.019999999999999858,-0.020000000000000177,0.020000000000000177,500,50,20000,13188921797176890528
config_4017ae72520c2067,pair_0997a90a873eb048,2x2,2,2,uniform,,,additive,first,0.0,0.002,0.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,20,20,20000,11676927202873845098
config_401d3469ffe359cc,pair_204babdf9da6c75c,3x3,3,3,custom_extreme,0.9,0.95,additive,first,1e-05,0.00011,9.99999999992635e-06,0.00010999999999985682,9.999999999993047e-05,9.999999999993047e-05,1,1,20000,17319896109163719601
config_4023ba0d40ecccbe,pair_952f7d555cce12cb,8x8,8,8,same_skew,,,additive,first,0.022,0.02,0.022000000000000023,0.019999999999999997,-0.002000000000000026,0.002000000000000026,50,100,20000,15314978123661198383
config_404f810946552342,pair_ab54a9a79927cb3d,5x5,5,5,different_skew,,,additive,first,0.0001,0.0001,0.00010000000000014209,0.00010000000000007877,-6.331740687315346e-17,6.331740687315346e-17,1000,1000,20000,2050516416056145806
config_406e4180dea469f3,pair_a4c69fc01b9e2792,3x3,3,3,uniform,,,additive,first,0.022,0.02,0.02199999999999963,0.01999999999999999,-0.001999999999999641,0.001999999999999641,500,500,20000,4526443471592316938
config_407ecc6af4ab3662,pair_e3af9cee70530be8,3x3,3,3,same_skew,,,additive,first,0.02,0.04,0.019999999999999858,0.040000000000000036,0.020000000000000177,0.020000000000000177,10,10,20000,17516438809043894375
config_40a34671a0f59af7,pair_fccf5bdd69b3d75a,2x2,2,2,custom_extreme,0.999,0.9995,additive,first,1e-05,6e-05,1.000000000002521e-05,5.9999999999972876e-05,4.999999999994767e-05,4.999999999994767e-05,1,1,20000,14825279407786563350
config_40a63b7e552cdd48,pair_2ec66db67e17568d,8x8,8,8,uniform,,,additive,first,0.02,0.03,0.019999999999999997,0.029999999999999784,0.009999999999999787,0.009999999999999787,50,250,20000,11918275362091435659
config_40fa5fcc1ca9f778,pair_9135fa4edca7b321,3x3,3,3,same_skew,,,additive,first,0.04,0.02,0.040000000000000036,0.019999999999999858,-0.020000000000000177,0.020000000000000177,50,250,20000,16920218758676573747
config_4121dfff95a59892,pair_be82699e9841393d,2x2,2,2,uniform,,,additive,first,0.02,0.025,0.01999999999999985,0.024999999999999967,0.0050000000000001155,0.0050000000000001155,100,100,20000,16817401417940796376
config_416a21883ce614cc,pair_4b83094b56e4bdd9,8x8,8,8,different_skew,,,additive,first,0.0,0.0,-1.0103029524088927e-16,7.63833440942107e-16,8.648637361829963e-16,8.648637361829963e-16,1000,1000,20000,1447632174287403183
config_41735fdb7b2eb7f2,pair_ce1cdc6388a0bddc,3x3,3,3,different_skew,,,loglinear,first,0.0001,0.0001,9.99999999999248e-05,0.00010000000000001544,9.063930161978817e-17,9.063930161978817e-17,1000,1000,20000,11581135947029131070
config_4175226445249d1b,pair_3dca98d3a0146b9a,8x8,8,8,different_skew,,,additive,first,0.02,0.021,0.020000000000000108,0.02100000000000014,0.0010000000000000321,0.0010000000000000321,50,500,20000,403318631217631954
config_4182f961f59243ac,pair_f3050fed91456f6e,5x5,5,5,different_skew,,,loglinear,first,0.0001,0.0201,9.999999999979871e-05,0.020099999999999996,0.020000000000000198,0.020000000000000198,100,100,20000,9082620078719694565
config_418ce5f8e8e1edb0,pair_70c64564418a2077,8x8,8,8,uniform,,,additive,first,0.021,0.02,0.020999999999999998,0.019999999999999997,-0.0010000000000000009,0.0010000000000000009,100,50,20000,10804502722768564097
config_4196bb7919af8489,pair_8cdd467a21f68272,8x8,8,8,same_skew,,,additive,first,0.0,0.02,7.63833440942107e-16,0.019999999999999997,0.019999999999999234,0.019999999999999234,2,2,20000,6317326006806629678
config_41ca58b0dea3d52a,pair_843b32122b86c600,2x2,2,2,uniform,,,additive,first,0.02,0.03,0.01999999999999985,0.030000000000000054,0.010000000000000203,0.010000000000000203,500,500,20000,2623552468366107003
config_41cb06eb2b64a096,pair_44334a4676b6d518,8x8,8,8,different_skew,,,additive,first,0.022,0.02,0.021999999999999915,0.019999999999999997,-0.0019999999999999185,0.0019999999999999185,250,50,20000,15128410601436807400
config_41d7d0a58a501dd2,pair_8cfa53bff9f319ba,3x3,3,3,same_skew,,,additive,first,0.021,0.02,0.020999999999999974,0.019999999999999858,-0.0010000000000001154,0.0010000000000001154,50,250,20000,18411143704957083291
config_41e04f4d15cd16fa,pair_306fc3ab0cab1620,8x8,8,8,same_skew,,,additive,first,0.001,0.001,0.0010000000000001032,0.0010000000000001032,0.0,0.0,20,20,20000,14849994577475362367
config_41ee3457565cff05,pair_2b2b85692099c674,3x3,3,3,different_skew,,,additive,first,0.04,0.02,0.039999999999999925,0.019999999999999858,-0.020000000000000066,0.020000000000000066,50,100,20000,10867687209272294426
config_420846001f9e4636,pair_f97c41efb8c82665,2x2,2,2,different_skew,,,additive,first,0.03,0.02,0.030000000000000054,0.01999999999999995,-0.010000000000000106,0.010000000000000106,50,100,20000,6794323928774041260
config_420f69ab6acbb162,pair_0b7dd028d07380ef,2x2,2,2,uniform,,,additive,first,0.02,0.021,0.01999999999999985,0.02099999999999988,0.0010000000000000286,0.0010000000000000286,100,50,20000,10116280080125727040
config_423bdd6b0409469f,pair_7cc32c477d8083fb,2x2,2,2,different_skew,,,additive,first,0.001,0.021,0.0010000000000000338,0.021000000000000026,0.01999999999999999,0.01999999999999999,100,100,20000,7939669206099579492
config_423c86ee550a86b4,pair_7ca5af467258f349,3x3,3,3,same_skew,,,additive,first,0.03,0.02,0.029999999999999954,0.019999999999999858,-0.010000000000000096,0.010000000000000096,50,100,20000,14521889320398147167
config_4241bdd4a9cf8f2e,pair_fb171806122aa5e7,8x8,8,8,same_skew,,,additive,first,0.02,0.022,0.019999999999999997,0.022000000000000023,0.002000000000000026,0.002000000000000026,10,10,20000,17019817863972954124
config_42437ad6577a5845,pair_e227f300078d7345,2x2,2,2,same_skew,,,additive,first,0.02,0.07,0.01999999999999995,0.07000000000000085,0.050000000000000905,0.050000000000000905,1000,1000,20000,15328801407236533835
config_424c8dac52df0f9e,pair_fbffe57885c24018,3x3,3,3,different_skew,,,loglinear,first,0.02,0.022,0.02000000000000022,0.02199999999999999,0.0019999999999997693,0.0019999999999997693,20,20,20000,12291285164737327288
config_425115d3f4345540,pair_42cf070b4599f04d,5x5,5,5,uniform,,,additive,first,0.022,0.02,0.02199999999999998,0.019999999999999993,-0.001999999999999988,0.001999999999999988,500,500,20000,7907894868329321967
config_4264de68257a8b41,pair_fccf5bdd69b3d75a,2x2,2,2,custom_extreme,0.999,0.9995,additive,first,1e-05,6e-05,1.000000000002521e-05,5.9999999999972876e-05,4.999999999994767e-05,4.999999999994767e-05,2,2,20000,2480231532714309415
config_42650525139c3e89,pair_f69a64e76362b4b2,2x2,2,2,uniform,,,additive,first,0.022,0.02,0.02200000000000002,0.01999999999999985,-0.0020000000000001683,0.0020000000000001683,500,50,20000,17651334921875907077
config_42678136a85b96b5,pair_1fcc0b2eb287af7d,8x8,8,8,same_skew,,,additive,first,0.001,0.003,0.0010000000000001032,0.003000000000000053,0.0019999999999999497,0.0019999999999999497,1000,1000,20000,16032419607032638896
config_426d05a5ec81c0a0,pair_09da76c4e4dda438,3x3,3,3,custom_extreme,0.9,0.95,additive,first,1e-05,3.5000000000000004e-05,9.99999999992635e-06,3.4999999999900975e-05,2.4999999999974627e-05,2.4999999999974627e-05,1000,1000,20000,15173455964377268963
config_428fb61e8fe81d3b,pair_057b57da58f311af,8x8,8,8,same_skew,,,additive,first,0.04,0.02,0.03999999999999959,0.019999999999999997,-0.019999999999999594,0.019999999999999594,100,50,20000,10095457979707090028
config_4292bfd4ad782a22,pair_489238afbcfc259d,5x5,5,5,uniform,,,additive,first,0.02,0.02,0.019999999999999993,0.019999999999999993,0.0,0.0,500,500,20000,13035474115038212794
config_42951c0df6ffb78a,pair_5916315109cdaaec,8x8,8,8,different_skew,,,additive,rare,0.0001,0.0002,0.00010000000000001779,0.00019999999999999952,9.999999999998174e-05,9.999999999998174e-05,1000,1000,20000,2545660848760288631
config_4297acadfddc57dd,pair_7f3e9fdfd5606889,3x3,3,3,different_skew,,,loglinear,first,0.0001,0.0011,9.99999999999248e-05,0.0010999999999999842,0.0010000000000000594,0.0010000000000000594,1000,1000,20000,650660109536783071
config_429f1d84f6ccb79e,pair_344091063a9478c1,8x8,8,8,same_skew,,,additive,first,0.03,0.02,0.029999999999999114,0.019999999999999997,-0.009999999999999117,0.009999999999999117,50,50,20000,11780156225799619784
config_42a395474415f95d,pair_535f2ae31638c331,3x3,3,3,uniform,,,loglinear,first,0.02,0.02,0.01999999999999974,0.01999999999999974,0.0,0.0,100,100,20000,4868193540951122707
config_42aabeb8afeeac0a,pair_fbe9e14b4ed7fe91,5x5,5,5,different_skew,,,loglinear,first,0.0001,0.0101,9.999999999979871e-05,0.010099999999999928,0.01000000000000013,0.01000000000000013,20,20,20000,17028466077004434557
config_42b29291be3a4d94,pair_915fd4445dd7693e,3x3,3,3,uniform,,,additive,first,0.02,0.02,0.01999999999999999,0.01999999999999999,0.0,0.0,50,500,20000,8179491692388760096
config_42f8c8fd2873b376,pair_d7217457e76b4c17,5x5,5,5,different_skew,,,additive,first,0.04,0.02,0.03999999999999985,0.019999999999999872,-0.019999999999999976,0.019999999999999976,50,50,20000,14337003132184072093
config_42f9d0a1a50790ce,pair_57c0709ba92e2e9a,8x8,8,8,uniform,,,additive,first,0.02,0.02,0.019999999999999997,0.019999999999999997,0.0,0.0,50,500,20000,3305552733643573535
config_430a613ab34ad1d9,pair_6be61eeccec51dcf,2x2,2,2,different_skew,,,additive,first,0.021,0.02,0.021000000000000067,0.01999999999999995,-0.0010000000000001188,0.0010000000000001188,250,50,20000,18369358691592433122
config_430d7906b66e0068,pair_b71c16122efe963c,8x8,8,8,uniform,,,additive,first,0.02,0.022,0.019999999999999997,0.02199999999999993,0.0019999999999999324,0.0019999999999999324,500,500,20000,942988995668113336
config_431bb801006c0fba,pair_256ab9b3d2111c19,8x8,8,8,custom_extreme,0.9,0.95,additive,first,1e-05,1e-05,9.99999999977034e-06,9.999999999955183e-06,1.8484291788162244e-16,1.8484291788162244e-16,1000,1000,20000,13742003408571542357
config_43277fae2dd8382d,pair_8d496ff00d7fb130,2x2,2,2,different_skew,,,additive,first,0.001,0.002,0.0010000000000000338,0.0019999999999999254,0.0009999999999998916,0.0009999999999998916,20,20,20000,4199110147862257268
config_433a14ba2f93aa8a,pair_1d9f93247e70de8d,5x5,5,5,uniform,,,additive,first,0.02,0.022,0.019999999999999993,0.02199999999999998,0.001999999999999988,0.001999999999999988,10,10,20000,17790833082634470593
config_433b85ade93edbfd,pair_4c334422f578b90a,3x3,3,3,same_skew,,,additive,first,0.02,0.03,0.019999999999999858,0.029999999999999954,0.010000000000000096,0.010000000000000096,20,20,20000,11066037695738818272
config_435a6b357df38dd3,pair_1d9f93247e70de8d,5x5,5,5,uniform,,,additive,first,0.02,0.022,0.019999999999999993,0.02199999999999998,0.001999999999999988,0.001999999999999988,500,50,20000,3913161491505524343
config_436acbd09211b374,pair_c4ed246236566b7c,2x2,2,2,different_skew,,,additive,first,0.02,0.22,0.019999999999999907,0.22000000000000003,0.20000000000000012,0.20000000000000012,1000,1000,20000,1346171909549004500
config_436d14d3642d4655,pair_635e63835358febf,3x3,3,3,same_skew,,,additive,first,0.02,0.12000000000000001,0.019999999999999858,0.12000000000000004,0.10000000000000017,0.10000000000000017,20,20,20000,17985192488170344831
config_437030d4821f9f04,pair_f377a7a89731562f,8x8,8,8,uniform,,,loglinear,first,0.02,0.04,0.020000000000000406,0.039999999999999765,0.01999999999999936,0.01999999999999936,20,20,20000,11539223414383985709
config_43719f938369ce2b,pair_dbd3e93402b7e897,8x8,8,8,different_skew,,,loglinear,first,0.0001,0.0001,9.999999999990407e-05,0.00010000000000009043,1.8636080092310214e-16,1.8636080092310214e-16,100,100,20000,191886877098687222
config_43b3ba1047d45509,pair_44334a4676b6d518,8x8,8,8,different_skew,,,additive,first,0.022,0.02,0.021999999999999915,0.019999999999999997,-0.0019999999999999185,0.0019999999999999185,500,500,20000,412149593403243960
config_43c655db5363d029,pair_7d7c943027a8eb40,3x3,3,3,different_skew,,,loglinear,first,0.0001,0.0101,9.99999999999248e-05,0.010099999999999776,0.009999999999999851,0.009999999999999851,100,100,20000,15027553826262651035
config_43c6608f003006fc,pair_7d7c943027a8eb40,3x3,3,3,different_skew,,,loglinear,first,0.0001,0.0101,9.99999999999248e-05,0.010099999999999776,0.009999999999999851,0.009999999999999851,20,20,20000,3364650660727278871
config_43e27bfa1d83b463,pair_810cf5728f006216,8x8,8,8,different_skew,,,additive,first,0.0,0.005,-1.0103029524088927e-16,0.004999999999999515,0.004999999999999616,0.004999999999999616,2,2,20000,1058996753154990718
config_43fae14bc42ec069,pair_f5a04326c5b6256a,8x8,8,8,different_skew,,,additive,first,0.02,0.03,0.020000000000000108,0.029999999999999114,0.009999999999999006,0.009999999999999006,50,500,20000,17185522831642718392
config_43ffafa7dcb008c4,pair_e1cbcdc30514ed94,5x5,5,5,different_skew,,,additive,first,0.02,0.022,0.019999999999999993,0.02199999999999992,0.0019999999999999254,0.0019999999999999254,100,100,20000,10333908020000065695
config_44028b985ceed646,pair_e1ff8a3856ac6bc5,3x3,3,3,uniform,,,additive,first,0.02,0.022,0.01999999999999999,0.02199999999999963,0.001999999999999641,0.001999999999999641,1000,1000,20000,10168745917009879975
config_44202e551f64351c,pair_bb0d270c06c57be5,3x3,3,3,same_skew,,,additive,first,0.02,0.025,0.019999999999999858,0.025000000000000328,0.005000000000000469,0.005000000000000469,1000,1000,20000,10622192194278104427
config_442a686692b7a818,pair_0fe5722ea6956997,2x2,2,2,custom_extreme,0.99,0.995,additive,first,1e-05,0.00021,1.0000000000155094e-05,0.000209999999999831,0.00019999999999967591,0.00019999999999967591,2,2,20000,13812003664964015854
config_444358b987ae268e,pair_4577df8d21965524,3x3,3,3,different_skew,,,loglinear,first,0.02,0.021,0.02000000000000022,0.02099999999999993,0.0009999999999997095,0.0009999999999997095,100,100,20000,11355159171275519656
config_44561eed2ab06bc4,pair_308be584e4c09575,2x2,2,2,different_skew,,,additive,first,0.02,0.02,0.019999999999999907,0.01999999999999995,4.163336342344337e-17,4.163336342344337e-17,2500,2500,20000,16605381761324125526
config_445dfa5f67664b25,pair_cfc0ae375449205b,3x5,3,5,same_skew,,,additive,first,0.02,0.022,0.01999999999999993,0.02200000000000001,0.002000000000000078,0.002000000000000078,20,20,20000,4716256798679487737
config_4463725535e81b3e,pair_d6bb95c6c0342cae,8x8,8,8,same_skew,,,additive,first,0.02,0.021,0.019999999999999997,0.02100000000000014,0.0010000000000001431,0.0010000000000001431,500,50,20000,3552190004681415486
config_44698eba9c3a168e,pair_07e3b8f9e4822ff6,5x5,5,5,uniform,,,additive,first,0.02,0.021,0.019999999999999993,0.02100000000000002,0.0010000000000000252,0.0010000000000000252,50,250,20000,3921752814353638608
config_4470c7de40397049,pair_86d8118fe72b933d,5x5,5,5,different_skew,,,additive,first,0.025,0.02,0.024999999999999925,0.019999999999999872,-0.005000000000000053,0.005000000000000053,250,50,20000,10942826759508951608
config_4483d65b8954536e,pair_eb54cc180f5ea57a,5x5,5,5,different_skew,,,additive,first,0.001,0.011,0.0009999999999998953,0.010999999999999888,0.009999999999999993,0.009999999999999993,100,100,20000,8561242052486172531
config_4484cd7f9996c6a2,pair_34f561a34527d03a,3x3,3,3,same_skew,,,additive,first,0.0001,0.0011,0.00010000000000003344,0.0011000000000001365,0.001000000000000103,0.001000000000000103,1000,1000,20000,14390886717129568465
config_449c14e1b6636816,pair_9584ef4a7c5207d0,8x8,8,8,same_skew,,,additive,first,0.02,0.04,0.019999999999999997,0.03999999999999959,0.019999999999999594,0.019999999999999594,50,100,20000,6239971414340062279
config_44d3ece9bf98c31b,pair_3081fe9cc66e6ec5,8x8,8,8,different_skew,,,additive,first,0.02,0.02,0.020000000000000108,0.019999999999999997,-1.1102230246251565e-16,1.1102230246251565e-16,50,50,20000,10692473860379973828
config_45182778b160865d,pair_339a60db28e17aef,3x5,3,5,different_skew,,,additive,first,0.02,0.025,0.019999999999999813,0.025,0.005000000000000188,0.005000000000000188,1000,1000,20000,6594164585591455084
config_451c559e88fdaa69,pair_9444938a7041d7e8,5x5,5,5,different_skew,,,additive,first,0.02,0.04,0.019999999999999993,0.03999999999999988,0.01999999999999989,0.01999999999999989,250,50,20000,11734303336910616714
config_451cd6a86f77f42f,pair_0ddc503e9ef84bc0,3x3,3,3,uniform,,,additive,first,0.0001,0.0011,0.0001000000000000497,0.0010999999999999708,0.000999999999999921,0.000999999999999921,1000,1000,20000,15367415669756632544
config_452344a12647f2d5,pair_ccfbca6fc83cb15d,3x3,3,3,different_skew,,,additive,first,0.02,0.03,0.01999999999999983,0.029999999999999954,0.010000000000000123,0.010000000000000123,20,20,20000,3423329725296327756
config_453b2c281ce74da2,pair_e3a9dd1122bbd909,2x3,2,3,same_skew,,,additive,first,0.02,0.021,0.019999999999999914,0.020999999999999977,0.0010000000000000633,0.0010000000000000633,20,20,20000,14635739240600823906
config_455e783d24811fbd,pair_2a35fbc6855c1bcc,3x3,3,3,different_skew,,,additive,first,0.0001,0.0011,9.999999999999766e-05,0.0011000000000001365,0.0010000000000001388,0.0010000000000001388,100,100,20000,10081077047483810962
config_458b1aa318ce164c,pair_416685eb037a66f0,2x2,2,2,different_skew,,,additive,first,0.02,0.03,0.019999999999999907,0.029999999999999513,0.009999999999999606,0.009999999999999606,250,50,20000,9100778468406334533
config_4592f1ffc37a2fdb,pair_53b1ba4e8625de20,5x5,5,5,same_skew,,,additive,first,0.001,0.011,0.0010000000000000503,0.010999999999999888,0.009999999999999839,0.009999999999999839,1000,1000,20000,9039066113766305066
config_45ac2e530ce958e1,pair_8ab925e202967006,5x5,5,5,different_skew,,,additive,first,0.02,0.03,0.019999999999999993,0.029999999999999978,0.009999999999999985,0.009999999999999985,20,20,20000,1336954735524393445
config_45cd32992a90b4c4,pair_9f6a2762f34f3e19,2x2,2,2,different_skew,,,additive,first,0.02,0.07,0.019999999999999907,0.07000000000000085,0.050000000000000946,0.050000000000000946,100,100,20000,17616901808392942801
config_45ed3e10ea9733a7,pair_c05eb36f14bc3704,3x3,3,3,same_skew,,,additive,first,0.02,0.021,0.019999999999999858,0.020999999999999974,0.0010000000000001154,0.0010000000000001154,100,100,20000,13203401571693251107
config_45f02d2b915cd8f0,pair_212269bba79e6769,2x2,2,2,uniform,,,additive,first,0.025,0.02,0.024999999999999967,0.01999999999999985,-0.0050000000000001155,0.0050000000000001155,50,100,20000,11799087173609590458
config_45f224654c028ad7,pair_e05f9077b1dab729,8x8,8,8,custom_extreme,0.999,0.9995,additive,first,1e-05,0.00021,9.999999999821938e-06,0.00021000000000035842,0.00020000000000053647,0.00020000000000053647,10000,10000,20000,17735931812706940317
config_461c79e0425f8001,pair_af51ea53e08753db,8x8,8,8,uniform,,,loglinear,first,0.0001,0.0021,0.00010000000000038919,0.0020999999999998503,0.001999999999999461,0.001999999999999461,20,20,20000,8057195034635901895
config_46449618ca8c6b2e,pair_17e81997b1cc4634,5x5,5,5,different_skew,,,additive,rare,0.0001,0.0001,0.00010000000000004715,9.999999999999929e-05,-4.786752591523502e-17,4.786752591523502e-17,20,20,20000,2391431530228957284
config_464b4ef79b09f19d,pair_6d364da37e761f3c,8x8,8,8,different_skew,,,loglinear,first,0.0001,0.0051,9.999999999990407e-05,0.005100000000000162,0.005000000000000258,0.005000000000000258,100,100,20000,2838234125346051529
config_46536685dd22f142,pair_d87a950c6b080de1,8x8,8,8,uniform,,,additive,first,0.02,0.021,0.019999999999999997,0.020999999999999998,0.0010000000000000009,0.0010000000000000009,2,2,20000,10876870782509484881
config_46b457a1c86bef0a,pair_9584ef4a7c5207d0,8x8,8,8,same_skew,,,additive,first,0.02,0.04,0.019999999999999997,0.03999999999999959,0.019999999999999594,0.019999999999999594,10,10,20000,16022407971708607304
config_46c8e60856308ec2,pair_4521ef2356c2cafc,8x8,8,8,different_skew,,,additive,first,0.0001,0.0051,9.999999999998935e-05,0.005100000000000485,0.005000000000000496,0.005000000000000496,20,20,20000,16159729214041298708
config_46dd225d78073b73,pair_bb0d270c06c57be5,3x3,3,3,same_skew,,,additive,first,0.02,0.025,0.019999999999999858,0.025000000000000328,0.005000000000000469,0.005000000000000469,20,20,20000,245928146145720308
config_46dd79e282741708,pair_286442dbddf79c00,8x8,8,8,different_skew,,,additive,spread,0.0001,0.0001,0.00010000000000019871,0.00010000000000017624,-2.247009002476208e-17,2.247009002476208e-17,100,100,20000,5228369373097883497
config_46ecfc3fc6c69ca3,pair_a2f648499f8a9499,2x2,2,2,uniform,,,additive,first,0.021,0.02,0.02099999999999988,0.01999999999999985,-0.0010000000000000286,0.0010000000000000286,50,50,20000,4850991367882487846
config_46f422ce79e37a48,pair_22f20bbfbd02f157,3x3,3,3,same_skew,,,additive,first,0.02,0.022,0.019999999999999858,0.021999999999999704,0.0019999999999998457,0.0019999999999998457,50,100,20000,12498199929663378492
config_47284229c980846c,pair_b5c30faf9a6fc201,5x5,5,5,uniform,,,loglinear,first,0.02,0.03,0.02000000000000002,0.03000000000000137,0.010000000000001348,0.010000000000001348,100,100,20000,7167074340162928152
config_47621e32ca10070c,pair_b8d769810d53fec2,8x8,8,8,different_skew,,,additive,first,0.0,0.002,-1.0103029524088927e-16,0.0019999999999999437,0.0020000000000000447,0.0020000000000000447,20,20,20000,4287881821832324685
config_4788d526b6ad08ad,pair_2de5a5fbe7e803db,8x8,8,8,custom_extreme,0.9,0.95,additive,rare,1e-05,6e-05,9.999999999999965e-06,6.000000000000116e-05,5.0000000000001195e-05,5.0000000000001195e-05,1000,1000,20000,10275542081176945000
config_47a052420665f31e,pair_722f5a0fd759db88,2x2,2,2,same_skew,,,additive,first,0.0001,0.0101,9.999999999997034e-05,0.010100000000000008,0.010000000000000038,0.010000000000000038,1000,1000,20000,17512248905066794823
config_47aa1b07634bbb18,pair_3d616241f2c6e275,3x3,3,3,different_skew,,,additive,rare,0.0001,0.0021,0.0001000000000000523,0.002099999999999989,0.0019999999999999367,0.0019999999999999367,20,20,20000,15106805526178824620
config_47b8b4380f28e14e,pair_83ada10a51e84570,3x3,3,3,different_skew,,,additive,rare,0.0001,0.0006000000000000001,0.0001000000000000523,0.0006000000000000024,0.0004999999999999501,0.0004999999999999501,100,100,20000,607599590755023390
config_47d147ee24fa1867,pair_2a4ae4edefd9bd76,3x3,3,3,custom_extreme,0.999,0.9995,additive,first,1e-05,2e-05,9.99999999991951e-06,1.999999999893066e-05,9.999999999011149e-06,9.999999999011149e-06,100,100,20000,2042633831651882988
config_47d768e262a1cd44,pair_f97c41efb8c82665,2x2,2,2,different_skew,,,additive,first,0.03,0.02,0.030000000000000054,0.01999999999999995,-0.010000000000000106,0.010000000000000106,100,50,20000,3313737032948811387
config_4804849e6bc7f601,pair_0e678b31b33a4770,5x5,5,5,same_skew,,,additive,first,0.02,0.02,0.019999999999999872,0.019999999999999872,0.0,0.0,20,20,20000,16256918653897938719
config_483c2694798d7158,pair_bacb12ca9b7d63aa,5x5,5,5,different_skew,,,additive,rare,0.0001,0.0006000000000000001,0.00010000000000004715,0.0006,0.0004999999999999527,0.0004999999999999527,20,20,20000,713690612180042342
config_4845703ca6970d62,pair_4f79562663eb21be,2x2,2,2,uniform,,,additive,first,0.0001,0.0001,9.999999999994562e-05,9.999999999994562e-05,0.0,0.0,1000,1000,20000,17040000325725859916
config_48486aeedeb27cc3,pair_e8e6687b0f8ef7f0,2x3,2,3,same_skew,,,additive,first,0.02,0.03,0.019999999999999914,0.030000000000000037,0.010000000000000123,0.010000000000000123,1000,1000,20000,13377620126441635041
config_485f7186498faec1,pair_cd3f51adc4b4ed85,2x2,2,2,same_skew,,,additive,first,0.02,0.02,0.01999999999999995,0.01999999999999995,0.0,0.0,50,250,20000,4958223638306197078
config_486e46877f4eb734,pair_9fab52b2674275fb,2x2,2,2,same_skew,,,additive,first,0.02,0.021,0.01999999999999995,0.021000000000000026,0.0010000000000000772,0.0010000000000000772,5,5,20000,16626323087062892699
config_48893b2bf9d2a6f4,pair_216d8620d929c614,3x3,3,3,uniform,,,additive,first,0.02,0.03,0.01999999999999999,0.030000000000000054,0.010000000000000064,0.010000000000000064,50,500,20000,15826926135770226979
config_4890afd4d00cea2f,pair_1b383c60c76c4e7b,5x5,5,5,uniform,,,additive,first,0.02,0.025,0.019999999999999993,0.024999999999999998,0.0050000000000000044,0.0050000000000000044,250,50,20000,3815352614293126111
config_489e2cccecae9de4,pair_781a8ab0c8ee3ba8,8x8,8,8,different_skew,,,additive,first,0.0,0.02,-1.0103029524088927e-16,0.019999999999999997,0.020000000000000098,0.020000000000000098,20,20,20000,3988189048118483344
config_48aec6bbfff99ee3,pair_51fccb7beb8c9faf,5x5,5,5,different_skew,,,loglinear,first,0.0001,0.0051,9.999999999979871e-05,0.005100000000000023,0.005000000000000224,0.005000000000000224,1000,1000,20000,127616040522346129
config_48afb297211a7ee6,pair_9444938a7041d7e8,5x5,5,5,different_skew,,,additive,first,0.02,0.04,0.019999999999999993,0.03999999999999988,0.01999999999999989,0.01999999999999989,50,500,20000,610980854917789179
config_48d10dad3db2dc4b,pair_af51ea53e08753db,8x8,8,8,uniform,,,loglinear,first,0.0001,0.0021,0.00010000000000038919,0.0020999999999998503,0.001999999999999461,0.001999999999999461,100,100,20000,5321099353868877728
config_48eef89b2dc57ecc,pair_f6824d049588e85b,3x3,3,3,different_skew,,,additive,first,0.02,0.022,0.01999999999999983,0.021999999999999704,0.0019999999999998734,0.0019999999999998734,2,2,20000,13213887328527942703
config_48f918d25489e3ac,pair_d71c530a055ff2f7,8x8,8,8,uniform,,,additive,first,0.0001,0.0201,9.999999999999289e-05,0.0201,0.020000000000000007,0.020000000000000007,1000,1000,20000,4525317977884788314
config_491b3f620a2ced05,pair_5daadbd2d6c7623a,2x2,2,2,uniform,,,additive,first,0.02,0.022,0.01999999999999985,0.02200000000000002,0.0020000000000001683,0.0020000000000001683,50,250,20000,7470265753835915603
config_491c9f1118dae8c8,pair_635e63835358febf,3x3,3,3,same_skew,,,additive,first,0.02,0.12000000000000001,0.019999999999999858,0.12000000000000004,0.10000000000000017,0.10000000000000017,1000,1000,20000,3070779771476618021
config_4969e6bb387df1f0,pair_67f17b30304ef7d3,2x2,2,2,different_skew,,,additive,first,0.025,0.02,0.02500000000000001,0.01999999999999995,-0.00500000000000006,0.00500000000000006,50,100,20000,222199081197779656
