configuration_id,pair_id,shape,rows,columns,profile,dominant_p,dominant_q,constructor,pattern,target_mi_p,target_mi_q,achieved_mi_p,achieved_mi_q,signed_mi_difference_q_minus_p,absolute_mi_difference,n_p,n_q,replicates,simulation_seed
config_80806f1b7aa82d6f,pair_2ec66db67e17568d,8x8,8,8,uniform,,,additive,first,0.02,0.03,0.019999999999999997,0.029999999999999784,0.009999999999999787,0.009999999999999787,500,50,20000,12866320156722016454
config_808660befc209854,pair_a72726f85edc470d,8x8,8,8,uniform,,,additive,first,0.001,0.021,0.0010000000000000009,0.020999999999999998,0.019999999999999997,0.019999999999999997,20,20,20000,6857087284641788602
config_808ba55a5b4cd657,pair_e1ff8a3856ac6bc5,3x3,3,3,uniform,,,additive,first,0.02,0.022,0.01999999999999999,0.02199999999999963,0.001999999999999641,0.001999999999999641,5,5,20000,7823893858525716595
config_80950376646f1774,pair_5f0ceac385cdd688,5x5,5,5,same_skew,,,additive,first,0.03,0.02,0.029999999999999978,0.019999999999999872,-0.010000000000000106,0.010000000000000106,500,50,20000,7228097986887731548
config_80b10b3f867183f7,pair_0fe5722ea6956997,2x2,2,2,custom_extreme,0.99,0.995,additive,first,1e-05,0.00021,1.0000000000155094e-05,0.000209999999999831,0.00019999999999967591,0.00019999999999967591,1000,1000,20000,14059937174664235502
config_80b4ec51ff1444e0,pair_6d364da37e761f3c,8x8,8,8,different_skew,,,loglinear,first,0.0001,0.0051,9.999999999990407e-05,0.005100000000000162,0.005000000000000258,0.005000000000000258,20,20,20000,11713033766811547865
config_80de3ebcbb13ea44,pair_7ce1d258fd1cfc5a,5x5,5,5,same_skew,,,additive,first,0.02,0.04,0.019999999999999872,0.03999999999999988,0.02000000000000001,0.02000000000000001,250,50,20000,824734685249982606
config_80f69d561298d55e,pair_25ca8094bab22e08,3x3,3,3,custom_extreme,0.99,0.995,additive,first,1e-05,0.00011,9.999999999872636e-06,0.00011000000000002532,0.00010000000000015269,0.00010000000000015269,5,5,20000,16614732941678296656
config_810a45db3a6938e1,pair_7f0664fb80f13022,2x2,2,2,different_skew,,,additive,first,0.02,0.12000000000000001,0.019999999999999907,0.12000000000000009,0.10000000000000019,0.10000000000000019,20,20,20000,10937938675869927694
config_811c570515e459f1,pair_4d27465cf0425ea3,5x5,5,5,uniform,,,additive,first,0.02,0.03,0.019999999999999993,0.029999999999999794,0.0099999999999998,0.0099999999999998,50,100,20000,7712834489945552103
config_811d064f841efb63,pair_9f6a2762f34f3e19,2x2,2,2,different_skew,,,additive,first,0.02,0.07,0.019999999999999907,0.07000000000000085,0.050000000000000946,0.050000000000000946,20,20,20000,5105219067174848186
config_81244210d0e03701,pair_7905154c2d099d22,8x8,8,8,custom_extreme,0.999,0.9995,additive,first,1e-05,0.00011,9.999999999821938e-06,0.00011000000000143444,0.00010000000000161251,0.00010000000000161251,1000,1000,20000,3947183981376403375
config_813623b648349657,pair_8ab925e202967006,5x5,5,5,different_skew,,,additive,first,0.02,0.03,0.019999999999999993,0.029999999999999978,0.009999999999999985,0.009999999999999985,50,100,20000,17027671762318587203
config_814a03269c303f6a,pair_57c0709ba92e2e9a,8x8,8,8,uniform,,,additive,first,0.02,0.02,0.019999999999999997,0.019999999999999997,0.0,0.0,50000,50000,20000,12303319756081052890
config_814a7746e5650b75,pair_3a8678995c8da6f3,5x5,5,5,uniform,,,loglinear,first,0.02,0.04,0.02000000000000002,0.039999999999999425,0.019999999999999404,0.019999999999999404,100,100,20000,15298003153599548523
config_81517a9e167f54db,pair_f5a04326c5b6256a,8x8,8,8,different_skew,,,additive,first,0.02,0.03,0.020000000000000108,0.029999999999999114,0.009999999999999006,0.009999999999999006,5,5,20000,15287643160847367191
config_816969706ccbfce9,pair_30206d8135abad5f,3x3,3,3,uniform,,,additive,first,0.02,0.12000000000000001,0.01999999999999999,0.12000000000000013,0.10000000000000014,0.10000000000000014,100,100,20000,11145588368043809433
config_817288a1c5b6bfdf,pair_34c2f7b822c0edb8,8x8,8,8,uniform,,,loglinear,first,0.02,0.02,0.020000000000000406,0.020000000000000406,0.0,0.0,100,100,20000,7527631234633284048
config_81944c9ff51f3462,pair_fb6e4c79f03f599b,3x3,3,3,different_skew,,,additive,first,0.02,0.02,0.01999999999999983,0.019999999999999858,2.7755575615628914e-17,2.7755575615628914e-17,2500,2500,20000,64402166442965479
config_819a1c7cbba215a8,pair_35951f1a26df8a14,3x3,3,3,uniform,,,additive,first,0.021,0.02,0.021000000000000067,0.01999999999999999,-0.0010000000000000772,0.0010000000000000772,50,250,20000,11853207027944908958
config_81bbd67d26a22b0d,pair_d763aa852eafc749,8x8,8,8,uniform,,,additive,first,0.0001,0.0021,9.999999999999289e-05,0.0020999999999998563,0.0019999999999998634,0.0019999999999998634,100,100,20000,5375015730961002342
config_81be9aa3c2253b30,pair_db8c40d28e949494,2x2,2,2,same_skew,,,additive,first,0.0,0.0,0.0,0.0,0.0,0.0,20,20,20000,4211672465039335629
config_81c32dd2c0dfb5a4,pair_2aa0194ab390e9b2,2x2,2,2,same_skew,,,additive,first,0.0,0.02,0.0,0.01999999999999995,0.01999999999999995,0.01999999999999995,20,20,20000,975619124697109764
config_81c9ddd7dbe48144,pair_af00a0e055f36a67,3x3,3,3,uniform,,,additive,first,0.04,0.02,0.040000000000000036,0.01999999999999999,-0.020000000000000046,0.020000000000000046,50,500,20000,4972794032034419168
config_81da2a896664375e,pair_25ca8094bab22e08,3x3,3,3,custom_extreme,0.99,0.995,additive,first,1e-05,0.00011,9.999999999872636e-06,0.00011000000000002532,0.00010000000000015269,0.00010000000000015269,20,20,20000,7437037377052257917
config_8205052743596573,pair_b8ec0c12ae048e5a,3x3,3,3,uniform,,,additive,first,0.02,0.025,0.01999999999999999,0.025000000000000022,0.005000000000000032,0.005000000000000032,100,50,20000,8868449819034834615
config_8222cd2b28a99f7f,pair_5b37ff86eea397f4,8x8,8,8,uniform,,,additive,first,0.02,0.04,0.019999999999999997,0.04000000000000001,0.02000000000000001,0.02000000000000001,50,250,20000,364656472326135825
config_82230334db3a38d9,pair_52b1696d2979c524,3x3,3,3,uniform,,,loglinear,first,0.02,0.04,0.01999999999999974,0.03999999999999966,0.01999999999999992,0.01999999999999992,1000,1000,20000,15910231209903983096
config_8231b4ec22535e0e,pair_ae70644972e72bec,3x3,3,3,different_skew,,,additive,first,0.02,0.021,0.01999999999999983,0.020999999999999974,0.0010000000000001431,0.0010000000000001431,1000,1000,20000,15251461552570187723
config_823697289f2ccff1,pair_4f6fbf9e178d718f,8x8,8,8,different_skew,,,additive,first,0.021,0.02,0.021000000000000327,0.019999999999999997,-0.0010000000000003305,0.0010000000000003305,50,100,20000,2612123253641430681
config_8261aada704b25f5,pair_a024004262c1c2b6,3x3,3,3,different_skew,,,additive,first,0.0001,0.0051,9.999999999999766e-05,0.0051000000000000646,0.005000000000000067,0.005000000000000067,20,20,20000,6491222200586237798
config_8266d0683553d7b1,pair_745f668b84e4a93c,8x8,8,8,uniform,,,additive,first,0.022,0.02,0.02199999999999993,0.019999999999999997,-0.0019999999999999324,0.0019999999999999324,500,500,20000,6507883352593253399
config_8280aec895548664,pair_be82699e9841393d,2x2,2,2,uniform,,,additive,first,0.02,0.025,0.01999999999999985,0.024999999999999967,0.0050000000000001155,0.0050000000000001155,50,500,20000,2052026904694006096
config_829c38edb04766a8,pair_3dca98d3a0146b9a,8x8,8,8,different_skew,,,additive,first,0.02,0.021,0.020000000000000108,0.02100000000000014,0.0010000000000000321,0.0010000000000000321,250,50,20000,2343231916093688510
config_82b043d5335915c6,pair_35e2c04092db2c07,8x8,8,8,same_skew,,,additive,first,0.02,0.03,0.019999999999999997,0.029999999999999114,0.009999999999999117,0.009999999999999117,100,100,20000,15364192418727398976
config_82ccd0abe22d2d34,pair_78ae30007a2e1c1e,8x8,8,8,uniform,,,additive,first,0.02,0.025,0.019999999999999997,0.025,0.0050000000000000044,0.0050000000000000044,250,50,20000,3588744380768002180
config_82d231c4cb77de36,pair_f79a47be5e38070d,2x2,2,2,different_skew,,,additive,first,0.02,0.04,0.019999999999999907,0.039999999999999994,0.020000000000000087,0.020000000000000087,20,20,20000,11343939618235718906
config_82f24b8234f0c38e,pair_781a8ab0c8ee3ba8,8x8,8,8,different_skew,,,additive,first,0.0,0.02,-1.0103029524088927e-16,0.019999999999999997,0.020000000000000098,0.020000000000000098,1000,1000,20000,12416161074021196319
config_830149d6c1765349,pair_a853b0fbd5956507,3x5,3,5,uniform,,,additive,first,0.02,0.04,0.019999999999999997,0.039999999999999994,0.019999999999999997,0.019999999999999997,100,100,20000,17913672672607238643
config_836bd881ad408b6f,pair_b17078222063675d,2x2,2,2,different_skew,,,additive,first,0.0001,0.0101,9.99999999999569e-05,0.010100000000000008,0.01000000000000005,0.01000000000000005,100,100,20000,6860644565461623686
config_837670c552dacdba,pair_947834322bbb3e9b,2x2,2,2,uniform,,,additive,first,0.0001,0.0021,9.999999999994562e-05,0.002099999999999956,0.0020000000000000104,0.0020000000000000104,1000,1000,20000,4798181672317204521
config_837afbb110e9749b,pair_e1cbcdc30514ed94,5x5,5,5,different_skew,,,additive,first,0.02,0.022,0.019999999999999993,0.02199999999999992,0.0019999999999999254,0.0019999999999999254,500,500,20000,15247992349270136231
config_837e09038fbf4985,pair_6d43b284da3e2d07,3x3,3,3,different_skew,,,additive,first,0.0001,0.0021,9.999999999999766e-05,0.0021000000000000662,0.0020000000000000686,0.0020000000000000686,1000,1000,20000,15668349195026398223
config_83956ae6d55d6e9b,pair_952f7d555cce12cb,8x8,8,8,same_skew,,,additive,first,0.022,0.02,0.022000000000000023,0.019999999999999997,-0.002000000000000026,0.002000000000000026,100,50,20000,17060041978634387479
config_83a309b592138147,pair_b8b1edd635d60e40,8x8,8,8,custom_extreme,0.9,0.95,additive,rare,1e-05,3.5000000000000004e-05,9.999999999999965e-06,3.499999999999551e-05,2.4999999999995546e-05,2.4999999999995546e-05,20,20,20000,17260568399443855296
config_83bb89be73c636af,pair_0b7dd028d07380ef,2x2,2,2,uniform,,,additive,first,0.02,0.021,0.01999999999999985,0.02099999999999988,0.0010000000000000286,0.0010000000000000286,250,250,20000,3983588930788695269
config_83d3ec65449a13ce,pair_915fd4445dd7693e,3x3,3,3,uniform,,,additive,first,0.02,0.02,0.01999999999999999,0.01999999999999999,0.0,0.0,50,50,20000,2706202570965077701
config_83daa13df2876570,pair_eefd505e658625b8,2x2,2,2,custom_extreme,0.999,0.9995,additive,first,1e-05,0.00021,1.000000000002521e-05,0.00021000000000003882,0.00020000000000001362,0.00020000000000001362,2,2,20000,17876662929749083018
config_83dc9445eac1212c,pair_6d364da37e761f3c,8x8,8,8,different_skew,,,loglinear,first,0.0001,0.0051,9.999999999990407e-05,0.005100000000000162,0.005000000000000258,0.005000000000000258,1000,1000,20000,11532300927277057287
config_83e87d82b86de20f,pair_ccfbca6fc83cb15d,3x3,3,3,different_skew,,,additive,first,0.02,0.03,0.01999999999999983,0.029999999999999954,0.010000000000000123,0.010000000000000123,2,2,20000,9230787785164467173
config_84069049619853e9,pair_5b37ff86eea397f4,8x8,8,8,uniform,,,additive,first,0.02,0.04,0.019999999999999997,0.04000000000000001,0.02000000000000001,0.02000000000000001,250,50,20000,8564100729700963420
config_844a3b241ac434bb,pair_fc844d27f7ad1eda,3x3,3,3,different_skew,,,additive,first,0.03,0.02,0.03000000000000011,0.019999999999999858,-0.010000000000000252,0.010000000000000252,50,50,20000,9283374249489098034
config_844d5966fbe87027,pair_39932089e73e894c,3x3,3,3,uniform,,,additive,first,0.02,0.04,0.01999999999999999,0.040000000000000036,0.020000000000000046,0.020000000000000046,500,50,20000,17849679617615382759
config_8465bfcfed929179,pair_093b9439f7a0356e,2x2,2,2,uniform,,,additive,first,0.02,0.22,0.01999999999999985,0.22000000000000006,0.2000000000000002,0.2000000000000002,20,20,20000,15622929292096177359
config_84748747ed0631f4,pair_b8d769810d53fec2,8x8,8,8,different_skew,,,additive,first,0.0,0.002,-1.0103029524088927e-16,0.0019999999999999437,0.0020000000000000447,0.0020000000000000447,100,100,20000,7460558064599810019
config_84afbad1f0d368f9,pair_5c235dc324e140a1,2x2,2,2,same_skew,,,additive,first,0.0001,0.0051,9.999999999997034e-05,0.005100000000000025,0.005000000000000055,0.005000000000000055,20,20,20000,8409228612387478781
config_84c7a1a366b6e2f7,pair_6ca951b6fa42ce79,5x5,5,5,different_skew,,,additive,first,0.001,0.002,0.0009999999999998953,0.0019999999999998444,0.000999999999999949,0.000999999999999949,20,20,20000,9517785417314017848
config_84d30ce1d1ee0204,pair_d87a950c6b080de1,8x8,8,8,uniform,,,additive,first,0.02,0.021,0.019999999999999997,0.020999999999999998,0.0010000000000000009,0.0010000000000000009,100,100,20000,4058586631875060928
config_84f092d5d1a9d628,pair_0a0e0f72610302eb,2x2,2,2,uniform,,,additive,first,0.02,0.02,0.01999999999999985,0.01999999999999985,0.0,0.0,5,5,20000,10219626637994753979
config_84f2566881a13d22,pair_8c6d88c4f8c62b4b,8x8,8,8,different_skew,,,additive,first,0.0001,0.0011,9.999999999998935e-05,0.0011000000000000484,0.001000000000000059,0.001000000000000059,100,100,20000,881067541400184401
config_850b454bb26b9923,pair_9388d69bf04abe91,8x8,8,8,custom_extreme,0.99,0.995,additive,first,1e-05,0.00011,1.0000000000052644e-05,0.00010999999999990337,9.999999999985072e-05,9.999999999985072e-05,2,2,20000,4582120584014775748
config_850df2100b4b38a5,pair_f5a04326c5b6256a,8x8,8,8,different_skew,,,additive,first,0.02,0.03,0.020000000000000108,0.029999999999999114,0.009999999999999006,0.009999999999999006,20,20,20000,17753433146537240227
config_850e2ff6f2cd4d82,pair_f92afa0319e6f637,2x2,2,2,uniform,,,additive,first,0.02,0.04,0.01999999999999985,0.04000000000000002,0.02000000000000017,0.02000000000000017,20,20,20000,17368266532126995520
config_85291cf4237d24b9,pair_216d8620d929c614,3x3,3,3,uniform,,,additive,first,0.02,0.03,0.01999999999999999,0.030000000000000054,0.010000000000000064,0.010000000000000064,100,50,20000,12727210450236738829
config_8551ef9908a31392,pair_6271495019b80969,8x8,8,8,same_skew,,,additive,first,0.02,0.02,0.019999999999999997,0.019999999999999997,0.0,0.0,250,250,20000,17015424131968828578
config_857a7a7e3ed0b8aa,pair_f69a64e76362b4b2,2x2,2,2,uniform,,,additive,first,0.022,0.02,0.02200000000000002,0.01999999999999985,-0.0020000000000001683,0.0020000000000001683,250,50,20000,5863042663653061663
config_85855c4107c0e4dd,pair_216d8620d929c614,3x3,3,3,uniform,,,additive,first,0.02,0.03,0.01999999999999999,0.030000000000000054,0.010000000000000064,0.010000000000000064,100,100,20000,4657805078827293937
config_858de773348e801e,pair_538acd7049ae390a,5x5,5,5,same_skew,,,additive,first,0.0001,0.0101,0.00010000000000007877,0.010100000000000144,0.010000000000000064,0.010000000000000064,1000,1000,20000,17061175004335614396
config_859eb808e23631c1,pair_f49d321de18d8318,8x8,8,8,custom_extreme,0.9,0.95,additive,first,1e-05,0.00011,9.99999999977034e-06,0.0001100000000000253,0.00010000000000025497,0.00010000000000025497,10000,10000,20000,6019559963639769051
config_85bbfed6b81f97fa,pair_e8e59865e2e619f9,2x2,2,2,different_skew,,,additive,first,0.022,0.02,0.021999999999999936,0.01999999999999995,-0.001999999999999988,0.001999999999999988,50,100,20000,13746679183239131316
config_85e57ed00ce9ef0c,pair_b46416dc0ee8f13c,3x3,3,3,uniform,,,loglinear,first,0.02,0.03,0.01999999999999974,0.03000000000000027,0.01000000000000053,0.01000000000000053,100,100,20000,7494716060798794423
config_85e618a709776576,pair_f49d321de18d8318,8x8,8,8,custom_extreme,0.9,0.95,additive,first,1e-05,0.00011,9.99999999977034e-06,0.0001100000000000253,0.00010000000000025497,0.00010000000000025497,20,20,20000,14630551568982710731
config_8615994903dc6011,pair_0e678b31b33a4770,5x5,5,5,same_skew,,,additive,first,0.02,0.02,0.019999999999999872,0.019999999999999872,0.0,0.0,50,500,20000,9493902465698227519
config_8617b0c54b11e9e6,pair_e7d4865bbfc38b41,2x2,2,2,different_skew,,,additive,first,0.0,0.02,0.0,0.01999999999999995,0.01999999999999995,0.01999999999999995,1000,1000,20000,13226723382579715289
config_8628bf96fc54b15c,pair_9d5a636b6388405d,8x8,8,8,uniform,,,additive,first,0.0,0.0,0.0,0.0,0.0,0.0,100,100,20000,17971358386782259239
config_8643cf09e10a572e,pair_2a8a9392de2d167d,5x5,5,5,different_skew,,,loglinear,first,0.0001,0.0021,9.999999999979871e-05,0.002100000000000228,0.0020000000000004294,0.0020000000000004294,100,100,20000,12771812562317544770
config_8670cf5d682463ea,pair_e067a229ec600984,2x2,2,2,same_skew,,,additive,first,0.0,0.002,0.0,0.0019999999999999254,0.0019999999999999254,0.0019999999999999254,2,2,20000,17166299750344099117
config_8680d65a16b9761e,pair_1d9f93247e70de8d,5x5,5,5,uniform,,,additive,first,0.02,0.022,0.019999999999999993,0.02199999999999998,0.001999999999999988,0.001999999999999988,50,100,20000,5273978351734433254
config_86c7a2bb9d27941e,pair_fb32eab8f558a606,8x8,8,8,uniform,,,additive,first,0.0,0.002,0.0,0.0019999999999999966,0.0019999999999999966,0.0019999999999999966,20,20,20000,14031169487531174581
config_86fad01b2adfee23,pair_9a5cfbebc58ee8fe,3x3,3,3,custom_extreme,0.9,0.95,additive,first,1e-05,2e-05,9.99999999992635e-06,1.999999999993833e-05,1.0000000000011981e-05,1.0000000000011981e-05,1000,1000,20000,15881368347828950984
config_87003bf07ac43f65,pair_2de5a5fbe7e803db,8x8,8,8,custom_extreme,0.9,0.95,additive,rare,1e-05,6e-05,9.999999999999965e-06,6.000000000000116e-05,5.0000000000001195e-05,5.0000000000001195e-05,2,2,20000,6345097704160856141
config_8711e464f0aa2cd9,pair_cd3f51adc4b4ed85,2x2,2,2,same_skew,,,additive,first,0.02,0.02,0.01999999999999995,0.01999999999999995,0.0,0.0,500,50,20000,17778513881056649533
config_871b4b2dbfb099e6,pair_7c2279082b3232cd,2x3,2,3,same_skew,,,additive,first,0.02,0.025,0.019999999999999914,0.025000000000000112,0.005000000000000199,0.005000000000000199,1000,1000,20000,7287723837265327426
config_871cd0082d7bd850,pair_ea0b97af1cf3295a,3x3,3,3,custom_extreme,0.9,0.95,additive,first,1e-05,0.00021,9.99999999992635e-06,0.00021000000000009395,0.0002000000000001676,0.0002000000000001676,1,1,20000,14553970005968503491
config_871e346d0dc41b52,pair_f79a47be5e38070d,2x2,2,2,different_skew,,,additive,first,0.02,0.04,0.019999999999999907,0.039999999999999994,0.020000000000000087,0.020000000000000087,50,50,20000,4458704795625425023
config_874022664c48f198,pair_9c38a7e51aa29797,5x5,5,5,uniform,,,additive,first,0.03,0.02,0.029999999999999794,0.019999999999999993,-0.0099999999999998,0.0099999999999998,250,50,20000,1318232920915018731
config_874e551bf45a2ecf,pair_7aa0fc492ce19aa7,3x3,3,3,uniform,,,additive,first,0.0001,0.0101,0.0001000000000000497,0.010099999999999963,0.009999999999999913,0.009999999999999913,1000,1000,20000,6860438197199736985
config_8754d115f92881b7,pair_286442dbddf79c00,8x8,8,8,different_skew,,,additive,spread,0.0001,0.0001,0.00010000000000019871,0.00010000000000017624,-2.247009002476208e-17,2.247009002476208e-17,20,20,20000,13934357052094544517
config_8756cc17f54f717d,pair_4a4e8313c00982bf,3x3,3,3,different_skew,,,additive,first,0.02,0.04,0.01999999999999983,0.040000000000000036,0.020000000000000205,0.020000000000000205,50,50,20000,7942454672297770321
config_8767a06384f45037,pair_a1e0a47621ca83d1,5x5,5,5,uniform,,,additive,first,0.0001,0.0001,0.00010000000000000011,0.00010000000000000011,0.0,0.0,10000,10000,20000,6441298104754155339
config_8768ab6e6096c06f,pair_981b51d086cfa0d9,3x3,3,3,same_skew,,,additive,first,0.001,0.021,0.0009999999999998205,0.020999999999999974,0.020000000000000153,0.020000000000000153,20,20,20000,12144976112423042393
config_876d8e39be0e5735,pair_b71c16122efe963c,8x8,8,8,uniform,,,additive,first,0.02,0.022,0.019999999999999997,0.02199999999999993,0.0019999999999999324,0.0019999999999999324,100,100,20000,13574952998758441501
config_8771af73c55b9ebf,pair_f939eff0c7dd3f67,2x2,2,2,custom_extreme,0.999,0.9995,additive,first,1e-05,1e-05,1.000000000002521e-05,9.999999999900583e-06,-1.2462734566131423e-16,1.2462734566131423e-16,5,5,20000,6259564082789488157
config_87770ca803768606,pair_c9ede15ccdafd9d0,5x5,5,5,uniform,,,additive,first,0.021,0.02,0.02100000000000002,0.019999999999999993,-0.0010000000000000252,0.0010000000000000252,50,500,20000,11063852158686672963
config_877aae496410568c,pair_651d054b17f190e1,2x2,2,2,custom_extreme,0.9,0.95,additive,first,1e-05,1e-05,9.999999999994985e-06,9.99999999993557e-06,-5.941427905220564e-17,5.941427905220564e-17,5,5,20000,7770270408239000466
config_87a093b21bee9681,pair_19304f20ad191ac5,3x3,3,3,uniform,,,loglinear,first,0.0001,0.0001,0.00010000000000048729,0.00010000000000048729,0.0,0.0,20,20,20000,15846620793824350506
config_87b967a40e1b0cd0,pair_13220d818ec74817,8x8,8,8,different_skew,,,additive,rare,0.0001,0.00035,0.00010000000000001779,0.0003499999999999996,0.00024999999999998184,0.00024999999999998184,20,20,20000,8482996739595640404
config_87e3aeec7bce36dc,pair_a6f31f5191459238,8x8,8,8,custom_extreme,0.9,0.95,additive,first,1e-05,2e-05,9.99999999977034e-06,2.000000000001012e-05,1.0000000000239779e-05,1.0000000000239779e-05,2,2,20000,13809611897080713192
config_87eb5fbcf76cd229,pair_7939cc6de22bf024,3x3,3,3,different_skew,,,additive,first,0.02,0.12000000000000001,0.01999999999999983,0.12000000000000004,0.1000000000000002,0.1000000000000002,20,20,20000,942960260117656650
config_87f1ea514009ce5a,pair_c8f8321ceff3b8d8,5x5,5,5,different_skew,,,additive,first,0.02,0.021,0.019999999999999993,0.020999999999999852,0.0009999999999998586,0.0009999999999998586,10,10,20000,14380426501234011518
config_88345271d3eceed9,pair_22f20bbfbd02f157,3x3,3,3,same_skew,,,additive,first,0.02,0.022,0.019999999999999858,0.021999999999999704,0.0019999999999998457,0.0019999999999998457,50,500,20000,9069997548603302406
config_88355c33482bfabf,pair_ba448d12d6824f36,5x5,5,5,same_skew,,,additive,first,0.02,0.021,0.019999999999999872,0.020999999999999852,0.00099999999999998,0.00099999999999998,100,100,20000,15916194933845302900
config_884c68190fcc600c,pair_952f7d555cce12cb,8x8,8,8,same_skew,,,additive,first,0.022,0.02,0.022000000000000023,0.019999999999999997,-0.002000000000000026,0.002000000000000026,50,250,20000,12617146344895255276
config_88db65262c97755e,pair_45f2b342723736ae,5x5,5,5,uniform,,,additive,first,0.02,0.04,0.019999999999999993,0.03999999999999981,0.019999999999999813,0.019999999999999813,20,20,20000,7315449548150316362
config_891283c7c375128b,pair_3799557d6ec6afb0,5x5,5,5,different_skew,,,additive,first,0.02,0.025,0.019999999999999993,0.02499999999999993,0.004999999999999935,0.004999999999999935,50,500,20000,4629259590066989979
config_892bd8fd10b486bd,pair_8530c1b9f8c78768,5x5,5,5,different_skew,,,additive,first,0.02,0.02,0.019999999999999993,0.019999999999999872,-1.214306433183765e-16,1.214306433183765e-16,250,50,20000,14981435032899365778
config_892be9ac5d55d668,pair_0912820eec6341ce,2x2,2,2,same_skew,,,additive,first,0.001,0.006,0.0010000000000000668,0.005999999999999908,0.004999999999999841,0.004999999999999841,20,20,20000,14270208978828020094
config_8943509820a4b629,pair_bb0d270c06c57be5,3x3,3,3,same_skew,,,additive,first,0.02,0.025,0.019999999999999858,0.025000000000000328,0.005000000000000469,0.005000000000000469,250,250,20000,1295705618196750058
config_895217f9a2dbe529,pair_77582d62e53f51ac,2x2,2,2,same_skew,,,additive,first,0.001,0.003,0.0010000000000000668,0.002999999999999968,0.001999999999999901,0.001999999999999901,100,100,20000,13856586236401270783
config_895d00be250e7299,pair_cd3f51adc4b4ed85,2x2,2,2,same_skew,,,additive,first,0.02,0.02,0.01999999999999995,0.01999999999999995,0.0,0.0,500,500,20000,15707936516276124545
config_897b1839a735a4b8,pair_87fa1ef9eab46b82,5x5,5,5,same_skew,,,additive,first,0.001,0.003,0.0010000000000000503,0.0030000000000000248,0.0019999999999999745,0.0019999999999999745,100,100,20000,5711406026715095302
config_89813e4537305a77,pair_ccfbca6fc83cb15d,3x3,3,3,different_skew,,,additive,first,0.02,0.03,0.01999999999999983,0.029999999999999954,0.010000000000000123,0.010000000000000123,250,250,20000,9137147266980626394
config_8996d13938729095,pair_3dca98d3a0146b9a,8x8,8,8,different_skew,,,additive,first,0.02,0.021,0.020000000000000108,0.02100000000000014,0.0010000000000000321,0.0010000000000000321,2,2,20000,1205912297484405920
config_899f865c082866dd,pair_521b4db506a6dd6d,2x2,2,2,different_skew,,,additive,first,0.0001,0.0011,9.99999999999569e-05,0.0011000000000000532,0.0010000000000000963,0.0010000000000000963,20,20,20000,14114378306240949957
config_89c1173506660be0,pair_8c6d88c4f8c62b4b,8x8,8,8,different_skew,,,additive,first,0.0001,0.0011,9.999999999998935e-05,0.0011000000000000484,0.001000000000000059,0.001000000000000059,1000,1000,20000,11404436659535104271
config_89c431f569a0186f,pair_4a4e8313c00982bf,3x3,3,3,different_skew,,,additive,first,0.02,0.04,0.01999999999999983,0.040000000000000036,0.020000000000000205,0.020000000000000205,500,500,20000,7236835794715654576
config_89dd601523b6c695,pair_fd9f8100d6835478,8x8,8,8,custom_extreme,0.9,0.95,additive,first,1e-05,6e-05,9.99999999977034e-06,5.999999999973258e-05,4.9999999999962245e-05,4.9999999999962245e-05,100,100,20000,10270796358853676851
config_89dd8dabcb6d9686,pair_0a76b3bd2fccdcac,8x8,8,8,different_skew,,,additive,first,0.025,0.02,0.025000000000000133,0.019999999999999997,-0.005000000000000136,0.005000000000000136,50,50,20000,13331979543674549140
config_89e2eb9e403c77b3,pair_f49d321de18d8318,8x8,8,8,custom_extreme,0.9,0.95,additive,first,1e-05,0.00011,9.99999999977034e-06,0.0001100000000000253,0.00010000000000025497,0.00010000000000025497,1,1,20000,5029436871374241505
config_89fd2651606d0821,pair_a6fbb01ede8852fa,3x3,3,3,custom_extreme,0.9,0.95,additive,rare,1e-05,3.5000000000000004e-05,9.99999999998444e-06,3.5000000000077585e-05,2.5000000000093144e-05,2.5000000000093144e-05,1000,1000,20000,1316268532017305349
config_8a087186aed11152,pair_3158bce05e061be8,8x8,8,8,custom_extreme,0.999,0.9995,additive,first,1e-05,6e-05,9.999999999821938e-06,6.0000000000001716e-05,5.000000000017978e-05,5.000000000017978e-05,100,100,20000,3223376963355299475
config_8a0b0d6069b308cf,pair_b71c16122efe963c,8x8,8,8,uniform,,,additive,first,0.02,0.022,0.019999999999999997,0.02199999999999993,0.0019999999999999324,0.0019999999999999324,1000,1000,20000,7463911594917232682
config_8a1bc4b5844c5c6a,pair_9fab52b2674275fb,2x2,2,2,same_skew,,,additive,first,0.02,0.021,0.01999999999999995,0.021000000000000026,0.0010000000000000772,0.0010000000000000772,250,50,20000,17708611646226848809
config_8a268da1320f2c93,pair_9135fa4edca7b321,3x3,3,3,same_skew,,,additive,first,0.04,0.02,0.040000000000000036,0.019999999999999858,-0.020000000000000177,0.020000000000000177,500,500,20000,7606373772697441399
config_8a273afeb1adb86f,pair_489238afbcfc259d,5x5,5,5,uniform,,,additive,first,0.02,0.02,0.019999999999999993,0.019999999999999993,0.0,0.0,50,500,20000,8355492190996666401
config_8a33f51d33183213,pair_6e4b699b5d7d8066,3x3,3,3,custom_extreme,0.9,0.95,additive,rare,1e-05,1e-05,9.99999999998444e-06,9.999999999897915e-06,-8.652610962792129e-17,8.652610962792129e-17,100,100,20000,2801593183409427341
