method,scenarios,mean_absolute_fpr_error_05,median_absolute_fpr_error_05,within_035_065,minimum_fpr_05,maximum_fpr_05,mean_coverage_95,within_coverage_935_965,mean_absolute_bias
wald_plugin,72,0.07009722222222221,0.006499999999999999,0.5972222222222222,0.041,0.967,0.8821805555555555,0.5972222222222222,0.007716245481988783
wald_analytic,72,0.00487037037037037,0.004333333333333331,0.9722222222222222,0.041,0.07066666666666667,0.9499537037037036,0.9722222222222222,0.0004603878802138605
wald_jackknife,72,0.005916666666666667,0.004833333333333332,0.9166666666666666,0.04,0.08033333333333334,0.9488796296296296,0.9166666666666666,0.00042778506401090516
