configuration_id,population_id,experiment,shape,rows,columns,skewness,relationship,interaction_pair,n_p,n_q,sample_size_ratio_q_to_p,allocation_ratio,relative_effect,baseline_fraction,shared_reachable_mi,target_mi_p,target_mi_q,achieved_mi_p,achieved_mi_q,absolute_mi_difference,structural_breakdown,replicates,simulation_seed,nominal_alpha,method_a,method_b,both_reject,neither_rejects,only_method_a_rejects,only_method_b_rejects,rejection_rate_difference_a_minus_b,paired_standard_error,paired_95_low,paired_95_high
allocation_reversal_2x2_strong_b0.2_e0_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,6746252847431064311,0.1,expanded_welch,normal_wald,304,7694,0,2002,-0.2002,0.004001699309010608,-0.20804333064566077,-0.1923566693543392
allocation_reversal_2x2_strong_b0.2_e0_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,6746252847431064311,0.01,simple_welch,normal_wald,849,9148,0,3,-0.0003,0.0001731877576503027,-0.0006394480049945932,3.9448004994593314e-05
allocation_reversal_2x2_strong_b0.2_e0_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,6746252847431064311,0.05,simple_welch,normal_wald,1610,8374,0,16,-0.0016,0.0003996998573900168,-0.0023834117204844327,-0.0008165882795155672
allocation_reversal_2x2_strong_b0.2_e0_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,6746252847431064311,0.1,simple_welch,normal_wald,2275,7694,0,31,-0.0031,0.0005559405606633672,-0.0041896434989002,-0.0020103565010998
allocation_reversal_2x2_strong_b0.2_e0_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,6746252847431064311,0.01,expanded_welch,simple_welch,0,9151,0,849,-0.0849,0.002787467667543385,-0.09036343662838504,-0.07943656337161496
allocation_reversal_2x2_strong_b0.2_e0_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,6746252847431064311,0.05,expanded_welch,simple_welch,59,8390,0,1551,-0.1551,0.003620180875447675,-0.16219555451587744,-0.14800444548412253
allocation_reversal_2x2_strong_b0.2_e0_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,6746252847431064311,0.1,expanded_welch,simple_welch,304,7725,0,1971,-0.1971,0.003978283759885337,-0.20489743616937525,-0.18930256383062474
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.01,expanded_welch,normal_wald,0,9335,0,665,-0.0665,0.0024916652743865813,-0.0713836639377977,-0.061616336062202307
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.05,expanded_welch,normal_wald,61,8661,0,1278,-0.1278,0.003338836741004014,-0.13434412001236787,-0.12125587998763213
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.1,expanded_welch,normal_wald,347,8009,0,1644,-0.1644,0.0037065668567808643,-0.17166487103929048,-0.1571351289607095
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.01,simple_welch,normal_wald,661,9335,0,4,-0.0004,0.00019996999474891224,-0.000791941189707868,-8.058810292132026e-06
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.05,simple_welch,normal_wald,1313,8661,0,26,-0.0026,0.0005092641112364971,-0.0035981576580235344,-0.0016018423419764656
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.1,simple_welch,normal_wald,1962,8009,0,29,-0.0029,0.0005377619536485258,-0.003954013429151111,-0.0018459865708488892
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.01,expanded_welch,simple_welch,0,9339,0,661,-0.0661,0.002484692409461776,-0.07096999712254509,-0.06123000287745493
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.05,expanded_welch,simple_welch,61,8687,0,1252,-0.1252,0.0033096210295343355,-0.1316868572178873,-0.1187131427821127
allocation_reversal_2x2_strong_b0.2_e0.1_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,5085689652219977953,0.1,expanded_welch,simple_welch,347,8038,0,1615,-0.1615,0.0036800990900968,-0.16871299421658972,-0.15428700578341029
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.01,expanded_welch,normal_wald,0,9653,0,347,-0.0347,0.0018302803043794302,-0.03828734939658369,-0.03111265060341632
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.05,expanded_welch,normal_wald,52,9184,0,764,-0.0764,0.002656503284577321,-0.08160674643777155,-0.07119325356222844
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.1,expanded_welch,normal_wald,391,8473,0,1136,-0.1136,0.0031734068524387335,-0.11981987743077993,-0.10738012256922008
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.01,simple_welch,normal_wald,340,9653,0,7,-0.0007,0.00026449573871724277,-0.0012184116478857958,-0.00018158835211420422
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.05,simple_welch,normal_wald,788,9184,0,28,-0.0028,0.000528435354979622,-0.003835733295760059,-0.001764266704239941
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.1,simple_welch,normal_wald,1481,8473,0,46,-0.0046,0.0006767051004531427,-0.00592634199688816,-0.0032736580031118402
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.01,expanded_welch,simple_welch,0,9660,0,340,-0.034,0.0018123819886677545,-0.0375522686977888,-0.030447731302211203
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.05,expanded_welch,simple_welch,52,9212,0,736,-0.0736,0.00261131880447215,-0.07871818485676542,-0.06848181514323458
allocation_reversal_2x2_strong_b0.2_e0.4_np1000_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,1000,100,0.1,10,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,10771896281498709886,0.1,expanded_welch,simple_welch,391,8519,0,1090,-0.109,0.0031165479760672243,-0.11510843403309176,-0.10289156596690824
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.01,expanded_welch,normal_wald,8,9884,0,108,-0.0108,0.0010336550896137592,-0.012825963975642968,-0.008774036024357033
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.05,expanded_welch,normal_wald,73,9481,0,446,-0.0446,0.0020643425469178077,-0.0486461113919589,-0.0405538886080411
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.1,expanded_welch,normal_wald,312,8879,0,809,-0.0809,0.0027269511594934415,-0.08624482427260714,-0.07555517572739286
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.01,simple_welch,normal_wald,110,9884,0,6,-0.0006,0.00024488772325231,-0.0010799799375745276,-0.00012002006242547238
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.05,simple_welch,normal_wald,485,9481,0,34,-0.0034,0.0005821321909916843,-0.004540979094343701,-0.0022590209056562987
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.1,simple_welch,normal_wald,1090,8879,0,31,-0.0031,0.0005559405606633672,-0.0041896434989002,-0.0020103565010998
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.01,expanded_welch,simple_welch,8,9890,0,102,-0.0102,0.0010048367875913828,-0.01216948010367911,-0.008230519896320891
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.05,expanded_welch,simple_welch,73,9515,0,412,-0.0412,0.0019876244778897524,-0.04509574397666392,-0.037304256023336084
allocation_reversal_2x2_strong_b0.2_e0_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,2218051108088108682,0.1,expanded_welch,simple_welch,312,8910,0,778,-0.0778,0.002678699972627456,-0.08305025194634981,-0.07254974805365018
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.01,expanded_welch,normal_wald,5,9907,0,88,-0.0088,0.0009339931661010333,-0.010630626605558026,-0.006969373394441976
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.05,expanded_welch,normal_wald,65,9445,0,490,-0.049,0.0021587880944186396,-0.053231224665060535,-0.04476877533493947
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.1,expanded_welch,normal_wald,365,8759,0,876,-0.0876,0.0028272642859015202,-0.09314143800036698,-0.08205856199963302
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.01,simple_welch,normal_wald,89,9907,0,4,-0.0004,0.00019996999474891224,-0.000791941189707868,-8.058810292132026e-06
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.05,simple_welch,normal_wald,534,9445,0,21,-0.0021,0.00045779903669164663,-0.002997286111915627,-0.0012027138880843725
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.1,simple_welch,normal_wald,1211,8759,0,30,-0.003,0.0005469277036238877,-0.00407197829910282,-0.0019280217008971802
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.01,expanded_welch,simple_welch,5,9911,0,84,-0.0084,0.0009127032939188249,-0.010188898456080897,-0.006611101543919103
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.05,expanded_welch,simple_welch,65,9466,0,469,-0.0469,0.002114352394612795,-0.051044130693441075,-0.04275586930655892
allocation_reversal_2x2_strong_b0.2_e0.1_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.1,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.1,0.2,0.0111340871327206,0.0022268174265441198,0.0033402261398161803,0.002226817426529009,0.0033402261398165394,0.0011134087132875304,False,10000,12273609728516458980,0.1,expanded_welch,simple_welch,365,8789,0,846,-0.0846,0.002782994521347569,-0.09005466926184123,-0.07914533073815876
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.01,expanded_welch,normal_wald,1,9944,0,55,-0.0055,0.0007396145637900169,-0.006949644545028433,-0.004050355454971567
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.05,expanded_welch,normal_wald,95,9306,0,599,-0.0599,0.002373133408853708,-0.06455134148135327,-0.055248658518646736
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.1,expanded_welch,normal_wald,512,8546,0,942,-0.0942,0.0029212136773839213,-0.09992557880767249,-0.08847442119232753
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.01,simple_welch,normal_wald,50,9944,0,6,-0.0006,0.00024488772325231,-0.0010799799375745276,-0.00012002006242547238
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.05,simple_welch,normal_wald,645,9306,0,49,-0.0049,0.0006983178107255161,-0.0062687029090220114,-0.0035312970909779882
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.1,simple_welch,normal_wald,1415,8546,0,39,-0.0039,0.0006233120019582315,-0.005121691523838134,-0.002678308476161866
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.01,expanded_welch,simple_welch,1,9950,0,49,-0.0049,0.0006983178107255161,-0.0062687029090220114,-0.0035312970909779882
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.05,expanded_welch,simple_welch,95,9355,0,550,-0.055,0.0022799166217167236,-0.05946863657856478,-0.05053136342143522
allocation_reversal_2x2_strong_b0.2_e0.4_np200_nq100,allocation_reversal_2x2_strong_b0.2_e0.4,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,200,100,0.5,2,0.4,0.2,0.0111340871327206,0.0022268174265441198,0.006680452279632361,0.002226817426529009,0.006680452279632591,0.004453634853103582,False,10000,6322086474922456516,0.1,expanded_welch,simple_welch,512,8585,0,903,-0.0903,0.002866254095723916,-0.09591785802761887,-0.08468214197238114
allocation_reversal_2x2_strong_b0.2_e0_np500_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,500,100,0.2,5,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,15725451201332295633,0.01,expanded_welch,normal_wald,0,9784,0,216,-0.0216,0.0014538071933841686,-0.02444946209903297,-0.01875053790096703
allocation_reversal_2x2_strong_b0.2_e0_np500_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,500,100,0.2,5,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,15725451201332295633,0.05,expanded_welch,normal_wald,25,9288,0,687,-0.0687,0.002529559421537021,-0.07365793646621256,-0.06374206353378743
allocation_reversal_2x2_strong_b0.2_e0_np500_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,500,100,0.2,5,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,15725451201332295633,0.1,expanded_welch,normal_wald,259,8222,0,1519,-0.1519,0.0035894188098826354,-0.15893526086736998,-0.14486473913263004
allocation_reversal_2x2_strong_b0.2_e0_np500_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,500,100,0.2,5,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,15725451201332295633,0.01,simple_welch,normal_wald,208,9784,0,8,-0.0008,0.0002827436902911185,-0.0013541776329705924,-0.00024582236702940777
allocation_reversal_2x2_strong_b0.2_e0_np500_nq100,allocation_reversal_2x2_strong_b0.2_e0,allocation_reversal,2x2,2,2,strong,equal_mi_different_shape,primary,500,100,0.2,5,0.0,0.2,0.0111340871327206,0.0022268174265441198,0.0022268174265441198,0.002226817426529009,0.0022268174265440803,1.50712775592865e-14,False,10000,15725451201332295633,0.05,simple_welch,normal_wald,680,9288,0,32,-0.0032,0.0005648078441293808,-0.004307023374493586,-0.002092976625506414
