configuration_id,population_id,experiment,shape,rows,columns,skewness,relationship,interaction_pair,n_p,n_q,sample_size_ratio_q_to_p,allocation_ratio,relative_effect,baseline_fraction,shared_reachable_mi,target_mi_p,target_mi_q,achieved_mi_p,achieved_mi_q,absolute_mi_difference,structural_breakdown,replicates,simulation_seed
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0_np50_nq50,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.2,0.1328286287645824,0.02656572575291648,0.02656572575291648,0.026565725753040975,0.026565725752864387,1.7658791096053505e-13,False,10000,16335068596958946951
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0_np250_nq250,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.2,0.1328286287645824,0.02656572575291648,0.02656572575291648,0.026565725753040975,0.026565725752864387,1.7658791096053505e-13,False,10000,9863651815688192352
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0_np1000_nq1000,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.2,0.1328286287645824,0.02656572575291648,0.02656572575291648,0.026565725753040975,0.026565725752864387,1.7658791096053505e-13,False,10000,18210342808027603866
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.1_np50_nq50,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.2,0.1328286287645824,0.02656572575291648,0.03984858862937472,0.026565725753040975,0.03984858862937466,0.013282862876333686,False,10000,2590220630402011700
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.1_np250_nq250,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.2,0.1328286287645824,0.02656572575291648,0.03984858862937472,0.026565725753040975,0.03984858862937466,0.013282862876333686,False,10000,15215419473731274312
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.1_np1000_nq1000,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.2,0.1328286287645824,0.02656572575291648,0.03984858862937472,0.026565725753040975,0.03984858862937466,0.013282862876333686,False,10000,10877519731663066578
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.4_np50_nq50,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.4,0.2,0.1328286287645824,0.02656572575291648,0.07969717725874945,0.026565725753040975,0.07969717725874978,0.053131451505708804,False,10000,13651799067344712372
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.4_np250_nq250,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.4,0.2,0.1328286287645824,0.02656572575291648,0.07969717725874945,0.026565725753040975,0.07969717725874978,0.053131451505708804,False,10000,16622410556191282594
heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.4_np1000_nq1000,heterogeneous_margins_2x2_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,2x2,2,2,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.4,0.2,0.1328286287645824,0.02656572575291648,0.07969717725874945,0.026565725753040975,0.07969717725874978,0.053131451505708804,False,10000,12085365480973993631
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0_np50_nq50,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.2,0.4279099268351994,0.08558198536703988,0.08558198536703988,0.08558198536704023,0.08558198536703965,5.828670879282072e-16,False,10000,4955354697568469408
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0_np250_nq250,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.2,0.4279099268351994,0.08558198536703988,0.08558198536703988,0.08558198536704023,0.08558198536703965,5.828670879282072e-16,False,10000,9604312328330070432
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0_np1000_nq1000,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.2,0.4279099268351994,0.08558198536703988,0.08558198536703988,0.08558198536704023,0.08558198536703965,5.828670879282072e-16,False,10000,6564990547285302875
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.1_np50_nq50,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.2,0.4279099268351994,0.08558198536703988,0.12837297805055983,0.08558198536704023,0.12837297805055958,0.04279099268351935,False,10000,15850631063519574460
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.1_np250_nq250,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.2,0.4279099268351994,0.08558198536703988,0.12837297805055983,0.08558198536704023,0.12837297805055958,0.04279099268351935,False,10000,13613531434420798664
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.1_np1000_nq1000,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.2,0.4279099268351994,0.08558198536703988,0.12837297805055983,0.08558198536704023,0.12837297805055958,0.04279099268351935,False,10000,8384018118749078986
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.4_np50_nq50,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.4,0.2,0.4279099268351994,0.08558198536703988,0.25674595610111967,0.08558198536704023,0.2567459561011263,0.1711639707340861,False,10000,3537735278178973370
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.4_np250_nq250,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.4,0.2,0.4279099268351994,0.08558198536703988,0.25674595610111967,0.08558198536704023,0.2567459561011263,0.1711639707340861,False,10000,2989605934776897506
heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.4_np1000_nq1000,heterogeneous_margins_3x3_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,3x3,3,3,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.4,0.2,0.4279099268351994,0.08558198536703988,0.25674595610111967,0.08558198536704023,0.2567459561011263,0.1711639707340861,False,10000,10987086333974928140
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0_np50_nq50,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.2,0.748216447409892,0.14964328948197841,0.14964328948197841,0.14964328948197864,0.1496432894819786,2.7755575615628914e-17,False,10000,5249502079671727708
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0_np250_nq250,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.2,0.748216447409892,0.14964328948197841,0.14964328948197841,0.14964328948197864,0.1496432894819786,2.7755575615628914e-17,False,10000,7415483585069276835
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0_np1000_nq1000,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.2,0.748216447409892,0.14964328948197841,0.14964328948197841,0.14964328948197864,0.1496432894819786,2.7755575615628914e-17,False,10000,6393446176122645157
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.1_np50_nq50,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.2,0.748216447409892,0.14964328948197841,0.22446493422296765,0.14964328948197864,0.2244649342229677,0.07482164474098907,False,10000,8433838910598111497
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.1_np250_nq250,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.2,0.748216447409892,0.14964328948197841,0.22446493422296765,0.14964328948197864,0.2244649342229677,0.07482164474098907,False,10000,6958100047601527045
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.1_np1000_nq1000,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.2,0.748216447409892,0.14964328948197841,0.22446493422296765,0.14964328948197864,0.2244649342229677,0.07482164474098907,False,10000,13776562105604980680
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.4_np50_nq50,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.4,0.2,0.748216447409892,0.14964328948197841,0.4489298684459353,0.14964328948197864,0.44892986844593585,0.2992865789639572,False,10000,7099583366085318026
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.4_np250_nq250,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.4,0.2,0.748216447409892,0.14964328948197841,0.4489298684459353,0.14964328948197864,0.44892986844593585,0.2992865789639572,False,10000,12195843639199107068
heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.4_np1000_nq1000,heterogeneous_margins_5x5_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,5x5,5,5,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.4,0.2,0.748216447409892,0.14964328948197841,0.4489298684459353,0.14964328948197864,0.44892986844593585,0.2992865789639572,False,10000,4211932490480421121
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0_np50_nq50,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.2,0.90880328793446,0.181760657586892,0.181760657586892,0.18176065758689153,0.18176065758689233,8.049116928532385e-16,False,10000,13249584172682681242
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0_np250_nq250,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.2,0.90880328793446,0.181760657586892,0.181760657586892,0.18176065758689153,0.18176065758689233,8.049116928532385e-16,False,10000,2961631310139769866
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0_np1000_nq1000,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.2,0.90880328793446,0.181760657586892,0.181760657586892,0.18176065758689153,0.18176065758689233,8.049116928532385e-16,False,10000,17142694682976920107
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.1_np50_nq50,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.2,0.90880328793446,0.181760657586892,0.272640986380338,0.18176065758689153,0.2726409863803383,0.09088032879344676,False,10000,7416506683555883663
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.1_np250_nq250,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.2,0.90880328793446,0.181760657586892,0.272640986380338,0.18176065758689153,0.2726409863803383,0.09088032879344676,False,10000,14356430832799131254
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.1_np1000_nq1000,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.1,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.2,0.90880328793446,0.181760657586892,0.272640986380338,0.18176065758689153,0.2726409863803383,0.09088032879344676,False,10000,473301275489612279
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.4_np50_nq50,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,50,50,1.0,1,0.4,0.2,0.90880328793446,0.181760657586892,0.545281972760676,0.18176065758689153,0.5452819727606985,0.3635213151738069,False,10000,2590477153790681895
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.4_np250_nq250,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,250,250,1.0,1,0.4,0.2,0.90880328793446,0.181760657586892,0.545281972760676,0.18176065758689153,0.5452819727606985,0.3635213151738069,False,10000,9750642672647586106
heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.4_np1000_nq1000,heterogeneous_margins_8x8_balanced_vs_mild_b0.2_e0.4,heterogeneous_margins,8x8,8,8,balanced_vs_mild,equal_mi_different_shape,primary,1000,1000,1.0,1,0.4,0.2,0.90880328793446,0.181760657586892,0.545281972760676,0.18176065758689153,0.5452819727606985,0.3635213151738069,False,10000,6936913293267295130
baseline_sensitivity_3x3_balanced_b0.02_e0_np50_nq50,baseline_sensitivity_3x3_balanced_b0.02_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.02,1.0945886493400376,0.021891772986800753,0.021891772986800753,0.02189177298680018,0.021891772986799816,3.642919299551295e-16,False,10000,17420546238118213680
baseline_sensitivity_3x3_balanced_b0.02_e0_np250_nq250,baseline_sensitivity_3x3_balanced_b0.02_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.02,1.0945886493400376,0.021891772986800753,0.021891772986800753,0.02189177298680018,0.021891772986799816,3.642919299551295e-16,False,10000,9138513399286882668
baseline_sensitivity_3x3_balanced_b0.02_e0_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.02_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.02,1.0945886493400376,0.021891772986800753,0.021891772986800753,0.02189177298680018,0.021891772986799816,3.642919299551295e-16,False,10000,14756357310756871656
baseline_sensitivity_3x3_balanced_b0.02_e0.1_np50_nq50,baseline_sensitivity_3x3_balanced_b0.02_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.02,1.0945886493400376,0.021891772986800753,0.13135063792080454,0.02189177298680018,0.131350637920672,0.10945886493387183,False,10000,15363052931794438895
baseline_sensitivity_3x3_balanced_b0.02_e0.1_np250_nq250,baseline_sensitivity_3x3_balanced_b0.02_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.02,1.0945886493400376,0.021891772986800753,0.13135063792080454,0.02189177298680018,0.131350637920672,0.10945886493387183,False,10000,16316214059634339582
baseline_sensitivity_3x3_balanced_b0.02_e0.1_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.02_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.02,1.0945886493400376,0.021891772986800753,0.13135063792080454,0.02189177298680018,0.131350637920672,0.10945886493387183,False,10000,6459765158831733630
baseline_sensitivity_3x3_balanced_b0.02_e0.2_np50_nq50,baseline_sensitivity_3x3_balanced_b0.02_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.2,0.02,1.0945886493400376,0.021891772986800753,0.2408095028548083,0.02189177298680018,0.24080950285480845,0.21891772986800828,False,10000,7263696142562744237
baseline_sensitivity_3x3_balanced_b0.02_e0.2_np250_nq250,baseline_sensitivity_3x3_balanced_b0.02_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.2,0.02,1.0945886493400376,0.021891772986800753,0.2408095028548083,0.02189177298680018,0.24080950285480845,0.21891772986800828,False,10000,9910241078688345278
baseline_sensitivity_3x3_balanced_b0.02_e0.2_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.02_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.2,0.02,1.0945886493400376,0.021891772986800753,0.2408095028548083,0.02189177298680018,0.24080950285480845,0.21891772986800828,False,10000,4497320930471769150
baseline_sensitivity_3x3_balanced_b0.2_e0_np50_nq50,baseline_sensitivity_3x3_balanced_b0.2_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.2,1.0945886493400376,0.21891772986800753,0.21891772986800753,0.2189177298680084,0.21891772986800803,3.608224830031759e-16,False,10000,7560003492795323077
baseline_sensitivity_3x3_balanced_b0.2_e0_np250_nq250,baseline_sensitivity_3x3_balanced_b0.2_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.2,1.0945886493400376,0.21891772986800753,0.21891772986800753,0.2189177298680084,0.21891772986800803,3.608224830031759e-16,False,10000,6660743000932762744
baseline_sensitivity_3x3_balanced_b0.2_e0_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.2_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.2,1.0945886493400376,0.21891772986800753,0.21891772986800753,0.2189177298680084,0.21891772986800803,3.608224830031759e-16,False,10000,15707614473334179158
baseline_sensitivity_3x3_balanced_b0.2_e0.1_np50_nq50,baseline_sensitivity_3x3_balanced_b0.2_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.2,1.0945886493400376,0.21891772986800753,0.3283765948020113,0.2189177298680084,0.32837659480193604,0.10945886493392765,False,10000,13073025787785017357
baseline_sensitivity_3x3_balanced_b0.2_e0.1_np250_nq250,baseline_sensitivity_3x3_balanced_b0.2_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.2,1.0945886493400376,0.21891772986800753,0.3283765948020113,0.2189177298680084,0.32837659480193604,0.10945886493392765,False,10000,17866853101482572636
baseline_sensitivity_3x3_balanced_b0.2_e0.1_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.2_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.2,1.0945886493400376,0.21891772986800753,0.3283765948020113,0.2189177298680084,0.32837659480193604,0.10945886493392765,False,10000,8381219974289780350
baseline_sensitivity_3x3_balanced_b0.2_e0.2_np50_nq50,baseline_sensitivity_3x3_balanced_b0.2_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.2,0.2,1.0945886493400376,0.21891772986800753,0.43783545973601506,0.2189177298680084,0.4378354597360147,0.21891772986800628,False,10000,2741290997654200388
baseline_sensitivity_3x3_balanced_b0.2_e0.2_np250_nq250,baseline_sensitivity_3x3_balanced_b0.2_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.2,0.2,1.0945886493400376,0.21891772986800753,0.43783545973601506,0.2189177298680084,0.4378354597360147,0.21891772986800628,False,10000,3126236856973196573
baseline_sensitivity_3x3_balanced_b0.2_e0.2_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.2_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.2,0.2,1.0945886493400376,0.21891772986800753,0.43783545973601506,0.2189177298680084,0.4378354597360147,0.21891772986800628,False,10000,11200450840322114830
baseline_sensitivity_3x3_balanced_b0.6_e0_np50_nq50,baseline_sensitivity_3x3_balanced_b0.6_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.6,1.0945886493400376,0.6567531896040225,0.6567531896040225,0.6567531896040226,0.6567531896040225,1.1102230246251565e-16,False,10000,18313654954979651569
baseline_sensitivity_3x3_balanced_b0.6_e0_np250_nq250,baseline_sensitivity_3x3_balanced_b0.6_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.6,1.0945886493400376,0.6567531896040225,0.6567531896040225,0.6567531896040226,0.6567531896040225,1.1102230246251565e-16,False,10000,17273593880679006246
baseline_sensitivity_3x3_balanced_b0.6_e0_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.6_e0,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.6,1.0945886493400376,0.6567531896040225,0.6567531896040225,0.6567531896040226,0.6567531896040225,1.1102230246251565e-16,False,10000,10495962834115176915
baseline_sensitivity_3x3_balanced_b0.6_e0.1_np50_nq50,baseline_sensitivity_3x3_balanced_b0.6_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.6,1.0945886493400376,0.6567531896040225,0.7662120545380263,0.6567531896040226,0.7662120545380263,0.1094588649340037,False,10000,769423674887404136
baseline_sensitivity_3x3_balanced_b0.6_e0.1_np250_nq250,baseline_sensitivity_3x3_balanced_b0.6_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.6,1.0945886493400376,0.6567531896040225,0.7662120545380263,0.6567531896040226,0.7662120545380263,0.1094588649340037,False,10000,2447927391623041451
baseline_sensitivity_3x3_balanced_b0.6_e0.1_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.6_e0.1,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.6,1.0945886493400376,0.6567531896040225,0.7662120545380263,0.6567531896040226,0.7662120545380263,0.1094588649340037,False,10000,12701512063359530229
baseline_sensitivity_3x3_balanced_b0.6_e0.2_np50_nq50,baseline_sensitivity_3x3_balanced_b0.6_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,50,50,1.0,1,0.2,0.6,1.0945886493400376,0.6567531896040225,0.8756709194720301,0.6567531896040226,0.8756709194720304,0.21891772986800773,False,10000,16124304639211995986
baseline_sensitivity_3x3_balanced_b0.6_e0.2_np250_nq250,baseline_sensitivity_3x3_balanced_b0.6_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,250,250,1.0,1,0.2,0.6,1.0945886493400376,0.6567531896040225,0.8756709194720301,0.6567531896040226,0.8756709194720304,0.21891772986800773,False,10000,9640534217719867043
baseline_sensitivity_3x3_balanced_b0.6_e0.2_np1000_nq1000,baseline_sensitivity_3x3_balanced_b0.6_e0.2,baseline_sensitivity,3x3,3,3,balanced,equal_mi_different_shape,primary,1000,1000,1.0,1,0.2,0.6,1.0945886493400376,0.6567531896040225,0.8756709194720301,0.6567531896040226,0.8756709194720304,0.21891772986800773,False,10000,12107295259280404305
baseline_sensitivity_3x3_strong_b0.02_e0_np50_nq50,baseline_sensitivity_3x3_strong_b0.02_e0,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,50,50,1.0,1,0.0,0.02,0.1922085929866958,0.003844171859733916,0.003844171859733916,0.003844171859733771,0.0038441718597255073,8.263788958684515e-15,False,10000,5574534513753464522
baseline_sensitivity_3x3_strong_b0.02_e0_np250_nq250,baseline_sensitivity_3x3_strong_b0.02_e0,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,250,250,1.0,1,0.0,0.02,0.1922085929866958,0.003844171859733916,0.003844171859733916,0.003844171859733771,0.0038441718597255073,8.263788958684515e-15,False,10000,13713666430417423059
baseline_sensitivity_3x3_strong_b0.02_e0_np1000_nq1000,baseline_sensitivity_3x3_strong_b0.02_e0,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,1000,1000,1.0,1,0.0,0.02,0.1922085929866958,0.003844171859733916,0.003844171859733916,0.003844171859733771,0.0038441718597255073,8.263788958684515e-15,False,10000,1682534163242857770
baseline_sensitivity_3x3_strong_b0.02_e0.1_np50_nq50,baseline_sensitivity_3x3_strong_b0.02_e0.1,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,50,50,1.0,1,0.1,0.02,0.1922085929866958,0.003844171859733916,0.0230650311584035,0.003844171859733771,0.023065031158403387,0.019220859298669617,False,10000,7648396302956780461
baseline_sensitivity_3x3_strong_b0.02_e0.1_np250_nq250,baseline_sensitivity_3x3_strong_b0.02_e0.1,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,250,250,1.0,1,0.1,0.02,0.1922085929866958,0.003844171859733916,0.0230650311584035,0.003844171859733771,0.023065031158403387,0.019220859298669617,False,10000,16916933534407243228
baseline_sensitivity_3x3_strong_b0.02_e0.1_np1000_nq1000,baseline_sensitivity_3x3_strong_b0.02_e0.1,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,1000,1000,1.0,1,0.1,0.02,0.1922085929866958,0.003844171859733916,0.0230650311584035,0.003844171859733771,0.023065031158403387,0.019220859298669617,False,10000,18198537078272932892
baseline_sensitivity_3x3_strong_b0.02_e0.2_np50_nq50,baseline_sensitivity_3x3_strong_b0.02_e0.2,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,50,50,1.0,1,0.2,0.02,0.1922085929866958,0.003844171859733916,0.04228589045707307,0.003844171859733771,0.04228589045707325,0.038441718597339476,False,10000,6576913675326501515
baseline_sensitivity_3x3_strong_b0.02_e0.2_np250_nq250,baseline_sensitivity_3x3_strong_b0.02_e0.2,baseline_sensitivity,3x3,3,3,strong,equal_mi_different_shape,primary,250,250,1.0,1,0.2,0.02,0.1922085929866958,0.003844171859733916,0.04228589045707307,0.003844171859733771,0.04228589045707325,0.038441718597339476,False,10000,16688358425005642535
