configuration_id,population_id,experiment,shape,rows,columns,skewness,relationship,interaction_pair,n_p,n_q,sample_size_ratio_q_to_p,allocation_ratio,relative_effect,baseline_fraction,shared_reachable_mi,target_mi_p,target_mi_q,achieved_mi_p,achieved_mi_q,absolute_mi_difference,structural_breakdown,replicates,simulation_seed
convergence_3x3_strong_b0.2_e0_np50000_nq50000,convergence_3x3_strong_b0.2_e0,convergence,3x3,3,3,strong,equal_mi_different_shape,primary,50000,50000,1.0,1,0.0,0.2,0.1922085929866958,0.038441718597339164,0.038441718597339164,0.03844171859733924,0.0384417185973391,1.3877787807814457e-16,False,10000,1076287106525227358
convergence_3x3_ultra_b0.2_e0_np2500_nq2500,convergence_3x3_ultra_b0.2_e0,convergence,3x3,3,3,ultra,equal_mi_different_shape,primary,2500,2500,1.0,1,0.0,0.2,0.1129845931506304,0.022596918630126084,0.022596918630126084,0.02259691863027121,0.022596918630126177,1.4503329093251693e-13,False,10000,17123232361994949758
convergence_3x3_ultra_b0.2_e0_np10000_nq10000,convergence_3x3_ultra_b0.2_e0,convergence,3x3,3,3,ultra,equal_mi_different_shape,primary,10000,10000,1.0,1,0.0,0.2,0.1129845931506304,0.022596918630126084,0.022596918630126084,0.02259691863027121,0.022596918630126177,1.4503329093251693e-13,False,10000,3807731458618283188
convergence_3x3_ultra_b0.2_e0_np50000_nq50000,convergence_3x3_ultra_b0.2_e0,convergence,3x3,3,3,ultra,equal_mi_different_shape,primary,50000,50000,1.0,1,0.0,0.2,0.1129845931506304,0.022596918630126084,0.022596918630126084,0.02259691863027121,0.022596918630126177,1.4503329093251693e-13,False,10000,15812461717363931666
convergence_5x5_strong_b0.2_e0_np2500_nq2500,convergence_5x5_strong_b0.2_e0,convergence,5x5,5,5,strong,equal_mi_different_shape,primary,2500,2500,1.0,1,0.0,0.2,0.3360339010727185,0.06720678021454371,0.06720678021454371,0.06720678021461499,0.06720678021454372,7.126244039312724e-14,False,10000,9918549498779764443
convergence_5x5_strong_b0.2_e0_np10000_nq10000,convergence_5x5_strong_b0.2_e0,convergence,5x5,5,5,strong,equal_mi_different_shape,primary,10000,10000,1.0,1,0.0,0.2,0.3360339010727185,0.06720678021454371,0.06720678021454371,0.06720678021461499,0.06720678021454372,7.126244039312724e-14,False,10000,22842839212360474
convergence_5x5_strong_b0.2_e0_np50000_nq50000,convergence_5x5_strong_b0.2_e0,convergence,5x5,5,5,strong,equal_mi_different_shape,primary,50000,50000,1.0,1,0.0,0.2,0.3360339010727185,0.06720678021454371,0.06720678021454371,0.06720678021461499,0.06720678021454372,7.126244039312724e-14,False,10000,8831453184129154664
convergence_5x5_ultra_b0.2_e0_np2500_nq2500,convergence_5x5_ultra_b0.2_e0,convergence,5x5,5,5,ultra,equal_mi_different_shape,primary,2500,2500,1.0,1,0.0,0.2,0.1945195813371506,0.03890391626743012,0.03890391626743012,0.03890391626742991,0.038903916267432975,3.066991105526995e-15,False,10000,14094160664353986499
convergence_5x5_ultra_b0.2_e0_np10000_nq10000,convergence_5x5_ultra_b0.2_e0,convergence,5x5,5,5,ultra,equal_mi_different_shape,primary,10000,10000,1.0,1,0.0,0.2,0.1945195813371506,0.03890391626743012,0.03890391626743012,0.03890391626742991,0.038903916267432975,3.066991105526995e-15,False,10000,17966452283653628404
convergence_5x5_ultra_b0.2_e0_np50000_nq50000,convergence_5x5_ultra_b0.2_e0,convergence,5x5,5,5,ultra,equal_mi_different_shape,primary,50000,50000,1.0,1,0.0,0.2,0.1945195813371506,0.03890391626743012,0.03890391626743012,0.03890391626742991,0.038903916267432975,3.066991105526995e-15,False,10000,17510842363734054981
convergence_8x8_strong_b0.2_e0_np2500_nq2500,convergence_8x8_strong_b0.2_e0,convergence,8x8,8,8,strong,equal_mi_different_shape,primary,2500,2500,1.0,1,0.0,0.2,0.4029197153251672,0.08058394306503344,0.08058394306503344,0.08058394306503777,0.08058394306503341,4.3576253716537394e-15,False,10000,15853829973161915315
convergence_8x8_strong_b0.2_e0_np10000_nq10000,convergence_8x8_strong_b0.2_e0,convergence,8x8,8,8,strong,equal_mi_different_shape,primary,10000,10000,1.0,1,0.0,0.2,0.4029197153251672,0.08058394306503344,0.08058394306503344,0.08058394306503777,0.08058394306503341,4.3576253716537394e-15,False,10000,6454329804426745511
convergence_8x8_strong_b0.2_e0_np50000_nq50000,convergence_8x8_strong_b0.2_e0,convergence,8x8,8,8,strong,equal_mi_different_shape,primary,50000,50000,1.0,1,0.0,0.2,0.4029197153251672,0.08058394306503344,0.08058394306503344,0.08058394306503777,0.08058394306503341,4.3576253716537394e-15,False,10000,14440565752262185648
convergence_8x8_ultra_b0.2_e0_np2500_nq2500,convergence_8x8_ultra_b0.2_e0,convergence,8x8,8,8,ultra,equal_mi_different_shape,primary,2500,2500,1.0,1,0.0,0.2,0.2309043973743725,0.0461808794748745,0.0461808794748745,0.04618087947487472,0.04618087947487449,2.2898349882893854e-16,False,10000,6853163751692808922
convergence_8x8_ultra_b0.2_e0_np10000_nq10000,convergence_8x8_ultra_b0.2_e0,convergence,8x8,8,8,ultra,equal_mi_different_shape,primary,10000,10000,1.0,1,0.0,0.2,0.2309043973743725,0.0461808794748745,0.0461808794748745,0.04618087947487472,0.04618087947487449,2.2898349882893854e-16,False,10000,1525380490349490358
convergence_8x8_ultra_b0.2_e0_np50000_nq50000,convergence_8x8_ultra_b0.2_e0,convergence,8x8,8,8,ultra,equal_mi_different_shape,primary,50000,50000,1.0,1,0.0,0.2,0.2309043973743725,0.0461808794748745,0.0461808794748745,0.04618087947487472,0.04618087947487449,2.2898349882893854e-16,False,10000,3547561519344533546
