population_id,probability_p_json,probability_q_json,M,I_p,I_q
baseline_sensitivity_3x3_strong_b0.2_e0.1,"[[0.8355179689256247, 0.03971078924173623, 0.02477124183269937], [0.039710789241717746, 0.00426820675747134, 0.006021004000799769], [0.02477124183265759, 0.006021004000792416, 0.019207754166500855]]","[[3.1945156652024225e-05, 0.0003784252726157325, 0.04958962957074371], [0.02476318482774859, 0.043158616117925354, 0.8320781990544063], [0.025204870015599377, 0.006462958609458912, 0.018332171374850065]]",0.1922085929866958,0.03844171859733893,0.05766257789600861
baseline_sensitivity_3x3_strong_b0.2_e0.2,"[[0.8355179689256247, 0.03971078924173623, 0.02477124183269937], [0.039710789241717746, 0.00426820675747134, 0.006021004000799769], [0.02477124183265759, 0.006021004000792416, 0.019207754166500855]]","[[1.3529447046400404e-05, 0.0002709296269700943, 0.049715540925994], [0.020322291576171204, 0.043074137201305845, 0.8366035712226123], [0.029664178976782384, 0.006654933171724055, 0.013680887851393703]]",0.1922085929866958,0.03844171859733893,0.07688343719467837
baseline_sensitivity_3x3_strong_b0.6_e0,"[[0.8557339009929428, 0.0359364567529542, 0.0083296422541804], [0.0359364567529163, 0.006852182796299546, 0.007211360450772791], [0.008329642254140965, 0.0072113604507462545, 0.034458997295046805]]","[[1.997274004351435e-06, 0.00013163100072658982, 0.04986637172527369], [0.012850293807018777, 0.04343012371491373, 0.8437195824781195], [0.037147708918976854, 0.00643824528435966, 0.006414045796606803]]",0.1922085929866958,0.11532515579201755,0.11532515579195997
baseline_sensitivity_3x3_strong_b0.6_e0.1,"[[0.8557339009929428, 0.0359364567529542, 0.0083296422541804], [0.0359364567529163, 0.006852182796299546, 0.007211360450772791], [0.008329642254140965, 0.0072113604507462545, 0.034458997295046805]]","[[5.859964886781468e-07, 8.3379659080747e-05, 0.0499160343444355], [0.009613732226839021, 0.04397731454539326, 0.8464089532278293], [0.040385681776672296, 0.00593930579552598, 0.0036750124277353147]]",0.1922085929866958,0.11532515579201755,0.13454601509073977
baseline_sensitivity_3x3_strong_b0.6_e0.2,"[[0.8557339009929428, 0.0359364567529542, 0.0083296422541804], [0.0359364567529163, 0.006852182796299546, 0.007211360450772791], [0.008329642254140965, 0.0072113604507462545, 0.034458997295046805]]","[[1.1018067492124294e-07, 4.4622276510324803e-05, 0.04995526754282014], [0.006585525381092557, 0.04495914759168437, 0.8484553270272978], [0.04341436443823251, 0.004996230131805297, 0.0015894054298821439]]",0.1922085929866958,0.11532515579201755,0.15376687438935815
baseline_sensitivity_5x5_balanced_b0.02_e0,"[[0.06023518236120943, 0.04907219234693706, 0.038798045338859465, 0.029752339764716137, 0.022142240188267517], [0.04907219234694095, 0.045305327731697806, 0.04059310252540162, 0.03527703763124629, 0.029752339764718503], [0.03879804533886362, 0.04059310252540274, 0.04121770427147788, 0.040593102525402734, 0.03879804533886362], [0.02975233976471851, 0.0352770376312463, 0.040593102525401624, 0.0453053277316978, 0.04907219234694096], [0.022142240188267517, 0.029752339764716144, 0.038798045338859465, 0.04907219234693705, 0.06023518236120943]]","[[0.02214224018826748, 0.029752339764716116, 0.03879804533885945, 0.04907219234693706, 0.06023518236120948], [0.02975233976471848, 0.03527703763124628, 0.04059310252540162, 0.045305327731697806, 0.04907219234694097], [0.03879804533886361, 0.040593102525402734, 0.041217704271477876, 0.04059310252540273, 0.03879804533886361], [0.04907219234694098, 0.04530532773169782, 0.04059310252540162, 0.035277037631246275, 0.029752339764718475], [0.06023518236120948, 0.04907219234693707, 0.03879804533885945, 0.029752339764716106, 0.022142240188267475]]",1.467010942719053,0.029340218854382743,0.02934021885438299
baseline_sensitivity_5x5_balanced_b0.02_e0.1,"[[0.06023518236120943, 0.04907219234693706, 0.038798045338859465, 0.029752339764716137, 0.022142240188267517], [0.04907219234694095, 0.045305327731697806, 0.04059310252540162, 0.03527703763124629, 0.029752339764718503], [0.03879804533886362, 0.04059310252540274, 0.04121770427147788, 0.040593102525402734, 0.03879804533886362], [0.02975233976471851, 0.0352770376312463, 0.040593102525401624, 0.0453053277316978, 0.04907219234694096], [0.022142240188267517, 0.029752339764716144, 0.038798045338859465, 0.04907219234693705, 0.06023518236120943]]","[[0.004746509321632265, 0.013604004255831567, 0.03184332524406516, 0.05937860466604867, 0.09042755651241816], [0.01360400425583205, 0.026975429793714062, 0.043684686090793685, 0.05635727519361136, 0.05937860466605076], [0.03184332524406677, 0.043684686090794345, 0.04894397733028232, 0.04368468609079435, 0.031843325244066766], [0.059378604666050765, 0.05635727519361135, 0.043684686090793685, 0.026975429793714065, 0.013604004255832048], [0.09042755651241817, 0.059378604666048655, 0.03184332524406516, 0.013604004255831569, 0.0047465093216322645]]",1.467010942719053,0.029340218854382743,0.17604131312628707
baseline_sensitivity_5x5_balanced_b0.02_e0.2,"[[0.06023518236120943, 0.04907219234693706, 0.038798045338859465, 0.029752339764716137, 0.022142240188267517], [0.04907219234694095, 0.045305327731697806, 0.04059310252540162, 0.03527703763124629, 0.029752339764718503], [0.03879804533886362, 0.04059310252540274, 0.04121770427147788, 0.040593102525402734, 0.03879804533886362], [0.02975233976471851, 0.0352770376312463, 0.040593102525401624, 0.0453053277316978, 0.04907219234694096], [0.022142240188267517, 0.029752339764716144, 0.038798045338859465, 0.04907219234693705, 0.06023518236120943]]","[[0.0007316583437800829, 0.005117013982276896, 0.02322165786126889, 0.06233887325033746, 0.10859079656232946], [0.005117013982277256, 0.01915531471099734, 0.046529707645780426, 0.06685909041060617, 0.062338873250341834], [0.023221657861271377, 0.04652970764578214, 0.06049726898590137, 0.04652970764578214, 0.023221657861271373], [0.062338873250341834, 0.06685909041060616, 0.04652970764578041, 0.019155314710997337, 0.0051170139822772544], [0.10859079656232948, 0.06233887325033746, 0.02322165786126889, 0.005117013982276896, 0.0007316583437800828]]",1.467010942719053,0.029340218854382743,0.322742407398094
baseline_sensitivity_5x5_balanced_b0.2_e0,"[[0.10528740872105952, 0.062119781098512634, 0.0250618516511875, 0.006409917546072342, 0.0011210409831593114], [0.06211978109851771, 0.06466626305027232, 0.04603152586497156, 0.020772512440169276, 0.006409917546072866], [0.025061851651190577, 0.04603152586497346, 0.05781324496768188, 0.04603152586497346, 0.025061851651190577], [0.006409917546072866, 0.020772512440169276, 0.04603152586497156, 0.06466626305027232, 0.06211978109851771], [0.0011210409831593114, 0.006409917546072342, 0.0250618516511875, 0.062119781098512634, 0.10528740872105952]]","[[0.0011210409831593107, 0.006409917546072339, 0.0250618516511875, 0.06211978109851262, 0.10528740872105953], [0.006409917546072863, 0.020772512440169266, 0.04603152586497157, 0.06466626305027233, 0.062119781098517714], [0.025061851651190577, 0.04603152586497346, 0.05781324496768189, 0.04603152586497346, 0.025061851651190577], [0.06211978109851769, 0.06466626305027232, 0.046031525864971556, 0.020772512440169262, 0.0064099175460728625], [0.10528740872105956, 0.062119781098512634, 0.025061851651187503, 0.0064099175460723395, 0.001121040983159311]]",1.467010942719053,0.2934021885435963,0.29340218854359634
baseline_sensitivity_5x5_balanced_b0.2_e0.1,"[[0.10528740872105952, 0.062119781098512634, 0.0250618516511875, 0.006409917546072342, 0.0011210409831593114], [0.06211978109851771, 0.06466626305027232, 0.04603152586497156, 0.020772512440169276, 0.006409917546072866], [0.025061851651190577, 0.04603152586497346, 0.05781324496768188, 0.04603152586497346, 0.025061851651190577], [0.006409917546072866, 0.020772512440169276, 0.04603152586497156, 0.06466626305027232, 0.06211978109851771], [0.0011210409831593114, 0.006409917546072342, 0.0250618516511875, 0.062119781098512634, 0.10528740872105952]]","[[9.297387026904713e-05, 0.001702290563113446, 0.015668013091305836, 0.06143641434094882, 0.12110030813434162], [0.0017022905631138556, 0.012716231654412833, 0.047751896309375874, 0.07639316713214205, 0.061436414340963606], [0.0156680130913119, 0.047751896309382875, 0.07316018119863658, 0.04775189630938288, 0.015668013091311904], [0.0614364143409636, 0.07639316713214205, 0.047751896309375874, 0.012716231654412834, 0.001702290563113856], [0.1211003081343416, 0.06143641434094881, 0.015668013091305836, 0.0017022905631134462, 9.297387026904714e-05]]",1.467010942719053,0.2934021885435963,0.44010328281571626
baseline_sensitivity_5x5_balanced_b0.2_e0.2,"[[0.10528740872105952, 0.062119781098512634, 0.0250618516511875, 0.006409917546072342, 0.0011210409831593114], [0.06211978109851771, 0.06466626305027232, 0.04603152586497156, 0.020772512440169276, 0.006409917546072866], [0.025061851651190577, 0.04603152586497346, 0.05781324496768188, 0.04603152586497346, 0.025061851651190577], [0.006409917546072866, 0.020772512440169276, 0.04603152586497156, 0.06466626305027232, 0.06211978109851771], [0.0011210409831593114, 0.006409917546072342, 0.0250618516511875, 0.062119781098512634, 0.10528740872105952]]","[[2.5768906165612132e-06, 0.0002453532520084803, 0.00739305981186745, 0.05636437703319889, 0.13599463301223585], [0.0002453532520087387, 0.00600045841202213, 0.0464422880771909, 0.09094752322554578, 0.05636437703325826], [0.007393059811880621, 0.046442288077224725, 0.09232930422188332, 0.04644228807722472, 0.00739305981188062], [0.05636437703325826, 0.09094752322554576, 0.04644228807719089, 0.006000458412022128, 0.0002453532520087386], [0.13599463301223583, 0.056364377033198874, 0.007393059811867446, 0.00024535325200848013, 2.5768906165612115e-06]]",1.467010942719053,0.2934021885435963,0.5868043770876212
baseline_sensitivity_5x5_balanced_b0.6_e0,"[[0.16375193464633542, 0.035726370072647444, 0.0005212537275674806, 4.4152839537462193e-07, 2.501070492451862e-11], [0.03572637007268997, 0.13146159853486722, 0.03234943898646958, 0.0004621508775929618, 4.415283953751475e-07], [0.0005212537275685424, 0.03234943898649697, 0.13425861457192587, 0.03234943898649697, 0.0005212537275685424], [4.415283953751475e-07, 0.0004621508775929618, 0.03234943898646958, 0.13146159853486722, 0.03572637007268997], [2.5010704924518628e-11, 4.41528395374622e-07, 0.0005212537275674806, 0.03572637007264745, 0.16375193464633545]]","[[2.5010704924518886e-11, 4.4152839537462447e-07, 0.0005212537275674821, 0.035726370072647486, 0.1637519346463354], [4.415283953751497e-07, 0.0004621508775929635, 0.03234943898646961, 0.13146159853486722, 0.035726370072689986], [0.0005212537275685433, 0.03234943898649699, 0.13425861457192584, 0.03234943898649699, 0.0005212537275685433], [0.03572637007268998, 0.13146159853486722, 0.0323494389864696, 0.0004621508775929634, 4.415283953751496e-07], [0.1637519346463354, 0.035726370072647486, 0.0005212537275674821, 4.4152839537462447e-07, 2.5010704924518886e-11]]",1.467010942719053,0.8802065656314828,0.8802065656314827
baseline_sensitivity_5x5_balanced_b0.6_e0.1,"[[0.16375193464633542, 0.035726370072647444, 0.0005212537275674806, 4.4152839537462193e-07, 2.501070492451862e-11], [0.03572637007268997, 0.13146159853486722, 0.03234943898646958, 0.0004621508775929618, 4.415283953751475e-07], [0.0005212537275685424, 0.03234943898649697, 0.13425861457192587, 0.03234943898649697, 0.0005212537275685424], [4.415283953751475e-07, 0.0004621508775929618, 0.03234943898646958, 0.13146159853486722, 0.03572637007268997], [2.5010704924518628e-11, 4.41528395374622e-07, 0.0005212537275674806, 0.03572637007264745, 0.16375193464633545]]","[[1.4855597219399434e-14, 7.238472847717387e-09, 8.84227802095873e-05, 0.024848445747755556, 0.1750631242334708], [7.238472847739492e-09, 8.193901022057839e-05, 0.023253849644147253, 0.15181575835935512, 0.02484844574783145], [8.842278021004229e-05, 0.023253849644195895, 0.15331545515128633, 0.023253849644195898, 8.842278021004234e-05], [0.02484844574783144, 0.1518157583593551, 0.023253849644147256, 8.193901022057843e-05, 7.2384728477394976e-09], [0.17506312423347084, 0.024848445747755566, 8.842278020958735e-05, 7.238472847717393e-09, 1.4855597219399453e-14]]",1.467010942719053,0.8802065656314828,1.0269076599033373
baseline_sensitivity_5x5_balanced_b0.6_e0.2,"[[0.16375193464633542, 0.035726370072647444, 0.0005212537275674806, 4.4152839537462193e-07, 2.501070492451862e-11], [0.03572637007268997, 0.13146159853486722, 0.03234943898646958, 0.0004621508775929618, 4.415283953751475e-07], [0.0005212537275685424, 0.03234943898649697, 0.13425861457192587, 0.03234943898649697, 0.0005212537275685424], [4.415283953751475e-07, 0.0004621508775929618, 0.03234943898646958, 0.13146159853486722, 0.03572637007268997], [2.5010704924518628e-11, 4.41528395374622e-07, 0.0005212537275674806, 0.03572637007264745, 0.16375193464633545]]","[[3.815350003531036e-18, 7.271390185223198e-11, 1.191178639566022e-05, 0.015969140038538648, 0.184018948102281], [7.271390185255392e-11, 1.13837275993011e-05, 0.015318912035673529, 0.1687005641254298, 0.01596914003860936], [1.1911786395747778e-05, 0.015318912035718312, 0.16933835235586164, 0.015318912035718309, 1.1911786395747784e-05], [0.015969140038609355, 0.16870056412542983, 0.015318912035673532, 1.13837275993011e-05, 7.271390185255395e-11], [0.184018948102281, 0.015969140038538658, 1.1911786395660225e-05, 7.271390185223201e-11, 3.8153500035310395e-18]]",1.467010942719053,0.8802065656314828,1.173608754175242
baseline_sensitivity_5x5_strong_b0.02_e0,"[[0.8190826273696388, 0.02203075550353517, 0.021054065823579098, 0.019754676053875157, 0.01807787524941148], [0.02203075550353217, 0.0006710960322233518, 0.0007263481941713389, 0.0007718490988357765, 0.0007999511712355346], [0.02105406582357211, 0.0007263481941711967, 0.0008903456793965429, 0.001071518812276282, 0.0012577214905778423], [0.019754676053863177, 0.0007718490988354135, 0.0010715188122759878, 0.0014604764191092634, 0.0019414796159042363], [0.018077875249393777, 0.00079995117123486, 0.0012577214905770278, 0.0019414796159035123, 0.002922972472870898]]","[[0.00027166563504413006, 0.0003486521150949184, 0.00043623808494888834, 0.0005359996975555118, 0.02340744446736116], [0.018782698872708736, 0.020320612402119614, 0.021433310868510563, 0.022199920866880864, 0.8172634569898223], [0.000984099434132156, 0.0008975093367907818, 0.0007980179185141434, 0.0006967805244124724, 0.02162359278614585], [0.0018030485377550976, 0.0013862086612779017, 0.0010390189602653697, 0.0007647650457396678, 0.020006958794948022], [0.003158487520359873, 0.002047017484716773, 0.0012934141677610276, 0.000802533865411477, 0.01769854696172258]]",0.3360339010727185,0.0067206780214548,0.006720678021446817
baseline_sensitivity_5x5_strong_b0.02_e0.1,"[[0.8190826273696388, 0.02203075550353517, 0.021054065823579098, 0.019754676053875157, 0.01807787524941148], [0.02203075550353217, 0.0006710960322233518, 0.0007263481941713389, 0.0007718490988357765, 0.0007999511712355346], [0.02105406582357211, 0.0007263481941711967, 0.0008903456793965429, 0.001071518812276282, 0.0012577214905778423], [0.019754676053863177, 0.0007718490988354135, 0.0010715188122759878, 0.0014604764191092634, 0.0019414796159042363], [0.018077875249393777, 0.00079995117123486, 0.0012577214905770278, 0.0019414796159035123, 0.002922972472870898]]","[[7.53757339281624e-05, 0.00016072354504961247, 0.00028368179615500795, 0.0004476091129662816, 0.024032609811903978], [0.011012392467530656, 0.016374700340981832, 0.020154362119542992, 0.022175848219777895, 0.8302826968522193], [0.0011661315771354338, 0.0012091577595738224, 0.001037820857884967, 0.0007963010880250035, 0.02079058871737748], [0.003785963328703008, 0.002737508938749662, 0.0016384707953406596, 0.0008766724330088409, 0.0159613845041822], [0.008960136892702728, 0.004517909415645064, 0.0018856644310763606, 0.0007035691462219713, 0.008932720114316912]]",0.3360339010727185,0.0067206780214548,0.040324068128726465
baseline_sensitivity_5x5_strong_b0.02_e0.2,"[[0.8190826273696388, 0.02203075550353517, 0.021054065823579098, 0.019754676053875157, 0.01807787524941148], [0.02203075550353217, 0.0006710960322233518, 0.0007263481941713389, 0.0007718490988357765, 0.0007999511712355346], [0.02105406582357211, 0.0007263481941711967, 0.0008903456793965429, 0.001071518812276282, 0.0012577214905778423], [0.019754676053863177, 0.0007718490988354135, 0.0010715188122759878, 0.0014604764191092634, 0.0019414796159042363], [0.018077875249393777, 0.00079995117123486, 0.0012577214905770278, 0.0019414796159035123, 0.002922972472870898]]","[[2.400980647466099e-05, 8.579294290302699e-05, 0.00020583839111370432, 0.00039103242626019194, 0.024293326433250936], [0.006182300442497452, 0.013367700345771423, 0.019407750663888723, 0.022310293682142796, 0.8387319548657559], [0.001113675159453154, 0.0014571652873749822, 0.0012801799126354982, 0.0008905222615977507, 0.020258457378935855], [0.005177138124184009, 0.004099054807131979, 0.0021791624446565122, 0.0009172908618751027, 0.012627353762135028], [0.012502876467390716, 0.005990286616818584, 0.0019270685877055599, 0.0004908607681241546, 0.0040889075599221765]]",0.3360339010727185,0.0067206780214548,0.07392745823594514
baseline_sensitivity_5x5_strong_b0.2_e0,"[[0.841365536385378, 0.021747631804528333, 0.01831437637758237, 0.012450669390104153, 0.006121786042457769], [0.021747631804524614, 0.0007917050941244004, 0.0009390048115273191, 0.0008990681204156018, 0.000622590169407552], [0.018314376377571058, 0.0009390048115268998, 0.0015685429340882445, 0.002115170624522925, 0.0020629052522853496], [0.012450669390085128, 0.0008990681204143816, 0.002115170624520999, 0.004017155256612431, 0.005517936608351334], [0.006121786042441259, 0.0006225901694059795, 0.0020629052522810605, 0.005517936608344884, 0.01067478192749799]]","[[3.05831879429019e-05, 9.778007900511468e-05, 0.00021976295467387473, 0.0004020409105502212, 0.024249832867832347], [0.007009078716466465, 0.01396093308361234, 0.019548094278977003, 0.02227953206800442, 0.8372023618530354], [0.0011319710154050757, 0.0014046712466334915, 0.001225322899351213, 0.0008700376926496193, 0.020367997145955757], [0.004911969485010371, 0.0037973525893879702, 0.0020636814431251177, 0.0009128849660049646, 0.013314111516442574], [0.011916397595175186, 0.005739263001361082, 0.0019431384238727957, 0.0005355043627907769, 0.004865696616734041]]",0.3360339010727185,0.06720678021461499,0.06720678021454372
baseline_sensitivity_5x5_strong_b0.2_e0.1,"[[0.841365536385378, 0.021747631804528333, 0.01831437637758237, 0.012450669390104153, 0.006121786042457769], [0.021747631804524614, 0.0007917050941244004, 0.0009390048115273191, 0.0008990681204156018, 0.000622590169407552], [0.018314376377571058, 0.0009390048115268998, 0.0015685429340882445, 0.002115170624522925, 0.0020629052522853496], [0.012450669390085128, 0.0008990681204143816, 0.002115170624520999, 0.004017155256612431, 0.005517936608351334], [0.006121786042441259, 0.0006225901694059795, 0.0020629052522810605, 0.005517936608344884, 0.01067478192749799]]","[[8.003422172186332e-06, 4.7531429920675153e-05, 0.0001541280425722992, 0.0003454939369674718, 0.02444484316837017], [0.0034577216109266894, 0.010919448389408939, 0.018828122065695372, 0.022442503149215944, 0.8443522047848241], [0.0010113997221952145, 0.0016983962713751789, 0.0015572231631288426, 0.000987007986154015, 0.019745972857143596], [0.00619436285143489, 0.00553118725507893, 0.0026967190986529324, 0.0009088894128233727, 0.009668841381986312], [0.014328512393271015, 0.006803436654216268, 0.0017638076299505462, 0.0003161055148391905, 0.0017881378076758801]]",0.3360339010727185,0.06720678021461499,0.10081017032181565
baseline_sensitivity_5x5_strong_b0.2_e0.2,"[[0.841365536385378, 0.021747631804528333, 0.01831437637758237, 0.012450669390104153, 0.006121786042457769], [0.021747631804524614, 0.0007917050941244004, 0.0009390048115273191, 0.0008990681204156018, 0.000622590169407552], [0.018314376377571058, 0.0009390048115268998, 0.0015685429340882445, 0.002115170624522925, 0.0020629052522853496], [0.012450669390085128, 0.0008990681204143816, 0.002115170624520999, 0.004017155256612431, 0.005517936608351334], [0.006121786042441259, 0.0006225901694059795, 0.0020629052522810605, 0.005517936608344884, 0.01067478192749799]]","[[1.2489616244480655e-06, 1.731413317703011e-05, 9.552517039040403e-05, 0.0002808412790123572, 0.02460507045579805], [0.0012706946632645513, 0.007563098654890178, 0.017915285481465044, 0.022613810814451397, 0.8506371103859938], [0.0008248045042636923, 0.0021077373126056165, 0.002143617785221444, 0.0011617275093287545, 0.01876211288857758], [0.007224003837477349, 0.007925931745964012, 0.003460892392614062, 0.0008052892809377127, 0.005583882742982745], [0.015679248033369952, 0.007385918153363158, 0.0013846791703090442, 0.00013833111626977243, 0.00041182352664788694]]",0.3360339010727185,0.06720678021461499,0.13441356042913166
baseline_sensitivity_5x5_strong_b0.6_e0,"[[0.8683163530630964, 0.021112814479154994, 0.009662227311596085, 0.0008808596671548714, 2.774547908974688e-05], [0.02111281447913749, 0.0014578948508448487, 0.0018948255849536811, 0.0004905808981114819, 4.388418695292606e-05], [0.009662227311534932, 0.0018948255849432593, 0.006993976963291019, 0.005142538011538616, 0.0013064321286784927], [0.0008808596671420154, 0.0004905808981047286, 0.005142538011496109, 0.010738478272097975, 0.007747543151124295], [2.7745479089244394e-05, 4.388418695216768e-05, 0.0013064321286631012, 0.007747543151097057, 0.015874395054154535]]","[[6.046495809798491e-10, 2.1959970720310111e-07, 1.258776217110869e-05, 0.00011677800893448618, 0.024870414024540443], [2.093437369377644e-05, 0.0013524310694638427, 0.013789835258900396, 0.02275614967735395, 0.86208064962068], [0.0003098627363781642, 0.0035608336477031986, 0.006458368037277383, 0.001895787521579923, 0.01277514805705413], [0.00661491888084733, 0.013521784883854379, 0.004362468398562513, 0.0002277856340542756, 0.00027304220264382656], [0.01805428340443115, 0.006564730799271378, 0.0003767405430886025, 3.4991580773657613e-06, 7.460950817316354e-07]]",0.3360339010727185,0.20162034064363074,0.201620340643631
baseline_sensitivity_5x5_strong_b0.6_e0.1,"[[0.8683163530630964, 0.021112814479154994, 0.009662227311596085, 0.0008808596671548714, 2.774547908974688e-05], [0.02111281447913749, 0.0014578948508448487, 0.0018948255849536811, 0.0004905808981114819, 4.388418695292606e-05], [0.009662227311534932, 0.0018948255849432593, 0.006993976963291019, 0.005142538011538616, 0.0013064321286784927], [0.0008808596671420154, 0.0004905808981047286, 0.005142538011496109, 0.010738478272097975, 0.007747543151124295], [2.7745479089244394e-05, 4.388418695216768e-05, 0.0013064321286631012, 0.007747543151097057, 0.015874395054154535]]","[[8.745737857026873e-13, 4.539145623891471e-09, 1.9266806917529713e-06, 5.459325192051027e-05, 0.024943475527370466], [6.093471266611207e-07, 0.00026584169658246543, 0.009485045123169852, 0.022591719790412385, 0.8676567840428074], [0.00010383437584567894, 0.003807852884595573, 0.01142029006503512, 0.0022864815344187306, 0.007381541140094121], [0.005126751449442732, 0.015803815086620546, 0.003984185818408949, 6.705185869235617e-05, 1.8195786796302282e-05], [0.01976880482671035, 0.005122485793055794, 0.00010855231269432249, 1.5356455601782074e-07, 3.502931776401694e-09]]",0.3360339010727185,0.20162034064363074,0.235223730750905
baseline_sensitivity_5x5_strong_b0.6_e0.2,"[[0.8683163530630964, 0.021112814479154994, 0.009662227311596085, 0.0008808596671548714, 2.774547908974688e-05], [0.02111281447913749, 0.0014578948508448487, 0.0018948255849536811, 0.0004905808981114819, 4.388418695292606e-05], [0.009662227311534932, 0.0018948255849432593, 0.006993976963291019, 0.005142538011538616, 0.0013064321286784927], [0.0008808596671420154, 0.0004905808981047286, 0.005142538011496109, 0.010738478272097975, 0.007747543151124295], [2.7745479089244394e-05, 4.388418695216768e-05, 0.0013064321286631012, 0.007747543151097057, 0.015874395054154535]]","[[3.317919949067435e-16, 4.1273277799879434e-11, 1.815130606626394e-07, 2.2174517811224442e-05, 0.024977643927857413], [8.446118246322221e-09, 3.595383967030525e-05, 0.005410896912531374, 0.022620418107576284, 0.8719327226942032], [2.181933600064251e-05, 0.0031784450929498915, 0.016369060699322265, 0.0023417481749459885, 0.003088926696767044], [0.003640103270634663, 0.018145625833686174, 0.0031979086980800935, 1.5655522069351686e-05, 7.066754916033625e-07], [0.02133806894724611, 0.0036399751924203437, 2.19521770055931e-05, 3.6775971445420445e-09, 5.6806978687335864e-12]]",0.3360339010727185,0.20162034064363074,0.2688271208581751
allocation_reversal_2x2_strong_b0.2_e0,"[[0.8164341969971056, 0.08356580300296436], [0.08356580300289433, 0.016434196997035612]]","[[0.004530513389707559, 0.09546948661032137], [0.09546948661029242, 0.8045305133896787]]",0.0111340871327206,0.002226817426529009,0.0022268174265440803
allocation_reversal_2x2_strong_b0.2_e0.1,"[[0.8164341969971056, 0.08356580300296436], [0.08356580300289433, 0.016434196997035612]]","[[0.003475092080977497, 0.09652490791902374], [0.09652490791902248, 0.8034750920809762]]",0.0111340871327206,0.002226817426529009,0.0033402261398165394
allocation_reversal_2x2_strong_b0.2_e0.4,"[[0.8164341969971056, 0.08356580300296436], [0.08356580300289433, 0.016434196997035612]]","[[0.0014044456535540284, 0.09859555434652877], [0.09859555434644593, 0.8014044456534711]]",0.0111340871327206,0.002226817426529009,0.006680452279632591
allocation_reversal_2x2_ultra_b0.2_e0,"[[0.9041736259663142, 0.04582637403371163], [0.045826374033685766, 0.004173625966288419]]","[[0.0011140881416677926, 0.0488859118583445], [0.04888591185833224, 0.9011140881416554]]",0.0026327952443023,0.000526559048845205,0.0005265590488605452
allocation_reversal_2x2_ultra_b0.2_e0.1,"[[0.9041736259663142, 0.04582637403371163], [0.045826374033685766, 0.004173625966288419]]","[[0.0008511721355030545, 0.04914882786456735], [0.049148827864496994, 0.9008511721354326]]",0.0026327952443023,0.000526559048845205,0.0007898385732908566
allocation_reversal_2x2_ultra_b0.2_e0.4,"[[0.9041736259663142, 0.04582637403371163], [0.045826374033685766, 0.004173625966288419]]","[[0.00034064391081359627, 0.04965935608918947], [0.04965935608918646, 0.9003406439108105]]",0.0026327952443023,0.000526559048845205,0.0015796771465813016
allocation_reversal_3x3_strong_b0.2_e0,"[[0.8355179689256249, 0.03971078924173622, 0.024771241832699305], [0.03971078924171772, 0.004268206757471346, 0.006021004000799778], [0.024771241832657515, 0.006021004000792426, 0.019207754166500928]]","[[7.726523453611877e-05, 0.0005393859568682937, 0.04938334880859799], [0.02990389791754104, 0.0434160133855194, 0.8266800886969524], [0.020018836847922834, 0.006044600657612309, 0.023936562494449715]]",0.1922085929866958,0.03844171859733924,0.0384417185973391
allocation_reversal_3x3_strong_b0.2_e0.1,"[[0.8355179689256249, 0.03971078924173622, 0.024771241832699305], [0.03971078924171772, 0.004268206757471346, 0.006021004000799778], [0.024771241832657515, 0.006021004000792426, 0.019207754166500928]]","[[3.194515665202413e-05, 0.00037842527261573196, 0.04958962957074371], [0.02476318482774857, 0.04315861611792534, 0.8320781990544063], [0.025204870015599394, 0.006462958609458912, 0.018332171374850048]]",0.1922085929866958,0.03844171859733924,0.05766257789600868
allocation_reversal_3x3_strong_b0.2_e0.4,"[[0.8355179689256249, 0.03971078924173622, 0.024771241832699305], [0.03971078924171772, 0.004268206757471346, 0.006021004000799778], [0.024771241832657515, 0.006021004000792426, 0.019207754166500928]]","[[1.9972740043514514e-06, 0.00013163100072659026, 0.049866371725273674], [0.012850293807018805, 0.04343012371491375, 0.8437195824781194], [0.037147708918976834, 0.006438245284359663, 0.006414045796606823]]",0.1922085929866958,0.03844171859733924,0.11532515579195965
allocation_reversal_3x3_ultra_b0.2_e0,"[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[1.0847569636821172e-05, 9.883276312750702e-05, 0.024890319667243182], [0.015716796012758962, 0.022765854439692684, 0.9115173495476339], [0.009272356417604233, 0.002135312797179832, 0.013592330785122906]]",0.1129845931506304,0.02259691863027121,0.022596918630126177
allocation_reversal_3x3_ultra_b0.2_e0.1,"[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[4.530222867971433e-06, 6.953286973679346e-05, 0.024925936907398378], [0.013034355018272985, 0.022589768323864407, 0.91437587665791], [0.011961114758859068, 0.0023406988063988266, 0.010698186434691616]]",0.1129845931506304,0.02259691863027121,0.03389537794518881
