population_id,probability_p_json,probability_q_json,M,I_p,I_q
allocation_reversal_3x3_ultra_b0.2_e0.4,"[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[3.0808066410885693e-07, 2.5038712449679367e-05, 0.02497465320688876], [0.0067282260499996775, 0.022467972181196005, 0.9208038017688659], [0.018271465869336236, 0.0025069891063543366, 0.00422154502424533]]",0.1129845931506304,0.02259691863027121,0.06779075589043743
allocation_reversal_5x5_strong_b0.2_e0,"[[0.841365536385378, 0.021747631804528333, 0.01831437637758237, 0.012450669390104153, 0.006121786042457769], [0.021747631804524614, 0.0007917050941244004, 0.0009390048115273191, 0.0008990681204156018, 0.000622590169407552], [0.018314376377571058, 0.0009390048115268998, 0.0015685429340882445, 0.002115170624522925, 0.0020629052522853496], [0.012450669390085128, 0.0008990681204143816, 0.002115170624520999, 0.004017155256612431, 0.005517936608351334], [0.006121786042441259, 0.0006225901694059795, 0.0020629052522810605, 0.005517936608344884, 0.01067478192749799]]","[[3.05831879429019e-05, 9.778007900511468e-05, 0.00021976295467387473, 0.0004020409105502212, 0.024249832867832347], [0.007009078716466465, 0.01396093308361234, 0.019548094278977003, 0.02227953206800442, 0.8372023618530354], [0.0011319710154050757, 0.0014046712466334915, 0.001225322899351213, 0.0008700376926496193, 0.020367997145955757], [0.004911969485010371, 0.0037973525893879702, 0.0020636814431251177, 0.0009128849660049646, 0.013314111516442574], [0.011916397595175186, 0.005739263001361082, 0.0019431384238727957, 0.0005355043627907769, 0.004865696616734041]]",0.3360339010727185,0.06720678021461499,0.06720678021454372
allocation_reversal_5x5_strong_b0.2_e0.1,"[[0.841365536385378, 0.021747631804528333, 0.01831437637758237, 0.012450669390104153, 0.006121786042457769], [0.021747631804524614, 0.0007917050941244004, 0.0009390048115273191, 0.0008990681204156018, 0.000622590169407552], [0.018314376377571058, 0.0009390048115268998, 0.0015685429340882445, 0.002115170624522925, 0.0020629052522853496], [0.012450669390085128, 0.0008990681204143816, 0.002115170624520999, 0.004017155256612431, 0.005517936608351334], [0.006121786042441259, 0.0006225901694059795, 0.0020629052522810605, 0.005517936608344884, 0.01067478192749799]]","[[8.003422172186332e-06, 4.7531429920675153e-05, 0.0001541280425722992, 0.0003454939369674718, 0.02444484316837017], [0.0034577216109266894, 0.010919448389408939, 0.018828122065695372, 0.022442503149215944, 0.8443522047848241], [0.0010113997221952145, 0.0016983962713751789, 0.0015572231631288426, 0.000987007986154015, 0.019745972857143596], [0.00619436285143489, 0.00553118725507893, 0.0026967190986529324, 0.0009088894128233727, 0.009668841381986312], [0.014328512393271015, 0.006803436654216268, 0.0017638076299505462, 0.0003161055148391905, 0.0017881378076758801]]",0.3360339010727185,0.06720678021461499,0.10081017032181565
allocation_reversal_5x5_strong_b0.2_e0.4,"[[0.841365536385378, 0.021747631804528333, 0.01831437637758237, 0.012450669390104153, 0.006121786042457769], [0.021747631804524614, 0.0007917050941244004, 0.0009390048115273191, 0.0008990681204156018, 0.000622590169407552], [0.018314376377571058, 0.0009390048115268998, 0.0015685429340882445, 0.002115170624522925, 0.0020629052522853496], [0.012450669390085128, 0.0008990681204143816, 0.002115170624520999, 0.004017155256612431, 0.005517936608351334], [0.006121786042441259, 0.0006225901694059795, 0.0020629052522810605, 0.005517936608344884, 0.01067478192749799]]","[[6.046495809798513e-10, 2.1959970720310146e-07, 1.2587762171108698e-05, 0.0001167780089344862, 0.024870414024540436], [2.0934373693776474e-05, 0.0013524310694638445, 0.013789835258900401, 0.022756149677353944, 0.8620806496206801], [0.00030986273637816444, 0.0035608336477031995, 0.006458368037277379, 0.0018957875215799224, 0.01277514805705413], [0.006614918880847331, 0.013521784883854375, 0.004362468398562512, 0.00022778563405427562, 0.0002730422026438266], [0.01805428340443115, 0.0065647307992713795, 0.0003767405430886026, 3.4991580773657626e-06, 7.460950817316376e-07]]",0.3360339010727185,0.06720678021461499,0.20162034064363096
allocation_reversal_5x5_ultra_b0.2_e0,"[[0.9173928503734701, 0.011538427686333248, 0.010185280084769443, 0.007301335827942773, 0.003582106027578203], [0.011538427686328604, 0.0002106655295336987, 0.0002699450624398253, 0.00028090553832552106, 0.00020005618337126291], [0.010185280084752247, 0.0002699450624394782, 0.0005021261766076251, 0.0007584960812092371, 0.0007841525949828667], [0.007301335827906472, 0.0002809055383242375, 0.0007584960812067465, 0.0016632188008933128, 0.0024960437516416394], [0.0035821060275424955, 0.00020005618336934922, 0.0007841525949763739, 0.0024960437516291685, 0.00543764144242604]]","[[6.69685663082918e-06, 2.2616890545155104e-05, 5.0898460891316214e-05, 9.404291270941253e-05, 0.012325744879224856], [0.003926526051730684, 0.007911994979176546, 0.010623640885492175, 0.011711443520359521, 0.9158263945633089], [0.000374741041130467, 0.00045053071428374585, 0.00036093367820911595, 0.00023739965252112972, 0.011076394913852922], [0.002104233082978162, 0.001509393981527251, 0.0007214749264094145, 0.0002831323796541788, 0.007881765629412871], [0.006087802967529866, 0.002605463434467312, 0.0007430520489979887, 0.00017398153475576674, 0.0028897000142002567]]",0.1945195813371506,0.03890391626742991,0.038903916267432975
allocation_reversal_5x5_ultra_b0.2_e0.1,"[[0.9173928503734701, 0.011538427686333248, 0.010185280084769443, 0.007301335827942773, 0.003582106027578203], [0.011538427686328604, 0.0002106655295336987, 0.0002699450624398253, 0.00028090553832552106, 0.00020005618337126291], [0.010185280084752247, 0.0002699450624394782, 0.0005021261766076251, 0.0007584960812092371, 0.0007841525949828667], [0.007301335827906472, 0.0002809055383242375, 0.0007584960812067465, 0.0016632188008933128, 0.0024960437516416394], [0.0035821060275424955, 0.00020005618336934922, 0.0007841525949763739, 0.0024960437516291685, 0.00543764144242604]]","[[1.783258967025836e-06, 1.136315544620135e-05, 3.6110147575493544e-05, 8.063703138939994e-05, 0.012370106406623694], [0.0019542257486505365, 0.006355210649063221, 0.010306968611053782, 0.011746457425065443, 0.9196371375662621], [0.000340071927569126, 0.0005644125861721962, 0.00046716293766365096, 0.00027171588197708415, 0.010856636666614778], [0.002792187250787259, 0.002365054397655176, 0.0009990414627442962, 0.00029655199079703224, 0.006047164897987773], [0.007411731814026063, 0.0032039592116632136, 0.0006907168409627847, 0.000104637670771048, 0.0010889544625113717]]",0.1945195813371506,0.03890391626742991,0.058355874401145494
allocation_reversal_5x5_ultra_b0.2_e0.4,"[[0.9173928503734701, 0.011538427686333248, 0.010185280084769443, 0.007301335827942773, 0.003582106027578203], [0.011538427686328604, 0.0002106655295336987, 0.0002699450624398253, 0.00028090553832552106, 0.00020005618337126291], [0.010185280084752247, 0.0002699450624394782, 0.0005021261766076251, 0.0007584960812092371, 0.0007841525949828667], [0.007301335827906472, 0.0002809055383242375, 0.0007584960812067465, 0.0016632188008933128, 0.0024960437516416394], [0.0035821060275424955, 0.00020005618336934922, 0.0007841525949763739, 0.0024960437516291685, 0.00543764144242604]]","[[1.3759346121962675e-10, 5.7141201365358705e-08, 3.178310603746623e-06, 2.717839001529596e-05, 0.01246958602058739], [1.1789869268289941e-05, 0.0008408357835466524, 0.008031724082718697, 0.011794697181587524, 0.9293209530829649], [0.00011686223535164814, 0.0014312879352970237, 0.00234787639896243, 0.000592112009752112, 0.00801186142063142], [0.0033058980505287065, 0.006953330982944736, 0.0019588074508115312, 8.483420843130185e-05, 0.0001971293072482464], [0.009065449707257908, 0.003274488157010238, 0.00015841375690360705, 1.1782102137802322e-06, 4.701685680114203e-07]]",0.1945195813371506,0.03890391626742991,0.11671174880229042
allocation_reversal_8x8_strong_b0.2_e0,"[[0.8432512096567432, 0.012908827278048804, 0.01210543507206102, 0.010783748230201284, 0.008796759945782974, 0.006292143708413333, 0.0038409036072991013, 0.002020972501549046], [0.012908827278046663, 0.00022753661190193556, 0.0002456855305525365, 0.0002520017733341121, 0.0002366961957493222, 0.00019494039883798803, 0.0001370160065032842, 8.301049078911191e-05], [0.01210543507205502, 0.00024568553055245553, 0.00030545170429452714, 0.00036074577199946516, 0.0003901428128148587, 0.00036997200503771535, 0.00029941461708803086, 0.00020886677187109855], [0.010783748230189147, 0.00025200177333387026, 0.0003607457719992379, 0.0004905628168735489, 0.00061087403780631, 0.0006670088564157837, 0.0006215419064370496, 0.0004992308926548166], [0.00879675994576354, 0.0002366961957488385, 0.0003901428128141901, 0.000610874037805648, 0.0008758775381659689, 0.0011011792051631307, 0.0011814939351880173, 0.0010926906150545742], [0.006292143708389654, 0.0001949403988372868, 0.0003699720050365064, 0.0006670088564140243, 0.0011011792051614194, 0.0015940696531034203, 0.0019693162712087083, 0.002097084187544484], [0.003840903607277951, 0.00013701600650255243, 0.0002994146170865305, 0.0006215419064343267, 0.0011814939351841218, 0.0019693162712052753, 0.002801291635066407, 0.0034347363069289144], [0.0020209725015348395, 8.301049078854216e-05, 0.0002088667718697338, 0.0004992308926518692, 0.0010926906150493072, 0.0020970841875376342, 0.0034347363069236834, 0.004849122519322236]]","[[1.0834124066266653e-05, 2.4593767876823504e-05, 4.730137864826722e-05, 7.679079767389164e-05, 0.00010920810020520503, 0.0001428674498527227, 0.00017841762847917124, 0.013695701038913233], [0.0021883766951419515, 0.004190648783321308, 0.006799201490987915, 0.009311533487353701, 0.011171070707825815, 0.012328242239635153, 0.012987738835186467, 0.8410231877606084], [0.00010876173248345536, 0.00017569654366383084, 0.00024047380941069372, 0.0002778171163793663, 0.000281164514838214, 0.00026175487873259445, 0.00023262430612854378, 0.012707421384077763], [0.00032395336329283845, 0.00044146625491037976, 0.0005097180294204338, 0.0004967628722059405, 0.00042411004291901535, 0.00033307401426227446, 0.0002497059983468158, 0.011506923710354963], [0.0008727520386282153, 0.0010033069232262806, 0.0009772241930298678, 0.0008034174536115065, 0.0005786268834345266, 0.0003833440439893331, 0.0002424403273233639, 0.00942460242246585], [0.0019770682325194766, 0.0019173107754696227, 0.001575363693070276, 0.0010925864298376874, 0.0006638058346357714, 0.0003709873455367777, 0.0001979261402793562, 0.006490665834353811], [0.003570329273514986, 0.002920835133179002, 0.0020245256384320083, 0.0011844757370017217, 0.0006070708088259355, 0.000286210326291842, 0.00012881228268591446, 0.0035634550857640787], [0.005233638826067094, 0.003611856104067036, 0.002111906052714823, 0.00104233039165047, 0.00045065739302980025, 0.0001792339874135849, 6.804876728464937e-05, 0.0015880427634619588]]",0.4029197153251672,0.08058394306503777,0.08058394306503341
allocation_reversal_8x8_strong_b0.2_e0.1,"[[0.8432512096567432, 0.012908827278048804, 0.01210543507206102, 0.010783748230201284, 0.008796759945782974, 0.006292143708413333, 0.0038409036072991013, 0.002020972501549046], [0.012908827278046663, 0.00022753661190193556, 0.0002456855305525365, 0.0002520017733341121, 0.0002366961957493222, 0.00019494039883798803, 0.0001370160065032842, 8.301049078911191e-05], [0.01210543507205502, 0.00024568553055245553, 0.00030545170429452714, 0.00036074577199946516, 0.0003901428128148587, 0.00036997200503771535, 0.00029941461708803086, 0.00020886677187109855], [0.010783748230189147, 0.00025200177333387026, 0.0003607457719992379, 0.0004905628168735489, 0.00061087403780631, 0.0006670088564157837, 0.0006215419064370496, 0.0004992308926548166], [0.00879675994576354, 0.0002366961957488385, 0.0003901428128141901, 0.000610874037805648, 0.0008758775381659689, 0.0011011792051631307, 0.0011814939351880173, 0.0010926906150545742], [0.006292143708389654, 0.0001949403988372868, 0.0003699720050365064, 0.0006670088564140243, 0.0011011792051614194, 0.0015940696531034203, 0.0019693162712087083, 0.002097084187544484], [0.003840903607277951, 0.00013701600650255243, 0.0002994146170865305, 0.0006215419064343267, 0.0011814939351841218, 0.0019693162712052753, 0.002801291635066407, 0.0034347363069289144], [0.0020209725015348395, 8.301049078854216e-05, 0.0002088667718697338, 0.0004992308926518692, 0.0010926906150493072, 0.0020970841875376342, 0.0034347363069236834, 0.004849122519322236]]","[[1.9380112564520124e-06, 7.267948490299889e-06, 2.1932001612163988e-05, 4.928699146227659e-05, 8.486732620185081e-05, 0.00012418471991730874, 0.00016801837489932106, 0.013828218911875792], [0.0006342023096445727, 0.0018727145433913646, 0.004449653877070467, 0.007873511903894117, 0.010674927088655943, 0.012299310861132588, 0.013102603965217884, 0.8490930754510545], [5.062040565713285e-05, 0.00011769488894610932, 0.00022019145878693008, 0.0003067827566045855, 0.00032750323400066665, 0.0002971116438361469, 0.0002492210530126486, 0.012716588844870412], [0.00023396376842159654, 0.0004283204484832102, 0.0006309571879349881, 0.0006921792682916268, 0.0005818237608570768, 0.00041560785864920525, 0.00027449663434701957, 0.011028365358728068], [0.0008831764040069086, 0.0012730805308034778, 0.0014766418699416368, 0.001275504785089774, 0.0008441957791653669, 0.0004748141932966853, 0.0002469250690328895, 0.007811375654371545], [0.0023293475917060525, 0.0026438142405880694, 0.0024145625366521943, 0.0016422285197480084, 0.0008558209088049013, 0.00037901083640358213, 0.00015519629062709357, 0.003865733361171313], [0.004203846033569643, 0.0037569174931994607, 0.0027016394938153276, 0.0014468074847179915, 0.0005936743259757971, 0.0002070166234726115, 6.674567799210287e-05, 0.001309067152952056], [0.005948619761451925, 0.00418590419181229, 0.0023701358599005737, 0.0009994125759059033, 0.0003229018620526801, 8.865754900615778e-05, 2.250722058532344e-05, 0.0003475752649763923]]",0.4029197153251672,0.08058394306503777,0.12087591459755012
allocation_reversal_8x8_strong_b0.2_e0.4,"[[0.8432512096567432, 0.012908827278048804, 0.01210543507206102, 0.010783748230201284, 0.008796759945782974, 0.006292143708413333, 0.0038409036072991013, 0.002020972501549046], [0.012908827278046663, 0.00022753661190193556, 0.0002456855305525365, 0.0002520017733341121, 0.0002366961957493222, 0.00019494039883798803, 0.0001370160065032842, 8.301049078911191e-05], [0.01210543507205502, 0.00024568553055245553, 0.00030545170429452714, 0.00036074577199946516, 0.0003901428128148587, 0.00036997200503771535, 0.00029941461708803086, 0.00020886677187109855], [0.010783748230189147, 0.00025200177333387026, 0.0003607457719992379, 0.0004905628168735489, 0.00061087403780631, 0.0006670088564157837, 0.0006215419064370496, 0.0004992308926548166], [0.00879675994576354, 0.0002366961957488385, 0.0003901428128141901, 0.000610874037805648, 0.0008758775381659689, 0.0011011792051631307, 0.0011814939351880173, 0.0010926906150545742], [0.006292143708389654, 0.0001949403988372868, 0.0003699720050365064, 0.0006670088564140243, 0.0011011792051614194, 0.0015940696531034203, 0.0019693162712087083, 0.002097084187544484], [0.003840903607277951, 0.00013701600650255243, 0.0002994146170865305, 0.0006215419064343267, 0.0011814939351841218, 0.0019693162712052753, 0.002801291635066407, 0.0034347363069289144], [0.0020209725015348395, 8.301049078854216e-05, 0.0002088667718697338, 0.0004992308926518692, 0.0010926906150493072, 0.0020970841875376342, 0.0034347363069236834, 0.004849122519322236]]","[[7.933549214417942e-13, 1.306779077670534e-10, 1.1798990657658835e-08, 4.90430046138391e-07, 7.476203078032892e-06, 3.5457473917456734e-05, 9.562167489366885e-05, 0.014146656573318674], [1.5304935405197467e-08, 1.1088218844871675e-06, 4.4035213785695196e-05, 0.0008050594583094359, 0.005397934527686642, 0.011260299721814615, 0.01335654526847548, 0.8691350016832042], [6.566676236551226e-08, 2.092529203630608e-06, 3.655152350755513e-05, 0.000293919883381676, 0.0008668106888736177, 0.0007953206000414261, 0.0004149368989477328, 0.011876016494996838], [7.854925193985817e-06, 0.00011009399019064815, 0.0008458497078378213, 0.002991660602881278, 0.0038806390468176157, 0.0015660905109714802, 0.0003593786881813197, 0.004524146813633786], [0.00016937512677540594, 0.0010441594605786542, 0.0035285157032067787, 0.005489171612395032, 0.0031317953227361674, 0.0005559076053258923, 5.610915290127e-05, 0.00031068030177928827], [0.001269415964311099, 0.003442046917199183, 0.005116083783082676, 0.003500644729725419, 0.0008784766769361615, 6.858594323444874e-05, 3.044821570564456e-06, 7.415449632852058e-06], [0.0044176047887248635, 0.00526860118938569, 0.003444386064095425, 0.0010366158586545353, 0.00011441835039530327, 3.929128185236614e-06, 7.672176142828022e-08, 8.218448582580474e-08], [0.008421382508217804, 0.004417611246594082, 0.0012702804912076713, 0.00016815171032076646, 8.163469190742195e-06, 1.233022237262096e-07, 1.0589828139169923e-09, 4.989486189736355e-10]]",0.4029197153251672,0.08058394306503777,0.24175182919510035
allocation_reversal_8x8_ultra_b0.2_e0,"[[0.9184051388931559, 0.006756433118376858, 0.006480160241105769, 0.005968020196066102, 0.005079542554520269, 0.0037768701443933626, 0.0023352202559008615, 0.0011986145965243904], [0.006756433118376277, 5.7794796515917604e-05, 6.44532887365836e-05, 6.902043643454595e-05, 6.830619601015557e-05, 5.9054858096663455e-05, 4.245604218506152e-05, 2.533840650203236e-05], [0.006480160241103964, 6.445328873657118e-05, 8.357752485328497e-05, 0.0001040663216901357, 0.00011975142312451122, 0.00012038275928286373, 0.00010063203366786816, 6.9833550397498e-05], [0.005968020196061948, 6.902043643450383e-05, 0.00010406632169009224, 0.00015066729224787352, 0.0002015939722029165, 0.00023564011854499014, 0.00022903891013072245, 0.00018480989554248023], [0.005079542554512518, 6.830619601005719e-05, 0.00011975142312436181, 0.00020159397220274915, 0.0003136347541451785, 0.0004262691976635826, 0.00048176147457464725, 0.0004519975706201057], [0.003776870144382385, 5.9054858096496874e-05, 0.00012038275928254737, 0.00023564011854446926, 0.0004262691976629942, 0.0006736461031450878, 0.0008852542038602523, 0.0009657397578750994], [0.0023352202558900195, 4.245604218486805e-05, 0.00010063203366742895, 0.00022903891012981845, 0.00048176147457314563, 0.0008852542038587151, 0.0013526712943252824, 0.001715822928215188], [0.0011986145965169157, 2.5338406501876523e-05, 6.983355039708195e-05, 0.00018480989554145637, 0.00045199757061797674, 0.0009657397578718839, 0.001715822928212454, 0.0025307004371803547]]","[[2.692890739043246e-06, 6.363824656920581e-06, 1.2257284263845301e-05, 1.9441575427052554e-05, 2.6963559626607546e-05, 3.472577321966476e-05, 4.311867886538168e-05, 0.00699729355605943], [0.0012627501152636127, 0.0024874758902995544, 0.0039937136644914335, 0.005280269775465459, 0.006104412510333703, 0.006553307758443062, 0.0067829103347189544, 0.9175351599510603], [3.296581832412264e-05, 5.413115766630437e-05, 7.244482211076172e-05, 7.984147083056428e-05, 7.694108067371111e-05, 6.88520638931661e-05, 5.9403832692833773e-05, 0.006698276896665661], [0.00011041783752897427, 0.0001511348720802586, 0.0001686035478251658, 0.0001548923177904578, 0.00012442327332885748, 9.28116075189814e-05, 6.674854280451346e-05, 0.006273825143978348], [0.00034032737434937276, 0.0003882972541588853, 0.0003610840763837801, 0.00027651169045532563, 0.0001851514989402396, 0.00011512506690752225, 6.901625359523034e-05, 0.005407343928061352], [0.0008852493657510144, 0.0008419281910098112, 0.0006526210233139017, 0.00041658939640714217, 0.00023252193991701983, 0.00012051707757121628, 6.0224342616846235e-05, 0.003933205806257077], [0.0017748643705451403, 0.0014070728707150167, 0.0009091689367818486, 0.000483764206075453, 0.00022507717143071694, 9.724294299422015e-05, 4.050639200026991e-05, 0.002205160252290817], [0.002733589370355869, 0.001806453082270398, 0.0009729637876864126, 0.00043154671040569574, 0.0001673661086062939, 6.0274852309316385e-05, 2.0928765563119687e-05, 0.0009497344656270688]]",0.2309043973743725,0.04618087947487472,0.04618087947487449
allocation_reversal_8x8_ultra_b0.2_e0.1,"[[0.9184051388931559, 0.006756433118376858, 0.006480160241105769, 0.005968020196066102, 0.005079542554520269, 0.0037768701443933626, 0.0023352202559008615, 0.0011986145965243904], [0.006756433118376277, 5.7794796515917604e-05, 6.44532887365836e-05, 6.902043643454595e-05, 6.830619601015557e-05, 5.9054858096663455e-05, 4.245604218506152e-05, 2.533840650203236e-05], [0.006480160241103964, 6.445328873657118e-05, 8.357752485328497e-05, 0.0001040663216901357, 0.00011975142312451122, 0.00012038275928286373, 0.00010063203366786816, 6.9833550397498e-05], [0.005968020196061948, 6.902043643450383e-05, 0.00010406632169009224, 0.00015066729224787352, 0.0002015939722029165, 0.00023564011854499014, 0.00022903891013072245, 0.00018480989554248023], [0.005079542554512518, 6.830619601005719e-05, 0.00011975142312436181, 0.00020159397220274915, 0.0003136347541451785, 0.0004262691976635826, 0.00048176147457464725, 0.0004519975706201057], [0.003776870144382385, 5.9054858096496874e-05, 0.00012038275928254737, 0.00023564011854446926, 0.0004262691976629942, 0.0006736461031450878, 0.0008852542038602523, 0.0009657397578750994], [0.0023352202558900195, 4.245604218486805e-05, 0.00010063203366742895, 0.00022903891012981845, 0.00048176147457314563, 0.0008852542038587151, 0.0013526712943252824, 0.001715822928215188], [0.0011986145965169157, 2.5338406501876523e-05, 6.983355039708195e-05, 0.00018480989554145637, 0.00045199757061797674, 0.0009657397578718839, 0.001715822928212454, 0.0025307004371803547]]","[[5.058542132176997e-07, 1.9935734344239297e-06, 6.046738701126867e-06, 1.3024843612856986e-05, 2.1341267379885656e-05, 3.029978811233789e-05, 4.050442910614411e-05, 0.007029140648297843], [0.0003781454432538155, 0.0011622064460739987, 0.0027490952416097908, 0.004618050141929827, 0.0059009763742403866, 0.006533724265691406, 0.006811476594961827, 0.9218463254923129], [1.5660639633080147e-05, 3.753629873856543e-05, 6.92429393509619e-05, 9.071140539824477e-05, 9.039505421228399e-05, 7.805471431173489e-05, 6.34595731932103e-05, 0.006697796518019188], [8.133362818968187e-05, 0.00015203012025349276, 0.000218711303898045, 0.0002234473313507689, 0.00017365028021784127, 0.0001169358022866099, 7.414178714879313e-05, 0.006102606889510526], [0.00035769484435071015, 0.0005214224377184545, 0.0005849905475028428, 0.0004660905882886382, 0.00028248031696006696, 0.00014834665064098127, 7.335181056691288e-05, 0.004708479946822616], [0.0010960780032431329, 0.0012460516356625553, 0.0010902164101220608, 0.000677410215752276, 0.0003201747967632753, 0.00013112763795797045, 5.056440175225531e-05, 0.0025312340415888143], [0.00213684308936266, 0.0018944570006137376, 0.0012926441044780765, 0.0006263766200375129, 0.00023088115267970325, 7.374169567679746e-05, 2.2175902181198143e-05, 0.0008657375778037699], [0.0030765956406108505, 0.0021271596303619206, 0.0011319098571942452, 0.000427745996487025, 0.00012295790040370668, 3.062658817931224e-05, 7.182643946807639e-06, 0.00021867888564430158]]",0.2309043973743725,0.04618087947487472,0.06927131921228993
allocation_reversal_8x8_ultra_b0.2_e0.4,"[[0.9184051388931559, 0.006756433118376858, 0.006480160241105769, 0.005968020196066102, 0.005079542554520269, 0.0037768701443933626, 0.0023352202559008615, 0.0011986145965243904], [0.006756433118376277, 5.7794796515917604e-05, 6.44532887365836e-05, 6.902043643454595e-05, 6.830619601015557e-05, 5.9054858096663455e-05, 4.245604218506152e-05, 2.533840650203236e-05], [0.006480160241103964, 6.445328873657118e-05, 8.357752485328497e-05, 0.0001040663216901357, 0.00011975142312451122, 0.00012038275928286373, 0.00010063203366786816, 6.9833550397498e-05], [0.005968020196061948, 6.902043643450383e-05, 0.00010406632169009224, 0.00015066729224787352, 0.0002015939722029165, 0.00023564011854499014, 0.00022903891013072245, 0.00018480989554248023], [0.005079542554512518, 6.830619601005719e-05, 0.00011975142312436181, 0.00020159397220274915, 0.0003136347541451785, 0.0004262691976635826, 0.00048176147457464725, 0.0004519975706201057], [0.003776870144382385, 5.9054858096496874e-05, 0.00012038275928254737, 0.00023564011854446926, 0.0004262691976629942, 0.0006736461031450878, 0.0008852542038602523, 0.0009657397578750994], [0.0023352202558900195, 4.245604218486805e-05, 0.00010063203366742895, 0.00022903891012981845, 0.00048176147457314563, 0.0008852542038587151, 0.0013526712943252824, 0.001715822928215188], [0.0011986145965169157, 2.5338406501876523e-05, 6.983355039708195e-05, 0.00018480989554145637, 0.00045199757061797674, 0.0009657397578718839, 0.001715822928212454, 0.0025307004371803547]]","[[3.575731569137258e-13, 5.381223754008492e-11, 4.518079522101837e-09, 1.7685111177822394e-07, 2.327491536710215e-06, 9.281548038832531e-06, 2.3339073188039415e-05, 0.007107727606733227], [1.3381933248393425e-08, 8.980823515151564e-07, 3.362560778733044e-05, 0.0005869555692878055, 0.003444821355703714, 0.006126044851820652, 0.00686949042045641, 0.9329381507307565], [2.633553705109469e-08, 7.881713477662069e-07, 1.3159996839348783e-05, 0.00010244058047101747, 0.00026811102239936114, 0.0002126225376198361, 0.00010632485721069863, 0.006439383641432257], [3.77326409027788e-06, 5.035896865921407e-05, 0.00037496707088512625, 0.0013016389532147575, 0.00151919784614022, 0.000537266949456299, 0.00011981102878554221, 0.0032358430616203264], [9.041798862205495e-05, 0.0005381404376039105, 0.0017868705514987023, 0.0027661240917793424, 0.0014397152976206834, 0.00022705630680580413, 2.2579868198928533e-05, 0.00027195260071185645], [0.0006503092071140892, 0.0017260042055675636, 0.002555762387880101, 0.0017643315617695162, 0.0004095117093331154, 2.880079231922292e-05, 1.2772427010246379e-06, 6.860036150350426e-06], [0.002210385661697002, 0.0026162013323006135, 0.0017275512829243989, 0.0005318287831024531, 5.5047692658830435e-05, 1.726467440392536e-06, 3.41435400497855e-08, 8.177916711556463e-08], [0.004187931303505854, 0.0022104658912143293, 0.0006509157269626223, 8.93607521204798e-05, 4.124727464515055e-06, 5.7689356111788625e-08, 5.087764581958359e-10, 5.434283664638251e-10]]",0.2309043973743725,0.04618087947487472,0.13854263842462355
convergence_2x2_strong_b0.2_e0,"[[0.8164341969971056, 0.08356580300296436], [0.08356580300289433, 0.016434196997035612]]","[[0.004530513389707559, 0.09546948661032137], [0.09546948661029242, 0.8045305133896787]]",0.0111340871327206,0.002226817426529009,0.0022268174265440803
convergence_2x2_ultra_b0.2_e0,"[[0.9041736259663142, 0.04582637403371163], [0.045826374033685766, 0.004173625966288419]]","[[0.0011140881416677926, 0.0488859118583445], [0.04888591185833224, 0.9011140881416554]]",0.0026327952443023,0.000526559048845205,0.0005265590488605452
convergence_3x3_strong_b0.2_e0,"[[0.8355179689256249, 0.03971078924173622, 0.024771241832699305], [0.03971078924171772, 0.004268206757471346, 0.006021004000799778], [0.024771241832657515, 0.006021004000792426, 0.019207754166500928]]","[[7.726523453611877e-05, 0.0005393859568682937, 0.04938334880859799], [0.02990389791754104, 0.0434160133855194, 0.8266800886969524], [0.020018836847922834, 0.006044600657612309, 0.023936562494449715]]",0.1922085929866958,0.03844171859733924,0.0384417185973391
convergence_3x3_ultra_b0.2_e0,"[[0.914370307124112, 0.021588192229430373, 0.014041500646498796], [0.021588192229420038, 0.001289589799630873, 0.0021222179709424445], [0.0140415006464678, 0.002122217970938776, 0.008836281382558781]]","[[1.0847569636821172e-05, 9.883276312750702e-05, 0.024890319667243182], [0.015716796012758962, 0.022765854439692684, 0.9115173495476339], [0.009272356417604233, 0.002135312797179832, 0.013592330785122906]]",0.1129845931506304,0.02259691863027121,0.022596918630126177
convergence_5x5_strong_b0.2_e0,"[[0.841365536385378, 0.021747631804528333, 0.01831437637758237, 0.012450669390104153, 0.006121786042457769], [0.021747631804524614, 0.0007917050941244004, 0.0009390048115273191, 0.0008990681204156018, 0.000622590169407552], [0.018314376377571058, 0.0009390048115268998, 0.0015685429340882445, 0.002115170624522925, 0.0020629052522853496], [0.012450669390085128, 0.0008990681204143816, 0.002115170624520999, 0.004017155256612431, 0.005517936608351334], [0.006121786042441259, 0.0006225901694059795, 0.0020629052522810605, 0.005517936608344884, 0.01067478192749799]]","[[3.05831879429019e-05, 9.778007900511468e-05, 0.00021976295467387473, 0.0004020409105502212, 0.024249832867832347], [0.007009078716466465, 0.01396093308361234, 0.019548094278977003, 0.02227953206800442, 0.8372023618530354], [0.0011319710154050757, 0.0014046712466334915, 0.001225322899351213, 0.0008700376926496193, 0.020367997145955757], [0.004911969485010371, 0.0037973525893879702, 0.0020636814431251177, 0.0009128849660049646, 0.013314111516442574], [0.011916397595175186, 0.005739263001361082, 0.0019431384238727957, 0.0005355043627907769, 0.004865696616734041]]",0.3360339010727185,0.06720678021461499,0.06720678021454372
