scenario_id,family,rows,columns,n_p,n_q,margin_p,margin_q,target_mi_p,target_mi_q,regular,true_mi_p,true_mi_q,true_delta_x,association_p,association_q,min_probability_p,min_probability_q,min_expected_p,min_expected_q,different_distributions_l1,scenario_seconds,replicates_x,probability_p_json,probability_q_json,scenario_seed,replicates_y,true_delta_y,mean_zero_cells_p,mean_zero_cells_q,studentization_valid_rate,mean_deterministic_ms,mean_permutation_ms,wald_jackknife_95_coverage,mean_delta_plugin_bias,mean_delta_jackknife_bias,naive_perm_plugin_fpr_10,naive_perm_plugin_fpr_10_low,naive_perm_plugin_fpr_10_high,naive_perm_plugin_valid_n,naive_perm_plugin_fpr_05,naive_perm_plugin_fpr_05_low,naive_perm_plugin_fpr_05_high,student_perm_plugin_fpr_10,student_perm_plugin_fpr_10_low,student_perm_plugin_fpr_10_high,student_perm_plugin_valid_n,student_perm_plugin_fpr_05,student_perm_plugin_fpr_05_low,student_perm_plugin_fpr_05_high,student_perm_jackknife_fpr_10,student_perm_jackknife_fpr_10_low,student_perm_jackknife_fpr_10_high,student_perm_jackknife_valid_n,student_perm_jackknife_fpr_05,student_perm_jackknife_fpr_05_low,student_perm_jackknife_fpr_05_high,wald_plugin_fpr_10,wald_plugin_fpr_10_low,wald_plugin_fpr_10_high,wald_plugin_valid_n,wald_plugin_fpr_05,wald_plugin_fpr_05_low,wald_plugin_fpr_05_high,wald_jackknife_fpr_10,wald_jackknife_fpr_10_low,wald_jackknife_fpr_10_high,wald_jackknife_valid_n,wald_jackknife_fpr_05,wald_jackknife_fpr_05_low,wald_jackknife_fpr_05_high
strong_2x2_bal_100,strong_null,2,2,100,100,balanced,balanced,0.05,0.05,True,0.0499999999999996,0.0499999999999996,0.0,0.3244922783229479,0.3244922783229479,0.17160920081751688,0.17160920081751688,17.160920081751687,17.160920081751687,0.0,0.01268549996893853,40,"[[0.3283907991824831, 0.17160920081751688], [0.17160920081751688, 0.3283907991824831]]","[[0.3283907991824831, 0.17160920081751688], [0.17160920081751688, 0.3283907991824831]]",1062694068,40,0.0,0.0,0.0,1.0,0.12074675760231912,0.18191674316767603,0.95,0.011717785141314722,0.011708173963791068,0.1,0.03957952868260636,0.23051775227522295,40,0.075,0.025836025774588198,0.19864233524310543,0.1,0.03957952868260636,0.23051775227522295,40,0.075,0.025836025774588198,0.19864233524310543,0.1,0.03957952868260636,0.23051775227522295,40,0.075,0.025836025774588198,0.19864233524310543,0.1,0.03957952868260636,0.23051775227522295,40,0.05,0.013820667386148358,0.16503877369140962,0.1,0.03957952868260636,0.23051775227522295,40,0.05,0.013820667386148358,0.16503877369140962
weak_2x2_bal_strong_100_250,weak_null,2,2,100,250,balanced,strong,0.05,0.05,True,0.0499999999999996,0.050000000000000044,-4.440892098500626e-16,0.3244922783229479,0.6372082630864623,0.17160920081751688,0.04529267549812524,17.160920081751687,11.32316887453131,1.0338037526313446,0.012340124929323792,40,"[[0.3283907991824831, 0.17160920081751688], [0.17160920081751688, 0.3283907991824831]]","[[0.8452926754981555, 0.05470732450187472], [0.05470732450184442, 0.04529267549812524]]",292201944,40,-4.440892098500626e-16,0.0,0.0,1.0,0.11295837757643312,0.1819844008423388,0.975,-0.002356843696287281,-0.00543818628814412,0.025,0.004426831502681396,0.1288136896347409,40,0.025,0.004426831502681396,0.1288136896347409,0.075,0.025836025774588198,0.19864233524310543,40,0.05,0.013820667386148358,0.16503877369140962,0.125,0.05459500250945404,0.26112119838851094,40,0.05,0.013820667386148358,0.16503877369140962,0.1,0.03957952868260636,0.23051775227522295,40,0.025,0.004426831502681396,0.1288136896347409,0.125,0.05459500250945404,0.26112119838851094,40,0.025,0.004426831502681396,0.1288136896347409
near_2x2_bal_strong_500,near_boundary,2,2,500,500,balanced,strong,0.002,0.002,False,0.0019999999999982254,0.0019999999999972262,9.992007221626409e-16,0.06330890790270305,0.155557493164464,0.2341938844482372,0.01607850139493241,117.09694222411859,8.039250697466207,1.1005447716864154,0.012125791981816292,40,"[[0.26580611555176287, 0.2341938844482372], [0.2341938844482372, 0.26580611555176287]]","[[0.8160785013949705, 0.08392149860506758], [0.0839214986050295, 0.01607850139493241]]",2969104037,40,9.992007221626409e-16,0.0,0.0,1.0,0.1108124532038346,0.17970734043046832,1.0,0.00044424128473272704,0.0004945475264062748,0.0,0.0,0.08762160119728662,40,0.0,0.0,0.08762160119728662,0.05,0.013820667386148358,0.16503877369140962,40,0.0,0.0,0.08762160119728662,0.05,0.013820667386148358,0.16503877369140962,40,0.0,0.0,0.08762160119728662,0.025,0.004426831502681396,0.1288136896347409,40,0.0,0.0,0.08762160119728662,0.025,0.004426831502681396,0.1288136896347409,40,0.0,0.0,0.08762160119728662
power_2x2_bal_strong_200,power,2,2,200,200,balanced,strong,0.05,0.1,True,0.0499999999999996,0.09999999999999987,-0.050000000000000266,0.3244922783229479,0.8968587065579073,0.17160920081751688,0.03834106240060664,34.321840163503374,7.668212480121328,1.0665362768338207,0.012371791061013937,40,"[[0.3283907991824831, 0.17160920081751688], [0.17160920081751688, 0.3283907991824831]]","[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]",2311938656,40,-0.050000000000000266,0.0,0.0,1.0,0.1129625306930393,0.1816229778341949,0.9,0.00384371399016685,0.0040682103931184875,0.25,0.14187118639096302,0.40193961420768026,40,0.15,0.07061187717320358,0.290723243664897,0.3,0.18074845229746528,0.45430018818144935,40,0.2,0.104999897254377,0.34757306346399497,0.3,0.18074845229746528,0.45430018818144935,40,0.2,0.104999897254377,0.34757306346399497,0.3,0.18074845229746528,0.45430018818144935,40,0.15,0.07061187717320358,0.290723243664897,0.3,0.18074845229746528,0.45430018818144935,40,0.15,0.07061187717320358,0.290723243664897
