alpha,saddle_mean_abs_calibration_error,chi2_nominal_mean_abs_calibration_error,chi2_dynamic_mean_abs_calibration_error,chi2_mean_abs_calibration_error,jidt_mean_abs_calibration_error,saddle_within_20pct_fraction,chi2_nominal_within_20pct_fraction,chi2_dynamic_within_20pct_fraction,chi2_within_20pct_fraction,jidt_within_20pct_fraction
0.1,0.02258333333333334,0.06058333333333333,0.052666666666666674,0.06058333333333333,0.02833333333333334,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667
0.05,0.012500000000000002,0.033999999999999996,0.029166666666666664,0.033999999999999996,0.019166666666666676,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667
0.01,0.002916666666666667,0.006833333333333333,0.006333333333333334,0.006833333333333333,0.005833333333333333,0.4166666666666667,0.25,0.25,0.25,0.5
