scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_3x3_d0_p00,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,0,0.1,2198185237,200,normal_wald,Normal Wald,200,1.0,0.065,0.045,0.0
config_3x3_d0_p00,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,0,0.1,2198185237,200,simple_welch,Simple Welch,200,1.0,0.065,0.045,0.0
config_3x3_d0_p00,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,0,0.1,2198185237,200,expanded_welch,Expanded Welch,200,1.0,0.065,0.035,0.0
config_3x3_d0_p00,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,0,0.1,2198185237,200,constrained_lrt,Constrained LRT,200,1.0,0.075,0.045,0.0
config_3x3_d0_p01,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,1,0.1,731714546,200,normal_wald,Normal Wald,200,1.0,0.13,0.05,0.025
config_3x3_d0_p01,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,1,0.1,731714546,200,simple_welch,Simple Welch,200,1.0,0.13,0.05,0.02
config_3x3_d0_p01,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,1,0.1,731714546,200,expanded_welch,Expanded Welch,200,1.0,0.12,0.045,0.015
config_3x3_d0_p01,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,1,0.1,731714546,200,constrained_lrt,Constrained LRT,200,1.0,0.14,0.055,0.03
config_3x3_d0_p02,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,2,0.1,30925125,200,normal_wald,Normal Wald,200,1.0,0.075,0.04,0.0
config_3x3_d0_p02,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,2,0.1,30925125,200,simple_welch,Simple Welch,200,1.0,0.075,0.04,0.0
config_3x3_d0_p02,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,2,0.1,30925125,200,expanded_welch,Expanded Welch,200,1.0,0.075,0.04,0.0
config_3x3_d0_p02,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,2,0.1,30925125,200,constrained_lrt,Constrained LRT,200,1.0,0.075,0.04,0.0
config_3x3_d0_p03,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,3,0.1,3324953407,200,normal_wald,Normal Wald,200,1.0,0.12,0.065,0.015
config_3x3_d0_p03,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,3,0.1,3324953407,200,simple_welch,Simple Welch,200,1.0,0.12,0.065,0.015
config_3x3_d0_p03,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,3,0.1,3324953407,200,expanded_welch,Expanded Welch,200,1.0,0.115,0.06,0.015
config_3x3_d0_p03,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,3,0.1,3324953407,200,constrained_lrt,Constrained LRT,200,1.0,0.12,0.065,0.015
config_3x3_d0_p04,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,4,0.1,224210588,200,normal_wald,Normal Wald,200,1.0,0.075,0.03,0.005
config_3x3_d0_p04,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,4,0.1,224210588,200,simple_welch,Simple Welch,200,1.0,0.075,0.03,0.005
config_3x3_d0_p04,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,4,0.1,224210588,200,expanded_welch,Expanded Welch,200,1.0,0.07,0.025,0.005
config_3x3_d0_p04,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,4,0.1,224210588,200,constrained_lrt,Constrained LRT,200,1.0,0.08,0.035,0.005
config_3x3_d0_p05,3x3_balanced_control,3,3,balanced_control,Balanced control,135,135,5,0.1,4175141723,200,normal_wald,Normal Wald,200,1.0,0.13,0.03,0.015
