method,method_label,configurations,mean_valid_rate,mean_fpr_10,configuration_mae_10,wins_vs_normal_10,mean_fpr_05,configuration_mae_05,wins_vs_normal_05,mean_fpr_01,configuration_mae_01,wins_vs_normal_01
normal_wald,Normal Wald,1,1.0,0.0915,0.008500000000000008,0,0.039999999999999994,0.010000000000000009,0,0.0085,0.0014999999999999996,0
simple_welch,Simple Welch,1,1.0,0.091,0.009000000000000008,0,0.03949999999999999,0.01050000000000001,0,0.0075,0.0025000000000000005,0
expanded_welch,Expanded Welch,1,1.0,0.0835,0.0165,0,0.0345,0.0155,0,0.006,0.004,0
constrained_lrt,Constrained LRT,1,1.0,0.0955,0.004500000000000004,1,0.043,0.007000000000000006,1,0.009499999999999998,0.0005000000000000022,1
