configuration_id,anchor_configuration_id,configuration_label,sample_scale,n_p,n_q,mi_p,mi_q,minimum_expected_count,method,method_label,alpha,replicates,valid_count,valid_rate,reject_count,false_positive_rate,absolute_fpr_error,wilson_low,wilson_high
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,empirical_lr,Constrained LR (split empirical),0.01,100,100,1.0,0,0.0,0.01,3.469446951953614e-18,0.03699349820698568
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,expanded_welch,Expanded Welch,0.01,100,100,1.0,1,0.01,0.0,0.0017674320641406505,0.054486196178705315
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,normal_wald,Normal Wald,0.01,100,100,1.0,1,0.01,0.0,0.0017674320641406505,0.054486196178705315
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,simple_welch,Simple Welch,0.01,100,100,1.0,1,0.01,0.0,0.0017674320641406505,0.054486196178705315
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,bartlett_lr,Constrained LR (oracle Bartlett),0.05,100,100,1.0,5,0.05,0.0,0.02154367915436796,0.11175046923191913
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,constrained_lr,Constrained LR (chi-squared),0.05,100,100,1.0,5,0.05,0.0,0.02154367915436796,0.11175046923191913
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,empirical_lr,Constrained LR (split empirical),0.05,100,100,1.0,7,0.07,0.020000000000000004,0.03431926106727268,0.137495147390735
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,expanded_welch,Expanded Welch,0.05,100,100,1.0,5,0.05,0.0,0.02154367915436796,0.11175046923191913
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,normal_wald,Normal Wald,0.05,100,100,1.0,5,0.05,0.0,0.02154367915436796,0.11175046923191913
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,simple_welch,Simple Welch,0.05,100,100,1.0,5,0.05,0.0,0.02154367915436796,0.11175046923191913
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,bartlett_lr,Constrained LR (oracle Bartlett),0.1,100,100,1.0,11,0.11,0.009999999999999995,0.06254196357064568,0.18631296503080313
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,constrained_lr,Constrained LR (chi-squared),0.1,100,100,1.0,11,0.11,0.009999999999999995,0.06254196357064568,0.18631296503080313
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,empirical_lr,Constrained LR (split empirical),0.1,100,100,1.0,11,0.11,0.009999999999999995,0.06254196357064568,0.18631296503080313
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,expanded_welch,Expanded Welch,0.1,100,100,1.0,10,0.1,0.0,0.0552291370606751,0.17436566150491345
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,normal_wald,Normal Wald,0.1,100,100,1.0,10,0.1,0.0,0.0552291370606751,0.17436566150491345
LR_C1_N0_n1000_scale1,C1_N0_n1000,"Balanced, large sample",1.0,1000,1000,0.09999999999999987,0.09999999999999987,140.1026869192951,simple_welch,Simple Welch,0.1,100,100,1.0,10,0.1,0.0,0.0552291370606751,0.17436566150491345
LR_C1_N0_n50_scale1,C1_N0_n50,"Balanced, moderate sample",1.0,50,50,0.09999999999999987,0.09999999999999987,7.0051343459647555,bartlett_lr,Constrained LR (oracle Bartlett),0.01,100,100,1.0,1,0.01,0.0,0.0017674320641406505,0.054486196178705315
LR_C1_N0_n50_scale1,C1_N0_n50,"Balanced, moderate sample",1.0,50,50,0.09999999999999987,0.09999999999999987,7.0051343459647555,constrained_lr,Constrained LR (chi-squared),0.01,100,100,1.0,1,0.01,0.0,0.0017674320641406505,0.054486196178705315
