method,anchors,mean_absolute_fpr_error_05,median_absolute_fpr_error_05,within_035_065,minimum_fpr_05,maximum_fpr_05
naive_perm_plugin,2,0.11666666666666667,0.11666666666666667,0.0,0.0,0.23333333333333334
student_perm_plugin,2,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667
student_perm_analytic,2,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667
student_perm_jackknife,2,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667
wald_plugin,2,0.05,0.05,0.0,0.0,0.1
wald_analytic,2,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667
wald_jackknife,2,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667
