configuration,family,total_n,strata,informative_strata,statistic_g2,reference,reference_p,router_route,router_p,router_seconds,router_abs_error,exact_state_count,exact_state_upper_bound,exact_transition_upper_bound,jidt_blockwise_p,jidt_blockwise_tie_corrected_p,jidt_blockwise_ci_low,jidt_blockwise_ci_high,jidt_blockwise_seconds,jidt_blockwise_abs_error,jidt_default_global_p,jidt_default_global_tie_corrected_p,jidt_default_global_seconds,jidt_default_abs_error,jidt_g2,manual_jidt_g2_abs_difference,chi2_nominal_p,chi2_nominal_abs_error,chi2_informative_p,chi2_informative_abs_error,speedup_vs_jidt_blockwise,permutations,jidt_pvalue_resolution
homogeneous_k20_n10_both_skew,homogeneous,200,20,20,29.569545753786134,exact_convolution,0.1329533234343351,exact_convolution,0.1329533234343351,0.0002515666070394218,0.0,21,21,420,0.10829,0.13285,0.1307604343931382,0.13496777235543153,0.45727541693486273,0.00010332343433511193,0.01332,0.01332,0.3080186670413241,0.11963332343433511,29.56954575378609,4.263256414560601e-14,0.07713529023184235,0.05581803320249276,0.07713529023184235,0.05581803320249276,1817.711111646886,100000,1e-05
