method,anchors,mean_absolute_fpr_error_05,median_absolute_fpr_error_05,within_035_065,minimum_fpr_05,maximum_fpr_05
naive_perm_plugin,6,0.03788888888888888,0.017333333333333333,0.5,0.05366666666666667,0.207
student_perm_plugin,6,0.004833333333333331,0.004833333333333328,1.0,0.05,0.06166666666666667
student_perm_analytic,6,0.0051111111111111105,0.005333333333333329,1.0,0.048666666666666664,0.060333333333333336
student_perm_jackknife,6,0.009722222222222219,0.009999999999999995,0.8333333333333334,0.04733333333333333,0.06566666666666666
wald_plugin,6,0.05627777777777778,0.04599999999999999,0.16666666666666666,0.06366666666666666,0.20566666666666666
wald_analytic,6,0.012888888888888887,0.011166666666666662,0.6666666666666666,0.060333333333333336,0.068
wald_jackknife,6,0.020055555555555552,0.019999999999999997,0.0,0.067,0.07266666666666667
