subset,pairs,median_wald_ms,median_profile_ms,median_permutation_ms,profile_over_permutation
easy,80,0.17285399371758103,123.65764600690454,5.57787501020357,22.17681684121932
hard,80,0.1675835228525102,146.8889995594509,5.290583532769233,27.602617552770965
all,160,0.17060450045391917,142.8289165487513,5.57787501020357,25.768380519759127
