configuration_id,pair_id,shape,profile,n_p,n_q,target_mi_p,target_mi_q,section,population,mi,v,tau2,mean_vhat,var_vhat,mean_vhat_over_v,n_var_ihat_over_v,population_first_order_df,empirical_moment_df,median_plugin_df,first_order_var_ratio
config_895d00be250e7299,pair_cd3f51adc4b4ed85,2x2,same_skew,500,500,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.04568504190069474,0.0004186166859824481,1.0545274257272073,1.0253627693765393,9.087717874377201,9.97152346457467,9.031842363206799,1.0134657558440148
config_c89d367d7c2b178b,pair_cd3f51adc4b4ed85,2x2,same_skew,1000,1000,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.04441194213829268,0.00020674571586517499,1.025141032297647,1.0070633193906173,18.175435748754403,19.080643061850246,18.058035456548502,1.001057579465892
config_c89d367d7c2b178b,pair_cd3f51adc4b4ed85,2x2,same_skew,1000,1000,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.0444249389462339,0.00020856851243546444,1.0254410318128213,1.0158826642538041,18.175435748754403,18.92495830105013,18.088565782176893,1.0098835148178131
config_edfcd95edaba3209,pair_308be584e4c09575,2x2,different_skew,2,2,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.0,0.0,0.0,3.7275989125675792,0.04003745537817922,,,0.0
config_edfcd95edaba3209,pair_308be584e4c09575,2x2,different_skew,2,2,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.0,0.0,0.0,2.562627194853635,0.036350871497508805,,,0.0
config_3d7d09758558e44b,pair_308be584e4c09575,2x2,different_skew,5,5,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.07840132517977948,0.008284826600555727,1.927683272715249,3.5610140065077935,0.10009363844544804,1.4838615426261816,1.2240888092278552,0.2506596648581278
config_3d7d09758558e44b,pair_308be584e4c09575,2x2,different_skew,5,5,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.06234440447702474,0.009315674945191197,1.4390680543657968,3.138649421951757,0.09087717874377202,0.834469814042033,1.2240888092278552,0.22553132413649649
config_d3b1f0fe8ea3fd07,pair_308be584e4c09575,2x2,different_skew,10,10,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.08980243907581717,0.008921607654063296,2.208006806753951,2.770759575928167,0.20018727689089608,1.8078531082439908,1.0654398377992371,0.5398512949958926
config_d3b1f0fe8ea3fd07,pair_308be584e4c09575,2x2,different_skew,10,10,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.08575154422075164,0.0120786057273659,1.9793646107582286,2.484407545807133,0.18175435748754404,1.217578833554183,1.0654398377992371,0.5848430649293316
config_1e065a6d4aba5a1f,pair_308be584e4c09575,2x2,different_skew,20,20,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.08013405572666812,0.007810598960985802,1.970286579275448,1.9661140968411304,0.40037455378179215,1.644295634503881,0.7116561952396088,0.9452471185193508
config_1e065a6d4aba5a1f,pair_308be584e4c09575,2x2,different_skew,20,20,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.08241734737526259,0.009314614547434038,1.9024028335536887,1.8170455731039237,0.3635087149750881,1.4584863632915253,0.9719974698484338,0.9020226081582134
config_8be244c92203b43d,pair_308be584e4c09575,2x2,different_skew,50,50,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.05906226459975258,0.003499041914666789,1.4521864172136343,1.2638695821249082,1.0009363844544803,1.9938892901106497,1.0335322587616504,1.058644575127363
config_8be244c92203b43d,pair_308be584e4c09575,2x2,different_skew,50,50,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.06324621045852516,0.004367692797469451,1.459884039217998,1.2548963831366737,0.9087717874377201,1.8316687197788366,0.9843212619924636,1.0574129580843874
config_e9d9809ebf11d319,pair_308be584e4c09575,2x2,different_skew,100,100,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.04984686511516427,0.0017268169612393806,1.2256038767132702,1.1300956062987035,2.0018727689089606,2.8777919346194527,1.9826865322970149,1.0449062645356022
config_e9d9809ebf11d319,pair_308be584e4c09575,2x2,different_skew,100,100,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.0536338901827947,0.0021250562638131976,1.2380071417935623,1.097794567070718,1.8175435748754403,2.7073110722991642,1.7998612629392081,1.0289469219613476
config_53e7da32ac5c61fc,pair_308be584e4c09575,2x2,different_skew,250,250,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.04429831133496851,0.0006703670987659963,1.0891794695324217,1.0449384751500135,5.004681922272402,5.854524754398156,5.029120371359804,1.0141068751959683
config_53e7da32ac5c61fc,pair_308be584e4c09575,2x2,different_skew,250,250,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.04811871324044002,0.0008548977812519944,1.110702774729758,1.0612977469318468,4.543858937188601,5.416812663906528,4.510585979335586,1.0348484127102506
config_eec415392181e974,pair_308be584e4c09575,2x2,different_skew,500,500,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.04230698343302957,0.00032899837503897383,1.0402179312133109,1.0095966708030282,10.009363844544804,10.880788374657508,9.979971983321272,0.9953934632814905
config_eec415392181e974,pair_308be584e4c09575,2x2,different_skew,500,500,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.04557060768859017,0.0004151056097417647,1.0518859918993024,1.0169824891913497,9.087717874377201,10.005551533737579,8.994969775377202,1.0049654842226408
config_b84ad3320df042e5,pair_308be584e4c09575,2x2,different_skew,1000,1000,0.02,0.02,main,p,0.019999999999999907,0.040671269128847526,0.16526046592388327,0.0416425052832891,0.00017009233062186075,1.023880153613222,1.0368331662486407,20.01872768908961,20.390081550753813,19.987997274886247,1.0292378741096069
config_b84ad3320df042e5,pair_308be584e4c09575,2x2,different_skew,1000,1000,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.044611808830300526,0.00021179883882994015,1.029754465917119,1.0312034182541203,18.175435748754403,18.793431523099937,18.113932577239343,1.0255246743349828
config_8e221207ee4be0c8,pair_915fd4445dd7693e,3x3,uniform,2,2,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.0,0.0,0.0,6.163796238981873,0.0439712595025722,,,0.0
config_8e221207ee4be0c8,pair_915fd4445dd7693e,3x3,uniform,2,2,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.0,0.0,0.0,6.148838210004819,0.0439712595025722,,,0.0
config_7b7827a432b4b65e,pair_915fd4445dd7693e,3x3,uniform,5,5,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.1566417051601758,0.010201873465612531,4.049534491453262,6.9963827566645955,0.10992814875643048,4.810219197129444,2.253092937748585,0.37476088151718573
config_7b7827a432b4b65e,pair_915fd4445dd7693e,3x3,uniform,5,5,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.15584649441916973,0.01014649130677404,4.028976535190047,6.994995442254759,0.10992814875643048,4.787493348864147,2.253092937748585,0.37272644473098204
config_bd657c8ee6eb9b2a,pair_915fd4445dd7693e,3x3,uniform,10,10,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.16543939202544894,0.006617676162756886,4.276974153001241,5.409560045173402,0.21985629751286095,8.27184400100591,3.3837438696021858,0.4861942584780203
config_bd657c8ee6eb9b2a,pair_915fd4445dd7693e,3x3,uniform,10,10,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.1662181966220912,0.0067208420743628565,4.29710797415047,5.401222820606453,0.21985629751286095,8.221734295376784,3.3837438696021858,0.4937737580878316
config_65097c528c492add,pair_915fd4445dd7693e,3x3,uniform,20,20,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.14579849217728333,0.005385617025083739,3.769213456084703,4.268726068694088,0.4397125950257219,7.89406310257972,2.938679616954768,0.7913521337575865
config_65097c528c492add,pair_915fd4445dd7693e,3x3,uniform,20,20,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.1446006360569753,0.005341461555953671,3.738246226316452,4.315457620567501,0.4397125950257219,7.8290721477817105,2.912291426944628,0.784864014652496
config_83d3ec65449a13ce,pair_915fd4445dd7693e,3x3,uniform,50,50,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.10473343726811654,0.0035694262416558625,2.707590971331701,2.3225020874242968,1.0992814875643049,6.146137860467975,3.480982815016377,1.3112114449786605
config_83d3ec65449a13ce,pair_915fd4445dd7693e,3x3,uniform,50,50,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.10450482169235178,0.0034578624753329734,2.701680753114936,2.257915310204048,1.0992814875643049,6.316768139194768,3.457805617476992,1.2702290356658306
config_535b900f376746de,pair_915fd4445dd7693e,3x3,uniform,100,100,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.07485231999962527,0.0017316834976688416,1.935098007863381,1.5701887222947095,2.1985629751286098,6.471009069346419,4.244971641898243,1.2722510944340042
config_535b900f376746de,pair_915fd4445dd7693e,3x3,uniform,100,100,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.07458252257854163,0.0017427708655037499,1.9281231478714898,1.5961700341270375,2.1985629751286098,6.383573175663354,4.273970127125354,1.2803968762014828
config_3e6575ed820626d3,pair_915fd4445dd7693e,3x3,uniform,250,250,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.05315908778191963,0.0006062972508063968,1.3742799804620918,1.2036237912616154,5.4964074378215235,9.321792602711968,7.339124648132069,1.1136017954914381
config_3e6575ed820626d3,pair_915fd4445dd7693e,3x3,uniform,250,250,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.053512253615361556,0.0006202005080160456,1.3834100982826525,1.2349208580949287,5.4964074378215235,9.234308098698593,7.330322507773014,1.1391382665396765
config_0ce6433c2e25fb9b,pair_915fd4445dd7693e,3x3,uniform,500,500,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.04626894166667944,0.0002922127721993179,1.196154465828001,1.1144059041963301,10.992814875643047,14.652439363563056,12.919523916225733,1.0734294683140522
config_0ce6433c2e25fb9b,pair_915fd4445dd7693e,3x3,uniform,500,500,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.045965488537587175,0.0002895024514416211,1.1883095313545033,1.1058358067533132,10.992814875643047,14.596257309586996,12.762924963805057,1.0634732362575334
config_ce432a7704c33893,pair_915fd4445dd7693e,3x3,uniform,1000,1000,0.02,0.02,main,p,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.04223967190650006,0.00014113355735871516,1.091988931799045,1.0561977639829834,21.985629751286094,25.28370879554812,23.81346796655969,1.036894577171326
config_ce432a7704c33893,pair_915fd4445dd7693e,3x3,uniform,1000,1000,0.02,0.02,main,q,0.01999999999999999,0.03868141029315239,0.13611177111537315,0.04230965000483008,0.00014112150241267943,1.0937980203974098,1.0563207544397073,21.985629751286094,25.369719751089907,23.78799172491999,1.0368060106503196
config_7ec0d5fa228956e8,pair_40257b980c2277a5,3x3,same_skew,2,2,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.0,0.0,0.0,2.327821559458387,0.030168804134143544,,,0.0
config_7ec0d5fa228956e8,pair_40257b980c2277a5,3x3,same_skew,2,2,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.0,0.0,0.0,2.2949440403280943,0.030168804134143544,,,0.0
config_04c7cce36c93670f,pair_40257b980c2277a5,3x3,same_skew,5,5,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.07247436416127999,0.012230760429933304,1.459905878636928,3.8683350537785155,0.07542201033535886,0.8589054606493455,2.253092937748585,0.18715543992002512
config_04c7cce36c93670f,pair_40257b980c2277a5,3x3,same_skew,5,5,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.07250614070664503,0.012244487985656107,1.460545977600445,3.8721160741056426,0.07542201033535886,0.8586950220099562,2.1742404236196013,0.1873654993635933
config_1b7459a5cb664f6a,pair_40257b980c2277a5,3x3,same_skew,10,10,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.12582761940509515,0.022972027929228287,2.5346408125168445,3.8245260046791234,0.15084402067071773,1.3784233463349576,1.9780589031065356,0.7030372342880186
config_1b7459a5cb664f6a,pair_40257b980c2277a5,3x3,same_skew,10,10,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.12571491504839896,0.02282477940800443,2.5323705235009575,3.9034970129180624,0.15084402067071773,1.384831772795471,2.0672389901268327,0.6985308322658224
config_3b8e50dc0ecbd1ec,pair_40257b980c2277a5,3x3,same_skew,20,20,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.14185321550088514,0.016878728245402274,2.8574565035498987,2.9260851685291906,0.30168804134143545,2.384342523367759,2.1494379757571087,1.0331150963688829
config_3b8e50dc0ecbd1ec,pair_40257b980c2277a5,3x3,same_skew,20,20,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.14264813172561286,0.016803359107349914,2.8734691017000715,2.92665441178468,0.30168804134143545,2.42195496207746,2.1494379757571096,1.0285018936921104
config_bd5f7c52a72fec37,pair_40257b980c2277a5,3x3,same_skew,50,50,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.10715861397676263,0.006795263373200038,2.158576929948992,1.6246386210022303,0.7542201033535886,3.379697862693215,1.9400428640815148,1.03981311159622
config_bd5f7c52a72fec37,pair_40257b980c2277a5,3x3,same_skew,50,50,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.10762429719040154,0.006932634249521264,2.1679575387896723,1.657957194082422,0.7542201033535886,3.3415838565341134,1.9728046720500267,1.060833641707477
config_a3aca493c5de3366,pair_40257b980c2277a5,3x3,same_skew,100,100,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.08031330848601557,0.003427576498959508,1.6178116572446852,1.3431790923311184,1.5084402067071772,3.763724907046109,2.465438199750066,1.048977438806402
config_a3aca493c5de3366,pair_40257b980c2277a5,3x3,same_skew,100,100,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.08072528435957635,0.003421234517684734,1.626110398553123,1.3362282373507137,1.5084402067071772,3.8094854364701356,2.398556104034875,1.0470365352914577
config_0e4af683e3d6627a,pair_40257b980c2277a5,3x3,same_skew,250,250,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.06422481679901339,0.0013420559142867515,1.2937290127941898,1.1977372900895522,3.7711005167679432,6.1470271826327165,4.922134221821443,1.0268088663599888
config_0e4af683e3d6627a,pair_40257b980c2277a5,3x3,same_skew,250,250,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.06388866118390915,0.0013486498081321861,1.2869575762413228,1.2028660347167828,3.7711005167679432,6.053107342261634,4.941144390798437,1.0318538638092396
config_a95f6c582a6f5596,pair_40257b980c2277a5,3x3,same_skew,500,500,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.057427846193539675,0.0006629039304762054,1.15681249812465,1.0879453557647154,7.5422010335358864,9.950031571119876,8.902480969633404,1.0143774579162819
config_a95f6c582a6f5596,pair_40257b980c2277a5,3x3,same_skew,500,500,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.05754644771853159,0.0006661435373234798,1.1592015782573943,1.0948717940409058,7.5422010335358864,9.942582820295613,8.96980738094924,1.0193347134209003
config_4eaf58ac2172693b,pair_40257b980c2277a5,3x3,same_skew,1000,1000,0.02,0.02,main,p,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.05357628137357322,0.00032543442288032043,1.0792275177292743,1.0310601198801308,15.084402067071773,17.640530466415314,16.557031051746996,0.9959613374524742
config_4eaf58ac2172693b,pair_40257b980c2277a5,3x3,same_skew,1000,1000,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.05396129630985232,0.0003305439345520739,1.086983164506472,1.043562074411771,15.084402067071773,17.618362916781663,16.538070247793243,1.0115985156995955
config_a19ff216adad937f,pair_fb6e4c79f03f599b,3x3,different_skew,2,2,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.0,0.0,0.0,3.9115092437467878,0.03451667692413483,,,0.0
config_a19ff216adad937f,pair_fb6e4c79f03f599b,3x3,different_skew,2,2,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.0,0.0,0.0,2.2886239550732,0.030168804134143544,,,0.0
config_e4f92b5a1655c22e,pair_fb6e4c79f03f599b,3x3,different_skew,5,5,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.10931913504215113,0.013156006234487821,2.443054630333326,5.645329248154008,0.08629169231033706,1.8167630925920322,2.253092937748585,0.2834895435757464
config_e4f92b5a1655c22e,pair_fb6e4c79f03f599b,3x3,different_skew,5,5,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.07373991284600129,0.012367803821343426,1.4853987820367336,3.936276262956174,0.07542201033535886,0.8793112868029339,2.253092937748585,0.1892524817478351
config_fca58c4829e6790f,pair_fb6e4c79f03f599b,3x3,different_skew,10,10,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.16109897148809538,0.01783424687019478,3.60022596304091,4.672937278259612,0.17258338462067413,2.9104541171172786,2.9123998349584244,0.7685953343492818
config_fca58c4829e6790f,pair_fb6e4c79f03f599b,3x3,different_skew,10,10,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.12529877887293828,0.02252673020597901,2.5239879780878427,3.7838999506557482,0.15084402067071773,1.393880411714832,1.9780589031065352,0.6894093177300031
config_ebf13e401c84bfcd,pair_fb6e4c79f03f599b,3x3,different_skew,20,20,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.15005117286608796,0.010867713457527916,3.353330709359307,3.0824595218410256,0.34516676924134826,4.143531123907676,2.5559382354227878,0.9367229151078396
config_ebf13e401c84bfcd,pair_fb6e4c79f03f599b,3x3,different_skew,20,20,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.14190949771216033,0.01672341566797829,2.858590238658226,2.880239162285099,0.30168804134143545,2.408396220094932,2.1308796755984756,1.0236087066658324
config_b73990abe54408a3,pair_fb6e4c79f03f599b,3x3,different_skew,50,50,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.10149953038553067,0.005092514761228365,2.268302777820345,1.948726123224457,0.8629169231033704,4.045998942180103,2.2564223490432473,1.0973502593278335
config_b73990abe54408a3,pair_fb6e4c79f03f599b,3x3,different_skew,50,50,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.10774985001789199,0.0069796890136687,2.170486644261021,1.6952190408665804,0.7542201033535886,3.3268044338771174,1.9850882985457128,1.06803397494497
config_f67e74127a56dc37,pair_fb6e4c79f03f599b,3x3,different_skew,100,100,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.07852390754558539,0.002545510705472442,1.7548455341065372,1.5153584094805925,1.7258338462067409,4.844610586764939,3.1437240642248168,1.0970284677577193
config_f67e74127a56dc37,pair_fb6e4c79f03f599b,3x3,different_skew,100,100,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.0807140934997229,0.0034541429566231283,1.6258849726073263,1.3609320834403775,1.5084402067071772,3.772145490961982,2.4290490726278677,1.057107852446069
config_1bd54f96fa664af7,pair_fb6e4c79f03f599b,3x3,different_skew,250,250,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.05988275416224005,0.000979789622319245,1.3382546411180793,1.1859838868915504,4.314584615516853,7.3198249182657085,6.0471687140784685,1.0556399407268495
config_1bd54f96fa664af7,pair_fb6e4c79f03f599b,3x3,different_skew,250,250,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.0640597306513193,0.0013175132450829496,1.2904035577827626,1.1688387417470554,3.7711005167679432,6.229385710443032,4.948350581384674,1.0080312356559824
config_68664fbc4f3b1772,pair_fb6e4c79f03f599b,3x3,different_skew,500,500,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.05235353804115313,0.00047546429499986827,1.1699923666287204,1.0792761438082286,8.629169231033705,11.529332377848592,10.311798170002831,1.0245446343946962
config_68664fbc4f3b1772,pair_fb6e4c79f03f599b,3x3,different_skew,500,500,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.05777816939677135,0.0006760783129887559,1.16386932311014,1.111311049845651,7.5422010335358864,9.875533040201294,8.900114087769346,1.0345369350717388
config_1b6b2afc5ccb1291,pair_fb6e4c79f03f599b,3x3,different_skew,1000,1000,0.02,0.02,main,p,0.01999999999999983,0.044746905650339806,0.23203688694381472,0.048827242023863536,0.00023241339475856335,1.0911870064358906,1.0270478628471467,17.25833846206741,20.516025473777923,18.816402845026793,1.0016226205225713
config_1b6b2afc5ccb1291,pair_fb6e4c79f03f599b,3x3,different_skew,1000,1000,0.02,0.02,main,q,0.019999999999999858,0.049643175784008224,0.32675407231442827,0.0535489558906879,0.0003265156509253572,1.078677079880491,1.0304430742775406,15.084402067071773,17.564185170641995,16.519558012006136,0.9992703338404253
config_25b40f2f2a7fffe6,pair_489238afbcfc259d,5x5,uniform,2,2,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.0,0.0,0.0,5.96844910399278,0.04695539906718208,,,0.0
config_25b40f2f2a7fffe6,pair_489238afbcfc259d,5x5,uniform,2,2,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.0,0.0,0.0,5.975134365968334,0.04695539906718208,,,0.0
config_17479196d0a28d10,pair_489238afbcfc259d,5x5,uniform,5,5,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.19006536595152365,0.011762695175804626,5.144202679033783,11.232959340925843,0.1173884976679552,6.142273143079302,0.9472909829000047,0.5057461224389631
config_17479196d0a28d10,pair_489238afbcfc259d,5x5,uniform,5,5,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.1880543478298689,0.011691011024085986,5.0897735895612675,11.297751315410206,0.1173884976679552,6.049851063327031,0.9472909829000047,0.5026640072238548
config_0dd9cf7abfc86486,pair_489238afbcfc259d,5x5,uniform,10,10,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.2753785715655752,0.015423008180507318,7.453242091236308,9.36585346190241,0.2347769953359104,9.833795948230147,6.228812181239483,1.3262481883710664
config_0dd9cf7abfc86486,pair_489238afbcfc259d,5x5,uniform,10,10,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.27467670169147834,0.015528354694038937,7.434245674563619,9.732780539802281,0.2347769953359104,9.717357947918625,6.192011924558849,1.3353070970539458
config_70be6884a262cb1c,pair_489238afbcfc259d,5x5,uniform,20,20,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.2417154923962746,0.00689284800836831,6.54213605579264,7.309790211725174,0.4695539906718208,16.952754273252662,8.236254877480182,1.1854531978229015
config_70be6884a262cb1c,pair_489238afbcfc259d,5x5,uniform,20,20,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.24108294888043028,0.0066466737622082744,6.525015987480764,7.119241081340229,0.4695539906718208,17.488744090720704,8.195284708786831,1.1431153939169165
config_9d96c47615346d89,pair_489238afbcfc259d,5x5,uniform,50,50,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.19738486407862535,0.0030883864831353445,5.342308113372739,5.904496391475278,1.173884976679552,25.230510999895476,8.517587549254229,1.3278755124518153
config_9d96c47615346d89,pair_489238afbcfc259d,5x5,uniform,50,50,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.19713140864460665,0.0030973480162764014,5.335448230636254,5.919103997899096,1.173884976679552,25.09294536487051,8.526158583262617,1.3317285925235667
config_97314dab3814c8e6,pair_489238afbcfc259d,5x5,uniform,100,100,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.15752162041153162,0.0020747311118413953,4.263391900307693,3.631547223636281,2.347769953359104,23.919302848890336,12.005080786269986,1.7840931848265598
config_97314dab3814c8e6,pair_489238afbcfc259d,5x5,uniform,100,100,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.1577694152382543,0.002089509526331435,4.270098576219404,3.6955514299723187,2.347769953359104,23.824910172410007,11.985641962468776,1.7968013706843506
config_9ba0432f20bfbdd8,pair_489238afbcfc259d,5x5,uniform,250,250,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.09419671517882147,0.0007508718368119979,2.54947550361524,1.9385099324128103,5.86942488339776,23.633916510046518,15.55480870226879,1.614215595323004
config_9ba0432f20bfbdd8,pair_489238afbcfc259d,5x5,uniform,250,250,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.0938976681884192,0.0007580356398448172,2.541381665363947,1.9430948028715098,5.86942488339776,23.26215715405522,15.579647093260753,1.6296162562753396
config_4292bfd4ad782a22,pair_489238afbcfc259d,5x5,uniform,500,500,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.06627532251050017,0.0003149759387283393,1.7937707372699263,1.4491330295843385,11.73884976679552,27.89050104337771,20.83262051136031,1.3542632644353405
config_4292bfd4ad782a22,pair_489238afbcfc259d,5x5,uniform,500,500,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.06615747628306874,0.00031060675739202654,1.7905811773212643,1.4320352610530158,11.73884976679552,28.182333860951335,20.772311423445146,1.3354776333699523
config_2c1cfa826b349579,pair_489238afbcfc259d,5x5,uniform,1000,1000,0.02,0.02,main,p,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.05170414811634223,0.00013728305956193373,1.3993954970474989,1.207711751643461,23.47769953359104,38.94608615173845,32.305156333808526,1.1805181382719259
config_2c1cfa826b349579,pair_489238afbcfc259d,5x5,uniform,1000,1000,0.02,0.02,main,q,0.020000000000000014,0.03694748784416538,0.11629051270901468,0.051742910633379574,0.00013632508496229246,1.4004446216104687,1.2026983193174057,23.47769953359104,39.27859354064521,32.36846560459051,1.1722803673882567
