configuration_id,pair_id,shape,profile,n_p,n_q,target_mi_p,target_mi_q,section,population,mi,v,tau2,mean_vhat,var_vhat,mean_vhat_over_v,n_var_ihat_over_v,population_first_order_df,empirical_moment_df,median_plugin_df,first_order_var_ratio
config_ceca18acdc35d810,pair_cd3f51adc4b4ed85,2x2,same_skew,2,2,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.0,0.0,0.0,2.5103432705190265,0.036350871497508805,,,0.0
config_0e373149d90354a1,pair_cd3f51adc4b4ed85,2x2,same_skew,5,5,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.06334480205544424,0.00941975619935812,1.4621597850326433,3.152519291451835,0.09087717874377202,0.8519464543502381,1.2240888092278552,0.228051118269306
config_0e373149d90354a1,pair_cd3f51adc4b4ed85,2x2,same_skew,5,5,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.06233169267900946,0.009386088366696958,1.4387746336074978,3.206659422304424,0.09087717874377202,0.827872008112732,1.2240888092278552,0.2272360242556621
config_033b35a7a6c4fa8a,pair_cd3f51adc4b4ed85,2x2,same_skew,10,10,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.08657844770227993,0.012107564457696559,1.9984516546444167,2.5304291691125758,0.18175435748754404,1.2382056907855583,1.0654398377992371,0.5862452394008995
config_033b35a7a6c4fa8a,pair_cd3f51adc4b4ed85,2x2,same_skew,10,10,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.08716343702410495,0.012309569083800482,2.0119547019867605,2.613193559842967,0.18175435748754404,1.2343997912735143,1.0654398377992371,0.5960262528164508
config_fe2608b927842b4e,pair_cd3f51adc4b4ed85,2x2,same_skew,20,20,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.08268275100853474,0.00922214818919211,1.9085290271288526,1.8219508823781496,0.3635087149750881,1.4826127652885281,1.0349760786597855,0.8930682123317911
config_fe2608b927842b4e,pair_cd3f51adc4b4ed85,2x2,same_skew,20,20,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.08350156295903863,0.009312341166764463,1.9274292978169354,1.8410702584478547,0.3635087149750881,1.497477571265758,1.0349760786597855,0.9018024551126459
config_4fa1b8764eb1feab,pair_cd3f51adc4b4ed85,2x2,same_skew,50,50,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.06336392878748369,0.004430763897195673,1.4626012788490215,1.2758791593857028,0.9087717874377201,1.8123229152094869,0.9843212619924636,1.0726823923655209
config_4fa1b8764eb1feab,pair_cd3f51adc4b4ed85,2x2,same_skew,50,50,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.06374940674993852,0.004476009264881623,1.4714990945565274,1.2932581233516511,0.9087717874377201,1.8158974302644064,0.9843212619924636,1.0836362392368337
config_6dbf8a7718ae549e,pair_cd3f51adc4b4ed85,2x2,same_skew,100,100,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.054237831679107125,0.00219836436161253,1.2519476537182432,1.1416528748963846,1.8175435748754403,2.6763010141715986,1.7716089802117778,1.064442519357961
config_6dbf8a7718ae549e,pair_cd3f51adc4b4ed85,2x2,same_skew,100,100,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.05420939958709388,0.0021981019815208854,1.2512913684320452,1.1429733101332629,1.8175435748754403,2.673814980649743,1.7963664052473978,1.0643154755745663
config_f70a142c88b85017,pair_cd3f51adc4b4ed85,2x2,same_skew,250,250,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.04753726815355949,0.0008486135504904181,1.0972815373802847,1.052950029958677,4.543858937188601,5.325844401606541,4.510585979335586,1.0272413907114355
config_f70a142c88b85017,pair_cd3f51adc4b4ed85,2x2,same_skew,250,250,0.02,0.02,main,q,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.047658884641350915,0.0008438627606983821,1.1000887564712827,1.046721401731485,4.543858937188601,5.38326702170814,4.536943720207285,1.021490589407204
config_895d00be250e7299,pair_cd3f51adc4b4ed85,2x2,same_skew,500,500,0.02,0.02,main,p,0.019999999999999858,0.04332276315069768,0.20652729683689408,0.04522610666913779,0.00041232306894257493,1.0439340286726255,1.010619909565482,9.087717874377201,9.921349924435573,9.105434458968677,0.9982289877841403
